"FSC-A","FSC-H","SSC-A","SSC-H","FL1-A","FL1-H","FL2-A","FL2-H","FL3-A","FL3-H","FL4-A","FL4-H","Time"
38290,86874,2748,6989,162,120,371,145,33241,44208,22948,40682,16.3
52785,125760,9586,18236,34,80,0,5,43763,61306,40223,50128,16.4
188876,370140,22117,45297,297,257,0,34,174838,214267,88944,90467,16.4
60405,146399,9556,18384,444,198,76,133,56584,71010,47096,55578,16.4
2244,6346,954,2995,1758,2084,1873,2609,5400,7279,922,2241,16.4
10236,26326,1244,3817,4004,5939,4597,6463,11997,16585,1813,3770,16.4
7381,12545,1325,3381,5114,7147,5414,7483,11100,14428,2661,3083,16.5
9015,15547,892,2919,5028,7151,5427,7422,11292,15536,2896,2897,16.5
1470,8928,326,2429,139,19,134,39,3962,7311,340,866,16.7
1256,6400,0,0,125,126,187,72,0,6771,3685,7988,16.7
1529,8821,0,0,155,109,225,164,476,28756,20661,46055,16.7
324827,655879,20893,42227,985,1492,759,219,532927,661924,230689,283415,16.7
115507,274365,15939,36835,568,405,222,144,156550,202931,63502,95516,16.7
640,3919,0,0,201,168,147,108,1677,4782,0,1118,16.7
4772,16106,185,1555,2628,3874,3940,5891,10019,15122,3432,5876,16.8
113931,253880,10134,18426,168,212,119,66,143111,186800,65137,73321,16.8
3048,16355,1150,3635,2733,5398,3356,6579,8038,15194,1147,2265,16.8
6810,11994,94,2891,1208,4838,1473,5622,3630,13055,0,201,16.8
674219,299979,106558,29132,0,224,500,146,174602,217009,82042,89417,16.8
3569,18480,1093,4820,1514,2961,2098,4202,4743,9439,790,1538,16.8
2405,12137,363,1701,2856,4741,3885,6671,9732,16411,1076,2292,16.8
5567,14795,1604,4183,4317,6427,4337,6279,8317,11325,2181,2119,16.8
8277,14200,1349,4612,1502,2366,1950,2977,6286,9961,865,3487,17
13487,35345,17526,44209,5307,7355,5901,8217,7279,9767,279,1092,17
8514,23449,825,3281,3099,4442,4213,5949,11335,15267,2329,4696,17
6935,14944,568,1702,2144,2942,2316,3214,6645,9649,1456,1798,17
47061,96458,10309,21137,0,197,238,146,42711,57232,35092,43785,17.1
6615,14320,1359,2631,3681,5095,4556,6238,10556,14369,810,2112,17.2
5171,17170,18,2368,2968,4375,3314,4886,7579,11108,535,1085,17.2
5871,15892,1634,4981,4625,6499,5702,7923,13575,19718,494,4380,17.2
45500,53968,9538,9641,5465,7055,7615,9775,17076,23289,4183,5382,17.4
6603,23583,1486,3512,4553,6309,4957,6900,12584,16596,106,2523,17.4
13702,21026,1438,2591,2624,3478,3699,5057,9465,12436,1813,2182,17.4
2192,12995,518,3107,792,1753,1336,2905,3080,6573,655,1884,17.4
3823,10893,2034,5861,1507,1888,1709,2148,3923,4699,1143,1009,17.4
40843,90698,17572,38736,62,110,36,71,35219,43817,33169,38676,17.4
88242,184673,20972,41020,275,188,228,127,59184,73797,60006,70337,17.5
79755,158134,5458,10804,369,306,87,106,55334,65824,47039,57201,17.5
1477,7241,853,3320,1752,3718,2449,5294,6281,12374,811,1337,17.6
5321,22975,1218,3079,3102,4961,4132,6789,9841,16827,3075,5193,17.6
58432,125406,20346,42939,270,334,102,161,56787,69238,60279,71885,17.9
501,2741,0,749,850,2480,1217,3456,3164,8948,0,130,17.9
6876,17435,0,1807,415,360,0,6,1821,4622,14568,27359,17.9
74583,166002,5863,11227,563,335,244,120,60083,77636,45545,66421,17.9
7305,19178,1491,3669,3092,4290,4445,6248,12188,16232,1719,4658,17.9
7768,36398,1450,4832,2898,4435,4306,6734,12185,18959,886,5260,18
7445,14420,1148,2557,946,2037,1150,2898,2646,6961,988,1055,18
1435,7119,266,877,922,2528,1254,3765,3450,10171,814,1734,18
1751,5318,300,1241,539,1624,466,2146,1208,5685,36,137,18
20576,36848,1680,2863,245,251,144,52,20911,25869,18091,21764,18.1
99589,209607,16295,34495,331,341,111,154,98523,121550,50487,62064,18.2
3810,14262,702,2469,47,0,140,21,2602,4618,1333,1717,18.3
3141,13435,152,2391,82,5,16,0,3049,4606,4176,5376,18.3
479595,726860,33366,35694,1649,1177,27,181,1.28059e+06,972684,497849,401643,18.3
2005,11727,602,3036,1804,4749,2137,5998,6243,17373,1204,3030,18.3
1557,10223,121,2850,1746,4724,2196,6050,5928,17374,0,362,18.3
59525,119426,10807,20362,447,292,219,136,35231,43513,23992,39797,18.4
7280,24764,1028,3169,3561,5135,4011,5489,9091,12664,1156,1353,18.5
44160,98793,3160,6361,6942,9120,9785,13205,27522,34709,7937,10691,18.5
7560,19622,1862,3543,6231,8677,7786,10418,13096,17334,720,3152,18.5
7857,13835,1043,2563,4152,6350,4602,7080,8813,13606,2975,2343,18.5
26144,56034,21467,49679,243,231,0,12,28821,36698,15847,31344,18.6
13244,25289,3026,3344,1619,2856,3061,4669,9341,14184,2780,4170,18.7
8356,20436,1579,3649,2948,4005,3516,4758,8675,11469,1038,1980,18.7
4500,13295,1663,3766,4198,5557,5074,6861,12973,17282,2806,3212,18.7
39363,75009,6519,12606,494,313,336,184,31886,36538,26131,30175,18.7
10460,25551,3007,7037,4029,5332,4715,6594,13004,16984,2195,2649,18.7
1845,11663,415,2205,2256,4005,2957,5340,6895,12379,1833,3584,18.8
52109,109545,8435,16418,188,174,210,112,48574,58633,41386,45911,18.8
3744,11884,1845,4325,2063,2818,2224,3247,6202,8968,1950,1845,18.9
43970,91450,1977,4437,109,94,0,12,48993,57127,35809,44736,18.9
4701,13504,1845,4268,977,1134,1962,2405,5752,7453,1366,3653,18.9
67742,130583,20703,39979,879,540,459,179,58917,69581,53789,50916,18.9
14532,34716,889,3681,5447,7099,7315,9586,19625,25077,2275,4053,18.9
33717,59241,10872,21497,267,240,427,267,39955,45833,47464,50131,19
12226,28494,5129,12423,140,48,266,158,19473,25482,7327,19711,19
3568,9567,1198,3598,2263,3881,2833,5634,7364,14396,2561,3101,19
86887,157148,7430,15228,325,258,5,79,62393,74415,58592,64170,19
4615,10479,1390,2137,2600,3578,3498,4588,10575,12846,741,1498,19.1
5052,15447,703,1555,2615,3994,3197,4899,9635,15282,1795,2244,19.2
9539,17811,2564,3382,4122,4807,4897,6257,12790,16068,3536,2895,19.2
6594,29789,1532,5270,4227,5506,4949,6926,10344,14067,2587,3416,19.3
1945,9792,0,855,500,2080,395,2027,1028,4719,598,1080,19.3
3882,22082,417,1693,171,102,174,69,1368,8085,15626,28332,19.7
95229,191161,3900,6112,602,475,256,100,89029,109079,74339,94624,19.7
20169,52369,3975,7284,6483,8537,8881,11362,25456,32443,5330,7705,19.8
10478,16177,1093,1468,0,0,282,111,4552,4355,4647,3436,19.8
343546,563620,211036,354512,620,993,455,207,282930,306894,122829,129140,19.8
32788,53655,2638,4098,165,181,115,67,29222,33282,19644,30125,19.8
8777,21838,1931,4284,3532,4344,4524,5562,10886,12853,1339,2562,20
8156,18477,1402,2582,2189,2788,3226,4057,7466,9400,1606,1568,20
16914,14468,1864,2588,2183,2933,3058,3820,7240,8325,1857,1748,20
21049,50377,4370,8551,520,282,235,159,24812,29110,14086,21763,20.2
5828,20412,1090,3342,3868,5640,5047,7101,11186,15943,1114,2914,20.2
21980,51693,1955,5712,3704,4402,4485,5874,13309,17358,3636,3989,20.3
17912,21054,2331,2216,1769,1977,3194,3796,9437,10763,2234,2527,20.3
6504,17544,1407,2620,2942,3846,3475,4684,8032,10922,112,446,20.3
11472,24197,1737,3522,3255,4007,4325,5250,10985,13598,1944,3221,20.4
33544,56539,6948,12703,288,225,0,137,28924,32916,26704,24752,20.5
15147,17262,3393,5833,3557,4255,4567,5376,12506,14066,3329,2437,20.6
11988,20861,11161,23042,213,186,487,298,20322,25464,13492,19091,20.6
12129,26342,1244,2311,3875,4938,4798,5972,12386,14406,1863,2046,20.6
5559,22158,1273,3793,6126,7929,7780,10502,17469,23611,1260,3861,20.7
3928,7043,132,1511,666,1659,370,1288,640,4267,456,702,20.7
6123,20354,1642,4820,1514,2316,1706,2413,4746,7005,0,1001,20.8
70471,118406,11612,20460,0,194,166,113,44399,47884,40904,44509,20.8
12061,27003,2633,5231,3581,4596,5317,6759,11861,15665,3584,4691,20.9
2237,9097,1071,4273,1242,1879,2047,2974,4889,7089,0,706,20.9
165955,307557,14333,27980,544,347,200,132,111098,121841,84639,97810,20.9
3878,10672,405,2903,2201,2985,3168,4274,7996,10689,0,891,20.9
14307,23094,1750,4279,3419,4217,4969,6153,12984,15223,928,4206,21
21818,42008,4233,6650,3503,4335,5222,6115,15163,16743,3514,4336,21.1
7901,25631,490,1723,4942,6442,6547,8411,15394,19965,3145,3934,21.1
3523,6897,111,889,115,72,0,0,685,4315,15479,21077,21.2
158239,299426,11715,20665,234,328,117,144,196344,205301,70258,84961,21.2
5750,11466,2068,3178,3925,4748,5680,6594,12836,14443,814,1313,21.3
108510,202528,18617,36554,460,474,134,150,55890,60893,46211,54984,21.4
1981,6923,1405,4107,2948,3715,3781,4895,8060,10187,789,1486,21.4
17852,21071,2665,3974,1737,1593,2230,2215,5993,6365,3648,2479,21.4
27737,52709,4658,9062,0,59,0,39,30884,33798,24056,28013,21.6
1765,3832,1048,2210,4136,5715,4671,5987,11473,15022,1634,1613,21.6
6906,20514,1414,3969,4043,4743,4679,5804,10646,12295,2091,3345,21.6
49235,86517,3819,7868,420,253,0,79,64655,69956,50022,69518,21.6
130534,224775,15246,26769,309,185,0,52,49166,52107,44566,50417,21.8
