"FSC-A","FSC-H","SSC-A","SSC-H","FL1-A","FL1-H","FL2-A","FL2-H","FL3-A","FL3-H","FL4-A","FL4-H","Time"
6464,13448,932,2084,2809,3803,3389,4860,10377,13821,2911,2702,16.1
2207,14153,1062,4378,2257,5574,2673,6808,7814,19156,2265,4003,16.2
2297,8775,1361,4761,714,2930,743,3681,1877,9219,186,1647,16.2
2662,15310,578,2116,1836,3122,2588,4685,8489,15405,766,4072,16.3
2359,8312,77,1584,523,2080,585,3256,2081,9765,97,520,16.3
10672,34128,1683,3726,2190,3040,2900,3958,9365,12855,2227,2455,16.4
61258,136490,17651,40516,503,354,0,83,45146,60144,47593,54778,16.4
2576,12280,1223,5562,1715,2611,2358,3639,5959,9104,124,284,16.4
1884,6482,654,2697,1308,3550,1469,4315,3722,11336,2941,4644,16.5
3361,10194,959,3055,1181,2598,1709,3269,4565,9349,121,647,16.6
4387,13042,1371,3528,1580,2457,2082,3220,5093,7996,1704,2370,16.6
3996,10121,904,2095,299,171,0,0,5929,5379,17049,19912,16.7
2869,5451,3170,5348,418,283,79,20,64205,50902,110251,81515,16.7
10136,13668,6435,7849,547,311,33,0,117658,70073,153011,76668,16.7
2.19445e+06,1.05462e+06,1.83433e+06,1.62047e+06,13917,4102,2217,947,9.17758e+06,2.61611e+06,7.35046e+06,1.91158e+06,16.7
1768,6044,1668,5149,1598,2511,1958,3280,5659,8807,989,1862,16.7
7803,16918,1876,3835,414,1444,507,1778,1427,4314,901,1014,16.7
1459,7321,719,3566,1417,2427,1861,3227,4439,7473,1076,1462,16.7
21893,38001,1450,3498,0,106,270,212,19467,27263,10676,20914,16.7
10459,29605,3661,10223,131,55,197,133,14293,18853,11038,21406,16.8
2699,10616,1321,4365,1767,2461,2919,4275,6835,9827,735,2645,16.9
1628,6191,528,2168,853,1969,1154,2877,3666,8769,723,1169,17
9612,24072,1076,3016,2059,2693,2733,3894,9896,13708,2111,3553,17.1
10229,13958,1829,4015,2507,3246,3216,4313,10291,14648,2590,2855,17.1
