"FSC-A","FSC-H","SSC-A","SSC-H","FL1-A","FL1-H","FL2-A","FL2-H","FL3-A","FL3-H","FL4-A","FL4-H","Time"
8500,13878,605,2884,2749,4238,3684,5146,9047,12544,819,2715,16.5
6443,16384,1457,2871,2455,3265,3356,4608,10903,15303,1920,2619,16.7
8047,23800,1249,3752,5800,8211,6525,9478,14806,20233,1296,3356,16.7
2818,10371,659,2812,1686,4811,2080,5848,4149,10929,2338,3303,16.8
7686,14491,743,2082,442,1982,453,2382,1109,5260,9,458,16.8
5130,22998,374,1602,1224,1696,1712,2726,5024,8124,440,1522,16.9
4868,13573,1450,2748,2977,4248,3883,5736,8961,12206,1517,2481,17
5821,11974,799,3619,3325,5265,4261,6172,7539,11648,516,2203,17
12851,36991,2440,5866,445,219,57,80,26007,34794,16505,24239,17.1
40089,87203,18773,39937,403,349,103,13,32131,40670,27883,35416,17.1
44965,110050,5220,11486,236,235,46,0,39179,49998,27975,39822,17.2
4546,6247,1407,3958,1306,1740,1615,2162,5099,6886,1263,1636,17.2
23840,58009,3287,9259,320,210,282,132,25648,34656,16128,32195,17.2
24731,49130,3604,9212,282,147,128,130,29307,37600,22696,34389,17.3
9424,29981,2612,5910,3865,5423,4580,6472,12833,17032,2177,4265,17.3
333,1935,511,2060,925,2908,1150,3438,2944,9926,358,466,17.3
12288,28605,1953,3533,2673,3713,3501,4855,10927,14605,2523,3364,17.4
2578,11767,1333,6031,5496,8675,6618,10284,13800,21792,509,3000,17.4
6453,21103,1069,2999,6014,8572,7272,10596,15627,22279,0,1448,17.5
243272,487607,23753,51546,369,438,2770,4208,96081,123680,86998,96446,17.5
8796,17662,1956,3405,2972,4227,4242,5765,10917,15080,2145,2100,17.6
10648,34585,805,2837,2539,3429,3516,4915,10747,14474,2116,4412,17.6
8429,40496,1045,2859,3629,5720,4533,7215,12031,19360,1597,2826,17.7
6601,15740,1014,2374,426,2573,479,3245,1497,8247,781,862,17.7
5382,14949,1431,4050,2129,3511,2350,3574,7697,11589,1676,1831,17.7
5782,22202,1060,3407,3052,4453,3611,5225,9823,15024,2322,3366,17.7
666,3963,619,2398,1614,2829,2277,4029,4795,8429,53,687,17.8
22062,53636,8296,19186,82,104,301,121,23748,31114,12274,23270,17.8
12040,30656,556,3277,5212,7127,6687,8808,14244,18442,1514,2503,17.9
2071,12855,992,3721,934,3198,1213,4581,2956,10957,998,2304,17.9
3450,12330,803,3604,1646,3629,2454,5392,5873,12734,670,1240,17.9
3791,13366,1388,5199,7182,10861,6359,9590,12204,17791,954,2766,18
15918,18645,988,1888,5773,7514,6321,8248,16571,22691,3235,4219,18
12779,24147,1780,4667,4490,5841,4112,5660,10190,13035,1999,2864,18
1248,5591,315,1933,70,15,118,0,1997,4424,848,1294,18
331537,617745,176456,343732,711,823,96,30,283772,329244,126796,146210,18
782,4078,458,2448,136,43,163,41,207,5594,1038,2219,18
8429,14787,1258,3961,1858,2375,2375,3027,5960,7623,568,1026,18.1
2411,13619,13,127,1730,2849,2549,4394,5845,10246,1050,2506,18.1
2165,7281,877,2986,444,2079,730,2846,1739,7168,384,454,18.1
3733,21119,1263,6050,1493,2317,2161,3499,5435,8982,518,1252,18.2
133677,255868,26215,50762,254,346,556,226,86547,108792,75196,93356,18.3
101556,197793,6243,12337,273,152,0,0,69349,81210,64267,72048,18.3
49993,121017,10019,20719,224,197,210,101,53557,66626,35084,47671,18.3
1941,12542,324,1798,152,56,141,37,0,5502,5875,11315,18.4
135374,285592,12819,27072,634,282,229,92,112182,134703,40442,52575,18.4
3238,12176,1508,4391,4064,5782,4668,6763,11307,16304,0,1068,18.4
141018,283724,10125,19335,314,246,263,125,163642,187419,57481,59968,18.4
37349,58022,2111,6727,179,280,326,159,27863,32108,18019,22553,18.4
9743,17059,662,5110,1951,4487,2319,5118,6024,12075,193,1333,18.4
145774,267620,26163,51585,644,415,0,104,74255,87856,74391,71392,18.4
5912,12897,5978,9059,0,0,330,238,7179,5756,5898,4874,18.5
199398,393881,66157,123078,1133,767,0,68,121059,144392,71545,70809,18.6
494162,846689,123380,225057,1359,1889,709,499,434896,501320,171198,218421,18.6
1980,6440,211,1203,203,129,118,113,1285,6199,1064,3624,18.6
2210,8476,236,1426,1610,2211,2587,3833,6845,10080,261,547,18.6
15807,27083,1826,3575,3040,3803,4189,5382,10409,12410,2444,2922,18.7
10373,18933,1304,4192,4984,6388,5947,7693,11044,14449,2295,3556,18.7
213567,458136,14219,28196,810,864,427,166,141946,166308,76721,86801,18.7
7800,16696,5494,10106,2694,3637,3844,4965,7789,9893,1637,1843,18.7
4845,17338,964,2885,2580,3893,3678,5343,8350,12379,1429,2228,18.7
2807,15895,497,2097,4064,7135,4416,7664,9604,16689,541,2238,18.8
5096,14568,672,2824,251,241,98,2,8264,7664,326,520,18.9
1050,5588,187,939,170,59,52,0,2405,6318,1623,5648,18.9
1072,5924,0,0,170,118,130,10,0,5568,4081,9366,18.9
436083,807740,25631,45996,1226,1262,10,152,558574,645083,195419,248919,18.9
1446,9190,173,1664,157,44,105,0,2234,9087,269,3520,18.9
11209,25320,1833,4134,4339,5436,5126,6491,13077,17474,1351,1741,18.9
2171,10083,827,3357,3300,5072,3637,5797,7563,12068,153,1448,18.9
10412,35297,7211,17410,327,184,178,61,22199,28017,10506,25437,19
1506,5882,283,1495,360,337,7,0,2092,6317,2966,6723,19
472,3100,338,1400,92,0,51,0,0,12002,22262,45907,19
348971,607854,54603,100310,1351,1247,213,172,556639,613556,229354,268518,19
860,3389,0,462,236,168,137,19,1991,4173,155,1607,19
10779,27720,1402,2147,3892,5247,5389,6851,14565,17442,2826,4320,19
117061,221273,220074,427691,11152,14695,12386,16488,22618,30238,4011,5115,19
5071,15704,777,2508,4207,5357,4611,5959,8157,10972,544,1882,19
50156,83097,6073,10297,366,206,26,55,46728,55143,41510,42059,19
1500,9202,367,1897,819,1404,1321,2395,3521,6414,171,367,19.1
47918,99580,3091,5674,219,156,0,70,34006,40000,26797,30488,19.1
74432,135693,19208,38816,0,0,177,226,55347,63868,37102,49743,19.1
35499,79063,8071,14483,415,189,102,137,34747,41834,32415,37697,19.2
1373,7146,695,2502,3253,5706,3883,7118,8473,15008,571,3667,19.2
214347,408225,8230,14789,165,271,206,117,176061,197023,82810,97874,19.3
13847,35959,2727,6948,7769,10065,10594,13929,24772,32919,4743,8450,19.3
98323,182711,22308,42231,604,325,259,115,61817,71489,50972,66736,19.4
4372,13873,593,1805,242,127,81,29,8045,11143,2844,2459,19.4
6377,8889,96,940,1,27,4,68,4756,11808,12458,13853,19.4
457768,701301,62671,113264,1725,1880,0,39,774832,823800,281425,299215,19.4
1424,5132,245,1661,86,0,7,0,2833,9222,2318,4152,19.4
6043,11562,2828,5383,2491,3522,2888,4041,7715,10761,2462,2477,19.4
9848,17228,918,2647,4050,5326,4991,6597,12389,16323,2426,4853,19.5
1855,11162,705,2781,931,1875,983,2702,2708,6034,408,644,19.5
3012,14886,279,1196,6844,11354,7716,12702,13340,21725,1014,2543,19.5
4973,26383,0,0,1399,6809,1441,6999,2219,11331,541,1177,19.5
42894,82745,4327,8151,171,132,139,174,44041,53632,29356,39111,19.5
11859,33051,1469,4312,5393,6399,7589,9599,19987,25875,4525,4369,19.6
5425,13435,990,2628,3228,3787,3926,5052,8783,11792,1292,2231,19.7
32685,51491,5159,7083,0,101,228,216,25124,28631,23840,22919,19.8
355690,612117,405564,654743,1818,1868,586,346,172230,195536,96234,109380,19.8
9314,20464,1551,3438,1483,1769,2947,3900,8955,11467,2093,3159,19.8
20955,52670,1469,4232,8459,10905,10514,13372,24676,32005,3744,5685,19.8
12683,28529,2739,6047,4176,5152,4861,5928,11886,14739,1570,2561,19.9
5957,18592,829,2211,4707,6356,5606,7712,12952,18175,2167,3659,20
21145,44092,2660,7241,3720,4951,5745,7206,17372,22425,3543,4308,20
6087,15128,2150,4098,5408,7336,6560,9344,14170,19110,103,1255,20
17920,26815,916,4003,2560,3280,3924,4824,11032,13746,3178,3411,20.1
8221,19654,1592,3594,2537,2835,3583,4414,9269,10485,2870,3725,20.1
43623,98532,9017,16525,100,155,133,43,25240,29803,18506,20003,20.1
48998,86981,6184,9656,95,59,0,24,25386,28782,18401,24052,20.2
4852,12644,1024,2451,2809,3870,4087,5297,9545,12514,945,1680,20.2
1592,10066,338,1798,1481,2800,1707,3694,4561,10324,845,1847,20.2
39619,62482,1855,3052,0,76,700,199,40178,46426,34531,36637,20.2
36982,74709,4849,9250,0,52,474,165,37320,40462,37126,37131,20.2
6190,15771,485,1832,1677,2266,2458,3093,6108,7314,1138,1019,20.3
17806,29046,2087,3610,3131,4096,4659,5715,13049,15667,3298,3079,20.3
129479,238725,34612,64441,403,368,362,246,94993,106996,71352,94858,20.3
27899,57588,5470,11165,171,123,166,74,29478,35237,15049,28063,20.4
3964,14890,1687,5861,2898,4208,3820,5560,8999,13397,968,2257,20.4
37301,72890,17714,34687,396,236,149,105,27741,31527,15021,20009,20.4
13035,32898,3802,8016,6264,7520,7347,9101,16514,19145,907,2710,20.5
4506,9816,999,2605,1846,2413,2413,3067,6635,7820,0,1271,20.5
21934,47949,1946,3499,5015,6255,6683,8126,16522,19396,2725,4117,20.5
7086,18335,1834,5076,2854,4603,3342,5537,9385,15152,2757,3425,20.6
1306,4645,923,2572,804,2949,967,3530,2639,9549,883,1756,20.6
12651,23139,7005,12758,11219,13893,11142,14035,21940,26757,3051,2701,20.6
6105,14055,1424,3054,5470,8100,5707,8521,10819,16314,2418,2903,20.7
186379,315990,39660,73711,155,133,260,195,227909,233979,88035,101092,20.7
9301,16720,3182,6236,4696,5424,5575,6776,14686,16588,2304,3115,20.7
5662,11627,504,1892,2578,4202,3269,5180,7968,13030,4112,3531,20.7
1574,10981,305,1525,127,22,172,82,0,6128,15082,33926,20.8
132571,250187,10546,17405,589,495,155,109,122385,139608,83570,111140,20.8
10182,15374,1852,3678,5127,6342,6116,7424,12171,13926,2934,2168,20.8
997,4379,0,362,100,79,143,55,1072,4363,6220,15379,20.9
220326,383653,28685,51408,581,251,0,69,259201,266848,91667,101259,20.9
49566,87534,5963,10425,270,317,253,167,37781,41222,25166,29610,20.9
98071,152558,18827,32803,206,206,0,76,73699,75146,61350,65541,21
16756,23182,1388,2753,6039,8204,8405,10424,20227,24083,2471,4742,21
273254,470305,53407,90952,388,721,333,109,184969,191693,123062,114251,21
9693,26407,1486,3906,4348,5832,5822,7292,13355,16016,294,2771,21.1
32893,65767,12443,23895,433,304,0,26,34510,37381,23421,33054,21.2
63367,114630,51566,97112,381,218,0,0,52508,58496,37673,52261,21.2
95230,170914,5170,9914,222,187,0,63,67964,73258,60948,59735,21.3
5470,14384,2001,4914,3500,4243,4650,5692,10272,12002,784,3276,21.4
11744,21328,1967,6759,3445,4229,4767,5909,11257,14144,287,490,21.4
10625,18365,1373,3411,2139,2800,2950,3716,7422,9351,1564,1586,21.4
175937,298395,11111,18012,266,363,95,109,134247,139481,71271,72519,21.4
9835,27695,2950,6958,3231,4056,4742,6381,15207,19291,2055,4456,21.4
17296,26389,1884,4160,1622,1529,3539,3817,10045,10676,4680,3985,21.4
65918,111606,12405,21376,179,140,122,87,50549,54023,36534,42054,21.5
47076,96772,7432,13914,287,160,370,245,40712,44101,30493,36884,21.5
3848,13844,470,2097,171,75,194,154,7252,7665,787,1125,21.5
493838,620447,129412,206898,5550,4688,44480,40992,499571,435503,416737,363368,21.5
54257,103514,23904,47146,267,211,218,164,40792,45004,27319,43061,21.5
3342,11764,1690,3915,4958,5839,4921,5558,12353,13181,68,1661,21.6
383950,572471,144394,210003,897,674,359,186,190890,185473,99177,97099,21.7
6208,22184,1436,3868,6582,9885,7054,10078,13540,19254,1073,1450,21.7
1694,11341,338,1613,904,4431,781,4016,1190,7183,71,218,21.7
4153,13395,0,0,1030,1886,1703,2897,4041,8134,836,1477,21.7
32928,55203,4284,6970,13145,16089,15017,18235,32106,36426,4729,5375,21.7
12186,28026,942,3343,2966,3713,4175,4653,10381,12192,1538,2008,21.8
58409,96494,9602,15739,345,218,0,67,39912,42107,36351,38492,21.8
47501,86003,9382,16666,294,112,0,79,49454,52007,42076,39038,22
31078,49019,13713,26546,263,174,245,194,33584,35008,35189,33312,22.1
6084,10005,2670,6941,4391,5513,5773,6950,13768,17265,2111,2575,22.1
19593,28813,1913,3397,1754,1771,4100,4235,9721,10310,4075,3693,22.2
30688,65686,1786,3356,4746,6005,6939,8291,22004,25132,4268,6810,22.2
27827,45158,7642,13990,340,190,43,71,32779,36473,27195,32223,22.4
9231,24178,1419,3771,3164,3762,4021,4740,10736,12590,1231,2921,22.5
5602,16735,1251,3954,2029,2943,2739,3977,6478,9653,2634,3391,22.5
32595,57903,4893,9020,491,280,65,40,34994,36919,20888,27921,22.6
7358,18618,2013,5216,2859,3517,3636,4842,10059,12795,1153,1587,22.6
7546,20516,1786,5078,4801,6250,6197,8316,14945,19951,2701,4577,22.6
4705,18144,1275,3018,961,3643,1199,4435,3203,11028,787,1303,22.6
3788,10026,904,2341,70,33,0,0,8632,8368,1958,1661,22.6
19340,14402,0,1120,74,100,0,59,4834,7193,12312,10851,22.6
570027,627530,88182,107326,2435,1960,343,231,924679,532484,381610,206685,22.6
2577,10498,1471,3200,3479,4725,4968,6664,12853,16657,1629,2584,22.7
2898,13086,1151,3445,3078,4563,4110,6845,10158,17291,1679,2733,22.7
85182,142191,10711,15822,453,229,23,92,45325,47785,34163,37041,22.8
74957,105759,15157,27087,97,208,620,230,36750,35199,36069,30692,22.8
7768,16789,4505,8816,4684,5288,5841,6622,16031,18902,2776,3443,22.8
9353,24589,2760,6087,3307,3956,4144,4975,10770,12405,1612,4091,22.8
46159,80872,5884,11782,266,182,0,88,42137,44875,22981,36368,22.8
13337,26366,5237,8685,7134,8284,8591,9934,22688,25972,4580,5024,22.8
4341,8441,1229,2803,0,30,487,202,16274,14982,7434,5021,22.9
878469,734693,180766,208475,8707,5162,111102,68375,1.49088e+06,886923,1.144e+06,640902,22.9
4362,17305,1203,4723,3252,4514,4346,6108,11011,15775,0,473,22.9
4954,11794,3256,6821,2732,2784,3551,4113,11349,12587,1825,2961,22.9
1879,9496,1429,4613,3606,5428,4088,6136,8085,11877,1573,3035,22.9
13948,21250,3146,5488,2446,2734,3756,4063,9319,9933,991,2548,22.9
7713,16312,2355,7133,3793,4078,4535,5292,11909,13466,2082,2611,23
4394,10919,770,1923,2557,2364,3219,3546,7859,9753,944,1999,23
8472,18349,2209,4463,1932,2177,2991,3286,8023,9021,3026,1873,23.1
54422,91206,6133,11446,370,321,294,212,62413,62855,49516,49570,23.2
3571,18889,806,2960,2685,4234,2922,4667,7424,11744,751,1562,23.3
6564,14361,1223,3351,2901,3473,3608,4201,9452,11258,1445,3029,23.3
19411,31669,3764,8051,3457,3545,7000,7872,19563,20868,7672,6940,23.5
130593,213596,16284,26447,243,236,130,105,75255,73671,50500,53804,23.5
4428,20372,1738,6557,4622,6696,6106,8760,16036,23356,2173,4063,23.5
16842,47243,3221,4866,5849,6360,7412,8635,19871,22311,3714,5235,23.5
7816,25272,5894,15983,5804,7894,7507,10039,17657,23309,0,3618,23.5
10415,21242,2935,5826,3446,3391,3676,3916,10261,10682,1088,1366,23.5
55364,95399,10398,17267,311,275,57,73,42408,43170,29494,33172,23.6
2789,10488,617,3381,1078,2515,1431,3632,3503,10356,684,1031,23.7
9017,15958,2025,5189,6261,7059,6558,7188,13173,13123,1941,2294,23.7
7616,18626,2895,6819,3896,4498,4745,5549,11940,13365,991,2125,23.7
27958,57183,3657,9308,390,227,0,0,35794,36503,24987,30890,23.7
52753,85936,6251,13376,173,108,0,22,45330,45274,38157,38191,23.7
637331,880718,159354,226288,798,710,424,149,244440,172402,123792,87766,23.7
67047,103476,10062,15851,267,240,0,0,47244,47123,36568,35695,23.7
48879,101875,13723,21758,378,263,67,63,43241,42474,23355,28216,23.9
302208,486239,30166,47151,683,608,67,145,295170,258599,134706,123048,24
13807,20217,2722,5899,6935,7894,8191,9098,21267,22455,2186,2786,24.1
14094,27938,2106,3262,2770,3207,4055,4711,11837,13603,3469,3971,24.2
239569,370093,8886,13526,282,168,278,178,274766,250446,94668,109483,24.2
35983,61625,12577,21926,74,138,365,203,39018,42142,20573,32980,24.2
893,5145,422,1941,137,0,121,3,11230,18412,1872,4078,24.3
3785,15738,511,1951,79,0,93,0,4626,6892,3134,3662,24.3
636,3709,149,2050,59,0,194,121,1812,4516,6325,12375,24.3
733022,878390,79344,106545,3164,3235,756,435,1.35808e+06,1.15531e+06,509145,476172,24.3
892,4232,472,1888,152,29,201,124,3382,7244,2321,3749,24.3
4959,16828,1153,3325,4254,5596,4990,6308,9971,12481,2224,2898,24.3
22267,39276,3137,4376,3434,3146,5275,5534,15582,16651,2674,4712,24.3
8811,22130,3568,4604,3264,3459,3649,3838,10019,10511,2292,1518,24.3
