"FSC-A","FSC-H","SSC-A","SSC-H","FL1-A","FL1-H","FL2-A","FL2-H","FL3-A","FL3-H","FL4-A","FL4-H","Time"
16325,48356,5889,15248,266,283,121,111,21809,31404,8784,23682,16.3
2904,11449,0,1509,206,99,218,182,4472,6946,4167,4463,16.5
967,6445,0,0,204,107,71,32,3609,6971,1915,3743,16.5
122348,163733,12757,22468,859,704,283,238,350303,326253,110282,107484,16.5
6856,17417,1297,2540,2099,2729,2632,3603,7768,10284,2215,2986,16.5
8793,20848,1596,3850,3120,4787,4016,6163,10036,15326,959,2571,16.5
28399,59035,10623,24923,340,315,71,56,31277,41827,28450,39555,16.5
11238,28172,1273,4114,2761,4222,4035,5942,10563,15766,2155,5177,16.5
27592,62269,3560,8229,6006,8513,8499,12146,22186,30042,5626,5677,16.6
42285,77998,4535,8966,378,333,0,1,41513,52912,44802,49074,16.7
48337,113448,5841,14691,171,211,0,49,38659,49309,27167,44518,16.7
53310,103260,5055,9869,182,260,329,232,35065,45032,32162,36856,16.7
5935,15026,1100,2654,2536,3449,3316,4644,9150,13265,738,2941,16.8
2247,14573,0,790,488,2128,706,2874,1264,6735,177,187,16.9
1243,4408,526,2381,22,0,99,25,332,4178,2041,4874,16.9
314314,559157,47045,82148,1030,1294,125,217,661196,767718,270734,324212,16.9
2020,7173,497,1573,1559,2447,1880,2909,5664,9150,1248,2268,17
10194,17879,2682,4268,3409,4478,4695,6033,12947,16912,3105,4508,17.1
15550,23610,2497,4335,1831,2806,2745,4759,7348,11811,1052,1713,17.1
7531,14626,2969,5858,1988,2415,2746,3576,7358,8717,484,2009,17.1
7657,19570,502,1930,3484,4727,4008,5373,9354,12579,1763,2868,17.2
5655,16480,1175,3834,3234,4312,3517,4721,8455,11300,501,1709,17.3
3105,9636,181,831,167,154,199,150,1732,5089,4183,6647,17.3
410048,611859,86732,155637,783,1174,463,351,773367,865039,358193,406301,17.3
902,5478,0,825,168,63,162,72,869,7899,1356,5195,17.3
68694,136478,4281,7963,224,148,340,174,49400,61889,36271,50162,17.4
49397,112716,5151,10303,346,362,286,159,47429,61584,35507,53508,17.4
2948,8478,1426,3593,2323,3110,3377,4518,7717,10644,1299,1797,17.4
31315,73254,9374,23140,417,232,87,37,49780,65519,28006,53420,17.5
9799,22102,3244,5024,2666,3672,3629,4751,9406,12487,1476,2422,17.5
47755,104045,13018,25105,97,183,0,20,52123,67172,50717,57835,17.6
58858,113110,5156,8576,496,191,155,157,50993,60424,49607,49042,17.6
4238,13755,932,3626,1348,1909,1728,2186,3836,5340,985,1266,17.6
11115,19258,1955,3064,6159,8397,6768,8898,13393,16972,1512,2854,17.6
234263,451202,25320,45232,873,613,156,112,283830,315042,122794,127811,17.7
7440,29244,605,2780,2974,4339,4315,6399,11474,17213,1799,2163,17.7
3959,8313,1568,2697,417,1453,422,1759,680,4775,115,107,17.7
55404,98516,12221,24570,390,238,0,30,47003,58760,36676,47024,17.7
306229,630237,18772,38176,856,1263,158,147,187274,222183,98285,114415,17.7
796,5061,0,234,97,0,67,0,1185,8674,3464,11051,17.8
1284,8191,0,305,233,202,98,0,4880,13108,1167,10423,17.8
352136,601192,46080,85756,1655,1284,0,85,806369,918445,377802,392569,17.8
1392,5072,873,3141,904,1351,1293,2247,3713,6755,1289,1849,17.9
88540,177316,5626,14117,4,145,52,60,56491,68122,40519,55165,18
9457,20936,1308,3556,3889,5089,5574,7377,18944,23432,5003,5443,18
108628,222058,10295,17798,221,158,232,148,75550,90897,63358,67561,18
1524,7993,1344,5221,1670,2629,2657,4384,6798,11071,1567,2869,18
3899,22130,533,2485,2056,3440,2451,4155,5654,9550,372,1713,18
9090,17925,2023,3623,4643,6174,6280,8049,17052,20698,3672,3427,18.1
34189,87014,9544,19044,203,89,125,106,34834,44681,18711,36990,18.1
18124,44786,3330,7688,1858,2472,3335,4434,10724,14224,2163,3092,18.1
