"FSC-A","FSC-H","SSC-A","SSC-H","FL1-A","FL1-H","FL2-A","FL2-H","FL3-A","FL3-H","FL4-A","FL4-H","Time"
8883,25583,4487,12159,1466,1844,2859,3936,7613,10440,2934,4951,16.7
5411,22351,3228,8700,1725,2437,1554,2150,5194,7183,1429,1632,16.8
2375,11721,1151,3669,1191,1711,1861,2820,5505,8476,633,1000,16.8
1558,6538,389,1782,207,769,503,1722,1014,4192,266,975,16.8
51210,92500,2370,9379,330,142,0,43,48869,64439,36930,59085,16.8
3431,10826,0,64,41,0,71,0,10408,18875,4119,4732,17
2418,11707,137,1272,173,135,100,0,1078,8541,2990,8942,17
839,4429,142,757,197,154,61,0,5460,27445,29444,113383,17
453978,780343,93165,170549,5061,6514,379,654,1.40189e+06,1.63968e+06,743974,928136,17
1388,6060,436,2076,228,135,99,0,3442,8342,2157,2575,17.1
4043,8545,284,1318,225,110,70,50,3370,6652,3771,4935,17.1
5757,11944,880,2205,263,224,27,52,3645,32166,17025,29123,17.1
2778,13920,4708,26039,209,194,95,39,25484,90463,95647,299457,17.1
307399,479693,170872,330395,3672,4084,269,178,1.30851e+06,1.60789e+06,540005,740929,17.1
1651,10103,0,0,215,160,163,57,0,13988,4259,11284,17.1
2526,10946,2022,6482,168,162,108,0,0,4970,1646,3703,17.1
3334,7713,1658,4124,1233,1912,1637,2888,3738,6066,1249,1578,17.2
56539,127568,9684,20236,251,153,46,30,60407,76939,15006,27282,17.2
48805,110829,6603,13358,197,115,143,114,41394,55772,42872,53393,17.2
42467,89397,6157,10915,327,352,32,16,33202,41854,29266,32986,17.3
4536,15474,1349,3371,1097,1474,1615,2245,5068,7570,776,1959,17.5
8768,18556,1534,5145,1774,2045,1886,2891,7616,9519,3584,2858,17.5
76290,150721,13263,25007,157,73,414,202,94045,107134,33737,33842,17.5
20745,43672,1804,4199,130,88,108,67,18165,24606,18196,22261,17.5
5361,15015,1096,3313,901,1435,1259,1880,2887,4886,89,1340,17.6
10804,26914,1901,5481,0,32,103,68,10085,13423,4340,9561,17.6
223115,404141,360963,669163,744,1051,367,340,73200,87213,39908,53277,17.6
11554,19249,5628,10606,406,335,422,224,18867,25318,14527,18754,17.7
7325,12470,2449,3138,2382,2690,2721,3727,7789,10142,1201,1616,17.8
26085,56600,1762,4304,412,217,244,110,15811,20330,15822,19827,17.8
3368,9618,2028,5558,2666,3598,3386,4476,8674,11337,442,2333,17.8
2702,14720,1088,4604,1463,2380,1966,3342,5148,8802,253,1997,17.9
247425,491573,9870,17667,708,676,3348,4361,95314,117223,109600,130472,17.9
18607,42727,13596,28190,285,307,184,96,25355,29628,15050,21880,17.9
4112,11283,1156,3364,2029,2455,3160,4345,9553,12583,1921,3464,17.9
8814,19924,1725,4067,2287,2860,3201,4150,8690,11037,4267,4794,17.9
5342,11160,714,3234,3545,5068,4475,6155,11534,15326,1716,2620,18
2401,8950,20,464,197,110,169,56,2889,4372,1062,1445,18
149841,296808,8572,15500,502,210,231,166,197300,233294,80555,93738,18
2362,11065,453,1706,100,73,122,0,818,5493,636,2470,18
22084,51906,39412,79939,581,304,210,126,25133,33120,6689,10491,18
3302,11333,324,2115,8402,12306,10638,15571,22695,33402,1,6618,18.1
1030,4294,729,2290,1354,2519,1780,3356,4078,8080,884,2145,18.1
14977,34995,3668,7602,367,189,168,98,18401,22084,9921,15550,18.2
108001,222856,3846,5625,290,110,68,86,150786,172716,74830,84540,18.3
18693,46114,4926,13909,252,135,275,142,37491,47066,17446,33814,18.3
4374,26003,2032,9281,1867,3262,2296,4117,5770,10358,697,1040,18.3
7798,13428,2236,6536,7747,9979,7777,10340,14749,18386,3346,3669,18.4
18000,54225,5050,11155,3274,4343,4429,5987,12321,16390,1860,4613,18.4
35102,68033,27899,54045,161,162,118,74,42911,53275,37859,42483,18.4
11758,26786,6349,11382,1115,1263,2635,3308,6892,8507,2671,4161,18.5
7427,18119,1278,2699,1594,1896,2399,3116,6721,8267,588,1732,18.5
68529,110066,5513,7344,52,100,10,75,76402,87895,36617,38257,18.5
1766,10328,1148,4884,1329,2504,1387,2773,4010,8457,576,1139,18.6
52027,97116,8781,18235,143,108,5,45,62786,74785,49355,62969,18.7
28625,57075,12316,21581,403,264,403,201,35599,43861,24094,39873,18.7
35937,63353,7890,14820,345,188,0,0,38452,44361,31551,34254,18.8
2140,6735,485,2415,5467,17470,7682,23618,8576,26001,5725,9208,18.8
2746,8895,496,2642,7171,18476,9709,25035,10504,27215,0,1053,18.8
10279,23552,4610,9459,94,128,292,177,17052,19309,15871,19144,19
2149,4657,2827,7212,3043,4637,239,244,18203,31877,18791,25832,19
873,3444,938,2859,1286,2020,2000,3169,5463,8697,103,872,19.1
31177,55446,7873,13506,23,48,141,124,41279,47975,30633,39038,19.1
4649,7677,1201,5268,151,122,23,3,3083,9924,7227,8908,19.1
345505,594609,45783,80938,634,452,153,106,479808,518437,155299,159191,19.1
1291,7590,183,989,207,106,137,0,2436,6525,1146,2991,19.1
21582,33556,9427,17841,1431,1495,2669,3156,7330,8892,2987,4194,19.2
8946,22522,2918,7112,249,113,220,112,12142,15470,8879,14864,19.2
8443,14991,3002,4865,1096,1339,2051,2543,5823,7385,1825,1537,19.2
11649,17788,1622,3318,4466,5623,6112,7391,17219,21136,5448,4562,19.3
18552,43418,2478,4213,303,190,0,0,27068,30177,19176,23261,19.3
86888,183620,167959,305341,2962,3314,5865,7139,15623,19213,6169,8140,19.3
1346,8134,937,3609,1951,3795,2284,4810,5568,11121,252,1926,19.3
3209,17125,1126,4499,4520,7085,5399,8557,13346,21277,1920,2709,19.4
28123,44146,8532,15421,485,177,0,50,26293,30009,23743,23069,19.5
9291,16739,913,2798,3276,4177,4700,5627,11862,15072,4010,4125,19.6
18416,17596,3784,4876,2129,2396,3378,4110,9736,11663,3885,2082,19.6
959968,1.24477e+06,1.49792e+06,2.33246e+06,2941,2269,523,501,183838,198487,113531,114518,19.6
35311,63442,12043,19452,294,163,220,117,42723,46192,45308,46064,19.6
5419,15559,659,2580,3020,4278,4101,5806,10508,14797,1506,2030,19.8
22113,38116,5882,12048,2056,2534,4308,5289,12183,15249,3577,5646,19.8
16530,13689,2499,3779,3192,4029,4321,4958,11235,13932,3250,2480,19.8
36712,77246,925,3444,255,151,383,199,40944,47274,33982,35377,19.8
41178,63242,21316,39802,387,592,26,108,52890,56862,44052,42335,19.8
7557,21870,1144,5454,2426,3528,3361,4731,9536,12528,1321,2661,19.9
3451,10197,0,1139,73,0,98,91,837,4119,11893,18645,19.9
46627,87638,6397,11845,152,139,29,0,55691,64366,44320,56844,19.9
1676,9633,295,1875,774,1148,880,1429,2657,4252,214,300,19.9
10255,31004,2506,5582,213,138,57,0,16517,19749,7753,15121,19.9
2170,9464,99,962,1437,1885,1868,2359,6990,9333,1099,2619,20
