FSC-A,FSC-H,SSC-A,SSC-H,FL1-A,FL1-H,FL2-A,FL2-H,FL3-A,FL3-H,FL4-A,FL4-H,Row_Status,SOM_Cluster,Cluster
6898.0,-0.3049717560940433,2277.0,-0.1174050841453343,1843.0,-0.0322252307725473,2648.0,-0.0236874319132144,5466.0,-0.1935469477701601,1474.0,2336.0,1,'0-0,0
9240.0,-0.3183086024791851,1392.0,-0.1207478995573604,3052.0,0.0943036502457933,4113.0,0.3367717909798487,8752.0,-0.1733788448257918,3449.0,3090.0,1,'0-0,0
5312.0,-0.3063626865081021,617.0,-0.1193532854841902,1365.0,-0.0690215562760437,1742.0,-0.165535532153206,6125.0,-0.1919730668215627,2473.0,2696.0,1,'0-0,0
2803.0,-0.3060125883766724,667.0,-0.1170729317859228,1626.0,-0.0213324557137505,2317.0,0.0119692255565529,5749.0,-0.1872113761144829,355.0,1366.0,1,'0-0,0
9107.0,-0.3018114107995153,2670.0,-0.1203476133806337,2959.0,0.0379136135084856,2925.0,0.0613280046740911,9072.0,-0.17699516670005,1761.0,2245.0,1,'0-0,0
3611.0,-0.3113397572414008,2408.0,-0.1151332471742312,1757.0,-0.0177458102675613,3049.0,0.0895107776087107,8095.0,-0.1814685128058601,2423.0,3958.0,1,'0-0,0
16318.0,-0.169403351281615,4294.0,-0.1108067497747171,327.0,-0.161145208755014,108.0,-0.4901823916486863,32473.0,-0.0659264282053891,19314.0,35199.0,1,'1-0,6
4978.0,-0.293655070548368,932.0,-0.1214824672752897,1926.0,0.0167258376319235,2784.0,0.1586442095588274,7228.0,-0.1797744882734002,1815.0,2015.0,1,'0-0,0
35026.0,-0.0357415619687298,15052.0,-0.0710911218253395,165.0,-0.1705103385311747,0.0,-0.4908052153599486,35689.0,-0.0604999430009373,27525.0,29809.0,1,'1-0,6
54260.0,0.1255874418387664,14530.0,-0.0679505786834678,337.0,-0.150983046657478,134.0,-0.4883139205148993,58354.0,0.0495155367418632,46246.0,61779.0,1,'1-0,6
3742.0,-0.3098967852132106,1601.0,-0.1209267508278127,1964.0,-0.018144326428249,2811.0,0.0066752240108232,7867.0,-0.1808637901004194,1301.0,1397.0,1,'0-0,0
5095.0,-0.3122339267932957,53.0,-0.1232198796168268,409.0,-0.0799143313348405,427.0,-0.2849619787877544,1735.0,-0.2032665637046284,2018.0,4104.0,1,'1-0,6
10564.0,-0.2016880762664348,1889.0,-0.1173518546005568,4489.0,0.2205668538236755,5780.0,0.6866430107814526,16194.0,-0.1363185539903698,1447.0,3957.0,1,'0-1,1
13041.0,-0.205752053224518,4447.0,-0.1097698382424517,324.0,-0.1651303703618909,251.0,-0.4697849151048456,16639.0,-0.1482127687927475,15430.0,17184.0,1,'1-0,6
2950.0,-0.3154226584228046,475.0,-0.1225108620803907,1108.0,-0.0506898128844101,1056.0,-0.2156728409098222,3345.0,-0.1963583076325403,428.0,744.0,1,'1-0,6
6835.0,-0.244395317245035,1814.0,-0.1149139414497479,1882.0,-0.0189413587496244,2376.0,-0.0375452594888009,6892.0,-0.1866987634900033,1176.0,3000.0,1,'0-0,0
367002.0,2.599546425475487,140789.0,0.3427558137288654,1259.0,-0.109803043386417,184.0,-0.4707191506717391,215584.0,0.6514148679618484,77823.0,86961.0,1,'2-0,12
3756.0,-0.3049670250382132,593.0,-0.1221978723570991,2187.0,-0.0057903254469307,3032.0,0.0955833087935183,7080.0,-0.1832306187025086,685.0,1946.0,1,'0-0,0
6163300.0,17.20690839168744,2403400.0,3.102215869447756,30146.0,0.4633296150425915,6523.0,-0.1652241202975749,4806450.0,26.50244148696404,13849300.0,3738600.0,1,'1-2,8
11238.0,-0.2058561364527809,8136.0,-0.0864510392663308,1873.0,-0.0348820051771318,4131.0,0.2807176569662406,9838.0,-0.174291936063146,2540.0,5429.0,1,'0-0,0
5838.0,-0.3071243864967533,96.0,-0.1235946156120603,1553.0,-0.0340185534956418,2495.0,0.0153947559684956,6918.0,-0.1805554215685058,1689.0,2531.0,1,'0-0,0
15697.0,-0.164809496070557,11653.0,-0.0800847857109435,200.0,-0.164931112281547,365.0,-0.4560827934570747,26413.0,-0.1071036391811626,16596.0,23184.0,1,'1-0,6
205504.0,1.3126330048979995,112207.0,0.2974127583056119,8161.0,0.4034857715793239,10593.0,1.340296495751249,30322.0,-0.0782731838403151,9781.0,11917.0,1,'0-1,1
7255.0,-0.2704445106457411,753.0,-0.1205030436513839,2477.0,0.0316037742975972,3716.0,0.1837128639371354,10362.0,-0.1697304846625035,1556.0,3669.0,1,'0-0,0
2710.0,-0.3212797055405079,1508.0,-0.1180523554098285,550.0,-0.0787187828527774,728.0,-0.1406225837027135,2262.0,-0.1987651840959171,1654.0,2160.0,1,'0-0,0
7000.0,-0.2750005174101581,1398.0,-0.1183717326784934,1734.0,-0.0330222630939226,3007.0,0.1102196660081826,8252.0,-0.1794380862385855,2137.0,3032.0,1,'0-0,0
29237.0,-0.0526456244497909,12175.0,-0.0785304830034409,2187.0,-0.004528357604753,4508.0,0.316374314436008,12831.0,-0.1591738684271272,4644.0,5195.0,1,'0-0,0
18362.0,-0.2279312429561762,1855.0,-0.1196066581173311,2385.0,0.0037076430494591,6162.0,0.6389969968698858,14251.0,-0.1518290906670058,8732.0,6917.0,1,'0-1,1
15319.0,-0.2539331257985809,6068.0,-0.1051048009381529,569.0,-0.1256108510936953,0.0,-0.4981233939672808,22184.0,-0.1181208058213448,19476.0,20195.0,1,'1-0,6
9640.0,-0.2886448824242583,1234.0,-0.1195896246630023,4726.0,0.2076150786013257,6321.0,0.7006565442848546,15221.0,-0.1447526335775104,1340.0,3565.0,1,'0-1,1
22794.0,-0.1898415124677846,1041.0,-0.120268833654363,846.0,-0.1470643044107157,122.0,-0.4929850983493667,28067.0,-0.099714808773625,20997.0,23068.0,1,'1-0,6
4324.0,-0.3087376765348283,1704.0,-0.1201112742018216,1450.0,-0.0423209735099687,2569.0,0.0723831255489971,5679.0,-0.1872354048312554,1588.0,2078.0,1,'0-0,0
20242.0,-0.1949652459318174,7250.0,-0.0983361320242478,263.0,-0.1647982735613178,345.0,-0.4816185656188295,27815.0,-0.1022017809595767,13863.0,21764.0,1,'1-0,6
3609.0,-0.3001839275939499,6299.0,-0.0776532601055079,1021.0,-0.0919362355155857,2294.0,-0.0123208991826772,5721.0,-0.1879802950512022,2011.0,2955.0,1,'0-0,0
14305.0,-0.197283463288582,2830.0,-0.1175200599620536,0.0,-0.1668572737248709,185.0,-0.4718090921664481,25769.0,-0.1089138025113561,20487.0,27190.0,1,'1-0,6
2875.0,-0.3170075621258988,1259.0,-0.1196577584803175,1745.0,-0.0374059408614872,2149.0,-0.0909523927295441,5809.0,-0.1900427599075068,1948.0,2684.0,1,'0-0,0
27350.0,50158.0,6136.0,9709.0,218.0,225.0,0.0,0.0,42536.0,47080.0,27861.0,31997.0,0,'4-4,28
