FSC-A,FSC-H,SSC-A,SSC-H,FL1-A,FL1-H,FL2-A,FL2-H,FL3-A,FL3-H,FL4-A,FL4-H,Row_Status,SOM_Cluster,Cluster
3081.0,-0.3795695004504871,2020.0,-0.1366288818582289,1585.0,-0.0568333937656789,2379,-0.0119308795220449,7058.0,-0.2091119697313968,2911.0,3307.0,1,'1-4,10
293166.0,1.4469478695376747,21973.0,-0.0794982670940865,844.0,-0.1325968875640494,5216,0.4290401710542269,133991.0,0.2183043580450563,112546.0,124691.0,1,'0-3,3
9736.0,-0.373464952460453,688.0,-0.1419954237843688,2495.0,-0.0315981007742826,3238,0.0725542282986426,7113.0,-0.2117667872542954,545.0,1943.0,1,'1-4,10
35326.0,-0.2607894819325351,5693.0,-0.1367525194991176,306.0,-0.1680300044355306,440,-0.547518382149534,28256.0,-0.1416046378072338,32913.0,29199.0,1,'0-4,4
90695.0,0.1338213937126887,12862.0,-0.110482862368141,532.0,-0.1547785948738384,619,-0.5332658131472635,84742.0,0.0410232644622736,42909.0,49121.0,1,'0-4,4
3795.0,-0.3855984380025742,1201.0,-0.1405234675462215,1466.0,-0.0760191302180419,2197,0.0018065363837579,6068.0,-0.2109551627607138,269.0,435.0,1,'1-4,10
32283.0,-0.1849482331749925,1241.0,-0.1399470488150514,195.0,-0.169182300919156,323,-0.5502658653306945,47729.0,-0.0763803869966954,34645.0,43300.0,1,'0-4,4
7344.0,-0.3523218863124404,2147.0,-0.1360574754638517,3430.0,0.069803989784753,5317,0.546666794747664,13321.0,-0.1894749939114964,2461.0,2850.0,1,'0-5,5
2068.0,-0.3940429300722303,1417.0,-0.1405902987034586,2005.0,-0.0307338784115635,2799,0.0236146841342199,7660.0,-0.2094527281065646,726.0,2419.0,1,'1-4,10
7581.0,-0.3520393420443228,1817.0,-0.1396362839338988,1194.0,-0.0901923769666344,2445,-0.0565774812159042,5462.0,-0.2181079908358282,2436.0,3500.0,1,'1-4,10
80004.0,0.1653788028137126,23055.0,-0.0828047385983924,355.0,-0.1534534539176692,45,-0.5691548122011735,108251.0,0.0915112644485075,90628.0,92697.0,1,'0-4,4
2025.0,-0.3816547567391298,1153.0,-0.140857623332407,1483.0,-0.0561420158755037,2058,-0.0576077874088394,5607.0,-0.2147685587591832,82.0,460.0,1,'1-4,10
3943.0,-0.3805245796666593,2753.0,-0.1373840739350083,2459.0,0.0077528241415249,2897,0.026190449616558,7246.0,-0.212352272098902,1004.0,1616.0,1,'1-4,10
12791.0,-0.2596672638535327,1754.0,-0.1390231080662484,221.0,-0.1692975305675185,250,-0.5607406449588692,15968.0,-0.1799213681931539,4776.0,14041.0,1,'0-4,4
1593.0,-0.3988780186041022,0.0,-0.1455792445912087,137.0,-0.1729272644909386,251,-0.5578214440788861,973.0,-0.2262645072159824,6123.0,13953.0,1,'0-4,4
189020.0,0.812433033280191,13320.0,-0.1086015652919164,122.0,-0.1596758549292464,177,-0.5586800325729988,228590.0,0.4640840806433994,97236.0,99589.0,1,'0-3,3
177735.0,0.6848304705028481,16827.0,-0.1039384212956971,306.0,-0.1468853639610044,0,-0.5588517502718213,130869.0,0.1631882397633608,136661.0,116776.0,1,'0-4,4
216145.0,0.9967434245177595,149568.0,0.2800249555997331,991.0,-0.1386464441030827,598,-0.5339526839425537,177907.0,0.3061673561803828,95037.0,108220.0,1,'0-3,3
12078.0,-0.3236615508338056,2331.0,-0.1405485292301854,4306.0,0.1043152694693339,5904,0.5543940911946781,18708.0,-0.1784344225560578,5644.0,6820.0,1,'0-5,5
3942.0,-0.3556129301115006,727.0,-0.1412636226126224,7831.0,0.6275731026836304,13432,3.440281737606214,21455.0,-0.1386741157807902,4834.0,9547.0,1,'1-5,11
14758.0,-0.298053489350188,2720.0,-0.1392503340008545,4831.0,0.1303571699992681,6595,0.667212619321084,18944.0,-0.1754047708204745,4796.0,4885.0,1,'0-5,5
8260.0,-0.3202431631392559,1251.0,-0.1406237142820771,3025.0,0.0429554817162811,4355,0.330989365026559,13550.0,-0.1871020764989638,1258.0,3654.0,1,'1-4,10
4046.0,-0.3855904790091062,1012.0,-0.1425835379680553,2353.0,-0.0434667545556242,2957,0.0078166558425467,8548.0,-0.2118783081770776,2272.0,2331.0,1,'1-4,10
2753.0,-0.3924232749014716,2341.0,-0.1373940986085938,3585.0,0.0569558839923297,5036,0.4707675718681031,12232.0,-0.1951997346143164,1377.0,2771.0,1,'0-5,5
487998.0,2.1989135724039377,92077.0,0.0818689036127746,5816.0,0.1294353328123677,1221,-0.3572551718541643,184134.0,0.293172070872845,80993.0,85908.0,1,'0-3,3
31471.0,-0.2927408612102299,5429.0,-0.1318320755475354,192.0,-0.1687213823257058,361,-0.5590234679706438,21201.0,-0.1759623754343856,15476.0,15973.0,1,'0-4,4
41338.0,-0.1040172080945988,3560.0,-0.1361259774000197,412.0,-0.1592149363357962,380,-0.5531850662106776,42741.0,-0.1155923825682838,26607.0,30981.0,1,'0-4,4
28564.0,-0.2784385499480509,3628.0,-0.1377332667315722,521.0,-0.1671657820728115,33,-0.5696699652976411,22414.0,-0.1670468972186302,12563.0,19694.0,1,'0-4,4
452996.0,1.1353890907320938,315550.0,0.2540443432238071,1990.0,-0.1241275084094026,218,-0.5394476503048748,53420.0,-0.1374690702540602,36921.0,21470.0,1,'0-3,3
3670.0,-0.3690039366215819,650.0,-0.1426720892513945,1052.0,-0.0731383890089784,1543,-0.2205678835914258,4004.0,-0.2205490599233943,25.0,363.0,1,'1-4,10
41466.0,-0.1208862947502407,5606.0,-0.1318120262003643,406.0,-0.164285040863748,0,-0.5701851183941087,35660.0,-0.1265988780862056,17033.0,26432.0,1,'0-4,4
3220.0,-0.3519597521096418,1316.0,-0.1384099321985979,2726.0,0.1607201823427975,3602,0.774536181085169,9131.0,-0.1815724974110127,1232.0,2365.0,1,'0-5,5
595138.0,2.9807334597690507,474527.0,1.0445834190658436,15663.0,0.7213124216265572,13022,1.7165794768256002,35278.0,-0.1303348289994096,7295.0,9134.0,1,'0-3,3
2179.0,-0.3788133960710174,2147.0,-0.1364718286387217,1289.0,-0.0411621615883734,1646,0.0057560434566762,4468.0,-0.2124947710557904,1755.0,3276.0,1,'1-4,10
2454.0,-0.3879940950364729,1568.0,-0.1370398934752372,1238.0,-0.0413926208850985,1438,-0.000425793700935,4179.0,-0.2127302041149973,293.0,232.0,1,'1-4,10
10836.0,-0.3568545330925244,6011.0,-0.1314344301619747,3632.0,0.0547665206734415,5079,0.400878468447331,15605.0,-0.1873313139513495,3782.0,4447.0,1,'1-4,10
1213.0,-0.3885830605531125,252.0,-0.1415142394522616,200.0,-0.1692399157433372,237,-0.5456294874624861,2334.0,-0.2213142173658167,14354.0,27522.0,1,'0-4,4
23984.0,-0.2285953533540631,4069.0,-0.1348144159392414,653.0,-0.1575441064345394,266,-0.5615992334529819,31914.0,-0.1325528562414112,6699.0,19192.0,1,'0-4,4
33085.0,-0.2326822964999334,11662.0,-0.1126816074412419,396.0,-0.1683180785564369,244,-0.5603972095612242,29433.0,-0.1503776170661008,23392.0,20717.0,1,'0-4,4
61403.0,-0.016042473794935,2440.0,-0.1368076552038382,648.0,-0.1576017212587206,299,-0.5476900998483565,79738.0,-0.0307869163992362,26499.0,22846.0,1,'0-4,4
45161.0,-0.1811915882580484,3194.0,-0.1397615923537184,143.0,-0.1669353227760864,406,-0.554902243198903,38956.0,-0.1207285406230866,30926.0,28448.0,1,'0-4,4
47801.0,-0.099810880046707,3822.0,-0.1342664004498971,173.0,-0.1677419303146242,576,-0.5444274635707284,50361.0,-0.0965254025759369,33486.0,31976.0,1,'0-4,4
4755.0,-0.3823272916871844,1608.0,-0.1399420364782586,3756.0,0.0435316299580938,4628,0.2427264678317756,12372.0,-0.1999238848155071,2789.0,4058.0,1,'1-4,10
37503.0,-0.1972130421093375,12359.0,-0.107201452547799,38.0,-0.1648611891055607,62,-0.573791190069382,34799.0,-0.1307220544257367,15775.0,30596.0,1,'0-4,4
54657.0,-0.0309576275541579,7219.0,-0.125531568199007,668.0,-0.1584083287972584,196,-0.5610840803565142,42696.0,-0.1172868810338913,34140.0,32791.0,1,'0-4,4
1315780.0,4.87326272158165,3256650.0,6.785378154954561,12444.0,0.2656367771768906,6615,0.3701410003580971,622181.0,0.9764545691526098,373276.0,215130.0,1,'0-1,1
2057.0,-0.3770266020374286,825.0,-0.1411182648456317,1541.0,-0.0386271093243975,2205,0.0490289035599552,5835.0,-0.2095022929611345,811.0,1740.0,1,'1-4,10
2472.0,-0.3902345516977436,949.0,-0.1412786596230008,1996.0,-0.0515328299410021,2379,-0.151709086363589,6916.0,-0.2155151293811419,200.0,1575.0,1,'1-4,10
20204.0,-0.2348789786971295,3675.0,-0.137552822607032,227.0,-0.1708531308204128,95,-0.5753366493587848,24837.0,-0.1610402564054441,16169.0,20650.0,1,'0-4,4
5157.0,-0.361665744643992,962.0,-0.142058913383744,1320.0,-0.0673769065908514,1682,-0.0974462935356677,4247.0,-0.2183991843564262,1147.0,1455.0,1,'1-4,10
5925.0,-0.373695763271028,422.0,-0.1400790403505947,1766.0,-0.0665126842281324,2778,-0.077355322773431,9115.0,-0.2095921292600424,2376.0,2933.0,1,'1-4,10
6055.0,-0.3499660242458823,2068.0,-0.1354426288172703,1356.0,-0.0119514457284694,1816,0.0744431229856905,4857.0,-0.2086225167925193,2014.0,1853.0,1,'1-4,10
8398.0,-0.3481871892057615,1661.0,-0.1414891777682977,3086.0,0.0161069736478091,4292,0.2365446306741643,11053.0,-0.2016152854777039,1286.0,2325.0,1,'1-4,10
383979.0,1.796029323048622,28498.0,-0.0709355250730819,785.0,-0.1513793202471435,6945,0.5064848532231906,162278.0,0.220336517082421,160036.0,135982.0,1,'0-3,3
38171.0,-0.1801807960875995,5168.0,-0.1326574403394138,0.0,-0.1726968051942135,98,-0.5701851183941087,20897.0,-0.1800483781329892,11636.0,14687.0,1,'0-4,4
13750.0,-0.3328462292959952,4282.0,-0.1352287691141115,4554.0,0.1096158332940108,6087,0.4980706859808863,17428.0,-0.1861510508519045,4458.0,4007.0,1,'0-5,5
5486.0,-0.3797485778035194,908.0,-0.1419620082057502,1638.0,-0.051936133710271,2007,-0.0926381979686367,4934.0,-0.2192448846875246,182.0,490.0,1,'1-4,10
11688.0,-0.3299571146670742,2434.0,-0.138406590640736,1486.0,-0.0771138118774861,4112,0.1620191493851838,11272.0,-0.2033469575842388,1932.0,2815.0,1,'1-4,10
13526.0,-0.3579568536878565,1021.0,-0.142383044496344,3099.0,-0.0116057567833818,4211,0.1400392839358992,11698.0,-0.204889663682726,3359.0,2568.0,1,'1-4,10
66110.0,0.0556919343330669,22708.0,-0.0864587321203313,5176.0,0.1154349305363191,10578,1.2422951926777563,28321.0,-0.1539555800053633,9367.0,10818.0,1,'0-5,5
85163.0,0.0930992036331456,32398.0,-0.0549929525141696,0.0,-0.1639393519186604,0,-0.5694982475988185,79910.0,-0.000806374991286,69561.0,61063.0,1,'0-4,4
4061.0,-0.374794104369626,1350.0,-0.1418500660173781,2978.0,0.0269961754180692,4183,0.3273832933512857,10375.0,-0.1987776975535789,1830.0,2253.0,1,'1-4,10
4796.0,-0.3892038620436244,940.0,-0.1420622549416059,1121.0,-0.0965876224507554,2304,-0.1893152624057243,6351.0,-0.2198551519594161,2473.0,3397.0,1,'1-4,10
2213.0,12974.0,0.0,0.0,124.0,17.0,61,0.0,4534.0,8731.0,2291.0,3996.0,0,'3-2,20
1263.0,-0.401130413755575,164.0,-0.144047140311548,209.0,-0.170680286347869,155,-0.571558859984689,9292.0,-0.2044776558291139,2097.0,2354.0,1,'0-4,4
1618.0,-0.3919258378097152,956.0,-0.1364133513761393,151.0,-0.1732153386118449,83,-0.5770538263470101,6301.0,-0.1953298423575623,71268.0,115593.0,1,'0-4,4
567400.0,1.8617228551343343,100941.0,0.071571893061467,1988.0,-0.0996412081323628,686,-0.5418516980883903,1029730.0,2.211121292094894,525533.0,415783.0,1,'0-2,2
13268.0,-0.3141147381688175,3103.0,-0.1369897701073093,651.0,-0.1500541792909742,218,-0.5643467166341425,24318.0,-0.1640389301069212,7560.0,16217.0,1,'0-4,4
36881.0,-0.1543737597672793,30547.0,-0.0573621170382251,5740.0,0.1317399257796185,7073,0.7307481678854224,17398.0,-0.1866652862180669,5433.0,5676.0,1,'0-5,5
12478.0,-0.3674041789344934,2212.0,-0.1403647435477833,4641.0,0.062774981234638,5601,0.3958986551814775,15355.0,-0.1983935699306624,4369.0,5154.0,1,'1-4,10
269957.0,1.0957413647707444,150167.0,0.2387283127639927,3226.0,-0.0247995515208927,474,-0.5159223255661874,135178.0,0.1207328440208565,68550.0,68141.0,1,'0-3,3
11451.0,-0.3424766113923984,2231.0,-0.1410781661512894,1973.0,-0.0665702990523136,4024,0.1302513751030147,11374.0,-0.2065160104732998,5164.0,5424.0,1,'1-4,10
12823.0,-0.3612558564803848,3173.0,-0.1371100661903361,2646.0,-0.0235320253889047,4199,0.1791909192674374,17890.0,-0.1871268589262488,6594.0,7082.0,1,'1-4,10
8336.0,-0.3442037129749765,5261.0,-0.1315814587078963,2760.0,-0.0434667545556242,3383,0.0493723389576003,11060.0,-0.2022999000314503,1606.0,1830.0,1,'1-4,10
212291.0,0.7697051768466862,15800.0,-0.1079115335934433,2032.0,-0.0570062382382228,0,-0.5384173441119395,107298.0,0.0660039511654881,68860.0,57017.0,1,'0-4,4
5702.0,-0.375808876036809,990.0,-0.1413037213069647,12855.0,0.6283797102221682,22124,3.654413708037916,11207.0,-0.2002615453872644,494.0,1347.0,1,'1-5,11
3848.0,-0.37932675114971,1095.0,-0.1406888746603833,2181.0,-0.0329232417304518,3234,0.0699784628163046,8919.0,-0.2071634513861188,1254.0,2142.0,1,'1-4,10
551.0,-0.4053725572740733,834.0,-0.1404015006842637,170.0,-0.1717173531831319,134,-0.5701851183941087,6486.0,-0.1940163737114607,15436.0,28945.0,1,'0-4,4
955447.0,4.274308668139645,935404.0,1.8426125968552287,6430.0,0.1324313036697938,869,-0.4472352460371731,2219590.0,5.176887027941048,969387.0,784775.0,1,'1-3,9
10075.0,-0.3474828182838345,1865.0,-0.140787450617308,2793.0,-0.02059366935566,4256,0.1790192015686148,11051.0,-0.2052675956988212,2394.0,2569.0,1,'1-4,10
17395.0,-0.2984912339909336,8771.0,-0.1156338738121912,4662.0,0.0872036666874966,5727,0.4400301037788692,16196.0,-0.1881367428381099,6482.0,5066.0,1,'0-5,5
166950.0,0.5719679636284297,64526.0,0.0328733114633192,155.0,-0.1638817370944791,288,-0.5590234679706438,156919.0,0.1893801676001265,76662.0,67041.0,1,'0-4,4
42121.0,-0.188111933078563,7616.0,-0.1279207820702337,206.0,-0.1681452340838931,162,-0.569326529899996,30382.0,-0.1570719702364438,21035.0,20198.0,1,'0-4,4
7739.0,-0.359007440825646,1713.0,-0.1402929000537534,2332.0,0.0269385605938879,3544,0.1920697466791275,12407.0,-0.1953050599302773,6701.0,5175.0,1,'1-4,10
2314.0,-0.3655935079205002,777.0,-0.1409879440890194,1241.0,-0.0335570047964458,1577,0.0751299937809807,3308.0,-0.2123987391500613,871.0,2005.0,1,'1-4,10
2050.0,-0.393231112738484,235.0,-0.142775677545112,1093.0,-0.0500924593364703,1590,0.0857764911079779,3842.0,-0.2094960973543133,18.0,0.0,1,'1-4,10
12542.0,-0.3571410568573761,2971.0,-0.1344969679423652,4504.0,0.1098462925907358,6394,0.6208488406389994,17423.0,-0.1825204252546615,2175.0,4702.0,1,'0-5,5
2664.0,-0.3600659869569035,0.0,-0.1429126814174481,127.0,-0.1773059911287151,171,-0.5614275157541594,1017.0,-0.2274261834949638,8458.0,25499.0,1,'0-4,4
47404.0,-0.1382647569878411,11627.0,-0.1150307226181263,634.0,-0.1552971282914698,89,-0.56486186973061,54954.0,-0.0768388619014667,43091.0,48901.0,1,'0-4,4
39887.0,-0.180061411185578,7664.0,-0.1249351001206658,0.0,-0.1771331466561713,0,-0.5792861564317031,32798.0,-0.1433548967342323,12203.0,22974.0,1,'0-4,4
7642.0,-0.3514981304884919,1201.0,-0.142199258813942,5215.0,0.1481025358470993,7371,0.7314350386807125,20738.0,-0.1701601896463001,2642.0,4058.0,1,'0-5,5
47496.0,-0.1686243375719156,22045.0,-0.0931518725176278,1022.0,-0.1544905207529321,582,-0.5540436547047903,57006.0,-0.0835301172683991,45445.0,33583.0,1,'0-4,4
13520.0,-0.3374067325532175,2925.0,-0.1383397594834989,6956.0,0.2184502361724303,8838,1.0384662841754064,22537.0,-0.1715758858049521,4931.0,5275.0,1,'0-5,5
26323.0,-0.2043005257926822,3412.0,-0.1368845110346609,942.0,-0.1395106664658018,563,-0.5433971573777931,32069.0,-0.1486676295834403,25143.0,25227.0,1,'0-4,4
5002.0,-0.3624178695267276,681.0,-0.1396897488596885,2213.0,-0.0160997130695209,2544,0.0558976115128567,6326.0,-0.2116118970837646,0.0,369.0,1,'1-4,10
12628.0,-0.3373231631218025,4121.0,-0.1348160867181724,4707.0,0.1131879523932495,6626,0.6014447406720529,17796.0,-0.1791562107507316,2792.0,4113.0,1,'0-5,5
