FSC-A,FSC-H,SSC-A,SSC-H,FL1-A,FL1-H,FL2-A,FL2-H,FL3-A,FL3-H,FL4-A,FL4-H,Time,Cluster,UMAP-1,UMAP-2
8500.0,13878.0,605.0,2884.0,2749,4238,3684,5146,9047.0,12544.0,819.0,2715.0,16.5,1,-3.2725277,8.593213
6443.0,16384.0,1457.0,2871.0,2455,3265,3356,4608,10903.0,15303.0,1920.0,2619.0,16.7,1,-3.5040207,10.602097
8047.0,23800.0,1249.0,3752.0,5800,8211,6525,9478,14806.0,20233.0,1296.0,3356.0,16.7,0,-0.67089134,-0.14603673
2818.0,10371.0,659.0,2812.0,1686,4811,2080,5848,4149.0,10929.0,2338.0,3303.0,16.8,1,-2.2356284,8.753525
7686.0,14491.0,743.0,2082.0,442,1982,453,2382,1109.0,5260.0,9.0,458.0,16.8,1,0.7676375,14.334691
5130.0,22998.0,374.0,1602.0,1224,1696,1712,2726,5024.0,8124.0,440.0,1522.0,16.9,1,-0.5247022,14.529584
4868.0,13573.0,1450.0,2748.0,2977,4248,3883,5736,8961.0,12206.0,1517.0,2481.0,17.0,1,-3.7160218,7.934724
5821.0,11974.0,799.0,3619.0,3325,5265,4261,6172,7539.0,11648.0,516.0,2203.0,17.0,1,-3.65612,5.455467
12851.0,36991.0,2440.0,5866.0,445,219,57,80,26007.0,34794.0,16505.0,24239.0,17.1,2,12.976557,10.451055
40089.0,87203.0,18773.0,39937.0,403,349,103,13,32131.0,40670.0,27883.0,35416.0,17.1,2,13.264725,7.4485774
44965.0,110050.0,5220.0,11486.0,236,235,46,0,39179.0,49998.0,27975.0,39822.0,17.2,2,13.50474,6.6124506
4546.0,6247.0,1407.0,3958.0,1306,1740,1615,2162,5099.0,6886.0,1263.0,1636.0,17.2,1,-0.43043533,14.416063
23840.0,58009.0,3287.0,9259.0,320,210,282,132,25648.0,34656.0,16128.0,32195.0,17.2,2,12.765101,9.344006
24731.0,49130.0,3604.0,9212.0,282,147,128,130,29307.0,37600.0,22696.0,34389.0,17.3,2,12.656074,9.296858
9424.0,29981.0,2612.0,5910.0,3865,5423,4580,6472,12833.0,17032.0,2177.0,4265.0,17.3,1,-3.6864014,4.503539
333.0,1935.0,511.0,2060.0,925,2908,1150,3438,2944.0,9926.0,358.0,466.0,17.3,1,-0.39149255,12.260085
12288.0,28605.0,1953.0,3533.0,2673,3713,3501,4855,10927.0,14605.0,2523.0,3364.0,17.4,1,-3.420871,9.558432
2578.0,11767.0,1333.0,6031.0,5496,8675,6618,10284,13800.0,21792.0,509.0,3000.0,17.4,0,-0.56955355,-0.049838677
6453.0,21103.0,1069.0,2999.0,6014,8572,7272,10596,15627.0,22279.0,0.0,1448.0,17.5,0,-0.50687295,-0.10062728
243272.0,487607.0,23753.0,51546.0,369,438,2770,4208,96081.0,123680.0,86998.0,96446.0,17.5,0,12.255113,-3.9358106
8796.0,17662.0,1956.0,3405.0,2972,4227,4242,5765,10917.0,15080.0,2145.0,2100.0,17.6,1,-3.7936206,7.9379025
10648.0,34585.0,805.0,2837.0,2539,3429,3516,4915,10747.0,14474.0,2116.0,4412.0,17.6,1,-3.3466165,9.7736225
8429.0,40496.0,1045.0,2859.0,3629,5720,4533,7215,12031.0,19360.0,1597.0,2826.0,17.7,1,-3.5978096,4.4634795
6601.0,15740.0,1014.0,2374.0,426,2573,479,3245,1497.0,8247.0,781.0,862.0,17.7,1,0.07571038,13.183837
5382.0,14949.0,1431.0,4050.0,2129,3511,2350,3574,7697.0,11589.0,1676.0,1831.0,17.7,1,-2.1083276,10.980533
5782.0,22202.0,1060.0,3407.0,3052,4453,3611,5225,9823.0,15024.0,2322.0,3366.0,17.7,1,-3.6684363,7.6210375
666.0,3963.0,619.0,2398.0,1614,2829,2277,4029,4795.0,8429.0,53.0,687.0,17.8,1,-1.6712527,11.829677
22062.0,53636.0,8296.0,19186.0,82,104,301,121,23748.0,31114.0,12274.0,23270.0,17.8,2,13.310955,9.878243
12040.0,30656.0,556.0,3277.0,5212,7127,6687,8808,14244.0,18442.0,1514.0,2503.0,17.9,0,-1.039458,-0.098335594
2071.0,12855.0,992.0,3721.0,934,3198,1213,4581,2956.0,10957.0,998.0,2304.0,17.9,1,-1.1173514,11.171695
3450.0,12330.0,803.0,3604.0,1646,3629,2454,5392,5873.0,12734.0,670.0,1240.0,17.9,1,-2.1537628,10.044974
3791.0,13366.0,1388.0,5199.0,7182,10861,6359,9590,12204.0,17791.0,954.0,2766.0,18.0,0,2.8118415,-1.6269377
15918.0,18645.0,988.0,1888.0,5773,7514,6321,8248,16571.0,22691.0,3235.0,4219.0,18.0,0,-0.92658633,-0.06383944
12779.0,24147.0,1780.0,4667.0,4490,5841,4112,5660,10190.0,13035.0,1999.0,2864.0,18.0,1,-3.7112522,3.9190845
1248.0,5591.0,315.0,1933.0,70,15,118,0,1997.0,4424.0,848.0,1294.0,18.0,2,10.823366,16.827698
331537.0,617745.0,176456.0,343732.0,711,823,96,30,283772.0,329244.0,126796.0,146210.0,18.0,0,11.761677,-5.2575893
782.0,4078.0,458.0,2448.0,136,43,163,41,207.0,5594.0,1038.0,2219.0,18.0,2,10.73595,16.666267
8429.0,14787.0,1258.0,3961.0,1858,2375,2375,3027,5960.0,7623.0,568.0,1026.0,18.1,1,-1.7555443,13.254661
2411.0,13619.0,13.0,127.0,1730,2849,2549,4394,5845.0,10246.0,1050.0,2506.0,18.1,1,-1.8365219,11.521722
2165.0,7281.0,877.0,2986.0,444,2079,730,2846,1739.0,7168.0,384.0,454.0,18.1,1,0.5155013,14.05538
3733.0,21119.0,1263.0,6050.0,1493,2317,2161,3499,5435.0,8982.0,518.0,1252.0,18.2,1,-0.9985119,13.145816
133677.0,255868.0,26215.0,50762.0,254,346,556,226,86547.0,108792.0,75196.0,93356.0,18.3,2,13.335023,-0.43562987
101556.0,197793.0,6243.0,12337.0,273,152,0,0,69349.0,81210.0,64267.0,72048.0,18.3,2,13.645507,1.2267152
49993.0,121017.0,10019.0,20719.0,224,197,210,101,53557.0,66626.0,35084.0,47671.0,18.3,2,13.366547,4.916699
1941.0,12542.0,324.0,1798.0,152,56,141,37,0.0,5502.0,5875.0,11315.0,18.4,2,12.235838,16.190306
135374.0,285592.0,12819.0,27072.0,634,282,229,92,112182.0,134703.0,40442.0,52575.0,18.4,0,13.577662,-1.8377907
3238.0,12176.0,1508.0,4391.0,4064,5782,4668,6763,11307.0,16304.0,0.0,1068.0,18.4,1,-3.6332684,4.322262
141018.0,283724.0,10125.0,19335.0,314,246,263,125,163642.0,187419.0,57481.0,59968.0,18.4,0,13.44484,-2.4812222
37349.0,58022.0,2111.0,6727.0,179,280,326,159,27863.0,32108.0,18019.0,22553.0,18.4,2,13.510345,9.611507
9743.0,17059.0,662.0,5110.0,1951,4487,2319,5118,6024.0,12075.0,193.0,1333.0,18.4,1,-2.2296832,8.99125
145774.0,267620.0,26163.0,51585.0,644,415,0,104,74255.0,87856.0,74391.0,71392.0,18.4,2,13.655412,-0.21771033
5912.0,12897.0,5978.0,9059.0,0,0,330,238,7179.0,5756.0,5898.0,4874.0,18.5,2,11.399369,16.592394
199398.0,393881.0,66157.0,123078.0,1133,767,0,68,121059.0,144392.0,71545.0,70809.0,18.6,0,12.713265,-3.0824368
494162.0,846689.0,123380.0,225057.0,1359,1889,709,499,434896.0,501320.0,171198.0,218421.0,18.6,0,11.517643,-6.3667088
1980.0,6440.0,211.0,1203.0,203,129,118,113,1285.0,6199.0,1064.0,3624.0,18.6,2,10.737483,16.21146
2210.0,8476.0,236.0,1426.0,1610,2211,2587,3833,6845.0,10080.0,261.0,547.0,18.6,1,-1.6862615,12.936055
15807.0,27083.0,1826.0,3575.0,3040,3803,4189,5382,10409.0,12410.0,2444.0,2922.0,18.7,1,-4.7368927,8.159841
10373.0,18933.0,1304.0,4192.0,4984,6388,5947,7693,11044.0,14449.0,2295.0,3556.0,18.7,1,-2.2570548,0.7984474
213567.0,458136.0,14219.0,28196.0,810,864,427,166,141946.0,166308.0,76721.0,86801.0,18.7,0,12.471863,-3.6991012
7800.0,16696.0,5494.0,10106.0,2694,3637,3844,4965,7789.0,9893.0,1637.0,1843.0,18.7,1,-3.5142999,9.628924
4845.0,17338.0,964.0,2885.0,2580,3893,3678,5343,8350.0,12379.0,1429.0,2228.0,18.7,1,-3.2745233,8.957516
2807.0,15895.0,497.0,2097.0,4064,7135,4416,7664,9604.0,16689.0,541.0,2238.0,18.8,0,-1.4788574,0.72089267
5096.0,14568.0,672.0,2824.0,251,241,98,2,8264.0,7664.0,326.0,520.0,18.9,2,10.967076,15.8258295
1050.0,5588.0,187.0,939.0,170,59,52,0,2405.0,6318.0,1623.0,5648.0,18.9,2,11.637107,16.454863
1072.0,5924.0,0.0,0.0,170,118,130,10,0.0,5568.0,4081.0,9366.0,18.9,2,12.096578,16.200176
436083.0,807740.0,25631.0,45996.0,1226,1262,10,152,558574.0,645083.0,195419.0,248919.0,18.9,0,11.517225,-6.6660514
1446.0,9190.0,173.0,1664.0,157,44,105,0,2234.0,9087.0,269.0,3520.0,18.9,2,11.068431,16.385284
11209.0,25320.0,1833.0,4134.0,4339,5436,5126,6491,13077.0,17474.0,1351.0,1741.0,18.9,1,-3.7344532,3.872569
2171.0,10083.0,827.0,3357.0,3300,5072,3637,5797,7563.0,12068.0,153.0,1448.0,18.9,1,-3.1647067,6.9960475
10412.0,35297.0,7211.0,17410.0,327,184,178,61,22199.0,28017.0,10506.0,25437.0,19.0,2,13.043791,10.546774
1506.0,5882.0,283.0,1495.0,360,337,7,0,2092.0,6317.0,2966.0,6723.0,19.0,2,11.467492,15.894508
472.0,3100.0,338.0,1400.0,92,0,51,0,0.0,12002.0,22262.0,45907.0,19.0,2,15.136475,16.548088
348971.0,607854.0,54603.0,100310.0,1351,1247,213,172,556639.0,613556.0,229354.0,268518.0,19.0,0,11.561736,-6.5786147
860.0,3389.0,0.0,462.0,236,168,137,19,1991.0,4173.0,155.0,1607.0,19.0,2,10.638855,16.110193
10779.0,27720.0,1402.0,2147.0,3892,5247,5389,6851,14565.0,17442.0,2826.0,4320.0,19.0,1,-4.3025203,3.5926948
117061.0,221273.0,220074.0,427691.0,11152,14695,12386,16488,22618.0,30238.0,4011.0,5115.0,19.0,0,5.287496,-2.830075
