FSC-A,FSC-H,SSC-A,SSC-H,FL1-A,FL1-H,FL2-A,FL2-H,FL3-A,FL3-H,FL4-A,FL4-H,Time,Cluster,UMAP-1,UMAP-2
30641.0,54141.0,5159.0,10197.0,480,302,254,126,41681.0,51002.0,38784.0,41038.0,16.9,1,11.852313,2.861992
12430.0,19914.0,1484.0,3012.0,1146,1023,1552,1745,3618.0,4179.0,2628.0,3223.0,17.1,2,2.324305,12.061588
32352.0,59629.0,15788.0,30885.0,279,218,359,134,37181.0,44217.0,29245.0,36840.0,17.1,1,12.75255,2.8512897
10975.0,18807.0,3791.0,9184.0,2959,3888,4226,5646,22693.0,26010.0,9497.0,10358.0,17.2,2,-6.873138,6.583052
72195.0,144469.0,5755.0,10711.0,518,294,61,13,67420.0,72048.0,52190.0,61899.0,17.2,1,10.851829,-0.6157352
5745.0,17173.0,978.0,3784.0,3935,5537,5254,7222,14213.0,19154.0,439.0,2169.0,17.5,2,-4.8752093,2.5045068
8117.0,21578.0,2339.0,5827.0,3102,3942,4295,5629,12596.0,16744.0,1594.0,4467.0,17.7,2,-6.860018,6.3472786
2283.0,7538.0,1453.0,4293.0,3735,4734,5107,6700,13669.0,17704.0,1635.0,2336.0,17.8,2,-6.13657,3.6794386
3013.0,9311.0,2236.0,5021.0,3518,4412,5718,7180,13046.0,15585.0,2812.0,3344.0,17.8,2,-6.2177844,3.811702
239176.0,420841.0,50500.0,82522.0,565,405,336,159,116668.0,128034.0,79809.0,81224.0,17.8,1,8.037044,-3.7084193
25975.0,52575.0,7781.0,14738.0,315,239,68,49,29865.0,32981.0,27142.0,30366.0,17.8,1,12.706984,4.0607276
7449.0,21544.0,1254.0,2952.0,1789,2103,2566,3627,8067.0,10711.0,2620.0,2227.0,17.9,2,-1.4876747,11.45698
10559.0,29094.0,2449.0,6196.0,269,287,172,49,17728.0,21591.0,5252.0,15350.0,17.9,1,13.137844,6.1028166
2874.0,12142.0,372.0,1140.0,3502,4812,4076,5566,9939.0,13231.0,907.0,2234.0,18.0,2,-6.0905375,3.829575
3673.0,14089.0,1093.0,3858.0,3787,5417,4870,7364,13609.0,20067.0,2488.0,3502.0,18.2,2,-4.9214783,2.552979
398021.0,623547.0,83862.0,141597.0,1163,1027,8200,8467,207602.0,195564.0,174573.0,162834.0,18.3,1,4.530315,-4.149227
6856.0,23795.0,2779.0,5906.0,1652,2091,4071,5354,9644.0,12908.0,2909.0,4706.0,18.3,2,0.098499276,8.18861
3268.0,10979.0,568.0,2086.0,2344,2866,2977,3651,7453.0,9095.0,399.0,1796.0,18.4,2,-4.8022885,10.595237
5003.0,16942.0,1601.0,4198.0,2220,2934,3059,4071,9076.0,11698.0,1430.0,3707.0,18.5,2,-4.9607916,9.978352
6706.0,21736.0,1005.0,2849.0,1185,1292,2758,3316,6808.0,7896.0,2441.0,3922.0,18.5,2,1.8674953,11.040957
83547.0,143367.0,12029.0,21851.0,127,300,313,122,77913.0,74523.0,29812.0,31205.0,18.5,1,9.745472,-0.51960194
8324.0,25884.0,1713.0,3036.0,3723,4698,4956,6106,12781.0,15981.0,538.0,3614.0,18.5,2,-6.1473713,3.7547247
1707.0,4344.0,1148.0,3756.0,257,300,201,86,11880.0,16817.0,85987.0,119129.0,18.6,0,17.736427,14.370723
1399.0,8855.0,192.0,2071.0,109,0,105,0,4688.0,8168.0,41358.0,73608.0,18.6,0,17.4774,14.471103
1809.0,9635.0,0.0,466.0,131,17,155,78,7347.0,10498.0,54008.0,81648.0,18.6,0,17.589733,14.423255
3676300.0,2859260.0,1924360.0,2234500.0,28495,18505,17507,15137,10138800.0,5227080.0,10842600.0,4422630.0,18.6,1,6.0179996,-8.2430525
23711.0,36082.0,5609.0,9440.0,2305,2149,5044,5934,11022.0,13428.0,2668.0,7088.0,18.7,2,0.036257673,7.249985
34371.0,51371.0,6074.0,10470.0,67,100,289,179,49080.0,51890.0,35178.0,38688.0,18.7,1,13.320381,2.690465
119308.0,199687.0,113404.0,193330.0,12193,13562,13657,15017,35700.0,35889.0,6103.0,5750.0,18.8,2,0.57975835,1.2123146
8083.0,19305.0,6322.0,14347.0,1459,1451,2452,3236,8190.0,10217.0,2941.0,4163.0,18.8,2,0.98448896,11.362986
45732.0,80212.0,23983.0,44445.0,378,245,0,53,50977.0,53427.0,43966.0,47816.0,18.9,1,12.181512,1.8289937
7029.0,17368.0,1398.0,3401.0,3886,5409,5566,6993,14506.0,17757.0,3824.0,5175.0,18.9,2,-4.9198623,2.5180764
20301.0,23850.0,7925.0,8572.0,3226,3594,4110,4706,10942.0,11378.0,3069.0,2643.0,19.0,2,-7.5537577,7.0591574
11230.0,34176.0,1635.0,3883.0,4517,5700,5492,7118,16734.0,21489.0,3054.0,3714.0,19.1,2,-4.54508,2.0683742
3403.0,10939.0,863.0,2554.0,2298,2750,3046,3912,9419.0,12383.0,2099.0,3816.0,19.1,2,-4.629925,10.845562
73056.0,120020.0,27579.0,47094.0,0,51,203,168,71549.0,74685.0,58642.0,73262.0,19.1,1,11.416742,-0.49615613
75747.0,123732.0,63972.0,108414.0,3044,3024,6564,7008,16258.0,17227.0,6161.0,6568.0,19.1,2,-0.644566,4.455886
13499.0,34324.0,3891.0,8219.0,6546,7701,8622,10539,23991.0,28996.0,1865.0,6192.0,19.1,2,-1.2659742,0.42482713
27777.0,32529.0,2885.0,5473.0,0,34,109,67,34481.0,35514.0,22618.0,23978.0,19.1,1,14.304803,4.7219086
30627.0,60691.0,21599.0,38118.0,0,20,0,0,33458.0,35011.0,31770.0,30720.0,19.2,1,13.550778,3.318024
11005.0,18076.0,3330.0,5772.0,4975,5718,5944,6370,14645.0,16950.0,2161.0,3158.0,19.2,2,-4.446751,1.8885658
1739.0,10745.0,458.0,2045.0,1019,2495,1218,3301,3197.0,8452.0,647.0,1145.0,19.2,2,-0.7921284,13.577138
1862.0,6966.0,523.0,1916.0,885,2469,1296,3359,3374.0,9307.0,842.0,1762.0,19.2,2,-0.7194113,13.6521015
91776.0,167710.0,14005.0,24122.0,273,115,239,112,147271.0,140499.0,46212.0,50371.0,19.5,1,9.125881,-1.4840107
6328.0,22325.0,2398.0,6766.0,1990,2653,2597,3346,7381.0,9933.0,133.0,2527.0,19.5,2,-3.7300987,11.718364
83732.0,127819.0,7142.0,11857.0,638,383,103,61,77059.0,75739.0,63382.0,69279.0,19.5,1,10.926849,-0.5926808
3037.0,5306.0,1867.0,2821.0,1084,985,2843,2889,6286.0,6770.0,3007.0,3115.0,19.6,2,2.2355785,11.2862425
28547.0,49422.0,13107.0,19903.0,448,281,171,115,32482.0,33177.0,21165.0,24353.0,19.7,1,12.464316,4.7165966
10646.0,17540.0,3318.0,5090.0,1929,1746,3111,3311,9335.0,9878.0,1391.0,2368.0,19.8,2,-0.38960153,10.334705
5084.0,11909.0,854.0,3060.0,1706,1822,2980,3687,7441.0,8626.0,1205.0,2132.0,19.8,2,-0.3348945,10.336018
1488.0,6780.0,1295.0,4938.0,154,11,168,129,2339.0,3731.0,1430.0,1849.0,19.8,0,12.609533,16.107985
1158.0,6993.0,322.0,1644.0,100,0,184,72,1488.0,3803.0,11169.0,30062.0,19.8,0,15.799523,14.910322
309846.0,434712.0,178591.0,261278.0,351,480,619,209,260779.0,245741.0,128751.0,120948.0,19.8,1,7.240821,-4.4665565
275926.0,439672.0,13282.0,21632.0,678,373,0,21,195042.0,191468.0,116511.0,112859.0,19.8,1,7.8825235,-4.146981
11376.0,20143.0,3506.0,6481.0,5281,5522,6823,7492,18598.0,19689.0,4296.0,4360.0,19.9,2,-3.6465368,1.1575283
38587.0,62283.0,7053.0,8781.0,517,209,10,22,54187.0,51128.0,57212.0,48126.0,19.9,1,11.824643,2.0464048
6693.0,10923.0,465.0,2689.0,1585,2990,1859,3956,4478.0,9499.0,2573.0,2672.0,19.9,2,-2.9452496,13.093272
8466.0,13546.0,2398.0,3216.0,2172,2392,3023,3382,8668.0,8704.0,2411.0,1914.0,20.1,2,-3.1816392,11.039771
53194.0,87449.0,8363.0,12737.0,255,154,400,250,63283.0,60369.0,46735.0,51233.0,20.1,1,11.964711,0.9233401
71760.0,113112.0,17810.0,28100.0,521,216,0,67,63223.0,61242.0,56949.0,54398.0,20.2,1,10.989838,-0.0029413812
6903.0,12030.0,4694.0,6317.0,1830,1692,2603,2717,7285.0,7645.0,1108.0,1360.0,20.2,2,0.21660832,11.15685
3841.0,12264.0,1012.0,3428.0,2521,2999,3292,3876,8950.0,10305.0,959.0,1805.0,20.3,2,-5.7014604,9.430765
84663.0,143074.0,65302.0,110335.0,3892,4216,5370,5914,16068.0,16215.0,3108.0,3690.0,20.3,2,-1.2708544,2.9112737
33882.0,61245.0,19081.0,30809.0,183,151,218,109,42436.0,39651.0,29195.0,32214.0,20.3,1,13.100346,2.981614
1689.0,6784.0,226.0,2265.0,73,0,160,141,9067.0,10929.0,1536.0,2206.0,20.5,0,12.860591,16.118994
1665.0,6642.0,0.0,537.0,182,104,165,85,2623.0,6436.0,7180.0,18372.0,20.5,0,14.635755,14.833407
