FSC-A,FSC-H,SSC-A,SSC-H,FL1-A,FL1-H,FL2-A,FL2-H,FL3-A,FL3-H,FL4-A,FL4-H,Time,Cluster
14088.0,20953.0,7434.0,14178.0,2582,3687,3714,5208,12050.0,16176.0,3834.0,4601.0,16.5,2
258087.0,481224.0,20684.0,40545.0,886,851,149,67,487328.0,611306.0,168989.0,233794.0,16.6,3
3776.0,10530.0,0.0,1401.0,203,118,160,80,2368.0,12966.0,1907.0,6754.0,16.6,0
8993.0,22345.0,708.0,2451.0,2302,3287,3403,4372,8018.0,11098.0,443.0,1819.0,16.7,2
11188.0,30801.0,2432.0,6749.0,85,48,81,72,23773.0,32692.0,7447.0,25595.0,16.8,0
16379.0,33077.0,2789.0,4069.0,2809,3695,3992,5481,11044.0,15598.0,4074.0,4640.0,16.8,2
28773.0,65919.0,9873.0,21768.0,4,5,286,239,36786.0,46286.0,18556.0,35934.0,16.8,0
5645.0,16191.0,1325.0,3404.0,3970,5639,4578,6372,13133.0,18222.0,2237.0,3185.0,16.8,2
2497.0,13318.0,1261.0,4937.0,1523,2638,2007,3402,5947.0,10615.0,100.0,1141.0,16.9,2
40665.0,81253.0,3242.0,4324.0,417,223,193,132,46516.0,58874.0,47231.0,53342.0,17.2,0
40792.0,93705.0,6943.0,11612.0,0,0,0,4,25749.0,30701.0,22232.0,27058.0,17.2,0
210149.0,399244.0,19247.0,34591.0,545,592,3339,4062,115066.0,143589.0,96339.0,117921.0,17.2,3
21136.0,53082.0,18114.0,38729.0,2479,3292,3889,4920,11355.0,14270.0,4959.0,5070.0,17.2,2
12125.0,27335.0,2236.0,4890.0,4539,6191,5925,8030,18588.0,25081.0,2829.0,5630.0,17.6,2
5466.0,8267.0,715.0,3231.0,1670,2026,2677,3362,7166.0,9093.0,962.0,3167.0,17.6,2
3661.0,12283.0,645.0,3586.0,3072,4431,3351,5288,7384.0,11195.0,1737.0,1326.0,17.7,2
168285.0,330109.0,28675.0,54891.0,671,455,218,153,224009.0,256058.0,92888.0,110618.0,17.7,0
45757.0,85879.0,11418.0,22169.0,444,302,316,211,44158.0,53168.0,32548.0,46339.0,17.8,0
4797.0,11430.0,2432.0,4638.0,2292,3110,3201,4101,8779.0,11702.0,2666.0,3505.0,17.9,2
30708.0,74331.0,13804.0,31403.0,297,179,323,156,41375.0,50334.0,18449.0,39715.0,17.9,0
572.0,3373.0,636.0,2946.0,708,1267,819,1585,2250.0,4426.0,744.0,1094.0,17.9,2
3317.0,17796.0,633.0,2695.0,2301,3597,3190,5145,9600.0,15796.0,722.0,2823.0,18.1,2
71139.0,132303.0,11761.0,22661.0,197,202,561,221,69204.0,79159.0,61248.0,75609.0,18.2,0
4499.0,10795.0,988.0,2465.0,2362,2848,2977,3775,7416.0,9406.0,1217.0,1602.0,18.2,2
1833.0,8184.0,0.0,2138.0,611,2139,421,1791,1486.0,4647.0,42.0,58.0,18.3,2
3038.0,9143.0,3330.0,11294.0,170,112,210,117,3993.0,4888.0,11332.0,12624.0,18.4,0
2753.0,6682.0,4083.0,9916.0,206,180,342,202,12994.0,14293.0,149665.0,246724.0,18.4,3
1573770.0,1374010.0,4608910.0,4111480.0,7170,4169,2593,1283,2722850.0,2408570.0,1975250.0,1711280.0,18.4,1
273128.0,496233.0,15491.0,24153.0,453,283,304,144,243087.0,256139.0,115321.0,123495.0,18.6,3
24182.0,30938.0,7944.0,13891.0,336,181,178,105,26071.0,30356.0,19900.0,26773.0,18.7,0
5504.0,19376.0,975.0,4093.0,2422,2986,3595,4668,11216.0,13826.0,1086.0,2466.0,18.8,2
4962.0,20463.0,2040.0,5276.0,841,782,1271,1568,5086.0,6204.0,2075.0,3433.0,18.8,2
2146.0,12961.0,705.0,3461.0,2823,6280,2915,6521,7135.0,15360.0,892.0,1853.0,18.8,2
1270.0,8055.0,375.0,3096.0,1350,4959,1303,4997,2853.0,11210.0,103.0,206.0,18.8,2
3061.0,8132.0,1373.0,4059.0,1495,1900,2129,2899,6071.0,8296.0,1270.0,1729.0,18.9,2
