FSC-A,FSC-H,SSC-A,SSC-H,FL1-A,FL1-H,FL2-A,FL2-H,FL3-A,FL3-H,FL4-A,FL4-H,Time,Cluster,PC1,PC2
15942.0,34989.0,2897.0,8342.0,2477,2865,3471,4638,9819.0,12551.0,3285.0,4619.0,16.7,0,-152302.53549657165,-20713.683284578965
4065.0,17331.0,1180.0,3993.0,1284,1836,2020,3031,5490.0,8097.0,1258.0,1579.0,16.7,0,-161256.19775962477,-23494.969978055185
89284.0,180103.0,9216.0,18569.0,547,221,441,149,71423.0,87765.0,66791.0,69786.0,16.7,0,-38949.30245948861,-20475.619039445115
69246.0,164004.0,6938.0,15428.0,173,215,373,172,41486.0,52838.0,35139.0,45460.0,16.7,0,-87903.7267181342,-16326.910337538964
4712.0,26536.0,485.0,2234.0,1365,2451,1823,3361,4644.0,8334.0,480.0,2178.0,16.8,0,-162111.43274543708,-23675.17681405656
5752.0,26602.0,801.0,2735.0,3068,4693,3580,5475,9487.0,14225.0,1970.0,2479.0,17.0,0,-157219.29789540306,-25017.41524239884
46915.0,85904.0,6263.0,14440.0,182,139,0,1,46784.0,56517.0,39645.0,48917.0,17.1,0,-88064.05490950032,-24738.67820859427
4189.0,15217.0,748.0,2764.0,3333,5005,3403,4847,8396.0,12065.0,1337.0,2150.0,17.1,0,-158905.6738796273,-25049.331163191622
6144.0,11536.0,1045.0,2885.0,2978,3983,3743,4686,7409.0,9191.0,711.0,700.0,17.2,0,-159578.64962243807,-23844.534429040054
4085.0,11612.0,278.0,1606.0,581,1052,674,1370,2620.0,5403.0,792.0,1398.0,17.3,0,-163959.2409939901,-23126.446783540927
68621.0,163339.0,17416.0,33508.0,352,398,411,241,51851.0,62130.0,41012.0,53257.0,17.4,0,-73174.5570007027,-11626.28893381674
27235.0,45699.0,4119.0,9701.0,62,131,279,122,24959.0,28156.0,21818.0,21888.0,17.5,0,-125042.93406363622,-22553.594348558523
8372.0,10384.0,97.0,1050.0,1390,1610,2113,2610,6244.0,8264.0,919.0,1174.0,17.6,0,-159860.79391026372,-23631.31132337025
4919.0,9078.0,995.0,2346.0,1329,1856,1958,2464,4052.0,5046.0,1301.0,1798.0,17.7,0,-162098.9574882946,-22854.841623041357
