FSC-A,FSC-H,SSC-A,SSC-H,FL1-A,FL1-H,FL2-A,FL2-H,FL3-A,FL3-H,FL4-A,FL4-H,Time,Cluster,PC1,PC2,PC3
26330.0,57111.0,8009.0,17628.0,155,71,373,135,38849.0,50158.0,31148.0,37277.0,16.3,0,-175415.35990458657,-21364.828423930216,-20988.53761843521
2684.0,9878.0,695.0,2393.0,1380,1938,1883,2843,6654.0,10841.0,612.0,2773.0,16.3,0,-228154.79016041275,-3118.766629389487,-19833.710045617525
4359.0,23181.0,1105.0,4089.0,2654,4439,3433,5981,8672.0,15313.0,95.0,2348.0,16.3,0,-226596.53077882377,-3044.4227586680104,-18186.79605541263
14264.0,41260.0,5700.0,11702.0,372,297,1,47,20773.0,28207.0,11614.0,20477.0,16.4,0,-204524.26243439733,-8800.332229082313,-18716.44325677407
4165.0,13561.0,338.0,1429.0,28,54,178,102,9137.0,7461.0,2018.0,2368.0,16.6,0,-225752.6579539956,-4634.037804929885,-19248.106970286117
3353.0,15947.0,109.0,680.0,28,0,185,97,2731.0,8242.0,2546.0,7060.0,16.6,0,-228394.0405168745,-2770.4779269407904,-24225.197042091066
316827.0,609207.0,87592.0,164882.0,906,1069,346,128,493298.0,588509.0,269530.0,300746.0,16.6,0,394158.1932043097,-211227.4620963053,104034.78448052357
2371.0,8339.0,0.0,0.0,88,0,203,207,2839.0,7802.0,825.0,3821.0,16.6,0,-230309.9488742501,-2169.7898457643387,-22763.160356280656
30343.0,55144.0,24491.0,40865.0,300,205,179,63,25679.0,34414.0,21986.0,30462.0,16.6,0,-178979.18968829451,2302.389593790304,-22328.13152878913
10107.0,17029.0,3022.0,8748.0,2426,3130,3068,3952,9783.0,12785.0,2765.0,3852.0,16.6,0,-221081.60757030427,-1771.0799586647486,-19735.713231355625
26737.0,49177.0,10172.0,18702.0,508,277,239,201,26545.0,32440.0,24892.0,25756.0,16.8,0,-186166.45331601275,-10419.185271086932,-24844.274093610155
5764.0,20334.0,688.0,2344.0,2423,3425,3851,5477,10837.0,15193.0,1118.0,1959.0,16.8,0,-224622.2741859408,-4328.824585794096,-17560.63280259381
5720.0,14307.0,921.0,2051.0,3479,4649,4716,6227,13220.0,17085.0,2108.0,4669.0,16.9,0,-222240.44378644583,-5910.993654452627,-16601.076245032506
6090.0,18952.0,2725.0,8391.0,100,87,159,115,14618.0,20938.0,6357.0,17898.0,16.9,0,-215765.4587582675,-8098.8631629184865,-18771.878437778312
132199.0,276688.0,13186.0,26051.0,278,195,124,101,127888.0,158086.0,53022.0,82723.0,17.0,0,-64381.45751574793,-43222.16650134022,13558.263607538263
44877.0,103854.0,5288.0,13531.0,279,179,275,102,56066.0,75091.0,34785.0,69582.0,17.0,0,-152573.02849203872,-31071.462681237543,-14864.479074043138
7559.0,22402.0,1891.0,5108.0,945,1203,1461,2337,3623.0,6331.0,1942.0,1931.0,17.2,0,-226663.53231489816,33.20110117199272,-23306.965007240626
