FSC-A,FSC-H,SSC-A,SSC-H,FL1-A,FL1-H,FL2-A,FL2-H,FL3-A,FL3-H,FL4-A,FL4-H,Time,Cluster
86874.0,172428.0,9525.0,17673.0,656,242,362.0,165.0,74264.0,98255.0,83508.0,102972.0,16.3,-1
3160.0,20769.0,861.0,3580.0,1664,3615,2294.0,4891.0,7708.0,16343.0,1678.0,2937.0,16.4,-1
3479.0,7529.0,442.0,1415.0,530,2488,616.0,3262.0,2540.0,10835.0,0.0,1452.0,16.4,-1
5946.0,13082.0,626.0,1933.0,1375,1830,2070.0,2788.0,6589.0,8320.0,843.0,1361.0,16.5,-1
3129.0,18117.0,1411.0,5231.0,1881,3137,2503.0,4310.0,6637.0,11616.0,0.0,1966.0,16.8,-1
31324.0,62520.0,13744.0,28944.0,197,232,153.0,143.0,41624.0,51250.0,18159.0,19301.0,17.0,-1
1685.0,5719.0,291.0,1021.0,2269,3049,2553.0,3361.0,7959.0,11131.0,855.0,2162.0,17.5,-1
1830.0,9245.0,787.0,3599.0,1751,2601,1713.0,2597.0,5397.0,8499.0,337.0,510.0,17.7,-1
7496.0,14446.0,2030.0,3942.0,4517,6388,5713.0,7799.0,16213.0,20415.0,2237.0,2786.0,17.8,-1
3242.0,9654.0,1186.0,5304.0,1806,2973,2345.0,3645.0,7567.0,12384.0,766.0,2470.0,17.9,-1
6407.0,10571.0,2875.0,5467.0,4281,5263,4160.0,5406.0,11469.0,14267.0,2952.0,3445.0,18.0,-1
402781.0,710190.0,21623.0,39384.0,6132,7329,2761.0,3251.0,40733.0,51725.0,13097.0,13926.0,18.1,-1
3413.0,11772.0,2056.0,4725.0,1220,2645,1650.0,3554.0,4928.0,9805.0,860.0,1081.0,18.6,-1
1928.0,7502.0,734.0,3682.0,645,2189,861.0,3178.0,2584.0,8234.0,0.0,630.0,18.7,-1
1651.0,9414.0,0.0,72.0,227,758,228.0,1157.0,887.0,4144.0,0.0,12.0,18.8,-1
16689.0,34838.0,2725.0,5985.0,381,188,0.0,0.0,15284.0,17634.0,7092.0,14445.0,19.1,-1
6217.0,13921.0,643.0,1710.0,1477,2755,1835.0,3781.0,5812.0,11182.0,1868.0,2045.0,19.1,-1
2563.0,6393.0,422.0,1823.0,68,62,162.0,67.0,2954.0,7146.0,20623.0,46157.0,19.3,-1
376003.0,556928.0,75978.0,106728.0,551,705,239.0,250.0,602006.0,627625.0,365123.0,415092.0,19.3,-1
123684.0,235126.0,17237.0,28174.0,746,688,643.0,227.0,74005.0,87406.0,35590.0,58232.0,19.5,-1
5477.0,12643.0,4505.0,8853.0,8230,9272,8325.0,9618.0,3571.0,4148.0,2000.0,1879.0,19.8,-1
