FSC-A,FSC-H,SSC-A,SSC-H,FL1-A,FL1-H,FL2-A,FL2-H,FL3-A,FL3-H,FL4-A,FL4-H,Time,Cluster
8681.0,11233.0,127.0,1317.0,291,165,193.0,170.0,6463.0,4275.0,3449.0,1788.0,16.6,1
239490.0,484736.0,17642.0,39308.0,363,244,253.0,127.0,212810.0,260318.0,121715.0,152262.0,16.6,-1
7133.0,13574.0,1989.0,4249.0,1978,2547,2067.0,2881.0,6977.0,8949.0,2177.0,3244.0,16.7,1
9116.0,23522.0,3108.0,7126.0,3203,3913,4369.0,5429.0,11972.0,15522.0,2762.0,4212.0,16.7,1
85177.0,180825.0,12165.0,23747.0,62,71,0.0,55.0,37389.0,47583.0,32051.0,43399.0,16.8,-1
6242.0,20550.0,1404.0,2863.0,1691,2296,2512.0,3225.0,6197.0,7712.0,1492.0,2855.0,16.8,1
57457.0,105498.0,4974.0,7258.0,254,354,0.0,6.0,42094.0,49135.0,39935.0,38612.0,16.8,-1
62986.0,135443.0,10553.0,23880.0,0,0,87.0,48.0,51446.0,64551.0,34946.0,58243.0,16.8,-1
6646.0,30595.0,1859.0,6631.0,4774,7255,4814.0,7263.0,13134.0,19973.0,89.0,1192.0,16.9,1
2779.0,15712.0,1519.0,5016.0,2041,3418,2356.0,4014.0,6067.0,10354.0,0.0,640.0,17.2,1
56794.0,129219.0,8836.0,16734.0,97,161,42.0,20.0,42930.0,53770.0,29050.0,50916.0,17.2,-1
3558.0,12961.0,817.0,2416.0,3569,5307,4701.0,7144.0,10902.0,16586.0,2417.0,3001.0,17.3,1
6532.0,14877.0,925.0,3007.0,2100,2646,2574.0,3578.0,7323.0,9623.0,823.0,1298.0,17.3,1
12340.0,27871.0,1869.0,5308.0,1540,1628,3307.0,4249.0,9323.0,12729.0,4811.0,4096.0,17.3,1
1780.0,9718.0,298.0,2786.0,294,605,266.0,1113.0,985.0,4193.0,224.0,402.0,17.3,1
2675.0,10036.0,1350.0,3920.0,1600,2222,1884.0,2776.0,5829.0,8952.0,468.0,1749.0,17.4,1
13380.0,23156.0,2677.0,5147.0,2793,3398,3635.0,4876.0,8657.0,10989.0,1287.0,2724.0,17.4,1
8911.0,32321.0,1730.0,4304.0,2754,3263,3652.0,4939.0,11537.0,15756.0,1026.0,3674.0,17.6,1
16590.0,31563.0,2813.0,4302.0,261,182,181.0,117.0,18893.0,23186.0,10585.0,17771.0,17.8,0
1980.0,12539.0,293.0,2106.0,837,1850,1060.0,2595.0,2904.0,6164.0,1128.0,2210.0,17.9,1
3108.0,9436.0,1283.0,2391.0,586,1765,957.0,2478.0,1830.0,5477.0,0.0,113.0,17.9,1
1186.0,6381.0,89.0,2519.0,958,1503,1412.0,2358.0,3886.0,6501.0,0.0,0.0,18.1,1
17601.0,31228.0,2628.0,4273.0,3049,3927,4296.0,5396.0,13219.0,16624.0,2935.0,3438.0,18.1,1
5529.0,22627.0,1287.0,4391.0,1336,1871,2176.0,2861.0,6333.0,8565.0,1044.0,1504.0,18.4,1
12561.0,24769.0,1553.0,3833.0,3289,4072,4513.0,5784.0,13463.0,17955.0,2192.0,3388.0,18.5,1
7724.0,20612.0,1208.0,3321.0,3132,3742,3617.0,4449.0,8965.0,11163.0,1052.0,1734.0,18.6,1
79926.0,131541.0,13998.0,27806.0,100,162,0.0,0.0,84956.0,93543.0,55118.0,70275.0,18.6,-1
28131.0,62053.0,13516.0,27137.0,532,240,346.0,251.0,36262.0,38626.0,22404.0,27899.0,18.7,0
13429.0,22606.0,3355.0,6413.0,5505,7268,7431.0,9024.0,19582.0,23677.0,1942.0,3801.0,18.8,1
8976.0,25261.0,1526.0,3097.0,2560,2684,3111.0,3769.0,9039.0,10622.0,1239.0,2194.0,19.0,1
26056.0,45955.0,6510.0,13993.0,242,92,166.0,182.0,25158.0,29522.0,7409.0,19208.0,19.1,0
31116.0,58684.0,4011.0,7768.0,2498,2710,5413.0,6589.0,14715.0,17660.0,2266.0,5637.0,19.5,1
18451.0,32341.0,6486.0,11304.0,1396,1635,3954.0,4712.0,11176.0,12651.0,2956.0,4491.0,19.5,1
93947.0,166622.0,255098.0,461811.0,8589,9428,9511.0,10946.0,22544.0,23838.0,4322.0,4704.0,19.5,-1
74839.0,117264.0,11004.0,16253.0,3630,3721,7741.0,8471.0,21881.0,23161.0,5652.0,6630.0,19.6,-1
3374.0,7062.0,1833.0,4334.0,4119,4708,5060.0,5903.0,11992.0,13728.0,2815.0,4620.0,19.6,1
11871.0,18263.0,976.0,5517.0,2127,2655,3017.0,3173.0,8566.0,7791.0,2056.0,1478.0,19.9,1
56922.0,89777.0,12177.0,22206.0,690,337,330.0,134.0,53433.0,52276.0,40641.0,43040.0,19.9,0
5487.0,11034.0,805.0,3464.0,2449,2816,3100.0,3319.0,7983.0,9604.0,1330.0,1774.0,20.0,1
126552.0,213062.0,33701.0,53187.0,544,205,329.0,271.0,130034.0,111645.0,56717.0,48529.0,20.0,-1
228874.0,370977.0,15715.0,25323.0,303,433,162.0,182.0,162375.0,145539.0,58223.0,62930.0,20.1,-1
47266.0,74959.0,12396.0,22658.0,551,293,125.0,39.0,35809.0,36800.0,26504.0,28583.0,20.2,0
3332.0,11586.0,2634.0,8053.0,2171,2887,2754.0,3714.0,8262.0,11111.0,507.0,1088.0,20.2,1
19580.0,27858.0,5664.0,11389.0,3201,3229,4928.0,5704.0,14488.0,16078.0,2453.0,3582.0,20.2,1
3117.0,19031.0,1297.0,4995.0,1816,3737,2534.0,5133.0,5943.0,11272.0,617.0,1636.0,20.3,1
175139.0,291901.0,20984.0,33164.0,418,204,496.0,176.0,137742.0,125791.0,60118.0,65154.0,20.4,-1
49189.0,83707.0,8838.0,15548.0,191,224,125.0,81.0,39144.0,39818.0,21058.0,34374.0,20.6,0
44045.0,63279.0,4809.0,6514.0,0,15,0.0,52.0,47303.0,45697.0,35406.0,31872.0,20.7,0
25282.0,32735.0,2906.0,3515.0,6572,7335,8177.0,8797.0,22915.0,22745.0,2905.0,3443.0,20.7,1
