FSC-A,FSC-H,SSC-A,SSC-H,FL1-A,FL1-H,FL2-A,FL2-H,FL3-A,FL3-H,FL4-A,FL4-H,Time,Cluster,PC1,PC2,PC3,PC4,PC5
3802.0,13851.0,1277.0,3175.0,1691,2839,2391,3777,6875.0,9985.0,1571.0,1505.0,16.5,2,-0.4808126005554304,0.3099142394933176,-0.040676990471947,-0.0894063560575986,-0.2391143994119312
38702.0,62463.0,6086.0,12180.0,2,100,163,138,25873.0,25045.0,25426.0,20798.0,16.6,1,-0.4756754699870376,-0.7061394750307092,0.1332088759268922,0.2293296229000606,0.0697795690494937
9833.0,12665.0,2912.0,4267.0,272,320,84,124,15988.0,14656.0,10486.0,8843.0,16.6,1,-0.6319643287933762,-0.620313068482679,0.1274717945568095,0.2740900618963576,-0.0906268497057945
8422.0,23130.0,2878.0,7277.0,2033,2001,3308,3796,10468.0,12418.0,1222.0,1693.0,16.6,2,-0.4716866622281767,0.2367722596063376,-0.047249556115184,-0.0922335385469106,-0.1086969479916463
57626.0,79515.0,11099.0,20939.0,0,140,36,74,54217.0,52491.0,44267.0,44406.0,16.6,1,-0.287881828422734,-0.7780010237688171,0.0582256532083131,0.2326682524857711,0.1078361015282611
94054.0,149516.0,12244.0,19105.0,191,128,0,150,54288.0,52132.0,46383.0,41020.0,16.6,1,-0.162614962168542,-0.7890891002915317,0.1381006672809362,0.2048035533796048,0.3162597159862462
652.0,2593.0,770.0,4675.0,986,2055,1548,3024,3932.0,8321.0,323.0,433.0,16.7,2,-0.5687652449285887,0.0544046716298467,-4.0314877711470846e-05,-0.0389386901052728,-0.2264601135051681
4514.0,6042.0,2523.0,2707.0,3415,3433,5175,5145,14984.0,14814.0,3972.0,4642.0,16.8,2,-0.3681511779194021,0.7326279796579024,-0.1661041758277889,-0.159145097323311,-0.2316666527839475
41834.0,60535.0,4850.0,7222.0,656,290,131,136,38059.0,37109.0,24555.0,30416.0,16.8,1,-0.4076847631296563,-0.6742540880253474,0.0918801285949947,0.2766856357837469,0.05660340572007
2479.0,7939.0,0.0,522.0,1353,1771,2066,2771,5938.0,8191.0,668.0,1220.0,16.8,2,-0.5611631226877172,0.0223576000001693,0.0040676442784808,0.0089245988378731,-0.1689788765491192
1597.0,10164.0,80.0,837.0,128,47,106,0,3433.0,6112.0,1059.0,2049.0,16.8,-1,-0.7070641986900872,-0.6581112247182471,0.1608248730228925,0.2764830130969668,-0.0678695366611029
481348.0,649999.0,69116.0,108020.0,1564,1315,513,239,859601.0,745552.0,356355.0,347655.0,16.8,0,3.740136858546531,-1.81735720950808,-1.317730133012601,0.1630007113655582,1.7033082177881658
10339.0,22398.0,2410.0,4427.0,6747,7690,8547,10194,21273.0,24689.0,4360.0,4107.0,16.9,2,0.0035125392503984,2.165120667260548,-0.431719099022025,-0.5652758789125332,-0.4577578293862507
223807.0,342660.0,80986.0,128652.0,628,458,29,158,129402.0,117184.0,83850.0,70456.0,16.9,1,0.5758073328682416,-0.8927430201833305,0.2665408510864323,0.1433133961415567,0.8164935242666151
48075.0,81853.0,14645.0,24105.0,0,204,143,151,52629.0,51661.0,28675.0,34140.0,17.0,1,-0.3279628127384885,-0.7372339653608774,0.0903413669025324,0.2197464023492245,0.1191727178181216
14968.0,24500.0,3841.0,4515.0,3068,2904,4608,4826,15718.0,15662.0,4566.0,3919.0,17.0,2,-0.3679968717070621,0.5723633985430024,-0.1220250873715496,-0.1532872224671125,-0.1462849302320935
75297.0,131237.0,799149.0,1264760.0,7636,8030,9712,10165,32872.0,31472.0,6959.0,6625.0,17.0,-1,1.0769259766976105,2.3561238944435376,0.9647151670681998,-0.8007427501502893,-0.7240447888707839
1456.0,8826.0,1153.0,4503.0,723,1166,1309,2278,4030.0,7434.0,0.0,0.0,17.1,2,-0.6134490459187151,-0.1777358356982193,0.0445343807869338,0.0263986462545246,-0.1361586961993395
6585.0,14093.0,1342.0,4414.0,4632,12632,7548,19224,19513.0,37047.0,10296.0,11505.0,17.1,-1,0.3078292211314836,3.6608189569785865,-0.8794777235739467,-1.8084457010542712,-0.9592688617409872
1301.0,7549.0,302.0,3745.0,7216,14447,11329,22395,18906.0,38541.0,0.0,0.0,17.1,-1,0.4515412625839064,4.556646055412383,-1.0536641506933029,-2.0465443063683435,-1.0177126588190966
33090.0,52026.0,13974.0,24022.0,518,323,0,0,39247.0,39025.0,22477.0,28079.0,17.1,-1,-0.4255989125397708,-0.6877210497016469,0.108815805036768,0.2878378745628746,0.0177441867756587
13530.0,27991.0,4114.0,4929.0,5214,5454,7328,8263,21547.0,22525.0,3105.0,5472.0,17.1,2,-0.1358736935818073,1.5105801604274094,-0.3236073089920471,-0.4427563816622293,-0.2792931540335187
6294.0,13752.0,654.0,3063.0,3301,3711,4249,4825,11125.0,12114.0,2192.0,2435.0,17.1,2,-0.3763788390064652,0.697489181094275,-0.1184667356139809,-0.1179776441274134,-0.2594686007208848
3857.0,15615.0,3160.0,8562.0,5000,6664,7650,9919,13312.0,17062.0,822.0,2755.0,17.3,-1,-0.1135750333062862,1.879852160445772,-0.399744574978713,-0.652853618518845,-0.4181424677371542
1437.0,8483.0,365.0,2242.0,530,2423,741,3598,1482.0,6323.0,56.0,162.0,17.3,2,-0.5600497830007809,0.1100214427784375,-0.0065569139790995,-0.1373158121461928,-0.2667758376434402
120034.0,170839.0,20984.0,31780.0,125,148,194,89,138501.0,123892.0,53070.0,57278.0,17.3,1,0.1197338450680434,-0.8825974044108376,0.0080771044240262,0.2065033995083463,0.4004897779769335
7988.0,8224.0,3615.0,6334.0,620,1000,2158,2762,6505.0,8472.0,3907.0,3972.0,17.3,2,-0.5815356647556874,-0.1263191120680215,-0.0016603319038593,-0.0513621882134716,-0.1016809661512326
57682.0,94180.0,3318.0,4500.0,216,286,377,196,42970.0,40072.0,29616.0,26602.0,17.3,1,-0.3499938536865368,-0.6881410289723404,0.1144910314758833,0.2263893730680073,0.1599646585508077
299507.0,375619.0,634156.0,606081.0,7147,7060,11016,10852,34441.0,31403.0,10862.0,7409.0,17.3,-1,1.282594239113442,2.154382607029987,0.6834381900816149,-1.0133449350704338,0.351632462355516
39191.0,63846.0,15337.0,24709.0,0,85,0,31,12768.0,12006.0,4036.0,6194.0,17.4,1,-0.5553297800750542,-0.6909690989288177,0.2243063911344396,0.2389133431654903,0.0769734450562403
61992.0,104240.0,18368.0,29247.0,481,365,171,88,72353.0,69709.0,55231.0,60852.0,17.4,1,-0.1310870625322213,-0.7624563199217336,0.0193971112118107,0.2519110176014746,0.1567802921029995
47130.0,71629.0,4995.0,5118.0,1013,367,0,53,48107.0,43573.0,32786.0,30625.0,17.4,1,-0.3587370915631812,-0.6757455838970744,0.0907711152769815,0.3098269425476764,0.0749983069533396
2541.0,8776.0,1239.0,3050.0,1710,2236,2190,3018,6249.0,8545.0,53.0,404.0,17.5,2,-0.532187832479466,0.1389236216273741,-0.0025869366106124,0.0057165772719533,-0.2044005880288709
19544.0,36414.0,17673.0,28124.0,264,128,137,83,37243.0,36511.0,19298.0,24840.0,17.5,1,-0.4817838116739148,-0.6992824658850123,0.1005862378412997,0.2614992144067124,-0.0111409345486857
59325.0,81646.0,10146.0,17390.0,320,189,181,159,48073.0,47174.0,42237.0,41971.0,17.5,1,-0.2965011335040264,-0.7347082975856967,0.0693941654682634,0.2408979531234792,0.116179404701873
3984.0,11261.0,1107.0,2914.0,4143,4601,4552,5228,10344.0,12118.0,752.0,1605.0,17.6,2,-0.3294537082207162,0.9244696344700712,-0.1370213808963825,-0.1030278795296823,-0.3353026390660988
8498.0,14742.0,2514.0,3340.0,1428,3193,1445,3997,4488.0,11657.0,2351.0,1561.0,17.6,2,-0.4708675635941907,0.3278461990132489,-0.0340483813710656,-0.1257917144990196,-0.2941988674988535
1600.0,9692.0,497.0,2555.0,1734,3779,1990,4613,5261.0,13105.0,132.0,477.0,17.6,2,-0.4447481905658312,0.5196850150062675,-0.0766106812040126,-0.1780244603047875,-0.3437078620745509
