FSC-A,FSC-H,SSC-A,SSC-H,FL1-A,FL1-H,FL2-A,FL2-H,FL3-A,FL3-H,FL4-A,FL4-H,Time,Cluster,PC1,PC2,PC3,PC4,PC5
2332.0,8024.0,0.0,432.0,387,1090,501,1439,1294.0,4151.0,235.0,374.0,16.1,1,-0.7796476744563118,-0.6651178526257504,0.0162292484387503,0.119285045223941,-0.1883621552570245
34086.0,97859.0,10651.0,23724.0,293,312,273,238,32751.0,46347.0,15663.0,31740.0,16.2,4,-0.539487317106385,-1.0048698176658666,-0.1342433278245486,0.2308032369930134,0.0548784141118614
10154.0,20805.0,489.0,2345.0,2047,2984,2730,3943,7548.0,10240.0,1895.0,3704.0,16.2,1,-0.5244281415051936,0.1933073169995837,0.1611713304414096,-0.1085454760054756,-0.2176189525189179
91428.0,206588.0,8665.0,18267.0,282,422,141,114,34938.0,47478.0,39853.0,44293.0,16.4,-1,-0.3199987165149567,-1.0365728739991236,-0.2288957925601229,0.260579518172344,0.3743416589144206
6860.0,11315.0,2015.0,3559.0,1926,2282,2268,3128,7135.0,9233.0,1739.0,2809.0,16.5,1,-0.5875536551738061,-0.0483043463721855,0.1398138735279249,-0.0422267132745685,-0.2021769955165696
63679.0,137592.0,13413.0,29954.0,355,201,46,86,46979.0,61315.0,54682.0,56727.0,16.5,4,-0.370365658822498,-1.087181275492772,-0.1944218894595986,0.2211240489247239,0.1497658277867231
5347.0,12631.0,1491.0,3729.0,2105,2967,2802,3927,6810.0,9046.0,1529.0,1730.0,16.5,1,-0.5391769655958021,0.2012453077647547,0.1743387541101076,-0.1082896371762177,-0.2396665351898841
30132.0,67314.0,15400.0,32932.0,206,131,200,131,42606.0,59734.0,36284.0,53956.0,16.7,-1,-0.5120212229662864,-1.0807771800632342,-0.1537742585571096,0.2104625236162739,-0.0606570087861465
2785.0,12843.0,1160.0,3475.0,1380,2213,1703,2658,4049.0,6420.0,1093.0,1376.0,16.7,1,-0.6403589739906483,-0.1872308179651777,0.1304923207826247,-0.0250651221364037,-0.2095035485916478
59088.0,134568.0,5377.0,10731.0,472,315,368,156,50722.0,64353.0,50544.0,59463.0,16.8,4,-0.377202513874567,-1.0275924677699837,-0.2130243046388132,0.1654973512459778,0.1524123362020433
9529.0,20722.0,1558.0,3611.0,2868,4138,3450,4834,10252.0,14444.0,1845.0,2568.0,16.8,1,-0.4121333306717763,0.601306163832435,0.3082100485180947,-0.2772971329065086,-0.2459652088742105
42568.0,76584.0,5977.0,12507.0,168,213,402,258,50481.0,64967.0,32684.0,52435.0,16.9,-1,-0.5035338457899132,-1.0432934022759557,-0.199677037899834,0.1781036403948822,-0.0131544413204265
309843.0,564656.0,143768.0,291713.0,729,843,182,140,342234.0,445373.0,166333.0,207434.0,16.9,-1,1.623681644308008,-1.354109614354282,-0.6002641612266306,0.4314087449526024,0.8888805263871749
20881.0,41106.0,5388.0,10299.0,803,1256,2348,2855,5068.0,6690.0,1806.0,2126.0,16.9,-1,-0.6397222879340327,-0.3554583090345907,-0.1123691898430541,0.2146238518113251,-0.1375134444624672
5021.0,12300.0,27.0,988.0,1816,2653,2476,3562,6113.0,9164.0,989.0,1414.0,16.9,1,-0.5795356199829342,0.0649490787748359,0.1380829770880299,-0.0712038861620643,-0.2296308061163841
270043.0,565308.0,50171.0,102076.0,568,487,279,97,153916.0,201127.0,75123.0,98850.0,16.9,-1,0.7393496339845083,-1.1855150350040204,-0.59065834358953,0.477675258590608,1.271932952428085
