FSC-A,FSC-H,SSC-A,SSC-H,FL1-A,FL1-H,FL2-A,FL2-H,FL3-A,FL3-H,FL4-A,FL4-H,Time,Cluster,PC1,PC2,PC3,PC4
6027.0,26186.0,1186.0,3117.0,6071.0,8967.0,7751,11600,19674.0,28951.0,2322.0,5932.0,16.6,-1,-0.3112424596611642,0.6182630947833383,-0.1190103666003276,0.4696570461063381
157545.0,287934.0,11421.0,25019.0,315.0,396.0,49,99,210645.0,247126.0,81662.0,99862.0,16.9,-1,0.6299398272383497,-0.7568033523166419,-0.2860795805539539,-0.3702626645249799
5161.0,15240.0,2164.0,4231.0,5124.0,6923.0,6722,9141,24963.0,31390.0,4370.0,9247.0,17.3,-1,-0.3405467342293404,0.3971707080568383,-0.1117841642124185,0.3115247321580889
2994.0,10393.0,281.0,908.0,210.0,111.0,112,107,1370.0,4344.0,1494.0,3032.0,17.4,0,-0.5528298310202627,-0.5381672354832382,0.0354296980322875,-0.4040488941686993
157697.0,308780.0,9152.0,15688.0,759.0,1093.0,137,160,247007.0,287398.0,83821.0,100713.0,17.4,-1,0.7367115238311063,-0.760556236152352,-0.356355760868277,-0.3711742528975766
3443.0,13022.0,715.0,3121.0,1299.0,1546.0,2129,2752,8224.0,10977.0,0.0,1746.0,19.8,2,-0.4977485970482896,-0.2680814448874448,0.001749579375421,-0.1803544795653927
3812.0,16045.0,794.0,2511.0,1887.0,2560.0,2802,3961,9279.0,13036.0,500.0,3041.0,19.9,2,-0.4716473192487515,-0.1526955340091723,-0.0145419061639986,-0.0955323501981903
13181.0,32686.0,1895.0,2797.0,4684.0,5021.0,6176,7090,18647.0,21932.0,5447.0,6884.0,20.1,-1,-0.3490806227970172,0.2348400551115613,-0.0616075079796195,0.1958561055606118
111722.0,183899.0,5827.0,9848.0,586.0,393.0,207,178,135957.0,132061.0,46060.0,48110.0,20.3,-1,0.141013900942372,-0.6458445834792286,-0.1168449018790383,-0.3772976297466028
9127.0,19398.0,3553.0,6727.0,12066.0,14916.0,16022,18969,69871.0,75563.0,9399.0,22685.0,21.0,-1,-0.0369510359317503,1.532490729877089,-0.3222059947910202,1.17359493590925
1759.0,9356.0,1165.0,4486.0,2886.0,4990.0,4091,7157,12001.0,21139.0,746.0,2865.0,21.1,2,-0.4346996599448783,0.1216820633045078,-0.0589443285878886,0.1112928819255184
162356.0,263739.0,7511.0,12891.0,299.0,324.0,253,143,256145.0,247826.0,107906.0,108421.0,21.5,-1,0.6671294350143914,-0.7621353038109602,-0.3686729203428715,-0.3572233457209327
93956.0,147749.0,13900.0,23770.0,255.0,174.0,383,190,73961.0,74870.0,56111.0,60106.0,21.6,-1,-0.0005901490155187,-0.6123776735741011,-0.0493020345218917,-0.3679772033339556
3246.0,9401.0,1608.0,6330.0,1517.0,1859.0,1660,2146,4537.0,7124.0,0.0,1199.0,22.0,2,-0.5167086250207831,-0.3162158311213794,0.0148790643749167,-0.2447800915386452
2165.0,8526.0,0.0,306.0,58.0,88.0,241,135,5497.0,7799.0,901.0,1054.0,22.4,0,-0.5514720383489445,-0.5327057540371288,0.029517395622656,-0.3941973918342255
360944.0,551095.0,22778.0,33082.0,1603.0,1352.0,494,277,577692.0,522544.0,184905.0,186009.0,22.4,-1,1.996984043305965,-0.9672931896863548,-0.7486664470323302,-0.3176465828802621
3043.0,10032.0,1903.0,4388.0,4101.0,4723.0,5338,5982,9680.0,11018.0,1958.0,3665.0,22.7,2,-0.4319314842107247,0.1335180125176376,-0.0433427619956766,0.0976184547384565
17657.0,35375.0,3383.0,5644.0,2990.0,3184.0,7148,7333,20374.0,19935.0,6137.0,7019.0,23.3,-1,-0.3347708331244969,0.2586097478021443,-0.0538680618401654,0.2977171377192567
8676.0,21964.0,829.0,2239.0,3222.0,3638.0,4773,5335,13876.0,14687.0,1381.0,2571.0,23.3,2,-0.4203308708327313,0.0452879830230325,-0.0318123060377538,0.0556932710251386
1036.0,4212.0,2518.0,17631.0,218.0,175.0,143,18,2561.0,5706.0,14658.0,31057.0,23.5,0,-0.498177588987052,-0.5550666637928728,-0.0071363186570578,-0.4081629272189866
25129.0,52177.0,41652.0,76492.0,201.0,178.0,377,177,38931.0,41833.0,14661.0,29256.0,23.5,0,-0.2993668079161573,-0.560808331872843,0.0379340970185578,-0.3824383624366814
2401.0,11108.0,581.0,1818.0,481.0,1304.0,883,2584,3524.0,9402.0,2339.0,3156.0,23.8,2,-0.520813590920293,-0.3507391236198857,0.0071645070718835,-0.2414076896049075
5666.0,17088.0,1249.0,2888.0,2929.0,4341.0,4090,5570,12617.0,17377.0,836.0,1029.0,23.8,2,-0.4362325684071371,0.0293893209500136,-0.0352728440950513,0.0290293878797688
57305.0,89373.0,4552.0,4574.0,637.0,501.0,74,160,56593.0,53642.0,46827.0,48741.0,24.2,0,-0.1874704122959125,-0.5964094488145972,-0.0666838626715891,-0.399787337375131
7444.0,17630.0,1663.0,3300.0,5964.0,6057.0,6861,7457,21171.0,21122.0,3048.0,3424.0,24.4,2,-0.3662846027002262,0.3179419918023375,-0.0753860110743116,0.2241369587153623
35405.0,33524.0,13744.0,15264.0,189.0,162.0,61,63,32946.0,30581.0,23155.0,18774.0,24.5,0,-0.3868399069857666,-0.573522862223873,0.0038798670340942,-0.4052778123780677
2023.0,4438.0,765.0,1453.0,1619.0,1820.0,1985,2436,7860.0,8715.0,1424.0,2534.0,24.9,2,-0.5138170452756222,-0.2849173572305006,-0.0021456140017757,-0.2128278994498881
5506.0,14553.0,2238.0,5357.0,4701.0,5795.0,7938,10226,9427.0,11776.0,3140.0,4249.0,25.1,-1,-0.3683389147463091,0.5125035391145146,-0.0799012160602244,0.4505633154076864
9240.0,17178.0,1872.0,3907.0,4100.0,4351.0,6021,6620,17034.0,17780.0,2164.0,2890.0,25.1,2,-0.3946076792177355,0.1938528204203214,-0.0530493251709273,0.1735214955375399
4700.0,10433.0,2181.0,5425.0,4094.0,4629.0,6636,7410,17594.0,19485.0,761.0,1103.0,25.6,2,-0.3970198368515324,0.2723627362290376,-0.0648456419131479,0.245307009599017
11223.0,20523.0,1840.0,4194.0,3457.0,4010.0,5225,5724,16608.0,18310.0,1692.0,3219.0,25.7,2,-0.4033968374150157,0.0939234663179949,-0.0405917987269019,0.0937321667304679
12416.0,20368.0,2657.0,5121.0,12463.0,13296.0,17131,17840,32560.0,33226.0,1608.0,12789.0,26.0,-1,-0.1284639365143648,1.5402920589590237,-0.2240490378901467,1.177994442118518
128530.0,205000.0,12326.0,18645.0,231.0,330.0,715,278,74603.0,66751.0,90331.0,84331.0,26.1,-1,0.1637313031072134,-0.6119257181065277,-0.0485609302664836,-0.3412815555927525
6741.0,13827.0,3970.0,5969.0,1803.0,1817.0,2686,2665,7373.0,7045.0,1664.0,1953.0,26.3,2,-0.4872508085005668,-0.2355859456034991,0.0101870847429957,-0.1657750301263304
6022.0,13090.0,2600.0,4912.0,3046.0,3452.0,4155,4804,12467.0,13945.0,1124.0,2592.0,26.7,2,-0.4451649125870853,-0.0170898959579072,-0.0271351158528437,-0.0024160263355581
5807.0,18711.0,817.0,2051.0,3913.0,5262.0,5729,7842,17494.0,24236.0,1184.0,1944.0,27.4,2,-0.3877417125947158,0.2523024499903824,-0.0704789967781557,0.2197148178990557
199907.0,283337.0,299600.0,403275.0,8566.0,6982.0,8001,8055,26851.0,25014.0,8603.0,5183.0,27.6,-1,0.4920085738214867,0.396549483445238,0.650680190411336,0.2939289899665577
5544.0,15548.0,1780.0,4324.0,3386.0,3902.0,4198,4727,12973.0,14029.0,1831.0,1720.0,28.0,2,-0.4413478658745369,-0.0106071521988962,-0.0274133728773428,-0.0131844928327064
1872.0,10203.0,346.0,1385.0,9434.0,19194.0,15156,30546,19717.0,34735.0,2952.0,8413.0,28.2,-1,-0.1328838814775789,2.1711978303866686,-0.3154510439988208,1.7601420976400906
5235.0,20812.0,1538.0,5279.0,6207.0,8435.0,6223,8207,13069.0,16903.0,618.0,1014.0,28.2,-1,-0.3801041340414012,0.3605082213419941,-0.0664599671103714,0.2041457586252973
8121.0,18360.0,1572.0,3658.0,4378.0,4955.0,6195,6686,18770.0,19620.0,2107.0,3920.0,28.3,2,-0.3851156142525602,0.2145706776367947,-0.0606185625562692,0.1762834451337917
1722.0,11024.0,592.0,2332.0,1688.0,4977.0,2757,8212,7641.0,19686.0,2665.0,8598.0,28.4,-1,-0.4421111687041928,0.0972651457791357,-0.0668769592958986,0.1169065318358922
269615.0,334301.0,229645.0,284054.0,2141.0,1830.0,362,253,140340.0,128407.0,65360.0,63238.0,28.5,-1,0.7334085364133416,-0.6399931380185425,0.3774069408044411,-0.3892011139828045
2232.0,7630.0,1896.0,4724.0,3249.0,4350.0,4355,5693,12694.0,16615.0,706.0,1792.0,28.6,2,-0.4461991686037304,0.0539651398458912,-0.0430685025790381,0.0449537643031286
9184.0,20186.0,3767.0,6944.0,1798.0,1501.0,5118,5471,14984.0,15527.0,1798.0,3007.0,29.4,-1,-0.4181168423841028,0.0304853499174865,-0.0264845605935755,0.1202594906669998
1067.0,6115.0,769.0,3137.0,1057.0,1720.0,1663,2754,5403.0,9161.0,340.0,570.0,29.5,2,-0.5207629100380189,-0.2895371538690379,0.0035898971851191,-0.2039788445534732
42709.0,64978.0,5314.0,8617.0,67.0,300.0,289,159,38511.0,36755.0,20871.0,25703.0,29.7,0,-0.3211712903995422,-0.5657875649980841,-0.0072771111158577,-0.3850633471976543
1668.0,10852.0,284.0,2643.0,1489.0,2656.0,2123,4004,5573.0,11068.0,0.0,109.0,29.8,2,-0.4994420861246151,-0.1842536931853577,-0.0074917860351249,-0.1249284802995849
54696.0,87352.0,9272.0,13284.0,385.0,186.0,118,116,80348.0,73151.0,20731.0,22902.0,29.8,0,-0.2078483057919497,-0.5978418335172905,-0.0458159425286159,-0.3942818614807095
2013.0,5273.0,163.0,1141.0,207.0,173.0,181,130,8885.0,8371.0,802.0,1709.0,30.0,0,-0.5517189972959732,-0.5343952316227996,0.0241617488646766,-0.4002565978396776
402576.0,533766.0,48538.0,67772.0,1309.0,1043.0,551,246,727569.0,617843.0,333447.0,318616.0,30.0,-1,2.5896319422633063,-1.1233189245357864,-1.1706128450255426,-0.3008692182942171
6332.0,13832.0,1831.0,3614.0,12543.0,13262.0,15835,17229,37592.0,36713.0,5726.0,13937.0,30.8,-1,-0.1474568264271998,1.4392235077819089,-0.2361546541409286,1.07739645145472
19496.0,35147.0,4006.0,7286.0,110.0,78.0,134,73,29699.0,27419.0,18481.0,23443.0,31.1,0,-0.4067852501532881,-0.5696687434083296,-0.017760950438707,-0.3991387558886882
4377.0,7665.0,686.0,1782.0,28248.0,31024.0,41517,45084,46729.0,45816.0,20675.0,23443.0,31.4,-1,0.3751956413569083,4.604218748864,-0.594480845722713,3.57690063975282
15076.0,22883.0,4073.0,6801.0,4674.0,4726.0,6220,6236,21424.0,20277.0,5941.0,4877.0,31.5,2,-0.3648956682197943,0.1889546381019966,-0.0525434134993824,0.1521955121845449
3155.0,18411.0,770.0,3009.0,1440.0,3520.0,2120,4894,6459.0,14673.0,380.0,1806.0,31.6,2,-0.4745479873281391,-0.129781199731279,-0.0166829764656282,-0.0833393426554503
108499.0,159884.0,15855.0,25043.0,240.0,360.0,0,54,86093.0,79031.0,85081.0,69062.0,31.9,-1,0.076531577001413,-0.6529573853829491,-0.0702673361724721,-0.3948559219941401
5991.0,15875.0,2576.0,4881.0,2745.0,3220.0,3276,3750,9738.0,10787.0,1625.0,1744.0,31.9,2,-0.4641264076778541,-0.1229616941901792,-0.008881253053187,-0.100423150627931
