FSC-A,FSC-H,SSC-A,SSC-H,FL1-A,FL1-H,FL2-A,FL2-H,FL3-A,FL3-H,FL4-A,FL4-H,Time,Cluster,PC1,PC2,PC3,PC4
3866.0,12727.0,1218.0,3310.0,1220,1685,1606,2224,3916.0,5834.0,954.0,2440.0,16.1,3,-0.5930656057214913,-0.2860337459832685,0.0087585994441409,0.0882215925353604
4873.0,15065.0,568.0,1843.0,557,773,1062,1632,2692.0,4540.0,658.0,877.0,16.1,3,-0.670353364045344,-0.6212178491725988,0.0122138376388495,-0.0349796318799235
922269.0,692123.0,3363880.0,2625350.0,6561,2547,1669,643,200636.0,248778.0,144800.0,144277.0,16.1,-1,10.515064804453427,-0.976795807702911,12.154380788260504,-1.8806360068260817
1958.0,12038.0,0.0,4207.0,133,64,226,172,1884.0,6454.0,0.0,3101.0,16.1,0,-0.7391234508274318,-1.0319074656064082,0.0491172706330987,0.0185689334592083
4478.0,13471.0,775.0,2174.0,2769,4154,3654,5748,8675.0,13795.0,1574.0,1604.0,16.2,3,-0.3641906080019342,0.8774161871615427,-0.0844243934086981,0.1548155157625893
4552.0,9374.0,0.0,1417.0,1480,2393,1716,2896,3509.0,6370.0,751.0,1777.0,16.2,3,-0.562304678211185,-0.0563581359784457,-0.0024556085050118,0.1621050204893
320231.0,718827.0,165056.0,325281.0,167,717,0,87,89589.0,115565.0,61479.0,73275.0,16.2,-1,2.1391042814810106,-1.4371159860369824,1.5338255927474147,-0.9806352989995554
10905.0,33259.0,123.0,834.0,363,322,244,183,15808.0,22442.0,7250.0,19011.0,16.3,0,-0.5835403465358702,-0.9965411552394003,0.0080973581082408,0.0648588761825888
2426.0,10935.0,2059.0,6835.0,1209,1694,3055,4595,6805.0,10298.0,785.0,3221.0,16.3,2,-0.5372111889129064,0.1339947820924684,-0.1111937838546077,-0.2551847974206088
4039.0,9799.0,89.0,1370.0,909,1368,1381,1871,3238.0,5033.0,0.0,803.0,16.3,3,-0.6405324322419486,-0.4299317924102045,0.0085448791510135,0.0554788140719826
5375.0,12214.0,193.0,1406.0,2717,3668,3247,4698,11068.0,15797.0,4531.0,5916.0,16.3,3,-0.3796637874574075,0.6277038962585073,-0.0706944864547793,0.211540089760774
2510.0,9413.0,0.0,1098.0,139,105,105,49,2281.0,4029.0,1555.0,2165.0,16.4,0,-0.7528310100186771,-1.049166608548686,0.0523959890908728,0.0508936921477216
202864.0,428559.0,21583.0,42220.0,245,782,191,136,162505.0,210589.0,121221.0,129238.0,16.4,-1,1.3532747996905807,-1.3562365376844756,-0.0296986411759989,-0.3854622984792298
5574.0,16252.0,987.0,2489.0,1128,1562,2253,3322,5286.0,7221.0,2278.0,3403.0,16.5,3,-0.5654637205930017,-0.1253653213439295,-0.0527800304078562,-0.1048651331458125
8501.0,24959.0,1229.0,3829.0,1561,2260,3307,4942,8171.0,13076.0,3834.0,5565.0,16.5,-1,-0.4506229462636995,0.3154868989378945,-0.1103815263808545,-0.1977313534473712
7877.0,24095.0,2183.0,4386.0,1598,2193,2123,3010,5317.0,7905.0,1194.0,1644.0,16.6,3,-0.5116939000062327,-0.0283327227542738,0.0056337693679899,0.0780736392643793
11346.0,14964.0,240.0,2359.0,1419,1839,1720,2411,4638.0,6954.0,696.0,1671.0,16.7,3,-0.5614344431263795,-0.2097891569189283,0.0107527467567709,0.1023159133571372
37128.0,87415.0,8689.0,20975.0,116,98,54,79,31962.0,42565.0,26860.0,40010.0,16.7,0,-0.3120135521474627,-1.1474130908166549,0.0322110050972094,-0.0459391536855855
2736.0,7682.0,1397.0,3499.0,1203,1382,1485,1883,3994.0,4976.0,1413.0,2108.0,16.7,3,-0.6198064767330774,-0.3842686789400384,0.0126827972532683,0.0895419207409652
10618.0,34554.0,5369.0,13542.0,2211,3014,2814,3976,8159.0,11225.0,2730.0,3632.0,16.7,-1,-0.3852810441002442,0.3386490811286528,0.0129865040697611,0.1150046756427198
17697.0,35676.0,2985.0,6807.0,275,217,0,0,19474.0,24476.0,11578.0,19892.0,16.8,-1,-0.5584557416337916,-1.074133983262628,0.0289852772482131,0.0699037918302185
2165.0,12037.0,1184.0,4248.0,5956,10517,7072,12530,12025.0,20702.0,1202.0,3915.0,16.8,-1,0.1086627665006389,3.340215560821452,-0.1978050644829603,0.6024994842498628
7988.0,22649.0,3271.0,9113.0,173,65,177,123,11726.0,16589.0,4945.0,11826.0,16.9,0,-0.6471523405713839,-1.0576548093345894,0.039736829008697,0.0214183816447022
3354.0,20373.0,346.0,2579.0,964,2263,1333,3373,3419.0,9052.0,34.0,198.0,16.9,3,-0.5738638169878817,-0.1164631319006219,-0.0081690599623083,0.0559236897541055
15681.0,34825.0,1594.0,4197.0,2564,3333,3096,4215,11258.0,15046.0,3089.0,5396.0,17.0,3,-0.34467829249562,0.4777215188762694,-0.0208384573660293,0.1614608820305725
13359.0,15077.0,2286.0,3282.0,1277,6168,1182,7501,1452.0,9433.0,3878.0,6419.0,17.0,-1,-0.3857199875944321,0.9888716638043066,-0.0592325802756593,0.3289558837692172
