FSC-A,FSC-H,SSC-A,SSC-H,FL1-A,FL1-H,FL2-A,FL2-H,FL3-A,FL3-H,FL4-A,FL4-H,Time,Cluster,PC1,PC2,PC3,PC4
1133.0,4749.0,195.0,926.0,210,127,191,115,940.0,6115.0,1489.0,3995.0,16.4,1,-0.7280761154153006,-0.7884883624658242,0.0026791579853166,0.0045368607788509
1588.0,10469.0,106.0,1708.0,83,0,137,119,1547.0,8467.0,1178.0,5728.0,16.4,1,-0.7253660070531969,-0.821332134792921,-0.0264629768783078,0.0208642815107367
993.0,5954.0,0.0,1083.0,74,0,128,0,0.0,11118.0,15740.0,44037.0,16.4,-1,-0.6610071277247861,-0.8536091469413639,-0.0540940716679533,-0.0404611909660421
325002.0,663446.0,31232.0,59086.0,634,1376,147,112,480666.0,595069.0,242328.0,273418.0,16.4,0,1.932730844552148,-1.254186746769818,-0.5601125308781456,-0.3428027728210455
1797.0,10566.0,339.0,3067.0,110,0,136,22,300.0,6065.0,1248.0,2972.0,16.4,1,-0.7312568922429663,-0.829419626985531,-0.0123884644560197,0.0242106070894055
21801.0,50523.0,21516.0,49164.0,2678,3467,6528,9027,17715.0,24263.0,5361.0,9498.0,16.4,2,-0.1771211776229152,1.3462462025279007,-0.3698758573464176,0.2033207365279142
5249.0,20486.0,2197.0,5914.0,2127,3197,3042,4619,8832.0,12946.0,890.0,2658.0,16.4,2,-0.4194491611662202,0.5028177782668325,0.085946340712476,-0.0686096911318364
8662.0,15486.0,1761.0,4116.0,2618,3248,3089,4444,7418.0,9734.0,2719.0,3185.0,16.4,2,-0.4018196391503194,0.5282991577403701,0.1480132824237112,-0.1011108712777621
13484.0,17600.0,2456.0,3577.0,1668,1844,2058,2568,5888.0,8260.0,1920.0,2345.0,16.4,2,-0.5226114525559364,-0.0288639071648343,0.0716464820691103,-0.0364714222840393
2801.0,8508.0,1357.0,2700.0,755,863,1697,2807,4191.0,6527.0,965.0,1685.0,16.5,2,-0.6264897656850004,-0.2155905685396289,-0.1383028426678524,0.0617045888425328
52436.0,104279.0,32842.0,69072.0,2666,3581,6491,9553,15460.0,22197.0,6613.0,8171.0,16.5,-1,-0.0623222270836206,1.3967687578243213,-0.3818403995650754,0.3074782068075948
33045.0,81587.0,5661.0,12135.0,243,136,0,62,32887.0,43713.0,22090.0,31586.0,16.5,1,-0.4817526027370684,-0.8675078187829264,-0.036572843833564,0.0152998482046895
