FSC-A,FSC-H,SSC-A,SSC-H,FL1-A,FL1-H,FL2-A,FL2-H,FL3-A,FL3-H,FL4-A,FL4-H,Time,Cluster,PC1,PC2,PC3,PC4,PC5
27638.0,60572.0,6653.0,13645.0,40,19,237.0,168.0,33332.0,45398.0,27595.0,34788.0,16.4,1,-0.5361634735787144,-0.49157954142087,-0.4663080124600218,0.2473160881713952,-0.1977660871772445
14002.0,27801.0,703.0,1534.0,614,306,114.0,58.0,19649.0,26080.0,16809.0,20520.0,16.4,1,-0.6073125089086449,-0.4029910739564347,-0.310733645439104,0.1791250620879758,-0.2723629705020519
8044.0,20091.0,4039.0,12187.0,1706,2352,2224.0,3197.0,5657.0,7529.0,1134.0,2784.0,16.5,2,-0.4981661997850792,0.1120606359335573,0.172815537375443,-0.0724526313316093,-0.1480955464660432
2082.0,7783.0,1239.0,4040.0,1018,1651,1164.0,1952.0,3351.0,5945.0,570.0,1387.0,16.6,2,-0.6056976705499467,-0.0774147122052252,0.0070821821093082,0.0157684531074913,-0.2294432099566988
26624.0,74304.0,2727.0,7436.0,180,234,168.0,116.0,39897.0,53032.0,21391.0,34213.0,16.7,1,-0.5006971283634076,-0.4591145087024854,-0.4282268181887956,0.2111312060093922,-0.131998423782611
1906.0,8640.0,345.0,1849.0,1966,2986,2454.0,3733.0,6017.0,8845.0,1179.0,1143.0,16.7,2,-0.4771936883598088,0.2476560345729967,0.315387587184086,-0.1926671271976536,-0.1273598444128094
3475.0,15584.0,3117.0,7939.0,2410,3118,3510.0,4977.0,8767.0,12499.0,752.0,1635.0,16.7,2,-0.4223190822380903,0.3403182963098796,0.3475885950128753,-0.1989522482356222,-0.1072935959774914
11110.0,32280.0,2344.0,5173.0,4157,5873,5259.0,7394.0,12951.0,18244.0,1182.0,3655.0,16.7,-1,-0.1446292880295121,0.941054623219473,0.9822078199497026,-0.6196955836470981,0.1560083060259129
12795.0,15902.0,2624.0,3800.0,1748,2210,1979.0,2754.0,5925.0,7868.0,1483.0,2361.0,16.7,2,-0.5126801782144139,0.0750275941356636,0.15504623261705,-0.0666835185318038,-0.1687463582783973
24858.0,43297.0,9928.0,20464.0,379,149,289.0,175.0,29848.0,37933.0,30175.0,31213.0,16.7,1,-0.5443897296881001,-0.4483525638211486,-0.3859919488844481,0.2203583323678294,-0.2475361061279307
33733.0,67426.0,2949.0,5053.0,314,246,0.0,0.0,38336.0,51502.0,19409.0,40921.0,16.8,-1,-0.4920597905378266,-0.4591283645834936,-0.4102785102730901,0.1927441044657099,-0.1454074830419128
8098.0,20743.0,1108.0,2987.0,2869,4142,4245.0,5967.0,10397.0,14963.0,2265.0,2738.0,16.9,2,-0.3292070748672717,0.5599933606581718,0.5618000201018337,-0.3556036901802296,-0.0105389086539543
2609.0,13123.0,1592.0,5141.0,1366,2475,1802.0,3151.0,5880.0,10273.0,1239.0,2120.0,17.0,2,-0.5252840550885748,0.1101468593823307,0.1721944354601485,-0.10327147745041,-0.1498326861205864
2111.0,12249.0,381.0,1482.0,503,1914,602.0,2296.0,1426.0,6650.0,440.0,1966.0,17.0,2,-0.6126859042536447,-0.0607989260891867,0.0101366758655625,-0.0108272482938097,-0.1868111501628684
1976.0,9352.0,0.0,0.0,95,0,333.0,649.0,1389.0,3969.0,1547.0,5694.0,17.1,1,-0.7402433280042269,-0.4295207915797034,-0.3842974360087698,0.2657398227115402,-0.3529403062862851
5380.0,16225.0,18.0,1461.0,125,88,531.0,1304.0,2646.0,9853.0,6971.0,13367.0,17.1,1,-0.6986615836309696,-0.3990982839658284,-0.3905931715099504,0.2499920639899737,-0.3260437295475603
585570.0,1115000.0,88440.0,183291.0,2954,3771,44166.0,58840.0,292954.0,376507.0,205855.0,256935.0,17.1,-1,2.8391654504342174,2.1933954710188237,-1.9159910453873936,1.012161632101232,2.823120305680997
796.0,4028.0,125.0,1482.0,201,257,67.0,946.0,742.0,6051.0,345.0,3941.0,17.1,1,-0.7296603822779351,-0.3797688338625723,-0.319425973161558,0.2219726581683684,-0.3451305909553706
39524.0,71387.0,3429.0,6897.0,327,191,100.0,72.0,30965.0,38919.0,29325.0,29234.0,17.3,1,-0.511806227584556,-0.4588950414622751,-0.4078129034054529,0.2331203160769745,-0.1582866796909894
7466.0,28138.0,1247.0,2638.0,1830,3317,2581.0,4336.0,6199.0,10090.0,1632.0,1906.0,17.3,2,-0.4318722697363573,0.3063708780897283,0.3445545381840338,-0.2137007777420431,-0.0443272381630235
