FSC-A,FSC-H,SSC-A,SSC-H,FL1-A,FL1-H,FL2-A,FL2-H,FL3-A,FL3-H,FL4-A,FL4-H,Time,Cluster,PC1,PC2,PC3,PC4
3654.0,19161.0,813.0,3150.0,823.0,1301.0,1179,2036,3510.0,6384.0,846.0,1449.0,16.5,1,-0.5806023221524734,-0.2246768707548381,0.1157613552162362,0.0059274664363715
7737.0,17940.0,2008.0,4643.0,626.0,1107.0,1150,1978,3012.0,5343.0,2005.0,1975.0,16.6,1,-0.5832062484554733,-0.2433212198385726,0.1099160490638077,0.0082061245710955
8066.0,28998.0,1036.0,4981.0,2413.0,3514.0,4035,6119,11008.0,17541.0,895.0,4007.0,16.6,1,-0.4442540298939822,0.4395419735285562,-0.2760890066690162,-0.0077424483097413
31244.0,91303.0,11457.0,23658.0,1492.0,2090.0,3642,5014,10344.0,14420.0,2418.0,3510.0,16.6,-1,-0.3920046487099149,0.236061369296766,-0.2483050509200545,0.0428296342295495
14778.0,28530.0,1393.0,4342.0,2938.0,4015.0,4183,5629,11680.0,16131.0,4215.0,4333.0,16.7,1,-0.4350029852174177,0.4321611939078654,-0.2143289558706438,-0.0089858974338158
5253.0,26872.0,223.0,3018.0,1662.0,2294.0,2117,3187,5355.0,7755.0,1807.0,2437.0,16.8,1,-0.5296237733375914,-0.0077370069396288,0.0198763518674823,0.0026581664378173
39080.0,100321.0,6718.0,15186.0,351.0,194.0,0,8,22435.0,32815.0,16937.0,25909.0,16.8,0,-0.4676036311107001,-0.5574773883213312,0.2860983506027887,0.0078271985064846
36027.0,75861.0,11387.0,24261.0,566.0,259.0,225,138,31594.0,42236.0,32541.0,34879.0,16.8,0,-0.4590624971167977,-0.5289660394894322,0.2711612508766184,-0.0074141315375893
38868.0,81976.0,9286.0,18620.0,979.0,900.0,174,259,41186.0,50741.0,39528.0,43539.0,16.8,0,-0.4274040394933677,-0.4952976244257215,0.2971125425027562,-0.0293938244421244
6558.0,16683.0,295.0,1244.0,1785.0,2172.0,2271,3121,6045.0,8538.0,530.0,1511.0,16.8,1,-0.5389062282144298,-0.0039286130776658,0.0156237687199942,-0.0019230601633997
