FSC-A,FSC-H,SSC-A,SSC-H,FL1-A,FL1-H,FL2-A,FL2-H,FL3-A,FL3-H,FL4-A,FL4-H,Time,Cluster,PC1,PC2,PC3,PC4
6012.0,8928.0,1998.0,3542.0,2992,4056,3705,5296,10038.0,13295.0,2120.0,2870.0,16.4,2,-0.4942175930728122,0.3864270230508751,-0.0166567474632941,0.0297161359608097
22899.0,51508.0,2361.0,3273.0,188,116,108,120,30499.0,40901.0,24330.0,42427.0,16.4,1,-0.4868555131658908,-0.966913733937323,0.0244130456438176,0.2007651439989907
10684.0,29045.0,334.0,1473.0,146,112,58,35,17928.0,22310.0,13787.0,18394.0,16.4,1,-0.6362691309665719,-0.9508528158868352,0.0818622945388914,0.2107339501364108
27207.0,57699.0,2696.0,3725.0,354,206,355,185,32750.0,41071.0,30037.0,41389.0,16.5,1,-0.4577666191470518,-0.9252177695273917,0.0230368338539214,0.1918983424020024
98583.0,214144.0,201694.0,375506.0,8840,11427,11257,14607,28459.0,36805.0,5766.0,6049.0,16.5,-1,0.8145641591874514,2.7827818422194057,0.4399992621738617,-0.5552932652867422
8875.0,12273.0,2188.0,2816.0,3439,4019,4109,5295,8552.0,10899.0,2262.0,1799.0,16.6,2,-0.4764769551567418,0.4446284798714737,-0.0105499287710034,0.0232023961402206
1980.0,5990.0,820.0,2013.0,1408,1875,1928,2844,4889.0,6624.0,0.0,913.0,16.6,2,-0.6477377406358387,-0.2715115051239957,0.0502243731266855,0.0738199345137494
25095.0,48709.0,5439.0,13192.0,158,39,253,133,26898.0,33686.0,14556.0,27156.0,16.7,1,-0.5331904290202606,-0.9477439141134644,0.0782100341045354,0.1696403033144145
2625.0,8166.0,180.0,691.0,94,92,172,62,4019.0,5078.0,966.0,972.0,16.7,1,-0.7595889646186762,-0.9172509042381742,0.1275353191405897,0.1953140991466889
1594.0,9011.0,293.0,3184.0,185,147,153,64,0.0,7615.0,12063.0,22175.0,16.7,1,-0.699261508551575,-0.9252587527062772,0.083596816975535,0.2140698265135585
189005.0,358169.0,9937.0,18349.0,457,266,269,238,236011.0,275513.0,124202.0,146734.0,16.7,-1,0.9825244661530408,-1.183231114667933,-0.3001390571858188,0.1220346609288887
2929.0,11302.0,164.0,2639.0,140,117,119,6,4451.0,10035.0,9135.0,22312.0,16.7,1,-0.6927780430882072,-0.9404755741256574,0.0837191929251271,0.215143442576779
69231.0,171226.0,10915.0,25102.0,151,75,27,39,98250.0,120190.0,26603.0,38826.0,16.7,1,-0.0825374216317307,-1.048496738464734,0.0446904006693834,0.1528794474584106
11806.0,28660.0,1550.0,3503.0,188,96,114,88,21211.0,27365.0,15315.0,25712.0,16.8,1,-0.6052662355410264,-0.947728702616606,0.0621001196811728,0.205868060316388
18865.0,37802.0,2090.0,4831.0,173,74,282,174,23704.0,28268.0,23044.0,27029.0,16.8,1,-0.5667196697002608,-0.9337002215870344,0.055014830033364,0.1777204350465872
