FSC-A,FSC-H,SSC-A,SSC-H,FL1-A,FL1-H,FL2-A,FL2-H,FL3-A,FL3-H,FL4-A,FL4-H,Time,Cluster,PC1,PC2,PC3,PC4,PC5
3544.0,17381.0,1601.0,5387.0,28105,53826,40752.0,76558.0,13063.0,24047.0,1841.0,3270.0,21.6,-1,-0.0466770114675133,3.9798625484356616,-1.3934201575310363,-1.7392198428613703,2.329342859405184
75843.0,119078.0,15313.0,25500.0,369,208,134.0,164.0,71804.0,70895.0,74360.0,63711.0,21.7,2,-0.26916955844008,-0.2381758393486302,0.0675617973611392,0.0167682125466468,-0.1074307931331463
13932.0,17624.0,4080.0,5422.0,2932,2365,4060.0,4060.0,9732.0,9979.0,2596.0,3181.0,21.8,0,-0.6181585866534415,0.0672485125032107,0.0072194675324663,0.0243637918186993,-0.0181868647593786
18585.0,25705.0,3846.0,5910.0,6017,6585,8001.0,8402.0,18973.0,22558.0,3934.0,4931.0,21.8,0,-0.5368024317380157,0.3943544548777464,-0.1475294040972396,-0.1093053691861504,0.1272862258554056
7909.0,17886.0,1817.0,4962.0,2841,3863,3932.0,5001.0,7968.0,9745.0,577.0,1429.0,21.8,0,-0.6206637947443412,0.139653628673353,-0.048546109478344,-0.0197804430139006,0.0457492177661613
12698.0,23469.0,3460.0,5771.0,2694,2874,4956.0,5234.0,13956.0,15349.0,4332.0,4345.0,22.0,0,-0.5991976777540654,0.1024967100519234,0.014957401011219,-0.0029016425440698,0.0103136224035069
166826.0,263663.0,115647.0,191007.0,0,226,313.0,189.0,26327.0,23150.0,22425.0,20155.0,22.1,-1,-0.0356188705883985,-0.1997984856789068,0.0904296296767924,0.4503801602598188,0.0650067469766306
17197.0,35136.0,6311.0,11034.0,71,179,96.0,42.0,27697.0,26771.0,15670.0,20266.0,22.1,2,-0.5773629659067947,-0.1899382822110842,0.0658437778137205,0.0688261094483143,-0.1102168415244852
12698.0,24128.0,3517.0,5748.0,5825,5930,6860.0,7132.0,15126.0,15199.0,2931.0,3140.0,22.1,0,-0.5631163456389633,0.3422158158702817,-0.1431787731168465,-0.0770314958652939,0.0945312712408486
425873.0,480182.0,556944.0,887915.0,937,732,469.0,278.0,331373.0,254208.0,191756.0,150958.0,22.2,-1,1.6691659145858015,-0.3165213023759151,0.0661475405107516,1.0721608324288274,0.2729964681327912
3877.0,13073.0,1747.0,6285.0,2311,3015,3037.0,3981.0,7168.0,9258.0,728.0,775.0,22.4,0,-0.6404556541427897,0.0737111356863498,-0.0226629332795255,0.005892152686919,0.0105276717449708
72206.0,101149.0,20888.0,32589.0,756,453,0.0,15.0,77057.0,73404.0,67423.0,61791.0,22.6,-1,-0.2845913062205873,-0.2191801515267396,0.0433395710639807,0.0162488739200999,-0.1080081874780331
12905.0,30393.0,4234.0,8685.0,5601,7004,7299.0,9343.0,18165.0,22592.0,3718.0,3906.0,22.6,-1,-0.5362153318631252,0.4099186252565878,-0.1477278012567179,-0.125196033156108,0.1627009611658929
8677.0,17564.0,875.0,2730.0,777,2280,677.0,2917.0,2205.0,7576.0,602.0,1117.0,22.6,0,-0.6539957599452847,-0.0269182432679143,0.0048549232749373,0.0251979451296878,0.0072572135505253
22659.0,32482.0,4093.0,6382.0,8864,8598,10388.0,10497.0,25639.0,24828.0,4676.0,3953.0,22.7,-1,-0.4896886503670475,0.5893439066238888,-0.24133102544809,-0.1607655671146933,0.1789749476839392
142960.0,240631.0,2662.0,4711.0,399,241,67.0,46.0,112460.0,95711.0,62000.0,56833.0,22.7,-1,-0.0741282199014629,-0.2549078859086653,0.0769048749131531,0.0424146360508627,-0.0941722700956242
10743.0,20657.0,3374.0,5957.0,2068,2225,3348.0,3311.0,8009.0,8563.0,2652.0,3160.0,22.7,0,-0.6271054257329678,0.0268334848815139,0.0110667364286163,0.033222657171976,-0.0208126778023642
163015.0,248162.0,41243.0,63708.0,750,337,242.0,199.0,138076.0,124069.0,71713.0,57748.0,22.7,-1,0.0500520508932908,-0.2489819549362331,0.0706336531138406,0.0956416067219628,-0.0773553288987214
1700.0,7300.0,715.0,2806.0,170,75,222.0,104.0,4062.0,4372.0,2116.0,2718.0,22.7,1,-0.6898918956825514,-0.1692092021678694,0.0687128211003471,0.0945583214630934,-0.1070729755629599
837654.0,1127530.0,444497.0,647073.0,1592,1174,646.0,267.0,347844.0,301180.0,232507.0,212416.0,22.7,-1,2.703402169113088,-0.4446734838480897,0.0934878651999621,1.0098870461045597,0.4628991454122561
20258.0,30585.0,3793.0,3678.0,4783,4467,5609.0,5689.0,15932.0,15828.0,4215.0,3311.0,22.8,0,-0.5656956153469012,0.2267608381076999,-0.0872425794946008,-0.0331802558683968,0.0470071158596757
56044.0,107708.0,6407.0,11184.0,154,171,250.0,124.0,28151.0,28806.0,12650.0,24464.0,22.9,-1,-0.4570039694945033,-0.1957359269245076,0.0747284114214823,0.1045209468607035,-0.0861124102954319
24685.0,31645.0,4929.0,8768.0,32,225,147.0,100.0,25142.0,25146.0,11313.0,17651.0,23.0,2,-0.5850543512588616,-0.1871777832309984,0.0651723793546556,0.0704924141282797,-0.101406351653625
16465.0,28773.0,3148.0,5525.0,5764,6026,7921.0,8131.0,20779.0,20984.0,3069.0,3409.0,23.0,0,-0.5437127979161815,0.3634451257106054,-0.1203840003863264,-0.0910821847768282,0.1056807286240467
2056.0,6471.0,4188.0,13454.0,245,164,314.0,252.0,12662.0,14936.0,10982.0,14615.0,23.0,1,-0.6472303154848573,-0.1710843258133046,0.0659791019756132,0.0742876612612884,-0.1110642597664612
8932.0,16757.0,5614.0,12043.0,450,389,430.0,199.0,7250.0,8526.0,14296.0,9908.0,23.0,-1,-0.6400533921176877,-0.1549050005164235,0.0517345704820766,0.0880638845482231,-0.0954781019631018
3098.0,8380.0,1266.0,2473.0,258,226,235.0,250.0,4843.0,4074.0,27497.0,38072.0,23.0,1,-0.6221500342563868,-0.1829004071447656,0.0604302340406922,0.037443551981083,-0.1083042484608133
1294240.0,1005870.0,2762500.0,3264950.0,38163,34854,48127.0,44795.0,1251950.0,816214.0,565937.0,395277.0,23.0,-1,7.462784693111883,2.534550613028386,-1.117331261396706,3.178633784671113,2.6775540771541357
326910.0,476249.0,33422.0,49421.0,1172,825,512.0,308.0,156404.0,133842.0,86354.0,77524.0,23.1,-1,0.4880831904489693,-0.2674208534108366,0.0636952471668333,0.1634021887691549,0.0267403257007714
7747.0,17231.0,1690.0,3472.0,2978,3289,3725.0,4087.0,9301.0,10168.0,840.0,1277.0,23.3,0,-0.6256642212756162,0.1060590881068268,-0.0408748203507351,4.568903455267331e-05,0.0105261322772042
4179.0,12375.0,358.0,1215.0,1707,2241,1839.0,2302.0,5447.0,7175.0,173.0,956.0,23.3,0,-0.6588574324668868,-0.0034182591371356,-0.0131766968213528,0.0320582025339366,-0.026709933205177
82825.0,120852.0,9338.0,12891.0,363,325,39.0,59.0,67489.0,59898.0,48906.0,42990.0,23.5,2,-0.3256917370347851,-0.2195130468399196,0.0605609595915298,0.0464332804782693,-0.0938475250695814
6888.0,20019.0,526.0,1426.0,1967,2691,2544.0,3215.0,7036.0,7945.0,1781.0,1533.0,23.7,0,-0.6385699609876658,0.0371355348973284,-0.0175241773093106,0.0172229390555829,-0.0034588865740191
72357.0,100155.0,12753.0,22051.0,136,181,0.0,72.0,80188.0,77719.0,76590.0,59655.0,23.8,-1,-0.2929608677478944,-0.2474115293255671,0.0685644509930549,-0.0005415741001232,-0.1149747831818822
9890.0,14432.0,2950.0,4058.0,2513,2700,3964.0,3840.0,10674.0,10807.0,1629.0,2555.0,23.9,0,-0.6278370087181911,0.0682763045177831,-0.0068353185962049,0.0130584335689746,-0.0082053921280249
4058.0,12258.0,1232.0,4120.0,2784,3690,4019.0,5223.0,8822.0,11722.0,1275.0,1627.0,23.9,0,-0.6289156932869637,0.1347285270383923,-0.03478656899093,-0.0248767115540059,0.0393783479730809
88350.0,127358.0,19707.0,32811.0,118,173,54.0,77.0,68926.0,63606.0,48704.0,47488.0,24.0,-1,-0.2890441401807606,-0.2336401823489579,0.0734470050945697,0.0698178827399242,-0.0890553257792401
10984.0,21520.0,1043.0,4676.0,2048,2245,2436.0,2668.0,6892.0,7739.0,519.0,1375.0,24.1,0,-0.6353784915615207,0.0130109977048204,-0.0075590525948915,0.0385172706062781,-0.0245826841664263
12207.0,16457.0,1944.0,3191.0,3751,3797,4098.0,4431.0,12662.0,12413.0,1356.0,2532.0,24.1,0,-0.6096368237080784,0.150069303895336,-0.0709471146548657,-0.0160571214493542,0.0220007201163518
5321.0,15766.0,1841.0,4428.0,3128,3782,4151.0,4374.0,9894.0,10388.0,1281.0,1700.0,24.3,0,-0.6230736764211773,0.1370921705027827,-0.0597586684000718,-0.0140761516057482,0.0256081799462215
2973.0,10760.0,99.0,1472.0,203,188,83.0,0.0,15070.0,26497.0,20192.0,23763.0,24.3,-1,-0.6228274524947602,-0.1875431345101392,0.0592932544087404,0.0383565850707501,-0.1203757829290319
5778.0,12381.0,1433.0,3501.0,103,85,27.0,0.0,112897.0,82779.0,42809.0,27754.0,24.3,-1,-0.5099031348791521,-0.2189408262138042,0.0677006961377733,-0.0359861629960198,-0.1821724224708799
1233.0,7728.0,96.0,1064.0,219,163,95.0,0.0,3833.0,8225.0,12566.0,22682.0,24.3,-1,-0.653985815104154,-0.1804306024359727,0.0597988726402408,0.0590935780193838,-0.1123152401524593
1040.0,5246.0,0.0,0.0,131,40,121.0,0.0,5274.0,7724.0,20213.0,38876.0,24.3,-1,-0.6314684300116364,-0.1972903265572679,0.0665458157207917,0.0364511562423078,-0.1206159513769901
1409.0,8523.0,0.0,143.0,182,92,130.0,0.0,6067.0,10670.0,40338.0,96491.0,24.3,-1,-0.5325913938454914,-0.2285710026673023,0.0610836198293083,-0.0459963470582854,-0.1361028514109724
2360250.0,1583970.0,483063.0,443169.0,11294,5242,1867.0,806.0,8199210.0,3702310.0,4988840.0,2260480.0,24.3,-1,16.32906338870461,-3.5447248316316617,-0.3152062185701809,-7.331583644842763,-3.438697301835242
89797.0,120493.0,11406.0,19121.0,0,169,134.0,59.0,94688.0,84501.0,76382.0,68614.0,24.3,-1,-0.2341070091951252,-0.2609134853799014,0.0742124407312365,-0.0111236006520589,-0.1151051465761782
8734.0,22502.0,2075.0,4125.0,3493,3611,4611.0,5153.0,11374.0,11895.0,2117.0,2106.0,24.4,0,-0.6067540569499419,0.1510481156260013,-0.0394811328215622,-0.0142067471596878,0.0257859815340732
14729.0,11376.0,3702.0,5505.0,0,0,185.0,129.0,6623.0,5031.0,5658.0,2154.0,24.4,1,-0.6692593696593999,-0.1798466229428834,0.0755250678329812,0.1030989372437147,-0.0973737918371722
816076.0,986459.0,887728.0,1130490.0,1172,1139,187.0,151.0,620423.0,504520.0,249520.0,228362.0,24.4,-1,3.357266063548228,-0.4928638162164488,0.0836601751265609,1.4527539686025777,0.527824870508449
11670.0,23184.0,1138.0,3581.0,3469,4329,5159.0,5973.0,14305.0,15589.0,1188.0,1622.0,24.6,0,-0.5953116455028766,0.1932138531345904,-0.0555052848933108,-0.041033377094687,0.0592371744783818
2740.0,5310.0,559.0,2429.0,648,2167,986.0,2998.0,2796.0,8034.0,427.0,653.0,24.6,0,-0.6736358842715834,-0.0297390824936155,0.0151795962246211,0.0199508364943179,-0.0002717099692333
494809.0,706336.0,33646.0,45025.0,3274,2753,907.0,595.0,93878.0,82904.0,97436.0,74039.0,24.6,-1,0.8377650533903368,-0.15334335185831,-0.0419348606708436,0.3178370592020104,0.232210661677612
58576.0,93701.0,7746.0,14215.0,137,98,384.0,271.0,44799.0,39910.0,35262.0,29087.0,24.6,2,-0.4317908831819262,-0.2072300199790564,0.0799688486092519,0.0764484335607345,-0.0955370680769672
12227.0,23499.0,1476.0,2631.0,2308,2508,3333.0,3225.0,9678.0,9868.0,1050.0,1919.0,24.7,0,-0.6239573174529445,0.0428153506831244,-0.0084266664576307,0.0259523515178719,-0.0162989959217242
133471.0,202689.0,25871.0,39912.0,634,552,411.0,177.0,57305.0,46488.0,46878.0,44106.0,24.8,-1,-0.1796316828740855,-0.2032796217356943,0.0568687778726761,0.1400370257297803,-0.0362556985948402
7164.0,23773.0,690.0,2174.0,4327,5219,6065.0,7325.0,17120.0,20474.0,3589.0,4040.0,24.9,0,-0.5770085672897983,0.2723147533850325,-0.0832852517115864,-0.0813220201829961,0.0882179340132592
8652.0,13515.0,1402.0,2182.0,3270,3434,4792.0,4988.0,11179.0,11733.0,1386.0,1086.0,25.0,0,-0.6221903067428249,0.1382589679227948,-0.0295793086029179,-0.0136561267636327,0.0186132789889338
17784.0,21068.0,643.0,1485.0,5281,5368,7652.0,7807.0,19027.0,19808.0,5773.0,4115.0,25.0,0,-0.5605627884536823,0.3173914017341603,-0.0882761656583108,-0.0839780868377717,0.0859675942886055
40792.0,60689.0,9693.0,15219.0,3618,3283,5511.0,5732.0,16039.0,16541.0,3639.0,4617.0,25.0,-1,-0.5148778799929962,0.1467525117514476,-0.0050366176789151,0.0213114960164123,0.0389550937608187
7182.0,14537.0,1215.0,3247.0,2542,2736,2809.0,3181.0,7728.0,8562.0,469.0,1191.0,25.0,0,-0.6398590720853864,0.0547797338313104,-0.0292305073341897,0.0185174275557812,-0.011218620315962
127450.0,171272.0,75219.0,108309.0,406,395,0.0,122.0,66765.0,59520.0,68392.0,50393.0,25.1,-1,-0.1208851927298154,-0.2237718038700734,0.0602353955914716,0.1974414336294206,-0.0206324573866417
132939.0,203123.0,7394.0,13268.0,406,165,98.0,137.0,59417.0,54589.0,44958.0,39289.0,25.2,-1,-0.2082980732194126,-0.2292051382445521,0.0777275810563629,0.1093630921411455,-0.0591284147874946
4784.0,13911.0,1551.0,4606.0,2637,3070,3738.0,4429.0,8362.0,9699.0,767.0,783.0,25.5,0,-0.6350607005098089,0.0946665073068623,-0.0178999973146474,0.0009304833804515,0.0109861725790266
64442.0,84727.0,16683.0,25526.0,342,279,564.0,274.0,63005.0,57920.0,55801.0,49078.0,25.5,2,-0.3605824832656853,-0.2139364018792268,0.0665922653303771,0.0353001533112625,-0.1020546752173947
121300.0,180686.0,20706.0,30019.0,527,186,373.0,217.0,68936.0,60834.0,49825.0,52970.0,25.6,-1,-0.1940429940516363,-0.2283526890802233,0.0752648750851712,0.0949039523152349,-0.0704988280186454
63537.0,100534.0,22335.0,38036.0,242,177,103.0,77.0,62026.0,59653.0,40709.0,41395.0,25.7,2,-0.3543829903778288,-0.2181783570950435,0.0694027786526736,0.0746463759572861,-0.1005665237148936
60412.0,103065.0,5541.0,7072.0,533,265,282.0,154.0,54131.0,50794.0,26514.0,42556.0,25.7,2,-0.3958447347600278,-0.202522328420896,0.0632119385166823,0.0454010922333021,-0.1081590256610935
