FSC-A,FSC-H,SSC-A,SSC-H,FL1-A,FL1-H,FL2-A,FL2-H,FL3-A,FL3-H,FL4-A,FL4-H,Time,Cluster,PC1,PC2,PC3,PC4
613.0,3175.0,420.0,3310.0,94.0,0.0,266.0,247,4926.0,7891.0,2234.0,4196.0,16.4,0,-0.6211424835628215,-0.198567960615403,0.0444344078613427,0.2598001759593312
1249.0,7199.0,0.0,172.0,103.0,0.0,283.0,457,2006.0,5375.0,1651.0,6909.0,16.4,0,-0.6142519330493003,-0.1887763039565491,0.0442795562631632,0.2432529354357523
551.0,2823.0,6.0,268.0,89.0,114.0,140.0,810,0.0,8196.0,17274.0,48371.0,16.4,0,-0.4977867039479877,-0.2041357155708173,-0.0617699137193079,0.2565388922659726
478873.0,870053.0,44664.0,84846.0,3484.0,4603.0,29286.0,37024,353595.0,426011.0,256007.0,301935.0,16.4,-1,3.7024073056330233,1.6684020741064065,-0.748548195905716,-3.0302521922276773
36686.0,59913.0,10997.0,20319.0,216.0,203.0,336.0,183,35763.0,44660.0,19240.0,33994.0,16.5,0,-0.3122826248138999,-0.2474288755749904,-0.0111626947913573,0.1930967962803003
2117.0,7070.0,41.0,1044.0,1591.0,2440.0,2253.0,3487,6055.0,10078.0,82.0,792.0,16.5,1,-0.5741956000907255,0.0184830947186823,0.034089241310938,0.0959269767721866
19529.0,34455.0,1714.0,5206.0,5327.0,7582.0,7015.0,9658,18231.0,23954.0,4518.0,5347.0,16.5,1,-0.3670298019246907,0.4479908510753986,-0.0035402076326673,-0.2570211310321905
5343.0,16838.0,847.0,3086.0,134.0,62.0,172.0,92,10755.0,14487.0,3153.0,11412.0,16.5,0,-0.5643184067930791,-0.2160649340708534,0.030368387428823,0.2503804318438559
12931.0,14510.0,2859.0,6613.0,2468.0,3151.0,3090.0,4239,10090.0,13358.0,1313.0,2331.0,16.5,1,-0.5198767658582917,0.0762223101862274,0.0392190703962126,0.0419153710229516
5817.0,9830.0,1683.0,2858.0,1425.0,2330.0,1789.0,3194,4771.0,7934.0,372.0,711.0,16.6,1,-0.5745821129853459,-0.0082509177727186,0.0480512073516514,0.1115584265561664
