FSC-A,FSC-H,SSC-A,SSC-H,FL1-A,FL1-H,FL2-A,FL2-H,FL3-A,FL3-H,FL4-A,FL4-H,Time,Cluster,PC1,PC2,PC3,PC4
2052.0,8576.0,1177.0,3428.0,1934,3075,2451,3934,6099.0,9558.0,1336.0,1897.0,17.2,2,-0.7397532080470921,0.1674032026128316,0.0524418829000826,0.0649402966159589
31107.0,51327.0,12355.0,25420.0,258,400,153,112,43679.0,51593.0,27656.0,40034.0,17.2,1,-0.3165675224375279,-0.7598392720312281,-0.3429862703570303,-0.0572629176558661
9140.0,19531.0,2034.0,4032.0,2527,2930,4232,5200,10270.0,13105.0,4057.0,4518.0,17.2,2,-0.6418737231180346,0.4709298056251992,0.3206865258685023,0.000398357019019
50604.0,95309.0,15747.0,28348.0,421,209,367,134,39777.0,45294.0,27428.0,40910.0,17.3,1,-0.2177776982880596,-0.7579155706102472,-0.3122158762876251,-0.0025787476111309
7665.0,15718.0,1833.0,5129.0,1710,1763,2462,2808,6086.0,7441.0,916.0,2055.0,17.4,2,-0.7403467545462231,-0.041525602496284,0.020441290443498,0.0931085787669211
21903.0,55870.0,10651.0,19648.0,1362,1753,3051,3632,9206.0,10120.0,2613.0,2418.0,17.4,2,-0.6049687175238632,0.0649072428896932,0.1815760598724407,0.1151160332283263
10326.0,11243.0,118.0,2176.0,1278,1565,2433,2555,6296.0,6562.0,1080.0,2097.0,17.4,2,-0.7561453552028969,-0.1017797334710156,0.0223535606558644,0.0887686638889305
63846.0,115094.0,6481.0,15983.0,361,225,216,129,35176.0,39956.0,31259.0,43200.0,17.4,1,-0.1827292506922416,-0.7815658289673872,-0.3258564500216586,-0.0092707760237849
97240.0,160588.0,7341.0,10798.0,239,100,0,29,43368.0,44554.0,53914.0,46277.0,17.5,1,0.0194599763130436,-0.8560265705951328,-0.3426857286683716,-0.0231976564142053
5200.0,12224.0,1448.0,5640.0,1863,2474,2473,3261,6027.0,8071.0,635.0,745.0,17.6,2,-0.745652083899733,0.0580783016768969,0.0224849700887494,0.0893866409106726
301087.0,509528.0,28460.0,49063.0,433,412,223,195,160371.0,169247.0,90645.0,88455.0,17.6,1,1.695209641291023,-1.0609022852962957,-0.3691264636677769,-0.2215984374856574
17373.0,37701.0,3143.0,4735.0,2506,2562,3525,4168,9529.0,11954.0,1836.0,2437.0,17.6,2,-0.6323500423054562,0.269520714929161,0.1740576444065861,0.0607535402984275
10785.0,24341.0,1337.0,3225.0,1004,1112,2101,2499,5000.0,6131.0,1769.0,2591.0,17.7,2,-0.7406209276586586,-0.1782623709895209,0.0252503487692703,0.1012540428368474
12050.0,18762.0,1117.0,2622.0,3529,3931,4360,5585,11704.0,13759.0,2512.0,4945.0,17.8,2,-0.6176489662511112,0.6249648839554178,0.2693827827359473,-0.0014958377263163
57980.0,96388.0,77225.0,136563.0,2889,2942,6800,7760,17237.0,19325.0,7040.0,7872.0,17.8,2,-0.1629332323054491,0.9434582155415931,0.8528255832844062,0.2445970016111996
2483.0,9656.0,2089.0,6033.0,1048,1809,1418,2402,4070.0,6692.0,983.0,1265.0,17.8,2,-0.787720577744414,-0.2002472198088138,-0.0852879924952456,0.1167007450660727
34626.0,73239.0,15596.0,27351.0,59,128,143,126,38595.0,42231.0,32571.0,41223.0,17.8,1,-0.2862387169837468,-0.7888167633803597,-0.311959724716822,-0.0240715657533591
11113.0,18224.0,3750.0,6321.0,2265,2644,3414,4066,6921.0,7753.0,1392.0,2227.0,17.8,2,-0.692337583027922,0.2516837745448179,0.162647174477688,0.0661642135999689
76947.0,137476.0,62573.0,109959.0,116,247,686,213,60813.0,60788.0,58467.0,52164.0,17.8,1,0.1774101391504229,-0.7844312532822866,-0.236738939325431,0.0791065596420606
4101.0,12121.0,1083.0,3357.0,2917,3991,3611,4951,9446.0,12788.0,1096.0,2600.0,17.9,2,-0.6790810602017088,0.4715467151335668,0.163292407584061,0.0264419185996527
5401.0,11721.0,0.0,763.0,6054,7287,7185,8437,15476.0,18446.0,1064.0,2660.0,17.9,2,-0.5386303548631448,1.4874227024551665,0.5121522717725369,-0.08870091073122
39130.0,74618.0,19134.0,37238.0,197,125,185,136,55618.0,58996.0,37021.0,52454.0,18.0,1,-0.1448753810935126,-0.7993245167944294,-0.321471641164224,-0.1003860281155926
6542.0,11217.0,1193.0,3305.0,2317,2552,3759,4412,10636.0,12332.0,2774.0,3809.0,18.0,2,-0.6846257286507601,0.3166958186677125,0.2269847239895954,0.0176484478733811
43100.0,87141.0,10460.0,19363.0,261,224,86,60,37846.0,41726.0,26546.0,39199.0,18.0,1,-0.2811714897576138,-0.7887559317510324,-0.3406402162412349,-0.0099815936012372
5186.0,10336.0,1079.0,3054.0,1727,1915,2301,2736,5861.0,6542.0,1775.0,1384.0,18.0,2,-0.7608885604119634,-0.0512128220336897,-0.0107830769084244,0.0933682333443675
43746.0,64317.0,12319.0,19773.0,0,185,0,91,38687.0,38551.0,36138.0,32946.0,18.1,1,-0.3355893840294329,-0.7957011538757048,-0.3265231235267596,-0.0012366214934102
3802.0,8795.0,1268.0,2896.0,1722,2106,2499,2692,6509.0,7177.0,2398.0,3370.0,18.2,2,-0.7500459322110082,-0.0305077266218723,-0.0086710119611775,0.0798764965843167
40110.0,79509.0,22414.0,39727.0,5673,6791,7311,8364,20297.0,22773.0,3207.0,3911.0,18.2,2,-0.2965720451689218,1.4098310845834343,0.5781686483098942,0.0292107573235568
7538.0,14949.0,2341.0,5068.0,2334,2603,3607,4143,9522.0,11271.0,2135.0,2609.0,18.2,2,-0.6881075248716793,0.2773848271209442,0.1837778586193655,0.0408756761792654
6332.0,16698.0,7465.0,17255.0,1981,2430,2692,3278,6814.0,8808.0,296.0,1511.0,18.2,2,-0.712663377814422,0.0784301379576982,0.0446827956776765,0.1093818137229039
92689.0,146521.0,12228.0,21211.0,426,186,124,94,54210.0,55188.0,44089.0,39169.0,18.2,1,-0.008105095561042,-0.8176215530452096,-0.3396212783908319,-0.0096825412788076
24053.0,53800.0,3462.0,7976.0,189,198,59,24,32613.0,34041.0,28489.0,34244.0,18.2,1,-0.4279831592086335,-0.7769257628812319,-0.3436689904843583,-0.0278058708913213
