FSC-A,FSC-H,SSC-A,SSC-H,FL1-A,FL1-H,FL2-A,FL2-H,FL3-A,FL3-H,FL4-A,FL4-H,Time,Cluster,tSNE-1,tSNE-2
6898.0,11306.0,2277.0,4600.0,1843.0,2154.0,2648.0,3063,5466.0,6559.0,1474.0,2336.0,17.2,43,-43.49459,-4.2321935
9240.0,8487.0,1392.0,3030.0,3052.0,4059.0,4113.0,5378,8752.0,11595.0,3449.0,3090.0,17.3,17,-6.9413495,71.12873
5312.0,11012.0,617.0,3685.0,1365.0,1600.0,1742.0,2152,6125.0,6952.0,2473.0,2696.0,17.4,67,-67.1978,-24.634897
2803.0,11086.0,667.0,4756.0,1626.0,2318.0,2317.0,3292,5749.0,8141.0,355.0,1366.0,17.4,24,-50.9373,10.513606
9107.0,11974.0,2670.0,3218.0,2959.0,3210.0,2925.0,3609,9072.0,10692.0,1761.0,2245.0,17.4,51,-38.84664,20.077969
3611.0,9960.0,2408.0,5667.0,1757.0,2372.0,3049.0,3790,8095.0,9575.0,2423.0,3958.0,17.4,18,-38.654335,25.831211
16318.0,39961.0,4294.0,7699.0,327.0,213.0,108.0,67,32473.0,38426.0,19314.0,35199.0,17.4,3,0.45163363,-37.74902
4978.0,13698.0,932.0,2685.0,1926.0,2891.0,2784.0,4234,7228.0,9998.0,1815.0,2015.0,17.5,10,-36.107708,40.535267
35026.0,68213.0,15052.0,26352.0,165.0,72.0,0.0,63,35689.0,39781.0,27525.0,29809.0,17.5,3,27.7884,-34.01589
54260.0,102313.0,14530.0,27827.0,337.0,366.0,134.0,79,58354.0,67252.0,46246.0,61779.0,17.5,3,59.45162,-42.63934
3742.0,10265.0,1601.0,2946.0,1964.0,2366.0,2811.0,3258,7867.0,9726.0,1301.0,1397.0,17.5,-1,-41.933662,4.9272456
5095.0,9771.0,53.0,1869.0,409.0,1436.0,427.0,1385,1735.0,4132.0,2018.0,4104.0,17.6,28,-70.51704,-46.963947
10564.0,33137.0,1889.0,4625.0,4489.0,5960.0,5780.0,7625,16194.0,20849.0,1447.0,3957.0,17.6,-1,50.827705,32.839844
13041.0,32278.0,4447.0,8186.0,324.0,153.0,251.0,198,16639.0,17879.0,15430.0,17184.0,17.7,3,-30.755844,-32.953285
2950.0,9097.0,475.0,2202.0,1108.0,1876.0,1056.0,1830,3345.0,5857.0,428.0,744.0,17.7,66,-71.36204,-35.831802
6835.0,24110.0,1814.0,5770.0,1882.0,2354.0,2376.0,2974,6892.0,8269.0,1176.0,3000.0,17.7,43,-38.90149,-8.198986
367002.0,625232.0,140789.0,220721.0,1259.0,986.0,184.0,192,215584.0,217547.0,77823.0,86961.0,17.8,-1,72.59393,7.0397415
3756.0,11307.0,593.0,2349.0,2187.0,2552.0,3032.0,3829,7080.0,9135.0,685.0,1946.0,17.8,18,-38.820953,26.707804
6163300.0,3712780.0,2403400.0,1516740.0,30146.0,9615.0,6523.0,2154,4806450.0,6672580.0,13849300.0,3738600.0,17.9,5,82.61783,26.75272
