FSC-A,FSC-H,SSC-A,SSC-H,FL1-A,FL1-H,FL2-A,FL2-H,FL3-A,FL3-H,FL4-A,FL4-H,Time,Cluster,tSNE-1,tSNE-2
30641.0,54141.0,5159.0,10197.0,480,302,254,126,41681.0,51002.0,38784.0,41038.0,16.9,2,19.543705,-37.486134
12430.0,19914.0,1484.0,3012.0,1146,1023,1552,1745,3618.0,4179.0,2628.0,3223.0,17.1,7,-62.50007,-9.58702
32352.0,59629.0,15788.0,30885.0,279,218,359,134,37181.0,44217.0,29245.0,36840.0,17.1,2,16.641085,-49.603706
10975.0,18807.0,3791.0,9184.0,2959,3888,4226,5646,22693.0,26010.0,9497.0,10358.0,17.2,7,-13.630591,65.80874
72195.0,144469.0,5755.0,10711.0,518,294,61,13,67420.0,72048.0,52190.0,61899.0,17.2,2,44.030907,-35.116093
5745.0,17173.0,978.0,3784.0,3935,5537,5254,7222,14213.0,19154.0,439.0,2169.0,17.5,7,42.302452,52.270344
8117.0,21578.0,2339.0,5827.0,3102,3942,4295,5629,12596.0,16744.0,1594.0,4467.0,17.7,7,-12.623182,66.37625
2283.0,7538.0,1453.0,4293.0,3735,4734,5107,6700,13669.0,17704.0,1635.0,2336.0,17.8,7,27.664618,70.76029
3013.0,9311.0,2236.0,5021.0,3518,4412,5718,7180,13046.0,15585.0,2812.0,3344.0,17.8,7,28.686956,71.454834
239176.0,420841.0,50500.0,82522.0,565,405,336,159,116668.0,128034.0,79809.0,81224.0,17.8,9,54.697525,-5.8491664
25975.0,52575.0,7781.0,14738.0,315,239,68,49,29865.0,32981.0,27142.0,30366.0,17.8,2,6.437345,-45.397705
7449.0,21544.0,1254.0,2952.0,1789,2103,2566,3627,8067.0,10711.0,2620.0,2227.0,17.9,7,-37.093067,9.496273
10559.0,29094.0,2449.0,6196.0,269,287,172,49,17728.0,21591.0,5252.0,15350.0,17.9,2,-12.882534,-37.432983
2874.0,12142.0,372.0,1140.0,3502,4812,4076,5566,9939.0,13231.0,907.0,2234.0,18.0,7,26.528599,73.02232
3673.0,14089.0,1093.0,3858.0,3787,5417,4870,7364,13609.0,20067.0,2488.0,3502.0,18.2,7,42.30964,52.558323
398021.0,623547.0,83862.0,141597.0,1163,1027,8200,8467,207602.0,195564.0,174573.0,162834.0,18.3,5,25.11318,-5.43873
6856.0,23795.0,2779.0,5906.0,1652,2091,4071,5354,9644.0,12908.0,2909.0,4706.0,18.3,6,-6.7524786,-1.9027705
3268.0,10979.0,568.0,2086.0,2344,2866,2977,3651,7453.0,9095.0,399.0,1796.0,18.4,7,-23.415316,29.021566
5003.0,16942.0,1601.0,4198.0,2220,2934,3059,4071,9076.0,11698.0,1430.0,3707.0,18.5,7,-25.24468,33.94578
6706.0,21736.0,1005.0,2849.0,1185,1292,2758,3316,6808.0,7896.0,2441.0,3922.0,18.5,7,-58.01651,-13.898053
83547.0,143367.0,12029.0,21851.0,127,300,313,122,77913.0,74523.0,29812.0,31205.0,18.5,9,37.435658,-24.23617
8324.0,25884.0,1713.0,3036.0,3723,4698,4956,6106,12781.0,15981.0,538.0,3614.0,18.5,7,26.410238,71.36599
1707.0,4344.0,1148.0,3756.0,257,300,201,86,11880.0,16817.0,85987.0,119129.0,18.6,1,-17.316341,-81.41833
1399.0,8855.0,192.0,2071.0,109,0,105,0,4688.0,8168.0,41358.0,73608.0,18.6,-1,-19.757853,-79.43932
1809.0,9635.0,0.0,466.0,131,17,155,78,7347.0,10498.0,54008.0,81648.0,18.6,1,-18.985775,-79.84557
3676300.0,2859260.0,1924360.0,2234500.0,28495,18505,17507,15137,10138800.0,5227080.0,10842600.0,4422630.0,18.6,9,92.877304,5.107101
23711.0,36082.0,5609.0,9440.0,2305,2149,5044,5934,11022.0,13428.0,2668.0,7088.0,18.7,6,-1.1829118,3.1148956
34371.0,51371.0,6074.0,10470.0,67,100,289,179,49080.0,51890.0,35178.0,38688.0,18.7,2,13.109767,-57.71595
119308.0,199687.0,113404.0,193330.0,12193,13562,13657,15017,35700.0,35889.0,6103.0,5750.0,18.8,7,27.901503,8.218195
8083.0,19305.0,6322.0,14347.0,1459,1451,2452,3236,8190.0,10217.0,2941.0,4163.0,18.8,7,-48.949577,-5.6685824
45732.0,80212.0,23983.0,44445.0,378,245,0,53,50977.0,53427.0,43966.0,47816.0,18.9,2,27.156689,-46.428165
7029.0,17368.0,1398.0,3401.0,3886,5409,5566,6993,14506.0,17757.0,3824.0,5175.0,18.9,7,42.141136,52.505688
20301.0,23850.0,7925.0,8572.0,3226,3594,4110,4706,10942.0,11378.0,3069.0,2643.0,19.0,7,-8.480386,59.31566
11230.0,34176.0,1635.0,3883.0,4517,5700,5492,7118,16734.0,21489.0,3054.0,3714.0,19.1,7,42.25091,49.226536
3403.0,10939.0,863.0,2554.0,2298,2750,3046,3912,9419.0,12383.0,2099.0,3816.0,19.1,7,-21.926203,25.126534
73056.0,120020.0,27579.0,47094.0,0,51,203,168,71549.0,74685.0,58642.0,73262.0,19.1,2,45.67091,-41.840492
75747.0,123732.0,63972.0,108414.0,3044,3024,6564,7008,16258.0,17227.0,6161.0,6568.0,19.1,6,6.0592647,13.389278
13499.0,34324.0,3891.0,8219.0,6546,7701,8622,10539,23991.0,28996.0,1865.0,6192.0,19.1,7,41.16086,17.885612
27777.0,32529.0,2885.0,5473.0,0,34,109,67,34481.0,35514.0,22618.0,23978.0,19.1,2,-4.703675,-57.245415
30627.0,60691.0,21599.0,38118.0,0,20,0,0,33458.0,35011.0,31770.0,30720.0,19.2,-1,8.798691,-54.36322
11005.0,18076.0,3330.0,5772.0,4975,5718,5944,6370,14645.0,16950.0,2161.0,3158.0,19.2,7,40.855556,47.057133
1739.0,10745.0,458.0,2045.0,1019,2495,1218,3301,3197.0,8452.0,647.0,1145.0,19.2,7,-56.616043,17.035702
1862.0,6966.0,523.0,1916.0,885,2469,1296,3359,3374.0,9307.0,842.0,1762.0,19.2,7,-57.07878,17.061968
91776.0,167710.0,14005.0,24122.0,273,115,239,112,147271.0,140499.0,46212.0,50371.0,19.5,9,44.279907,-22.305538
6328.0,22325.0,2398.0,6766.0,1990,2653,2597,3346,7381.0,9933.0,133.0,2527.0,19.5,7,-28.162764,23.561365
83732.0,127819.0,7142.0,11857.0,638,383,103,61,77059.0,75739.0,63382.0,69279.0,19.5,2,43.4098,-34.24681
3037.0,5306.0,1867.0,2821.0,1084,985,2843,2889,6286.0,6770.0,3007.0,3115.0,19.6,7,-60.833855,-14.181357
28547.0,49422.0,13107.0,19903.0,448,281,171,115,32482.0,33177.0,21165.0,24353.0,19.7,2,1.5220485,-34.252544
10646.0,17540.0,3318.0,5090.0,1929,1746,3111,3311,9335.0,9878.0,1391.0,2368.0,19.8,7,-31.399921,-1.7834128
5084.0,11909.0,854.0,3060.0,1706,1822,2980,3687,7441.0,8626.0,1205.0,2132.0,19.8,7,-33.180702,-2.4729853
1488.0,6780.0,1295.0,4938.0,154,11,168,129,2339.0,3731.0,1430.0,1849.0,19.8,0,-51.21842,-47.944145
1158.0,6993.0,322.0,1644.0,100,0,184,72,1488.0,3803.0,11169.0,30062.0,19.8,1,-28.599403,-71.11168
309846.0,434712.0,178591.0,261278.0,351,480,619,209,260779.0,245741.0,128751.0,120948.0,19.8,8,60.719105,0.6741012
275926.0,439672.0,13282.0,21632.0,678,373,0,21,195042.0,191468.0,116511.0,112859.0,19.8,9,59.123024,-5.979016
11376.0,20143.0,3506.0,6481.0,5281,5522,6823,7492,18598.0,19689.0,4296.0,4360.0,19.9,7,40.137753,38.352596
38587.0,62283.0,7053.0,8781.0,517,209,10,22,54187.0,51128.0,57212.0,48126.0,19.9,2,26.986403,-42.386627
6693.0,10923.0,465.0,2689.0,1585,2990,1859,3956,4478.0,9499.0,2573.0,2672.0,19.9,7,-42.149403,30.443096
8466.0,13546.0,2398.0,3216.0,2172,2392,3023,3382,8668.0,8704.0,2411.0,1914.0,20.1,7,-24.269943,16.13064
53194.0,87449.0,8363.0,12737.0,255,154,400,250,63283.0,60369.0,46735.0,51233.0,20.1,2,33.980515,-46.875805
71760.0,113112.0,17810.0,28100.0,521,216,0,67,63223.0,61242.0,56949.0,54398.0,20.2,2,38.813965,-37.6774
6903.0,12030.0,4694.0,6317.0,1830,1692,2603,2717,7285.0,7645.0,1108.0,1360.0,20.2,7,-43.559166,-3.0781994
3841.0,12264.0,1012.0,3428.0,2521,2999,3292,3876,8950.0,10305.0,959.0,1805.0,20.3,7,-20.449697,36.405502
84663.0,143074.0,65302.0,110335.0,3892,4216,5370,5914,16068.0,16215.0,3108.0,3690.0,20.3,7,18.493923,25.809479
33882.0,61245.0,19081.0,30809.0,183,151,218,109,42436.0,39651.0,29195.0,32214.0,20.3,2,15.421341,-51.826126
1689.0,6784.0,226.0,2265.0,73,0,160,141,9067.0,10929.0,1536.0,2206.0,20.5,0,-48.314224,-49.57648
1665.0,6642.0,0.0,537.0,182,104,165,85,2623.0,6436.0,7180.0,18372.0,20.5,1,-32.050117,-61.77377
930600.0,1354900.0,91851.0,141957.0,976,897,370,249,948663.0,795397.0,421652.0,374322.0,20.5,9,84.14834,0.9773258
37413.0,55885.0,8814.0,17433.0,562,257,0,34,36256.0,34181.0,32874.0,27870.0,20.5,2,6.5114946,-34.326797
99069.0,174360.0,14465.0,22747.0,789,582,525,177,169671.0,147258.0,59547.0,54589.0,20.5,9,49.751835,-19.362173
8017.0,20339.0,2931.0,5661.0,1387,1413,3535,3978,10599.0,12300.0,2780.0,3258.0,20.6,6,-15.116896,-9.505375
595.0,3556.0,379.0,2058.0,255,553,399,1499,1293.0,4667.0,560.0,951.0,20.6,7,-78.01057,-14.23165
4280.0,11876.0,1143.0,3818.0,861,1058,1505,1584,4215.0,4344.0,918.0,1197.0,20.6,7,-67.54156,-10.562325
5863.0,12354.0,2051.0,3832.0,207,88,67,83,5728.0,4508.0,1737.0,1376.0,20.7,0,-45.277107,-41.62766
549525.0,791659.0,157558.0,253103.0,1025,785,471,180,280573.0,251386.0,143912.0,122901.0,20.7,8,65.70463,2.4484828
18111.0,29847.0,14443.0,26096.0,1152,1242,3794,4146,9254.0,10234.0,2687.0,5078.0,20.8,6,-14.093735,-11.633356
4771.0,13578.0,1213.0,3173.0,2836,3101,3826,4427,11032.0,12611.0,0.0,3137.0,20.9,7,-11.972093,44.788975
4485.0,18113.0,2348.0,6178.0,2053,3214,2951,4636,6412.0,10257.0,2186.0,2824.0,20.9,7,-30.07368,35.828625
6791.0,16091.0,0.0,1416.0,692,1855,835,2906,1680.0,6143.0,617.0,621.0,20.9,7,-62.892212,7.8030944
65667.0,126396.0,45445.0,70936.0,2545,2551,3958,3861,10242.0,10207.0,3902.0,2556.0,20.9,7,12.283208,24.217245
8512.0,19504.0,2650.0,6868.0,2633,2901,3728,4064,9465.0,10071.0,577.0,2071.0,21.0,7,-14.92652,35.278008
93354.0,133976.0,22373.0,37843.0,118,135,310,146,145370.0,130359.0,50135.0,52538.0,21.0,9,44.29317,-22.693413
8875.0,18347.0,3790.0,8796.0,4335,4450,5907,6386,16151.0,17576.0,2446.0,3855.0,21.1,7,27.072721,57.669556
90917.0,137300.0,33836.0,50369.0,840,803,479,299,56479.0,50792.0,36071.0,35163.0,21.1,9,34.6001,-20.26964
5723.0,13197.0,1374.0,3717.0,967,957,2013,2241,6344.0,7533.0,497.0,1040.0,21.1,7,-63.053432,-12.340776
15236.0,16401.0,2755.0,4586.0,3158,2936,4826,4844,12562.0,11676.0,2284.0,2667.0,21.2,7,-2.214043,40.387787
29914.0,38800.0,7633.0,11064.0,527,272,0,30,36148.0,34595.0,31948.0,32258.0,21.3,2,4.4255743,-34.250374
3242.0,18935.0,0.0,1805.0,134,56,190,95,3016.0,5111.0,2345.0,3861.0,21.3,0,-44.69589,-43.68678
1301.0,7216.0,0.0,985.0,179,118,64,0,2547.0,5090.0,7964.0,14118.0,21.3,-1,-33.460716,-59.389324
497920.0,636977.0,157105.0,227246.0,1764,1414,285,224,895064.0,715488.0,302841.0,260383.0,21.3,9,81.50713,-5.7631927
5961.0,20752.0,1656.0,4359.0,3587,4097,5113,6173,13299.0,15829.0,1409.0,3072.0,21.3,7,19.739672,71.501045
1452.0,6605.0,379.0,1129.0,738,862,1994,3317,4987.0,8759.0,339.0,1586.0,21.6,7,-63.905987,-14.514135
1935.0,9981.0,599.0,2797.0,924,2185,1350,3353,3365.0,8195.0,863.0,2316.0,21.6,7,-56.922512,13.115345
10077.0,20123.0,1102.0,3167.0,1547,2461,1867,3596,4482.0,9026.0,559.0,711.0,21.6,7,-42.762608,19.336466
5749.0,16380.0,1285.0,2939.0,1528,3325,2637,4972,5552.0,10372.0,2599.0,2249.0,21.7,7,-36.676575,39.664085
1719.0,7088.0,542.0,1928.0,708,2551,907,3108,1896.0,6926.0,0.0,0.0,21.7,7,-58.601,17.251
9648.0,20188.0,1156.0,2039.0,1641,2811,2534,4437,6872.0,10747.0,0.0,101.0,21.8,7,-39.428,29.872334
15254.0,33990.0,2489.0,4118.0,5963,6187,8847,9512,23368.0,24936.0,4319.0,4310.0,21.8,7,38.424427,29.28983
62846.0,93627.0,7503.0,12007.0,502,273,237,195,26929.0,26279.0,24678.0,21058.0,21.9,9,24.378841,-23.16921
10462.0,18806.0,1527.0,2265.0,1736,1756,3787,4249,10834.0,11410.0,5628.0,5738.0,21.9,6,-11.706791,-3.2122
3498.0,9463.0,1819.0,3967.0,3055,3423,3880,4434,8835.0,10262.0,1567.0,2762.0,22.1,7,-11.921677,53.745182
6460.0,16801.0,2025.0,4003.0,2924,2793,3711,4085,11088.0,11588.0,2277.0,3805.0,22.1,7,-7.081117,33.2926
856.0,5673.0,324.0,1591.0,171,108,103,0,2975.0,5037.0,1578.0,2798.0,22.1,-1,-47.114323,-37.65818
316489.0,465770.0,40478.0,65639.0,1226,694,0,128,313844.0,272196.0,144952.0,127135.0,22.1,9,63.838047,-6.5717835
4536.0,16279.0,1205.0,3417.0,3180,3787,3879,4582,10008.0,12380.0,533.0,1250.0,22.2,7,-10.423176,62.412903
41326.0,67829.0,11215.0,19127.0,197,113,215,178,39246.0,37081.0,27059.0,27419.0,22.3,2,10.836261,-50.512978
10749.0,22230.0,2253.0,5774.0,1523,1444,3573,3453,8933.0,9689.0,1529.0,3103.0,22.5,6,-16.306423,-7.2588506
34679.0,39962.0,8589.0,13226.0,0,119,0,42,36849.0,34735.0,36994.0,26837.0,22.5,2,-0.7917265,-58.405003
2998.0,12499.0,178.0,738.0,222,143,98,23,1482.0,4077.0,5579.0,11456.0,22.6,1,-33.812202,-57.979717
36081.0,56148.0,12323.0,21982.0,252,171,26,114,35327.0,34910.0,15496.0,26643.0,22.6,2,7.5788975,-49.330814
6043.0,16487.0,1780.0,4682.0,3653,3718,4090,4802,11719.0,14029.0,992.0,2498.0,22.6,7,-1.6664284,65.04459
16947.0,24834.0,8481.0,12889.0,228,294,61,98,17459.0,18102.0,14390.0,16495.0,22.6,2,-13.424745,-37.95201
1579.0,5630.0,777.0,2546.0,185,134,219,111,1986.0,7155.0,28302.0,40703.0,22.7,1,-23.801033,-73.8454
199591.0,298727.0,10405.0,15700.0,299,339,319,173,110342.0,102929.0,105541.0,104192.0,22.7,9,50.31008,-7.369157
143978.0,213376.0,20063.0,32016.0,533,223,168,151,174438.0,151949.0,78845.0,58716.0,22.7,9,50.63892,-16.701462
6546.0,15573.0,1604.0,3696.0,3243,3960,4365,5161,12026.0,14331.0,378.0,1929.0,22.7,7,-10.68404,66.6055
4380.0,17644.0,2164.0,6196.0,1574,3137,2031,4260,5198.0,10616.0,1527.0,2002.0,22.7,7,-39.857033,33.39172
35299.0,61482.0,8924.0,14683.0,300,169,111,106,35879.0,33110.0,25792.0,26968.0,22.9,2,7.686621,-40.166904
1923.0,6103.0,1292.0,4080.0,1459,1974,1968,2724,5055.0,7775.0,1140.0,1648.0,22.9,7,-47.264885,4.284271
1109.0,4657.0,932.0,3074.0,1387,2907,1554,3408,4049.0,8100.0,626.0,1600.0,22.9,7,-45.141445,28.722294
8076.0,11459.0,1680.0,4759.0,3209,3060,3831,4119,9940.0,9983.0,501.0,1511.0,23.0,7,-7.6575933,43.379826
3411.0,13576.0,1119.0,3046.0,1731,2825,2512,3575,6944.0,9786.0,1169.0,1667.0,23.0,7,-37.54733,27.349108
13027.0,17859.0,3163.0,4696.0,3037,3033,4281,4524,13605.0,13572.0,3063.0,3279.0,23.1,7,-4.7270346,41.130577
2419.0,4945.0,386.0,876.0,1727,2152,2082,2709,5138.0,6164.0,1032.0,1333.0,23.2,7,-43.374474,5.726328
23046.0,31463.0,27761.0,47128.0,5712,6187,8076,8366,20806.0,21009.0,3726.0,5443.0,23.3,7,40.476513,29.868174
32552.0,50440.0,7001.0,10787.0,370,278,0,19,42569.0,40787.0,29400.0,29491.0,23.3,2,9.323279,-40.185307
28309.0,40866.0,48578.0,76868.0,297,162,408,186,36868.0,33242.0,24461.0,26175.0,23.3,2,5.090403,-52.386974
2619.0,10978.0,605.0,1830.0,949,1331,2139,3028,5382.0,7711.0,1942.0,3879.0,23.5,7,-58.992947,-12.067554
38265.0,65819.0,4852.0,7140.0,521,316,1,40,24782.0,21972.0,11897.0,19048.0,23.6,3,14.51891,-23.130882
18976.0,16406.0,2979.0,4126.0,5815,5650,7852,7666,19674.0,19122.0,4261.0,4294.0,23.7,7,41.510933,32.916428
26988.0,41869.0,2219.0,3563.0,0,112,239,137,29156.0,26714.0,25067.0,21058.0,23.7,2,-7.0455704,-52.948086
3949.0,8885.0,1045.0,3244.0,2033,2418,3118,3484,8178.0,8953.0,703.0,1649.0,23.8,7,-30.971346,13.673552
6651.0,20523.0,947.0,2096.0,1251,1531,3223,3865,7208.0,8917.0,3647.0,5168.0,23.9,6,-15.648903,-8.75506
4814.0,13128.0,1695.0,4807.0,794,1416,1710,4093,3962.0,9924.0,4434.0,3958.0,23.9,7,-62.84306,0.44423166
1224.0,7746.0,708.0,4313.0,771,1655,2070,4748,4749.0,11374.0,448.0,1602.0,23.9,7,-62.628136,0.42834228
91676.0,136713.0,17560.0,28208.0,5854,6434,9722,9847,25944.0,24899.0,6909.0,5013.0,24.0,7,27.081205,23.648357
6820.0,15332.0,1390.0,3403.0,1468,1731,2363,2459,6083.0,7232.0,396.0,879.0,24.0,7,-49.11231,-1.4882873
6302.0,20420.0,3385.0,6531.0,447,296,48,2,13424.0,15005.0,7035.0,10545.0,24.0,2,-12.848232,-34.56381
73438.0,120726.0,22734.0,39614.0,583,270,357,109,70854.0,67148.0,58327.0,56414.0,24.1,2,40.220577,-36.994675
2677.0,9131.0,2250.0,6169.0,1577,2983,2275,3559,5411.0,9446.0,1754.0,2118.0,24.1,7,-42.43907,29.553442
2371.0,9237.0,363.0,3159.0,391,1249,501,1646,1596.0,4761.0,323.0,272.0,24.1,7,-74.78294,-5.1602607
1542.0,6360.0,0.0,494.0,109,2,263,206,10961.0,22185.0,6161.0,9932.0,24.2,0,-35.050964,-48.665096
2211.0,11706.0,56.0,661.0,101,0,212,112,19567.0,33297.0,7067.0,10028.0,24.2,0,-34.13806,-47.83439
906.0,5635.0,0.0,0.0,149,31,152,35,8236.0,18901.0,5290.0,9562.0,24.2,0,-35.31863,-48.630173
936.0,3359.0,0.0,369.0,83,0,239,138,8209.0,11293.0,9050.0,12357.0,24.2,1,-37.52636,-61.600014
1218.0,6557.0,0.0,0.0,98,6,203,112,3028.0,5998.0,17945.0,34646.0,24.2,1,-26.898064,-72.612015
842511.0,706013.0,128458.0,153724.0,4381,2852,1805,920,5818260.0,3283780.0,2721280.0,1500200.0,24.2,9,92.13359,3.7254784
150948.0,213878.0,40342.0,62443.0,354,371,206,192,89541.0,80382.0,86022.0,77849.0,24.2,9,46.18117,-13.892655
80542.0,119500.0,8375.0,13039.0,62,158,146,77,82318.0,78207.0,55956.0,62002.0,24.3,2,46.38999,-38.219185
32129.0,50209.0,7851.0,12578.0,281,221,537,233,36800.0,32233.0,29857.0,31060.0,24.5,2,6.592224,-44.162113
1640.0,7174.0,1043.0,4680.0,1244,2812,1599,4242,4678.0,10434.0,2579.0,3397.0,24.5,7,-47.681362,28.502012
153991.0,230557.0,13131.0,20652.0,145,223,469,213,180456.0,162079.0,82314.0,76836.0,24.7,9,52.42858,-14.700515
3289.0,10765.0,267.0,1074.0,1594,2122,1997,2668,5512.0,7113.0,425.0,1871.0,24.7,7,-44.298534,5.535775
11717.0,22998.0,1891.0,2311.0,2077,2407,3920,3911,10088.0,10331.0,2956.0,3481.0,24.8,7,-14.914533,13.435841
8574.0,16657.0,2404.0,5637.0,3735,3733,4914,5094,12228.0,10411.0,2655.0,2885.0,24.8,7,6.3354254,66.3423
60229.0,95462.0,5405.0,8116.0,565,188,0,101,74202.0,65548.0,59691.0,51201.0,24.9,2,35.51647,-38.990154
1295.0,3592.0,1749.0,3151.0,2648,2966,3408,3724,9128.0,9688.0,1865.0,1932.0,25.1,7,-17.582554,37.092358
2095.0,8405.0,310.0,1248.0,182,129,273,184,2963.0,5142.0,2085.0,2723.0,25.2,0,-44.40019,-35.597614
3644.0,11226.0,314.0,841.0,151,54,443,305,12933.0,11264.0,3782.0,4392.0,25.2,0,-41.434734,-47.96288
1250510.0,1169710.0,266393.0,329673.0,8477,5745,140377,93103,1287990.0,783038.0,1135880.0,607587.0,25.2,4,16.274673,-1.3494736
13423.0,20271.0,6838.0,11464.0,598,295,207,127,26265.0,25980.0,17106.0,22495.0,25.3,2,-4.8537207,-32.732246
533006.0,675849.0,127500.0,162864.0,1173,672,140,133,335128.0,273905.0,170268.0,140870.0,25.3,8,65.67228,2.2033317
12739.0,18962.0,3453.0,5633.0,9564,9867,13024,12719,34991.0,26682.0,8189.0,7770.0,25.4,7,32.345093,9.390572
20791.0,23641.0,2943.0,4629.0,3062,2773,4928,4774,14151.0,13277.0,2879.0,4255.0,25.6,7,-1.8134109,39.134785
3730.0,10276.0,1215.0,3471.0,2631,3044,3294,3600,9542.0,10427.0,1553.0,1633.0,25.6,7,-17.748478,38.04402
4991.0,12976.0,2828.0,5921.0,1570,1660,3172,3598,7748.0,8521.0,2111.0,2944.0,25.7,6,-15.390683,-5.3178635
6712.0,10066.0,2315.0,4328.0,2344,2439,4101,4148,10631.0,10821.0,3256.0,2634.0,25.7,7,-14.782684,18.600946
282.0,1516.0,909.0,3935.0,1221,2575,1637,3605,4308.0,9898.0,542.0,1169.0,25.7,7,-48.73732,24.139412
5332.0,12992.0,151.0,2631.0,1592,2666,2127,4267,6459.0,11823.0,3136.0,3302.0,25.8,7,-39.545048,25.92487
1793.0,5453.0,156.0,1746.0,873,2032,998,3231,3567.0,9602.0,488.0,720.0,25.8,7,-60.561184,9.903508
29096.0,44583.0,6158.0,9687.0,499,329,187,101,29177.0,28470.0,15965.0,25755.0,25.8,2,0.6724465,-33.60588
12561.0,18402.0,2291.0,4795.0,2610,2580,3291,3604,10201.0,11053.0,3998.0,3572.0,25.9,7,-10.306048,22.962816
9563.0,24263.0,2459.0,5246.0,2654,2742,5301,5693,13740.0,15597.0,2850.0,5098.0,25.9,6,1.3944582,8.060515
