FSC-A,FSC-H,SSC-A,SSC-H,FL1-A,FL1-H,FL2-A,FL2-H,FL3-A,FL3-H,FL4-A,FL4-H,Time,Cluster,tSNE-1,tSNE-2
3421.0,6108.0,2085.0,3347.0,11417,16262,15608,22338,25722.0,33639.0,13621.0,15929.0,16.4,1,35.090656,18.754719
976.0,3400.0,674.0,2491.0,779,1831,1038,2620,3380.0,8796.0,1093.0,2233.0,16.6,1,-53.922928,-1.2050688
1060.0,3978.0,1086.0,2722.0,982,1406,1445,2023,4283.0,6794.0,209.0,1150.0,16.7,1,-50.94582,-12.43487
1238.0,6074.0,841.0,3222.0,1106,1926,1302,2481,3945.0,6792.0,994.0,1473.0,16.8,1,-50.24419,-3.0081625
3007.0,11127.0,2497.0,4695.0,1603,2313,2309,3074,5946.0,7490.0,328.0,2136.0,16.9,1,-31.639826,9.102274
8318.0,14820.0,654.0,2081.0,3742,5171,4366,5868,11335.0,14479.0,2073.0,2197.0,17.0,1,4.929369,62.454205
3454.0,12668.0,1833.0,5240.0,2030,2712,3343,4552,9998.0,13690.0,2090.0,3416.0,17.1,1,-25.927822,30.94305
4765.0,23424.0,672.0,3174.0,1431,2141,2317,3515,6850.0,10558.0,953.0,2771.0,17.2,1,-36.086815,8.735778
4945.0,15985.0,1138.0,3391.0,2455,3095,3011,3854,8020.0,10615.0,2026.0,1963.0,17.2,1,-23.141848,26.430986
5666.0,25088.0,2396.0,7516.0,1152,1515,2777,3940,7073.0,10336.0,1169.0,3467.0,17.2,1,-12.0151825,-6.3743653
1827.0,9033.0,607.0,2098.0,595,791,791,1369,3210.0,5560.0,503.0,556.0,17.3,1,-59.409416,-25.60501
4051.0,5506.0,1014.0,2814.0,1937,2099,2814,3491,7749.0,10484.0,2411.0,3181.0,17.4,1,-25.72345,12.113409
182291.0,377962.0,18811.0,34265.0,613,213,0,106,116342.0,134063.0,67583.0,80262.0,17.6,0,55.29139,-3.9355752
133455.0,252450.0,4838.0,9071.0,53,38,45,69,101175.0,115510.0,53636.0,67011.0,17.8,0,52.6536,-10.744756
2850.0,7423.0,834.0,2377.0,1481,1976,2154,3243,5802.0,9733.0,2015.0,2914.0,17.8,1,-36.22555,4.7442904
2135.0,7357.0,1040.0,3733.0,1259,1672,1514,2298,4826.0,7635.0,1558.0,1981.0,17.9,1,-47.753258,-6.7935276
