FSC-A,FSC-H,SSC-A,SSC-H,FL1-A,FL1-H,FL2-A,FL2-H,FL3-A,FL3-H,FL4-A,FL4-H,Time,Cluster,tSNE-1,tSNE-2
194694.0,409764.0,32324.0,60784.0,541,768,469,229,108338.0,135301.0,89595.0,102352.0,16.6,1,65.44034,-2.8164659
67793.0,145076.0,13751.0,25578.0,349,312,149,64,36327.0,43627.0,33410.0,42743.0,16.7,1,37.84615,-24.426254
1166.0,7706.0,1208.0,4709.0,1105,2425,1738,3852,4766.0,11205.0,1093.0,2344.0,16.7,3,-52.679752,20.03264
271314.0,520198.0,21091.0,38152.0,1650,1930,35,88,221117.0,239980.0,96811.0,111857.0,16.8,1,71.60249,3.6239111
7728.0,16871.0,1448.0,3662.0,2578,3480,3187,4293,8872.0,11057.0,297.0,2720.0,17.1,3,-26.78684,29.090061
7289.0,18197.0,1050.0,5489.0,1477,2514,1938,3356,6061.0,10225.0,858.0,1234.0,17.5,3,-47.51467,2.991974
5671.0,18483.0,1017.0,3921.0,1724,2598,2473,3390,6252.0,9141.0,577.0,868.0,17.7,3,-38.86324,8.273817
14776.0,19913.0,1847.0,4857.0,2524,3294,3832,4828,10177.0,13821.0,1026.0,3361.0,17.7,3,-27.512493,40.88811
19842.0,41332.0,3525.0,7673.0,0,25,149,165,22374.0,26168.0,14513.0,23752.0,17.7,1,-13.952246,-36.194126
2989.0,11586.0,2092.0,5247.0,1179,1606,1827,2221,4707.0,5184.0,1204.0,1299.0,17.8,3,-55.72222,-12.35292
32499.0,67442.0,23061.0,41799.0,0,0,0,42,30745.0,33451.0,22828.0,30179.0,17.8,1,8.861499,-46.4131
6754.0,18694.0,1546.0,3779.0,3348,4589,4754,6136,12611.0,16453.0,2283.0,3210.0,17.9,3,-7.31813,70.39016
10194.0,18896.0,679.0,2860.0,2005,2785,3083,3833,8993.0,10538.0,1927.0,2321.0,17.9,3,-33.21041,18.219315
60480.0,97502.0,7837.0,10146.0,0,129,0,0,52236.0,57580.0,60462.0,62233.0,17.9,-1,43.18107,-40.41869
2498.0,10210.0,581.0,1687.0,2631,4307,3869,6675,10238.0,17297.0,1141.0,2309.0,18.0,3,-33.84475,51.793224
12288.0,18330.0,1596.0,4337.0,805,1114,2596,2995,6719.0,7897.0,1783.0,1761.0,18.1,2,-16.538189,-9.727828
4409.0,24006.0,1862.0,7005.0,2151,3701,3138,5601,8964.0,15928.0,1258.0,3952.0,18.2,3,-34.170002,42.99419
41022.0,78983.0,10136.0,18586.0,240,114,463,203,53818.0,56952.0,54841.0,52835.0,18.2,1,37.750576,-47.927254
1549.0,6488.0,382.0,1218.0,1632,3370,2161,4481,5184.0,9592.0,1220.0,1842.0,18.2,3,-42.45343,32.250076
1165.0,5801.0,166.0,1043.0,985,3067,1369,4121,2848.0,8180.0,238.0,600.0,18.2,3,-52.34981,25.715128
14885.0,20701.0,1041.0,1908.0,2272,2257,4090,4924,12469.0,13780.0,5282.0,4935.0,18.2,2,-0.05330107,5.152869
2055.0,9587.0,736.0,2535.0,773,1704,1217,2493,3124.0,6974.0,477.0,1742.0,18.4,3,-64.835335,-7.226362
3945.0,8006.0,0.0,1052.0,221,857,657,1645,1310.0,4795.0,287.0,276.0,18.4,3,-74.732254,-23.154613
3176.0,17457.0,0.0,508.0,189,89,216,190,10880.0,16898.0,1553.0,3158.0,18.5,0,-29.107635,-53.932117
2800.0,4996.0,0.0,939.0,221,196,162,123,7138.0,10271.0,77445.0,134464.0,18.5,0,1.213055,-81.98065
703552.0,921371.0,80719.0,120140.0,1804,1366,269,361,1228980.0,1035000.0,554995.0,484220.0,18.5,1,78.96428,24.88144
43603.0,81524.0,13394.0,25879.0,282,242,100,97,53701.0,57244.0,39681.0,43418.0,18.5,1,30.674652,-46.57359
13857.0,26563.0,2983.0,4451.0,2594,2556,2964,3365,9214.0,10443.0,3336.0,2407.0,18.5,3,-28.796747,5.494589
