"FSC-A","FSC-H","SSC-A","SSC-H","FL1-A","FL1-H","FL2-A","FL2-H","FL3-A","FL3-H","FL4-A","FL4-H","Time"
6496,13347,3086,5778,5184,6361,6421,7988,27747,31374,7587,8464,5748.4
60067,111940,23034,41684,7772,9859,12397,15576,31079,38985,8229,9691,5748.4
12236,23648,1896,4571,3310,4372,4962,6393,13402,16761,2478,3610,5748.4
4255,14176,1239,4046,3346,4717,4182,5954,9477,13292,1001,2883,5748.5
55303,83009,6191,10838,242,165,0,32,42156,49939,39406,44363,5748.5
22633,51832,4160,10178,351,302,0,20,26923,33059,14282,30482,5748.5
2788,12829,1127,3885,989,1219,1495,2002,4940,7243,910,2041,5748.5
10308,11077,1476,3342,3922,5127,5072,6153,12452,14928,2326,2557,5748.6
5215,12629,3021,6774,2302,3006,3283,4608,8529,12076,895,1380,5748.6
10084,15250,1998,2698,3352,4017,4577,5861,11923,14243,2059,2930,5748.7
3288,10903,729,1883,1505,1818,2165,2795,5799,7447,501,2040,5748.7
1589,8360,460,2832,805,2485,772,2827,2007,8512,215,141,5748.7
22277,18596,4411,7275,427,117,747,251,22784,24230,18405,16908,5748.8
17209,39266,1998,4088,352,347,118,93,25549,30592,16683,22413,5748.8
58675,110653,4521,8600,284,202,247,152,37994,41586,35650,34928,5748.8
64456,118167,5597,10723,0,74,352,160,70599,80894,62552,76250,5748.9
108035,223803,5285,11994,553,455,327,126,66942,74052,45302,54945,5748.9
32024,61226,7360,12702,0,17,171,92,40230,47472,28754,35348,5748.9
8042,20122,2864,6025,2389,3064,3575,4601,9450,12293,3878,3580,5748.9
114304,223558,19434,34449,321,219,0,38,142470,156783,71332,85213,5748.9
24454,48307,16729,30432,388,196,169,155,30436,36660,25636,32413,5749
9181,29575,2349,5863,3364,4013,4963,5972,12331,14795,3577,4342,5749
13910,20416,1925,2667,2746,3183,4739,5767,14396,16058,3212,4532,5749
7045,11661,599,3033,889,1545,1590,2816,3022,6614,483,906,5749
54548,99720,16854,31768,408,233,298,173,45882,53544,39204,49600,5749
31973,62506,9604,17921,366,233,235,94,42633,44875,39827,43771,5749
191722,347652,103798,185641,0,272,276,200,147413,156537,74021,75737,5749.1
14386,39355,27797,57680,2447,3189,3510,4363,8526,10025,2329,4234,5749.1
30318,53990,8397,17251,137,137,162,110,37138,44548,23834,35508,5749.2
14479,21676,1532,4847,4580,5230,5711,7208,15485,18900,4583,6886,5749.2
27687,64989,4080,7903,239,188,160,103,38780,43673,21350,25942,5749.3
9951,11737,2507,3153,4212,5213,5527,6630,13029,16165,3046,2625,5749.3
76336,137979,9861,16957,100,153,171,118,87146,87283,26739,27961,5749.3
2129,7538,525,2813,491,1758,885,2676,2254,6876,1144,1368,5749.3
1182,7572,204,1729,813,2137,1298,3316,3013,7996,691,1412,5749.3
34032,62361,5795,9925,174,192,339,149,31566,35015,30555,34762,5749.3
11361,16303,1522,4041,2607,3097,3212,3727,8610,10509,3247,3386,5749.4
19074,33097,3072,5070,2790,3116,4158,4908,12210,13524,3583,4478,5749.4
5861,8635,2190,3855,2682,2840,3348,3884,9087,10288,1517,2372,5749.5
9389,12853,944,3224,1646,2111,2916,3223,7453,8733,2196,2033,5749.5
8303,20665,1519,5030,3548,4357,4892,5844,12816,15461,1924,2413,5749.5
14242,22140,2348,4453,3062,3959,4281,4761,10823,10794,3016,2878,5749.6
9600,18112,1349,3138,3028,3756,4109,4810,11961,14365,2126,3586,5749.6
86137,140645,13857,22969,490,297,336,135,90543,95894,92283,77621,5749.7
6625,17058,976,2909,2277,2705,3280,3956,9208,11619,1068,4057,5749.7
3411,13859,1206,3150,2292,3013,2912,3829,8404,11176,1771,3066,5749.7
11040,18240,808,3016,2296,2552,3406,3872,10272,12309,2961,3256,5749.7
4105,10017,1026,3414,2413,2931,2922,3597,7580,10021,1106,3083,5749.7
11446,16919,2097,2877,201,117,415,228,17974,19034,15550,21381,5749.8
9791,26754,3246,7623,412,307,57,0,15623,19179,6891,14779,5749.8
10189,23824,6073,14077,198,248,109,117,17500,20109,19298,22478,5749.8
2019,13051,597,2722,734,1150,1094,1905,3194,5738,0,20,5749.9
37018,64978,9209,14115,290,232,307,129,57275,61369,55229,51708,5749.9
7631,15989,3333,6688,3920,4704,4987,6101,11914,14741,1283,3002,5749.9
59671,110017,10582,18537,68,84,0,114,65642,72825,55471,67959,5749.9
7327,17723,1196,2504,3539,4076,4589,5859,13108,14619,3014,3311,5750
3084,8184,763,1566,1685,2030,2290,2997,6131,7359,909,1052,5750.1
5612,10946,4260,8940,1546,1631,2130,2474,6210,7830,1851,2112,5750.1
4258,13517,1100,3190,3346,4252,3861,5016,11146,14353,1173,2808,5750.1
2429,9850,0,0,195,137,108,50,1563,6637,15835,36672,5750.1
66407,114970,9310,19766,677,411,361,177,69453,77680,51024,62898,5750.1
166228,287892,37362,68109,788,418,494,231,185131,178991,84671,83357,5750.2
5263,8150,2373,6220,3055,3517,3592,4497,9542,10773,2117,1674,5750.2
12213,19669,2063,3813,4059,4750,5809,6566,18253,21007,4337,5086,5750.2
2208,11717,1043,3181,1372,2009,2157,3328,5630,8752,203,984,5750.2
8617,17753,1503,2748,1230,1650,2698,3380,5792,7592,1000,1577,5750.3
10909,19504,1661,2947,2410,2432,3181,3553,8313,10261,2462,2725,5750.3
1166,4200,0,1501,651,1971,1115,2991,3401,9622,1950,3309,5750.3
1291,7810,616,2596,1010,2378,1415,3458,4587,11232,56,868,5750.3
13868,28078,2775,5843,6253,6810,7729,8671,17462,20350,3621,4159,5750.4
15664,22346,2489,5161,497,232,42,23,20775,22406,11082,18061,5750.4
3704,15498,909,2444,4553,6991,5756,9096,15194,23803,1407,4086,5750.4
892,5704,84,1770,483,2186,826,3846,2063,9501,0,0,5750.4
9380,24050,11174,27189,233,114,165,64,19144,22850,6275,15308,5750.4
7617,20654,2506,5515,3938,4478,5079,5780,14315,15106,2972,2419,5750.4
26591,50606,6507,10837,462,494,216,103,33911,34317,23880,27293,5750.4
29535,53676,1634,3980,288,218,0,0,37877,36601,26809,29601,5750.5
27195,46067,1150,3046,0,138,220,116,32727,33981,28430,28929,5750.5
4825,12965,1946,3788,1921,2233,3232,3637,8604,10471,1479,2052,5750.5
41447,54039,6373,10935,215,170,0,0,40514,40665,41846,35681,5750.5
232569,372488,49949,83881,870,604,3886,3927,111305,110737,103735,104022,5750.6
4506,22279,1177,4931,2745,3858,2945,4078,5747,8223,690,1458,5750.6
3216,8549,966,2002,3114,3710,3992,4839,11747,13620,1261,4109,5750.6
10190,25454,1680,5000,4589,4792,6593,7986,18718,21996,1001,3518,5750.7
25497,41167,3676,5149,3044,3496,6222,7074,16997,18360,8489,7230,5750.7
47335,75946,14384,23777,127,98,283,152,58760,56340,53037,48195,5750.8
90544,144306,7717,14372,146,108,393,260,79485,81931,66058,70597,5750.8
9704,19940,1656,4001,4545,5432,6026,6888,16974,18668,2429,4934,5751
39291,71045,18001,33612,0,70,87,90,12762,13540,7207,9472,5751
24905,42195,1702,4024,550,227,297,146,31915,32456,28631,24882,5751
5547,13672,13246,24495,1263,1117,3121,3598,8544,10154,1685,2469,5751
31479,57099,3814,5466,204,231,65,89,36602,38758,28822,28441,5751.1
7627,19175,1297,3860,1588,1863,3359,3990,10269,12140,3984,4309,5751.1
9053,18386,1320,3968,7313,8705,17923,22021,15692,19155,7996,8920,5751.1
33025,53415,5331,8829,451,293,0,35,38827,38413,27425,28640,5751.2
278822,416773,53259,78676,915,726,417,212,143757,140051,76110,91273,5751.2
8380,11540,4552,4619,212,121,19,6,8652,6970,3870,2332,5751.2
5256,11280,216,1890,248,150,182,94,7228,7729,2231,2217,5751.2
681,2677,0,1520,182,247,21,0,2384,7962,14346,39042,5751.2
498845,708544,25964,38331,1124,795,87,56,809550,720381,284619,271989,5751.2
32862,51504,4203,5458,330,327,23,71,26505,27702,16660,22962,5751.2
2043,8434,770,3187,1475,2472,1908,3824,4988,9879,903,2764,5751.2
12707,27961,1580,3323,7360,8477,9580,11395,19502,23546,1862,4152,5751.2
13487,27540,3894,6841,2929,3347,3948,4223,12293,14298,2467,3074,5751.2
15611,38692,2090,4142,3558,3968,4655,5204,13818,15222,1891,3564,5751.2
2113,7907,1548,4658,2431,4001,3395,5794,9070,14512,1159,1847,5751.3
47370,81345,47237,82490,435,277,0,17,59111,58623,36475,39952,5751.4
