"FSC-A","FSC-H","SSC-A","SSC-H","FL1-A","FL1-H","FL2-A","FL2-H","FL3-A","FL3-H","FL4-A","FL4-H","Time"
4599,18147,703,2121,1543,2104,1767,2355,5012,6924,1471,2163,6650.7
9572,13215,1376,3706,1712,2288,2451,3211,6631,8642,1234,2092,6650.7
4746,18286,1447,4618,898,1167,1344,1886,5022,6540,2201,2784,6650.8
11688,22980,1642,4918,1934,2365,2784,3805,8117,11130,1844,1732,6650.8
63552,135404,8375,14263,263,206,144,148,49437,62437,42251,54827,6650.8
9441,22231,1721,3682,2787,3659,4060,5774,11769,16657,2298,5608,6650.9
8308,15080,434,2407,856,926,1213,1676,4475,6088,1903,2727,6650.9
38099,73728,5813,12096,185,181,400,269,30276,35765,26478,29147,6651
1513,9692,1002,5911,749,1235,986,1678,2549,4537,437,1223,6651.1
7301,11503,801,2271,3283,4546,4024,5182,10822,14381,1340,3037,6651.3
9930,18048,7968,15794,3638,4576,4480,5432,12321,14878,3136,3160,6651.3
3444,10168,1673,4173,1839,2350,2458,3232,6767,8914,912,3025,6651.4
8372,19579,247,982,684,826,1753,2326,4342,6011,1536,2559,6651.4
8012,15015,1124,2978,2015,2534,3043,3947,8009,9725,1956,3080,6651.4
3832,13704,1404,3637,1949,2575,2397,3208,6039,7826,443,1411,6651.4
559,2180,738,2438,1595,2409,1773,2622,4880,7353,1707,2514,6651.5
17873,31838,3798,7220,4575,5988,6222,7987,16021,20408,2579,2691,6651.5
40972,77511,4909,9498,0,78,0,48,29137,36845,20003,29469,6651.5
19193,40938,2519,4625,3394,4044,4628,6250,12688,15430,3279,3171,6651.5
6769,12809,389,1951,1332,1344,2685,3214,6613,8366,1986,2539,6651.5
13513,35984,1393,3184,3363,4305,4286,5533,12124,15323,2465,3932,6651.5
11446,32761,1967,4780,2480,3376,3469,4717,8162,10894,2053,4458,6651.6
13893,27692,2859,4831,219,178,147,82,14055,17318,11170,15075,6651.6
13508,13546,1163,1684,2488,3101,2919,3338,7767,9648,2230,2768,6651.7
88670,165926,12747,26602,207,250,187,162,58920,66317,52330,57254,6651.8
25094,42556,3757,7921,237,218,352,194,18659,22673,7719,16969,6651.9
64617,104858,39808,24583,164,246,58,68,24161,28510,25549,23059,6651.9
41292,79819,5765,11183,391,170,11,33,24205,27042,19632,22720,6651.9
40517,92105,21068,40708,293,243,207,110,28085,35362,17805,28177,6651.9
9387,19937,2336,3888,3279,3711,4362,5485,9163,11515,2500,2404,6652.1
7589,10363,1524,2819,1235,1588,2155,2494,4389,5476,1197,1443,6652.1
46034,89874,20703,37124,0,21,0,1,41875,47819,31928,36723,6652.1
3505,14137,557,1556,1179,1547,1915,2678,5515,7866,0,1137,6652.1
18800,28815,2591,4603,6468,7758,8354,9997,19060,22562,4303,4589,6652.1
3662,14491,1155,4785,2005,2812,3362,4963,7617,11306,814,2305,6652.2
10894,27123,300,1675,1594,2040,3999,4986,10676,13425,2706,4263,6652.2
1689,6828,236,2480,1366,2083,1489,2295,4812,7689,536,869,6652.3
54242,88407,3197,6908,246,104,295,123,34735,38050,35130,32311,6652.3
102310,190465,30164,56675,7590,8777,9144,11618,23578,30232,5614,6208,6652.3
53570,101969,11293,19409,518,344,368,131,38580,45054,30195,40069,6652.3
9273,16590,890,3971,2231,2713,2151,2621,6370,7075,1723,2193,6652.3
27321,58530,43631,81124,5725,7165,7990,9486,21337,26613,4823,6660,6652.4
92471,196474,36718,69310,968,1101,2266,2740,32778,36221,23830,28576,6652.5
13491,16752,4698,8805,2512,2812,3395,4034,8946,10433,1556,1810,6652.5
45110,80443,12393,24427,0,172,226,80,34484,38433,23664,27714,6652.5
44681,80178,9236,18120,145,248,302,128,35402,39399,29987,34636,6652.6
4311,15386,1392,2739,1821,2179,2568,3135,6993,8493,1056,2033,6652.6
16056,29526,3984,6740,3807,4091,5478,6598,13433,15754,3029,3972,6652.7
84097,172991,80049,146102,6151,7058,7567,8485,22177,24815,6036,5743,6652.7
12080,27744,1750,4738,1655,1819,4160,5076,8866,10457,3368,4006,6652.7
11467,24923,3608,7686,2827,3659,4101,4983,11949,13746,4040,3675,6652.9
13334,28532,1707,4309,3016,3668,4562,5575,12898,15679,4690,4314,6652.9
5254,12747,1397,3066,2914,3330,3861,4712,10334,12851,1611,2756,6653
9776,20526,1812,3317,3626,4497,4464,5397,10809,12584,2944,3941,6653
27209,57916,6203,10355,320,171,0,10,11205,11168,6005,8557,6653
15272,29564,2348,3800,2640,3042,4401,5114,13092,14971,1272,3739,6653
74320,133895,6109,11961,619,353,396,125,58581,67417,53870,53281,6653
65023,118833,216278,359150,3730,4188,5385,6428,16617,19399,4460,5831,6653
1690,7344,0,506,134,22,51,0,8845,11044,1152,1698,6653.1
1600,4902,0,1384,173,51,108,11,4312,9013,6296,12144,6653.1
477407,700557,64523,105679,1158,1517,201,189,812680,796987,282834,298404,6653.1
2935,12078,957,2909,1821,2325,2588,3527,6730,8981,997,1700,6653.4
2050,6925,2010,4886,1712,2603,2341,3353,6236,8110,1745,1993,6653.4
65049,113968,7954,13301,149,131,278,141,44636,48279,40113,41720,6653.4
606284,990948,152229,241357,1620,1418,270,212,156716,152192,105402,111111,6653.4
28368,47081,5371,8214,484,297,81,83,28929,30112,15827,25301,6653.6
2355,8390,1639,2944,1674,1687,2020,2176,6068,7098,0,1515,6653.6
62904,108531,17574,31821,6741,7630,10268,11831,27693,31426,9092,10266,6653.6
