FSC-A,FSC-H,SSC-A,SSC-H,FL1-A,FL1-H,FL2-A,FL2-H,FL3-A,FL3-H,FL4-A,FL4-H,Time,Predicted_Label,Max_Confidence,Label
142189.0,186557.0,14007.0,16029.0,0.0,175.0,172.0,155.0,198941.0,153623.0,83336.0,61082.0,17.9,PEuk1,0.6149670631433973,PEuk1
2347.0,12115.0,1138.0,4612.0,439.0,810.0,605.0,1568.0,1600.0,4302.0,1296.0,3654.0,18.0,Syn,0.7160768566248501,Syn
2677.0,11957.0,1299.0,3776.0,1224.0,2019.0,1996.0,2963.0,6074.0,9569.0,138.0,346.0,18.0,Syn,0.7513539625729329,Syn
1654.0,10734.0,978.0,5387.0,659.0,1688.0,791.0,2073.0,2226.0,5842.0,373.0,1034.0,18.0,Syn,0.7317040684046903,Syn
4643.0,11658.0,417.0,4690.0,1108.0,1917.0,1398.0,2550.0,3040.0,6411.0,401.0,272.0,18.0,Syn,0.742567837907637,Syn
13820.0,26743.0,1925.0,3344.0,5703.0,5421.0,7931.0,7765.0,21300.0,20440.0,2228.0,3410.0,18.0,Syn,0.8376942661566353,Syn
8680.0,22389.0,6704.0,13353.0,278.0,152.0,140.0,78.0,11892.0,12532.0,4053.0,8514.0,18.1,Syn,0.6588363849742591,Syn
9992.0,20706.0,3565.0,6877.0,2594.0,2875.0,3952.0,4173.0,11757.0,13122.0,1483.0,2244.0,18.1,Syn,0.770483877453864,Syn
47582.0,81685.0,9844.0,15722.0,3297.0,3084.0,8194.0,7803.0,21065.0,18535.0,8328.0,8483.0,18.2,Syn,0.786040146175815,Syn
74285.0,97073.0,6891.0,9233.0,511.0,280.0,591.0,223.0,59713.0,49018.0,44183.0,40124.0,18.2,Syn,0.5361143543949535,Syn
158969.0,221472.0,31939.0,41195.0,3928.0,2607.0,65752.0,45945.0,101610.0,76258.0,139915.0,118695.0,18.2,Crypto,0.8849859016021784,Crypto
29196.0,47465.0,3833.0,6656.0,5918.0,5930.0,8268.0,8079.0,22279.0,22378.0,5313.0,5696.0,18.3,Syn,0.8257116285662269,Syn
8451.0,15624.0,2466.0,4493.0,4674.0,5271.0,6299.0,5846.0,15388.0,15312.0,4113.0,2636.0,18.3,Syn,0.8130418765210824,Syn
62639.0,93295.0,16623.0,22771.0,360.0,246.0,0.0,46.0,74517.0,66189.0,74537.0,52164.0,18.3,Syn,0.5326800470428037,Syn
7530.0,17030.0,2123.0,3956.0,3765.0,3596.0,5098.0,5269.0,13071.0,13854.0,1120.0,2030.0,18.3,Syn,0.7985266579795707,Syn
1716.0,9626.0,387.0,2159.0,469.0,1202.0,655.0,1907.0,1772.0,4486.0,1277.0,2735.0,18.3,Syn,0.7280194179606846,Syn
9877.0,20348.0,2760.0,4174.0,2625.0,2564.0,3734.0,3768.0,9234.0,8993.0,466.0,1355.0,18.3,Syn,0.7618245488385327,Syn
9015.0,13135.0,3560.0,5383.0,388.0,364.0,119.0,99.0,9140.0,7321.0,5439.0,5911.0,18.4,Syn,0.6728084482760585,Syn
49073.0,71620.0,6627.0,7311.0,2.0,150.0,264.0,117.0,37403.0,33475.0,33188.0,28508.0,18.5,Syn,0.5779881508846468,Syn
33648.0,58106.0,442.0,2844.0,4569.0,4446.0,7726.0,7476.0,19177.0,18460.0,4712.0,5866.0,18.5,Syn,0.8027370276641709,Syn
3094.0,15553.0,1486.0,5582.0,2483.0,3399.0,2771.0,3802.0,6721.0,9145.0,85.0,887.0,18.5,Syn,0.7691763356802555,Syn
2630.0,9829.0,2871.0,9188.0,1190.0,1554.0,1816.0,2337.0,4351.0,5521.0,600.0,786.0,18.6,Syn,0.740104207757991,Syn
17018.0,37973.0,2035.0,4788.0,5208.0,5190.0,7529.0,7508.0,17767.0,17630.0,291.0,1418.0,18.6,Syn,0.823735375184567,Syn
4175.0,16428.0,317.0,1693.0,2171.0,3447.0,2669.0,4688.0,6716.0,11158.0,361.0,534.0,18.7,Syn,0.7869470895761964,Syn
7501.0,16486.0,2166.0,3594.0,3690.0,3811.0,5219.0,5292.0,12232.0,11752.0,1377.0,2193.0,18.8,Syn,0.8002607429798991,Syn
144072.0,220493.0,14204.0,21957.0,746.0,426.0,516.0,176.0,100648.0,88288.0,78240.0,70759.0,18.8,PEuk1,0.6059502514572794,PEuk1
14744.0,20948.0,3165.0,5640.0,2995.0,2387.0,4715.0,4624.0,11600.0,12051.0,3148.0,2614.0,18.8,Syn,0.7799659807545292,Syn
17288.0,36467.0,4027.0,6403.0,1731.0,1755.0,4848.0,4995.0,12134.0,11998.0,3306.0,4168.0,18.8,Syn,0.7708596076839409,Syn
59336.0,80361.0,6423.0,9327.0,336.0,238.0,200.0,169.0,52592.0,47729.0,49296.0,41118.0,18.8,Syn,0.5611041108808765,Syn
24975.0,43871.0,4138.0,7079.0,7662.0,7995.0,9883.0,9771.0,21060.0,20275.0,2795.0,3780.0,18.9,Syn,0.8599655732545622,Syn
20244.0,45723.0,10929.0,17922.0,3137.0,3175.0,6959.0,7189.0,19191.0,20783.0,3504.0,6920.0,18.9,Syn,0.8094259696974196,Syn
910191.0,794295.0,1248160.0,1309060.0,4901.0,2711.0,2574.0,1693.0,102303.0,81463.0,55337.0,43017.0,18.9,PEuk2,0.9986221072983607,PEuk2
3837.0,12368.0,490.0,1647.0,1743.0,2670.0,2512.0,3916.0,6585.0,9650.0,472.0,859.0,18.9,Syn,0.7736613813784603,Syn
23326.0,33903.0,4663.0,7020.0,5606.0,5174.0,7682.0,7146.0,19714.0,18896.0,3651.0,3874.0,19.0,Syn,0.820587921156195,Syn
477736.0,587405.0,47191.0,66256.0,1443.0,889.0,11516.0,9715.0,220154.0,174809.0,178267.0,136795.0,19.0,PEuk2,0.997488506968938,PEuk2
9707.0,19037.0,2691.0,4740.0,3189.0,3594.0,4539.0,4607.0,12739.0,12358.0,740.0,1106.0,19.0,Syn,0.7827409255646212,Syn
28393.0,46783.0,16049.0,23129.0,0.0,0.0,196.0,72.0,31082.0,28782.0,15400.0,26681.0,19.0,Syn,0.6193200336167268,Syn
8691.0,20337.0,3869.0,6671.0,3043.0,3051.0,4261.0,4377.0,10668.0,10874.0,3130.0,5044.0,19.0,Syn,0.7763291511538178,Syn
2445.0,6786.0,954.0,2382.0,1715.0,1809.0,1918.0,2109.0,4826.0,5819.0,272.0,397.0,19.1,Syn,0.7370366368744207,Syn
6181.0,12314.0,3235.0,5276.0,3068.0,2826.0,4284.0,4227.0,11368.0,12020.0,1391.0,2124.0,19.1,Syn,0.7808295784471349,Syn
10901.0,24511.0,5932.0,11774.0,4882.0,5275.0,6569.0,6730.0,17012.0,17449.0,1378.0,1671.0,19.2,Syn,0.822390938265944,Syn
16067.0,26207.0,2217.0,4978.0,6352.0,6275.0,7439.0,7592.0,18853.0,17964.0,5296.0,3157.0,19.2,Syn,0.8365991364192048,Syn
44920.0,78157.0,14726.0,23457.0,2917.0,2917.0,7940.0,7973.0,20684.0,19807.0,3630.0,7227.0,19.2,Syn,0.7940947977794369,Syn
6239.0,13440.0,1359.0,3484.0,3102.0,3668.0,3485.0,3560.0,8906.0,9798.0,1727.0,1612.0,19.3,Syn,0.7656949077619962,Syn
4263.0,8309.0,2756.0,5121.0,2100.0,2010.0,3488.0,3441.0,9726.0,9977.0,2329.0,2069.0,19.3,Syn,0.7669780755991921,Syn
18095.0,36347.0,5683.0,9595.0,13426.0,12139.0,1258.0,1183.0,46312.0,45396.0,20249.0,44121.0,19.4,Syn,0.6760595752869534,Syn
5930.0,11755.0,513.0,2686.0,2074.0,2003.0,3368.0,3664.0,7617.0,7357.0,763.0,1412.0,19.4,Syn,0.7686225782686918,Syn
425205.0,533826.0,117956.0,166458.0,520.0,606.0,421.0,168.0,171616.0,147047.0,102137.0,89491.0,19.4,PEuk2,0.9979334832273,PEuk2
89631.0,136999.0,40330.0,62045.0,514.0,431.0,2.0,38.0,76621.0,66247.0,50262.0,49081.0,19.5,PEuk1,0.5219895338039677,PEuk1
6148.0,21920.0,1917.0,5621.0,4128.0,5193.0,4641.0,5823.0,10489.0,13197.0,256.0,1092.0,19.5,Syn,0.8071298522379474,Syn
63300.0,88960.0,8270.0,12864.0,435.0,218.0,299.0,151.0,63486.0,53920.0,42812.0,33329.0,19.5,Syn,0.5454068785430304,Syn
245261.0,340089.0,16017.0,20455.0,800.0,669.0,95.0,134.0,141936.0,116528.0,83442.0,68986.0,19.6,PEuk2,0.7789212818443961,PEuk2
