FSC-A,FSC-H,SSC-A,SSC-H,FL1-A,FL1-H,FL2-A,FL2-H,FL3-A,FL3-H,FL4-A,FL4-H,Time,Cluster,Label
860900.0,787147.0,79294.0,93770.0,5610,3440,75154,49328,986381.0,605044.0,743706.0,454943.0,22.5,1,Crypto
314078.0,456393.0,64159.0,99785.0,12474,12526,29115,28944,78674.0,74459.0,33424.0,29054.0,24.4,1,Crypto
904655.0,1049590.0,133013.0,189742.0,7852,6949,147006,129588,610476.0,483970.0,373133.0,305455.0,25.2,1,Crypto
261513.0,345867.0,18828.0,29031.0,645,785,9365,8537,170018.0,151163.0,160460.0,123829.0,25.2,1,Crypto
838698.0,914640.0,138134.0,182193.0,7759,5968,131620,101267,745175.0,526387.0,504359.0,359008.0,27.1,1,Crypto
293163.0,403511.0,23329.0,33976.0,2841,2362,3242,3402,190863.0,152847.0,77915.0,65930.0,28.1,1,Crypto
968545.0,997073.0,282247.0,358969.0,12614,9224,110012,82689,987529.0,688519.0,775492.0,509330.0,28.4,1,Crypto
335086.0,454206.0,46094.0,69556.0,148,357,6674,6349,143997.0,122161.0,132866.0,100177.0,31.5,1,Crypto
522692.0,706969.0,184572.0,276130.0,14152,13634,16536,16273,101908.0,75583.0,61398.0,47836.0,32.1,1,Crypto
442164.0,598325.0,62487.0,92706.0,1625,890,7278,6795,138458.0,117976.0,153622.0,109918.0,34.3,1,Crypto
375971.0,505069.0,24145.0,34223.0,1127,508,6269,6065,126054.0,112392.0,105389.0,82773.0,34.4,1,Crypto
947991.0,753530.0,304748.0,323326.0,14842,9082,238821,140444,1491850.0,834677.0,1045240.0,585433.0,34.6,1,Crypto
2630180.0,1499810.0,4424180.0,3934440.0,10175,6209,12058,10418,548199.0,393108.0,312824.0,203634.0,37.8,1,Crypto
2310210.0,1952020.0,1305730.0,1511710.0,26831,19859,31952,22538,129150.0,90178.0,70274.0,49189.0,40.4,1,Crypto
613163.0,875352.0,64767.0,98017.0,4106,4033,4494,4724,206260.0,171242.0,121870.0,88819.0,41.1,1,Crypto
709908.0,886658.0,309913.0,447178.0,3801,3023,6457,6007,474529.0,370551.0,201203.0,163073.0,47.0,1,Crypto
951040.0,1181310.0,275511.0,374353.0,12387,9575,123320,99805,957792.0,710946.0,800041.0,581447.0,49.3,1,Crypto
666591.0,902105.0,111998.0,180140.0,3129,2572,52386,50976,275735.0,239053.0,196576.0,174772.0,50.1,1,Crypto
548439.0,627357.0,197061.0,280947.0,6576,5038,123018,96999,512500.0,382412.0,348534.0,257985.0,50.8,1,Crypto
929790.0,1238570.0,84406.0,129129.0,4466,4297,64545,60919,439682.0,371319.0,276158.0,226153.0,51.0,1,Crypto
1897170.0,1275050.0,447186.0,388639.0,14913,7338,300398,144628,1720800.0,810442.0,1233230.0,550049.0,51.1,1,Crypto
1370370.0,1008990.0,282206.0,236271.0,18517,9748,407744,208994,1559010.0,737660.0,1167850.0,498792.0,54.1,1,Crypto
1181650.0,1422290.0,169463.0,217615.0,8403,6741,159676,128743,652605.0,494429.0,413812.0,329028.0,58.0,1,Crypto
467845.0,524326.0,376197.0,432305.0,4143,3098,3936,3651,201458.0,161067.0,107988.0,81801.0,61.6,1,Crypto
1305230.0,891640.0,327331.0,244827.0,20220,8542,441207,202430,1966720.0,868867.0,1326110.0,502240.0,62.4,1,Crypto
1812810.0,1300480.0,403851.0,457990.0,15279,7032,296479,134768,1923290.0,829192.0,1400010.0,568507.0,64.0,1,Crypto
250996.0,381889.0,147541.0,223333.0,8861,7416,22139,20642,63724.0,57268.0,24787.0,18138.0,75.0,1,Crypto
859664.0,806341.0,186064.0,244171.0,10917,7972,116932,84235,846953.0,567144.0,580407.0,393821.0,78.2,1,Crypto
699185.0,764436.0,704511.0,630559.0,17103,16741,35495,34740,100660.0,93768.0,43698.0,35364.0,80.4,1,Crypto
549827.0,702480.0,101961.0,159091.0,2024,1243,19162,17143,289517.0,241252.0,221178.0,181845.0,83.3,1,Crypto
603690.0,883483.0,16020.0,20189.0,575,637,7352,6670,160326.0,140616.0,162411.0,113819.0,84.3,1,Crypto
444262.0,501962.0,333603.0,504066.0,6596,5165,106454,86956,484700.0,363857.0,321777.0,256749.0,90.2,1,Crypto
1097780.0,910605.0,495515.0,430906.0,13841,7709,190250,99434,1390070.0,700987.0,1227960.0,552482.0,94.7,1,Crypto
691450.0,949577.0,50700.0,76225.0,951,1048,10133,9404,222490.0,192324.0,202286.0,182394.0,96.4,1,Crypto
520590.0,661446.0,64968.0,88174.0,1010,628,12124,10295,219817.0,177004.0,186715.0,142411.0,105.3,1,Crypto
1389210.0,1643300.0,149365.0,202058.0,12596,9916,277921,219760,810643.0,601631.0,536622.0,392956.0,112.2,1,Crypto
894765.0,910480.0,1002900.0,1212720.0,20166,15722,28827,23677,478313.0,372217.0,209071.0,167073.0,115.0,1,Crypto
591982.0,846566.0,30625.0,46115.0,698,822,10515,10256,163507.0,146233.0,175654.0,139765.0,116.2,1,Crypto
