FSC-A,FSC-H,SSC-A,SSC-H,FL1-A,FL1-H,FL2-A,FL2-H,FL3-A,FL3-H,FL4-A,FL4-H,Time,Cluster,Label
694834.0,591795.0,227683.0,239502.0,10862,7486,164640,115992,1830060.0,1196250.0,1513700.0,847327.0,18.1,1,Crypto
343161.0,455571.0,31843.0,43718.0,719,781,6430,5482,151821.0,123213.0,167292.0,113822.0,23.1,1,Crypto
509488.0,675810.0,100765.0,155923.0,961,816,6034,5697,204416.0,180038.0,206646.0,178334.0,31.5,1,Crypto
641307.0,821135.0,82706.0,119794.0,2736,2267,31047,28900,231441.0,194521.0,197381.0,149351.0,49.3,1,Crypto
511144.0,739736.0,28386.0,41553.0,853,734,2733,2461,130377.0,116944.0,155104.0,130866.0,53.1,1,Crypto
1294290.0,1150300.0,335175.0,383055.0,11988,7390,152620,95109,1295440.0,759847.0,978736.0,537980.0,54.5,1,Crypto
168870.0,234884.0,76369.0,106549.0,10289,10558,27493,27019,73887.0,68261.0,30529.0,27045.0,54.6,1,Crypto
543301.0,747482.0,66355.0,98737.0,2474,2402,32890,30715,236970.0,190818.0,147959.0,115497.0,61.9,1,Crypto
730530.0,658993.0,185935.0,238916.0,14653,10119,243337,175757,2239710.0,1457070.0,1840920.0,1128060.0,67.8,1,Crypto
23064.0,45298.0,4555.0,7707.0,30686,31286,29274,31135,64717.0,64514.0,6147.0,8354.0,80.3,1,Crypto
353777.0,482793.0,24134.0,32405.0,1860,1768,28089,26752,194570.0,166402.0,140324.0,123633.0,81.8,1,Crypto
250666.0,346889.0,34837.0,51118.0,373,667,6466,5269,157815.0,134834.0,127097.0,100931.0,82.0,1,Crypto
629720.0,805818.0,243302.0,325605.0,16806,16758,26080,24890,64670.0,58913.0,14112.0,13964.0,85.2,1,Crypto
120634.0,192369.0,36983.0,54650.0,18991,17761,25996,23717,81045.0,71998.0,24079.0,24103.0,89.2,1,Crypto
365859.0,467893.0,23192.0,33271.0,1262,828,7716,7217,187383.0,162454.0,175301.0,150873.0,89.4,1,Crypto
442646.0,538419.0,84008.0,118387.0,1395,786,8311,7128,263280.0,210618.0,266401.0,202539.0,97.3,1,Crypto
494647.0,460769.0,214285.0,290670.0,5314,3665,68632,49903,760848.0,509412.0,594860.0,380928.0,110.0,1,Crypto
570185.0,683379.0,144938.0,216922.0,2755,2207,31383,26774,286438.0,222991.0,195673.0,153176.0,120.5,1,Crypto
2655170.0,2088350.0,6629970.0,6145460.0,14687,9748,13817,11512,589289.0,434110.0,347603.0,234701.0,126.4,1,Crypto
393754.0,533380.0,17757.0,25564.0,2473,1823,26231,23650,177763.0,137351.0,122473.0,97817.0,126.4,1,Crypto
1731930.0,2312100.0,251126.0,356681.0,9437,8547,136938,123002,1370460.0,1095330.0,1048780.0,863875.0,160.4,1,Crypto
419780.0,528859.0,51076.0,74362.0,1000,574,5645,5550,199863.0,167715.0,175266.0,149607.0,163.4,1,Crypto
5259210.0,2027860.0,12202300.0,6106870.0,15364,3367,7264,3051,330580.0,203404.0,162277.0,98335.0,167.1,1,Crypto
580940.0,769583.0,42903.0,66924.0,3014,2690,51625,48658,322727.0,277607.0,220242.0,197435.0,169.1,1,Crypto
535564.0,606438.0,685864.0,940269.0,3790,3208,4889,4477,129325.0,105546.0,108686.0,88886.0,170.5,1,Crypto
789109.0,912738.0,124475.0,168038.0,3858,3189,55750,45919,376476.0,280916.0,231055.0,180464.0,176.4,1,Crypto
462778.0,626253.0,60338.0,86692.0,2615,2632,34690,30722,281588.0,226863.0,201250.0,158956.0,178.0,1,Crypto
354630.0,317005.0,209879.0,297610.0,10806,9152,155541,131162,1089810.0,841681.0,817445.0,641605.0,179.7,1,Crypto
381485.0,498384.0,22526.0,32892.0,794,534,8039,6698,165568.0,140775.0,180800.0,125702.0,184.4,1,Crypto
438125.0,564753.0,50382.0,73359.0,617,736,7950,6937,217600.0,182683.0,208189.0,155730.0,187.0,1,Crypto
671109.0,937326.0,63895.0,92968.0,2262,2028,32893,32305,222571.0,193684.0,186993.0,142296.0,187.3,1,Crypto
270789.0,381897.0,37190.0,55249.0,230,337,4240,3889,122691.0,100591.0,101965.0,83595.0,188.7,1,Crypto
706395.0,694399.0,141196.0,178715.0,7283,4893,62398,44499,565380.0,373960.0,412905.0,250895.0,189.9,1,Crypto
304464.0,402059.0,60242.0,91252.0,589,500,5096,4634,149804.0,128968.0,128571.0,96553.0,193.6,1,Crypto
508092.0,623130.0,69189.0,97424.0,1867,1163,9434,8767,220376.0,178673.0,182317.0,149189.0,208.5,1,Crypto
548820.0,583113.0,92130.0,130602.0,5816,4644,42241,34608,539147.0,399549.0,422029.0,277759.0,209.6,1,Crypto
627638.0,873059.0,89707.0,141124.0,3089,2872,38549,36172,234446.0,190609.0,158048.0,128204.0,215.6,1,Crypto
428439.0,582600.0,31531.0,46936.0,945,749,8285,8084,213214.0,184763.0,212897.0,180046.0,220.1,1,Crypto
432882.0,541333.0,502858.0,712316.0,24486,22210,32014,28631,103224.0,89048.0,25844.0,23042.0,229.1,1,Crypto
429341.0,594032.0,53896.0,76198.0,1695,1593,27391,25071,218043.0,175617.0,154927.0,131521.0,238.6,1,Crypto
314575.0,450665.0,17980.0,28429.0,162,212,6046,5740,131054.0,115987.0,111547.0,95726.0,240.5,1,Crypto
132565.0,176683.0,89149.0,121668.0,15450,14205,22110,21679,62288.0,60502.0,16640.0,16869.0,243.4,1,Crypto
396300.0,532949.0,46958.0,74632.0,1045,874,5456,5070,183101.0,165580.0,182826.0,135632.0,245.2,1,Crypto
1242660.0,1436720.0,190839.0,267424.0,23981,23574,28338,27341,126108.0,110659.0,102762.0,85953.0,249.7,1,Crypto
1000960.0,853036.0,2828890.0,3293890.0,6041,4422,9214,8794,557142.0,275802.0,343114.0,182745.0,258.8,1,Crypto
787525.0,882746.0,70852.0,96052.0,4632,3662,45835,37773,489026.0,365015.0,413142.0,270647.0,262.1,1,Crypto
346551.0,467425.0,51676.0,72785.0,387,311,5073,4911,145943.0,126086.0,142509.0,126488.0,264.8,1,Crypto
502165.0,502274.0,599495.0,680730.0,4029,3022,4008,3728,159770.0,128603.0,62289.0,49927.0,270.2,1,Crypto
644978.0,834844.0,27873.0,37570.0,3624,2625,43114,35640,301196.0,221917.0,231739.0,138697.0,279.8,1,Crypto
326597.0,414965.0,69347.0,101759.0,572,583,6178,5698,158379.0,137810.0,139674.0,111872.0,288.2,1,Crypto
13425.0,19247.0,2073.0,4082.0,15915,15644,26861,27713,57865.0,55327.0,15132.0,20589.0,297.6,1,Crypto
479964.0,573653.0,48611.0,70182.0,1194,967,6413,5944,257443.0,216481.0,270432.0,211156.0,303.7,1,Crypto
351578.0,441653.0,30659.0,41497.0,151,384,6440,5746,188550.0,164190.0,165427.0,126660.0,308.3,1,Crypto
17011.0,19340.0,3055.0,5386.0,40838,42585,64605,66801,107004.0,98622.0,16244.0,24624.0,310.1,1,Crypto
653495.0,787581.0,119502.0,189508.0,2266,1700,38,124,1237890.0,1004140.0,406167.0,365683.0,19.3,2,Nano1
499869.0,585521.0,65138.0,96694.0,1538,1548,302,219,850034.0,671399.0,326172.0,292353.0,20.0,2,Nano1
