FSC-A,FSC-H,SSC-A,SSC-H,FL1-A,FL1-H,FL2-A,FL2-H,FL3-A,FL3-H,FL4-A,FL4-H,Time,Cluster,Label
824024.0,1380510.0,73320.0,124857.0,6047,6666,97907,109952,593439.0,630715.0,466164.0,468079.0,18.7,1,Crypto
248272.0,447727.0,25471.0,47380.0,610,548,3608,4300,92274.0,108500.0,80257.0,112329.0,19.7,1,Crypto
927234.0,1165580.0,105820.0,147618.0,5423,4444,94944,82113,599861.0,492649.0,413502.0,361614.0,22.0,1,Crypto
718551.0,860369.0,77495.0,109366.0,7327,6652,61154,57417,752707.0,664765.0,532636.0,505298.0,22.3,1,Crypto
524636.0,655424.0,49785.0,69201.0,3031,2711,41356,35930,304100.0,247463.0,192903.0,175843.0,30.8,1,Crypto
28152.0,36614.0,2212.0,4093.0,15195,15531,22647,22772,56874.0,54103.0,7932.0,16341.0,36.4,1,Crypto
378720.0,523375.0,19579.0,27127.0,276,516,5276,4681,122740.0,108243.0,104618.0,90686.0,38.4,1,Crypto
1878450.0,1763380.0,2727340.0,2952360.0,20988,14636,9251,6673,169474.0,120613.0,190517.0,123756.0,41.6,1,Crypto
1807890.0,1261750.0,229444.0,227744.0,5712,3315,74958,39998,497863.0,236081.0,385408.0,186488.0,56.4,1,Crypto
1262060.0,1172920.0,132088.0,161029.0,7581,4493,117540,74485,1072800.0,646205.0,784682.0,454747.0,58.7,1,Crypto
427741.0,592288.0,50325.0,74977.0,441,400,6173,6053,170919.0,153079.0,206439.0,144883.0,79.5,1,Crypto
1185410.0,1544590.0,207696.0,302591.0,6453,5860,38005,34155,559462.0,462377.0,484337.0,384091.0,87.9,1,Crypto
393384.0,545302.0,47275.0,72156.0,617,557,6468,5593,189429.0,166822.0,180151.0,149716.0,88.7,1,Crypto
450363.0,642002.0,47133.0,75246.0,755,743,7275,7327,153834.0,143678.0,127110.0,127841.0,88.8,1,Crypto
769530.0,975532.0,159874.0,231691.0,4344,3987,69228,64059,482215.0,404899.0,392036.0,299894.0,93.3,1,Crypto
289040.0,392178.0,76486.0,120843.0,237,380,5727,5622,120489.0,111790.0,92719.0,80153.0,94.6,1,Crypto
4200100.0,2650110.0,8338200.0,6753730.0,16828,9012,10233,7279,495847.0,243586.0,160580.0,74440.0,98.0,1,Crypto
378447.0,499920.0,176274.0,261254.0,9558,9749,9350,9300,109560.0,102266.0,65793.0,58429.0,101.6,1,Crypto
295179.0,406713.0,39599.0,56227.0,1423,740,5309,4891,150902.0,132870.0,126035.0,103613.0,102.1,1,Crypto
249712.0,364844.0,10313.0,15367.0,524,357,4817,4426,125073.0,111355.0,96728.0,99929.0,103.1,1,Crypto
325465.0,440100.0,25954.0,35861.0,832,497,5874,5159,149998.0,133912.0,125795.0,109550.0,105.4,1,Crypto
427143.0,595762.0,31632.0,42581.0,499,848,9636,8622,191780.0,166188.0,200968.0,139911.0,117.9,1,Crypto
199607.0,309707.0,133724.0,211384.0,14602,13122,33518,31105,97563.0,86170.0,36275.0,33702.0,118.8,1,Crypto
458609.0,631662.0,23887.0,33377.0,3608,3016,20518,18533,168585.0,139615.0,140701.0,106138.0,123.5,1,Crypto
318450.0,444947.0,12640.0,15454.0,702,642,5587,4851,143216.0,131821.0,96907.0,103474.0,124.3,1,Crypto
389557.0,577578.0,45054.0,70793.0,427,267,4431,4327,128919.0,116159.0,111350.0,96766.0,125.3,1,Crypto
981852.0,1291400.0,1074430.0,1568140.0,11212,8900,6184,6015,500979.0,380877.0,176274.0,134094.0,129.2,1,Crypto
649358.0,733478.0,71880.0,90034.0,4344,3112,53217,41236,389627.0,280586.0,280485.0,205350.0,133.5,1,Crypto
357298.0,483034.0,26965.0,40400.0,1549,1259,22827,22024,165651.0,145486.0,103168.0,89636.0,134.1,1,Crypto
571007.0,742575.0,35954.0,47199.0,4662,4196,60873,55084,323706.0,274556.0,268138.0,211964.0,139.2,1,Crypto
575421.0,552694.0,1298510.0,1585850.0,12457,8900,5891,5305,364591.0,282458.0,196754.0,136987.0,139.9,1,Crypto
