PC1,PC2
-133155.3860757731,-1141.0162371698061
72022.00910910146,137408.9000236468
-129352.6708251255,3423.3620100169446
-143292.55789175606,-12147.240810691119
85902.61550733799,161689.94411575358
-141027.521469601,-9362.860731979523
-139910.12484055644,-8273.565335523861
-128211.81791875916,-2019.0452241561488
-7903.711320793955,75351.00431732071
-104183.43938117818,34690.60025792244
-139501.73550204295,-6413.658907123953
102533.88900082384,179289.66864924596
-28546.842446995797,44362.13100637751
-142097.5458072026,-12226.788938821965
-142910.9187264666,-10152.22477402
379670.76773495215,378378.46831126936
-138633.37132758799,-7777.744406280827
-124179.38713969849,-2411.5118794304453
-135502.80512792416,-6268.155562786555
-131037.2580991638,1086.3196697501153
-81132.0950120321,-5489.583374211272
-142151.70170360632,-10537.034199082042
-137695.57348864168,-7350.6612268712
-64782.74716792285,39563.12261591503
-131797.0369470906,-1228.2812932606957
-94715.13778759958,5885.2426264037
-141032.44388969117,-8526.716365519716
-136720.02024328138,-7964.544552243157
-132935.80514003555,-4693.547712420397
-135626.54663266646,-4741.98034636589
-132331.85685650288,-5411.647948989743
-123043.8715157276,6129.245688746016
6624.641411991441,59873.64652781515
-136978.48985339515,-11712.40652132712
-136291.81371899057,-7742.837889993005
-135658.64679653756,-3792.713749555496
152470.73238618602,-209258.17821313473
-136706.23859107422,-6824.5977319953945
-134810.18141825113,1144.7814030090958
-137597.97030979753,-7276.439292921224
-132792.79841688764,-2981.4847801942615
-139614.0377776971,-6240.700151003841
221253.622690239,-73299.67850966057
-138775.06704368757,-6851.215714726806
-132721.03708308432,-7141.368108134951
-143304.39065923222,-10824.497027470747
-94031.61145832886,13867.544203114003
-143495.1574092672,-10826.571126946077
-70225.3748277098,33442.460283988476
-141471.73457539265,-8035.826667147304
564505.6127624742,543869.0390111811
-122477.11975790016,12842.051929978892
-110719.48031217398,12258.499843063377
-112004.44147866029,28133.178326467103
-125050.60811968066,-2390.438294648624
-141637.62993816315,-10227.726760589454
-1454.897611076798,62048.248348109475
-137342.1855439433,-9400.117816266282
-140807.7294615117,-9217.871950638117
-130908.019143002,-749.7672319384128
-133133.6024108639,-4250.024235671897
-135905.88437721625,-7213.197255189809
-69355.99009412898,-63070.53547443403
-140508.0294640051,-8003.820126693469
-144789.02201026384,-12801.772552908906
-126715.4979712047,-2272.9550647909946
-126485.58482492951,-6598.8097107083195
-140184.75194684212,-7530.047903336686
-141376.64241954152,-10731.604331876937
-143920.22597197146,-11149.913965049196
-140965.147366151,-8488.162457563227
-129294.63119135924,4178.918136950093
-126751.06013007904,-4662.723098095266
-138101.08957088765,-7334.444416983449
-137095.08229685455,-7972.665546885183
7122018.333263571,-3184639.3447084217
404811.25410073344,-219113.95007572565
-142632.83293222677,-12047.935500443897
-138618.41123060317,-9635.836852177654
-142153.18119980308,-10337.865003988038
47217.33509806215,-77908.95799809153
-63770.81570875735,22141.395170430806
500101.8060312221,39056.496730316336
-134279.8531256202,-4094.331736725311
-127989.07949815804,-499.3854283172677
-135566.81131779923,-6836.720629413855
117714.1477007774,131281.7536229465
-137089.84105627128,-8746.743995141074
-38977.39690229425,39344.02159438146
