PC1,PC2,PC3
102511.72766182812,-96084.96149665104,-28014.997592107502
-123020.4059279605,14033.687705842121,17589.10894266337
-121436.83432632133,11814.553607551414,14217.096128527157
-123941.4623191253,13754.805395762582,16502.759461931586
-122590.88229572671,13293.74774903992,15672.774393436719
-106321.89621068865,3788.533883353057,6933.104359760389
-109707.30840824125,11909.51849840752,13291.20820432608
-113042.36748783149,10647.254852037753,11091.567310882268
-84233.26439546248,13314.4326708378,5119.9899317504005
-29953.00689311874,-16758.610396421293,15444.110395811094
102373.40167309043,-32249.417648961145,61470.25762632693
-96338.80798991205,6141.0291381229745,6168.652284946298
-110855.46359233056,6938.598135345006,12087.126383183877
-5085.297627329273,-25507.584297329307,35185.647977116445
-114281.82427858304,8469.507322300848,10842.644145447393
-123727.84979819244,13346.353788630213,17687.421867007783
-115532.15909060925,11815.925578492457,11522.073143385642
-112385.47796183667,11317.037812955896,16111.690958829911
-60616.6095202517,-4095.095910489119,20257.643128138734
-98080.7176560754,6215.583856334052,6988.77131879198
-120732.58825276794,11580.766941301583,13778.291724592615
-121341.11003514857,13968.367511231221,15148.382427959885
-108139.52100067979,6946.5647005461215,6239.285698117055
-120769.90326724328,10841.903156501416,14026.904118123926
-114584.13488401312,8971.959459237869,11455.627409022
48132.97477903032,-34254.261330815614,13527.784054019772
-110399.4048490624,10841.250636336697,11825.634601263004
-108255.55430611072,11356.677046359506,11208.701176420927
-37875.78317546018,-15534.497155557994,25845.37871177113
-100218.3452748921,7048.158853943726,5136.34004132747
-99119.42594804583,12302.906117377293,6415.618128743048
966951.1682688975,1003617.6270769483,-375630.95108224265
-120796.7479952833,10963.76413507585,14233.63382687301
-101000.06285568063,7924.5811299427005,6721.839982419211
334028.31961386855,-56909.06130694196,-18106.992199424538
-113599.41280750811,9529.123484407544,10140.32995565932
-77414.4714775822,6701.94593176278,9890.201187504164
-112772.70280207635,10932.836896304876,13326.930681950971
-122319.94158116663,12285.376426472822,15015.409454868239
-115118.06878603308,10136.006931993168,11909.23503467644
-108706.61635426474,9326.644990817276,7873.365910972243
-105105.1446398058,5446.148071901185,10197.117518723377
-85713.96940008915,17605.31810106393,798.7965257217475
-117300.23588279147,10271.272191686108,13656.79710982688
-116643.9519243675,10404.69317063565,13904.030807121379
-73096.81563819131,-13925.812643395057,11646.716409596778
-119073.53229093766,10540.930728804513,13651.640871651205
273914.6098202623,33663.09508774827,-66892.20159219987
6871.330021982183,-1601.091459342064,4295.754795513738
-116987.65177434511,9935.694317002668,11535.595217673137
-33725.499758664635,-18900.246414929596,13778.268769923105
117605.6735503942,-45211.35179288921,-19416.73158544014
484835.1132820241,219751.7720133726,-160821.5453922749
-115315.66470751706,8516.061897895903,14278.671569394626
531284.5358870192,-237747.7106061221,-176708.6904124814
-7337.231616628909,-28478.331542379052,9070.700219023958
-115166.28629816907,11277.321598926408,13825.446137300954
-103122.32920810246,2914.1265440828192,6611.267847718722
-115092.11713819554,10514.832427693977,11682.81788113432
-74094.36607354367,-2822.956408026301,15686.874670457266
-115751.40753820167,7992.486738731484,10597.010485022365
-119208.74739344447,10005.797083851558,12751.683588727665
-113550.6924840773,11934.053051496761,10401.700523837884
-106939.28912381291,6878.625644915129,10967.145397514898
-119109.30397903667,11383.561983023003,12827.255303012316
-115259.60837596204,12226.888337396123,13362.254506480713
-102549.14844494953,3327.0388710986153,7329.000641449615
-117345.35628584097,11780.800914660886,14230.715049659299
-120398.80545366736,11849.394677069111,13776.826435273828
-117286.30230242308,10881.753650490416,13564.09199313106
1097021.4014621999,1119822.2578065312,-442323.6696874396
-120623.7766435929,11673.133117787238,14348.488345755044
-19710.30753626248,-21490.88596038779,20243.67824266298
-118392.32020405692,9249.453386784782,12082.54996496307
-121847.4829474558,13312.862869077886,14859.931376629684
262182.4472278336,-52471.84313035848,-3503.5905961888857
246427.3712481783,-150992.87387024786,-84087.04958994492
-110302.24546016895,7544.233561625449,10291.96921467677
-120849.10612177486,10485.3056413903,14192.501391785638
-14678.048523366684,-18132.950143345803,4648.928592016142
-77186.26742853758,504.84737068462346,14502.635314734669
-101917.71730172687,8409.891057033818,6011.463994005171
-113231.7036767599,9636.576743382266,10446.545571896968
-74241.21859616257,-7014.546961439915,10782.611986404692
10069.455301463997,-32701.691019911876,21336.748420828208
-114627.09153629007,9209.372643486895,12141.304406852285
-121679.27806793597,13625.113070021273,18535.4058696197
-122946.50042825425,12508.500114352004,15633.467288963864
-101275.97803293832,7958.835914563918,9202.583827818826
-77544.5203867337,-3728.4486186299728,10826.030578461428
9315.557066705762,-31822.983223556734,18835.84568928004
-118992.13165990869,13312.8573041165,15369.235094249403
-106067.65172068287,6658.858072766161,12188.768601888725
-123666.78926249735,13349.685187884712,16257.201723538741
-116026.55523726031,12682.929260358587,13841.075393343779
-104595.55814576634,8845.554208016987,9534.28091507377
-124089.95418618024,13334.436526304858,17504.170138819212
-120712.91031605829,11285.081663352532,14199.953674104778
-62478.14990903828,-12464.539972118804,20766.111893346024
-73653.49950020379,31799.54649464078,-2098.3059948397677
-93684.01970385641,5836.591772932088,12323.12183798412
-105238.44864401489,7921.922165728182,9357.425410400589
-111921.7637458689,9510.34623305289,10203.43187333618
-113107.21552428385,9609.122914588508,12410.482098847768
-47166.93166959396,-7689.44888442563,5689.443119353582
-107057.54685141587,8135.9209582535395,11032.759391021234
-112269.17977431393,10245.640834632653,10019.288457075185
270154.1770008986,-53247.41969423884,38532.08866128446
-118568.23504738671,15076.767104170478,14520.013129318739
-102351.52381230672,7969.736401920764,10037.37971284561
-118822.26291884635,11113.427378351538,13738.232918032685
-120152.2855411792,11723.488961933359,15724.642640293352
-117056.49168238229,11271.367526939564,11828.399989021196
103662.97878968499,-32634.059153406994,11669.288261358664
-78034.36397998853,-5647.814367420113,2543.360036154043
-116300.59749430642,11831.054950170463,13791.299587887883
-117051.77199762492,10162.064932534728,12030.563000261187
-21608.527197061398,-21203.25346003281,28611.946968352153
-122279.0882652635,12707.643223777412,17444.525896293148
-120258.90761464837,13052.141406832714,14269.904794918364
-211.1325639699353,-215.91855075808417,-9446.754829852121
-69458.10811329569,-7179.969433197337,22177.95654786351
-109141.47713903677,11147.743676514881,11768.292511260945
-107463.55357093291,9072.920149874597,9936.18336927136
-114758.89899210079,8357.932798744841,11737.929702444322
-109166.17976898448,12663.495249778704,10331.004214150147
-30037.21455322861,-4044.318753684136,13519.983227079882
-116121.27298787933,10692.90740232865,13431.970642198201
-119871.64651750804,11161.581020872742,15078.017499276126
-49567.740618618554,-7909.777781873992,16020.998567343002
-14998.554750735464,-25055.49415024235,12194.600612509676
233392.88682734792,-64091.176624716914,-77973.86997076163
-42693.35932344843,-13698.592441332978,18077.733640993327
-121249.2978443454,12359.40591872755,16056.64536382352
-62925.361140922454,-1392.8227890742564,11011.335645033163
460269.3101681914,-39960.92046080288,4383.231252662337
68899.65938826448,-47071.972117293684,-14706.925826170493
-81706.54813889743,-2764.7396089741596,20824.06980638584
-77658.28143390434,-2893.7048341033333,5567.772407034994
-104550.15315353907,9996.9056861623,9099.624847051151
-117288.29937304511,11446.801455782264,14602.154444447438
-105323.82227839674,9451.564789851813,10873.252329853221
-118768.47731140724,11267.57957750944,13790.674132569227
-118385.00387328908,9508.50650344465,13613.186037877931
-125263.40856404544,13546.964462607175,17177.199757664326
-121228.26558637216,11580.7968452906,15548.50039661758
8887777.658574216,10766336.976071829,-3023101.628952207
-94675.64370570306,19804.827381663457,7376.168367570517
-119273.89396757662,11568.195608767073,14272.016322764655
689579.3002800711,7538.758497361392,-184788.57206297544
-43878.17094065483,-15431.320170642528,10540.76719758051
-43860.72955011997,23700.278620878787,8650.668920851871
-4879.193517786232,-47065.59764841497,-15210.129534061394
-53989.237324235015,-11436.520859102631,18453.791528253783
-42633.02337783815,-12135.463222661678,6650.332616364702
-106743.13031135863,10616.074026900511,9900.551327636156
-119345.13993767256,10573.505288114964,12798.07537386726
-38824.38148393674,-13573.196488713744,24448.20180914938
-110779.98246264792,9371.311193589494,12010.62981890294
-69243.87942242331,6677.6597980527495,4321.972542200763
-122846.8596290119,12367.227050926545,16980.06550761478
73744.67660915708,-62548.89801400239,16723.143594731828
-101768.66967742088,20157.630816181285,9628.003353903965
