PC1,PC2
213085.25364014256,-47200.43412646042
2597933.837716197,1277878.6723684422
-94260.23321904497,6291.688762962254
-19144.52582965458,-16000.756916951736
1598636.1765986509,2951424.6902046655
-90474.50718254621,5157.838069442178
-87818.60262049011,6020.692281946498
-97299.96137246313,11553.75873515393
2000758.3271803486,2892207.154598736
-60886.72576340775,-3367.043678748334
-97507.12918228225,9229.575774541203
-89822.64275408216,10456.087444193516
-98339.17614712525,7844.477538144966
-101458.81196757471,9176.6676220371
-89350.31088197153,7352.76242823304
-96602.52577615702,6888.1045212945755
8636.466896568469,-19356.847190587556
-93078.55339642247,6770.775417646802
-94342.93549129696,7303.907893854925
-94155.04188938139,7122.085318662364
19848.940590928964,-14065.968602451676
-55848.15289648159,-3157.853809579732
-89458.96493233134,5710.6496309160075
-94943.455550251,6480.853972622193
-94019.06974987959,8296.790717703612
-92926.92985725602,5089.941663842882
-92087.00809986208,6592.320023055198
-86904.15225254437,7501.643705541745
-32784.52029691293,-2124.56317905835
-97888.56463851556,6199.0658712186
-101189.58375615388,9090.664412227376
-89834.28169874701,4915.829310291671
-99770.24381241309,7968.87668186053
-96796.21509015888,5996.44460396672
-100741.44330964208,8561.717255319922
-84705.79635111961,3094.9903298669797
680059.9366174088,-326717.41114930017
-99239.19972673195,7705.092302263726
-100928.06412382273,8877.90973438252
-89032.48765574029,7221.349572961599
-87500.89071735638,4548.967157942096
-15823.225805641996,-6423.952828386575
-19833.275571919832,-20050.636953100533
-92787.18191989721,5757.738353065293
-98949.0360455618,7629.248702702167
619849.1698250205,-208075.49520388886
-100242.32585720865,8308.101436615021
-36726.08721159151,-9814.587155642743
-93677.34122067683,5961.075530367201
-90604.34828943598,7730.2732436355045
-6302.732435563259,-185.7191577528065
-76056.96716758238,4617.21189423381
-93490.79019925532,7689.789297004728
-33897.16016636665,8433.442255000584
-51022.15053561131,-4591.6150707172455
-87759.32321425663,6078.199169821003
-89493.33477186969,3749.4356317224883
209073.33397576003,115645.52033815652
696.0653849331284,-11604.938168370614
-34791.871947988315,-6402.001410273422
-81712.21585939331,2727.4593424177174
