PC1,PC2
-92747.12942033386,-26736.142815694446
-24349.131357366336,19400.25789373257
-52747.40622741877,2815.884943643705
-61444.49488272849,-6153.034132110475
-86284.03143427131,-23312.153567489528
-26255.70167594911,29695.096210471773
420310.20574299165,-229150.17732132686
-80564.69538677215,-19988.226653260215
-92458.57523783372,-28045.731488733083
-95357.58063401241,-29003.79947202191
-89421.65679349191,-24815.859431569337
2640965.5814818004,-1170922.7458143213
-87509.97763791769,-24270.351069430464
-86141.50925962732,-21377.32665806663
-54298.52274584196,10029.815144048775
-90759.95175018569,-26327.099070009506
-82642.94251252119,-22668.9441606196
-81335.89818831392,-11390.537127817432
-90075.24905162545,-20772.671242411423
-84606.50235094952,-13561.460618733676
2827319.8012707457,2307350.9918318354
-89730.76430915242,-25006.05830354821
-70684.6806558056,-14488.852634332983
-63681.31815265102,-3931.075771922944
-83947.0544328518,-18842.570149034626
-89829.88979037569,-23554.69015684978
30773.95484743941,20243.22184290151
-91234.54757880127,-27545.143786433033
16863.324478279,-41252.2902087446
-46086.786734697715,13034.453207420604
-89660.98811053661,-24012.4516244612
-92586.64240425378,-27496.13006014059
-53341.712320342966,10712.728914362862
-83876.75305254529,-24317.931288600987
-64608.418530297495,-3908.146836124306
-82840.0426037474,-18954.655255850208
-80085.5722858243,-19867.48320397323
-89631.38354116162,-23234.528797095438
-83063.09023475868,-17798.47518500629
-43238.86958764992,8831.997624198706
-51666.24873847942,1164.7525290537524
29526.562465766852,86997.67157002322
-87311.65645385334,-23177.364123367995
-66786.68131068381,-8261.543538960224
-79107.21675818812,-18313.497678740478
-57695.56926043904,-48532.343501164476
-85168.37760541122,-21425.59104176996
-87563.63540888028,-22957.719155741164
-91668.15560235023,-27889.917053135014
-92369.07360603697,-27037.211494528547
-53194.069972808844,-4826.455841144252
10071.116566261204,51900.822125751714
-88124.72070100874,-25501.18616357808
-87813.85355143223,-25466.541451426438
571292.4667688762,-150826.94912669712
-83299.49069750978,-19775.76735526492
-88565.29763604104,-23188.8227475506
-40956.8638236564,20052.30351081563
-89691.88418177259,-26024.440796433522
-59557.546554921275,-11900.770339005456
-61135.417395606804,-1538.7277186739848
-81898.09475044388,-18405.735486307778
