PC1,PC2
-98364.11943204649,31689.492363410223
-82635.04326825845,8085.2628065400495
749056.7820692265,11164.795578005858
-70050.99565278483,9722.192016295347
-90304.88897769271,23070.95994684812
740655.6780673623,-706515.6933953048
-70672.77969112404,17221.044987451525
-91517.96846482011,27371.865517576465
-71646.53736600872,11373.955134438445
-50617.02374661079,9316.041213734967
-57050.34173386039,9093.460295522702
-79132.4177327206,11913.866489926288
128445.7457667938,-132889.53770059385
-30528.292153556773,-7815.944605347751
-95875.75599727001,29055.672964285943
-95054.37384016572,31214.467110794543
-93017.17726277711,27166.862016162842
-97819.06012972642,32061.017958462722
-89928.30999631778,26312.929279765343
-79778.27918766813,17233.361299973018
-53683.71113073413,-6631.3548454280535
-50575.66452236036,-11759.531978330713
145002.18860933406,-138152.18238024806
-92233.14901677419,26669.24027449775
-94199.54416906436,27242.933454718706
-74249.24443205545,10516.956240255502
-89064.9300910885,27485.257089452363
-86508.33066280076,26614.941479829227
-60492.48450656701,1907.8224855084918
-49017.78595331536,-2395.391583289791
-89244.2279287587,23960.628024112615
-96561.06366572982,29612.4878889725
-63331.33648095364,4129.817352676011
-86680.54166142283,21455.341429973807
-57620.00399278703,-5284.447766028563
-90473.98829480655,25101.095697125464
-80559.79031390452,20539.043637142742
-90823.48274932716,24090.72383235772
-60918.81980588515,6494.099288946105
-92429.65554935715,27358.925049531586
-74037.76314239687,14441.745859325325
-57580.473037223805,4654.884552435735
-95710.74039826506,29724.272938885522
-96171.19616378075,28412.938217384894
-92875.41755300696,24772.170318549695
594662.9691315566,-423547.5657793968
-56669.28704403556,1735.3069170361923
-39247.08998100854,-19274.40814748568
-88686.14420766223,23777.556267992913
-76285.5575916845,16946.36050329169
-91913.54999119531,27259.173320639376
-19393.027213979178,58057.9977426664
-80533.88784233032,17746.455060370296
-79114.92249552299,19355.3382214678
-91583.20431457117,26725.93507868664
-98198.38156924963,31859.8465138338
-94371.79556395295,28351.473243706587
-94469.24034089333,29912.33983592389
-92807.50772505917,25139.193235678722
-44833.55885337556,228.56121303673717
331200.3635749857,-249985.44952711283
-87891.23291816535,26244.764522659556
-82048.31128606392,17331.475972262084
-89892.39098585692,24992.941120631604
-95437.5927629311,28914.226032302475
-52616.11635819469,-11182.426714964342
-77784.6404981966,18677.321701265137
-89100.58293078354,23543.768738556544
-90280.43960531538,25711.22574927057
-95713.98265844934,29296.260721048347
-93602.14874252427,27006.452990063954
-95206.7094257328,29380.48418246093
-23647.6984506305,-25506.073145961964
-89737.27122915971,23694.369386026643
-97245.29594047544,30658.597411626113
-96413.88342103681,30197.196488949045
-95298.30988340532,29285.543196465962
-92249.89982307973,28788.912523247112
-88452.80121100855,27187.61533393727
19185.478575274887,-40180.64411624077
-96989.34258421572,29151.688816939444
-96732.65063918415,28641.596381317606
-82289.57616653801,9232.012386571816
451510.6184983522,-431694.0902417671
-89180.8942095539,27276.45815869941
-96757.26451144338,29938.1340820551
-34957.560262669955,-24949.551088651795
-92165.43627666958,26075.413730761615
-61473.842449217926,-4229.454761410161
-97404.88792093364,29897.233663350882
-82179.47682141364,22589.957191059897
-68449.07640866826,14596.44734949042
-93796.02073347491,27327.57298031482
-96976.80820583047,30339.004370023944
-54482.49471236927,-3263.554035327681
-85156.04499295558,21229.527348405914
-92050.11846948572,36984.37597203063
-71906.16979984808,11023.134630787048
-87305.97835338715,25312.368010973536
-95424.9405125281,31112.752363057756
-93932.96838724964,28091.548894062904
367449.5033739278,-10508.96615068357
-83350.42035074513,28913.0163865193
-93236.72852158903,27839.486076095847
-69892.19179475747,12212.44581157549
-88947.55202543907,22321.065675692065
-41164.96508560578,-38.449202968375175
-84445.73118493642,24649.250470190025
-88549.45346983022,28517.828546336044
-69799.35842010102,16562.781496635293
-82359.92008324724,17751.952901772893
-89295.08692869841,22812.58852953369
-98549.96889262488,31169.457693760858
-95567.39272719233,29143.515631693434
-93991.78324390123,28684.563510900534
-96701.75932614908,30333.906688513845
-92474.18382725334,27959.29952080491
-94193.74622315186,26213.24912798804
-90827.45049008822,24743.055403800914
-96752.54840610085,28873.30976322583
-98758.32487859184,30859.966844090533
529989.9457761828,-447901.4790468846
-94484.36199527678,30266.32538927967
-89369.40323759573,23333.81264058564
-36255.41514300716,-9096.889394064681
-45759.60079492102,-14271.472217080278
-98191.18335798202,31796.557428612356
-65068.877117645025,15578.734872527803
-91029.68250876697,25809.00904999298
-91142.32751087325,26026.442216490275
-92899.56556380143,26931.723716140496
-87298.96406958673,24681.84036604986
-98860.7439000981,32370.772071145944
-97953.31328617079,29943.968727760966
-95755.35212130734,30184.553424784583
14410.613327058163,-50483.73394949094
-37948.62978449508,-20526.69649496232
-93056.00178229611,27871.32270977592
-46539.389621596725,-1759.2775179055607
-90282.84555481806,27245.39118119779
-98177.8351808424,30953.83390202917
-36980.495026803,4744.222847560795
-72995.162972441,20299.40376858089
-88425.3636066035,24352.877773311757
-49133.836909021506,-8293.4481559782
-26723.28617293718,-21927.88155267464
-33059.915200146585,-21235.610186166545
-83937.27059398743,22181.205524602476
