PC1,PC2
-133349.89579365874,30194.45053123553
-134618.01872441423,31572.012519305565
-124053.83061407798,19458.47428674813
393699.8415174753,-260207.69958928975
-85980.44279010687,9814.037994161448
-133682.4211488498,30847.690641377325
-117274.63910354678,23630.646042652566
-126788.76129602798,25783.249523815
-124816.03079278028,30527.617233420555
-131688.6011347197,32974.40201002065
-104495.62718133198,8282.681166205824
-106709.7283395689,19098.069569881947
-135293.14269737704,33697.85620808967
231934.1769450406,269044.8356465615
-95633.36223529771,12658.001061900311
-104058.21991780284,14268.408031846084
-127315.98800376743,27588.574740032236
-135323.11914957568,34444.34925513293
-113552.0552553168,23657.371139979692
-103249.75355398154,13499.627972687627
-129105.0878618145,29339.03197442676
102102.90920097829,-143915.5035947464
-132812.61042088596,30636.837632993163
-131360.87536909356,31824.323254933483
-89153.87552958049,2768.24295883545
-102213.14762356243,10899.588045264944
-128658.736978122,32006.67943270604
-13431.27070005551,107922.07113849907
-132225.6116021044,31417.61210230891
-115352.37810651031,26903.59786215338
-134715.80938453926,32710.789498319697
-99459.95668359988,-6408.922278253842
236523.09548309867,-209170.50951956213
-134056.17586151342,33398.04906598008
-115792.43340066631,20019.32919472728
1031526.8774453057,632102.4277657138
-131394.57174376727,32166.472647291586
-95316.70594135784,8951.48759756362
-129512.23313656836,28727.711884008153
-135467.74269021727,33347.36641875455
-127898.61040721867,29787.732765794804
-128702.22279583373,27996.15188916036
-122128.41722219398,22452.630310579225
-133806.87901742448,32445.62848729291
-127374.74337457641,33080.9218895629
-130187.3511537524,29201.85620459264
-114210.65909702847,25789.490588892273
-92045.24575398784,4271.380428495468
-125646.93229063465,26797.910025372134
-69590.622516882,-11598.711353183462
-129379.14207254982,28608.685575802127
-45087.0969931462,-15562.922299873768
-133081.87047509162,33424.380964410986
-131713.32624018608,29967.470779710722
-105812.17840266536,14720.90031102244
-125032.35382434794,28785.123110026987
-120467.1017492543,19398.995114034955
165443.60073648163,55171.86037428548
-86294.56821810231,2204.67301980314
-131245.9548505842,29258.961713559343
-84207.7203487287,8758.385104011824
-127932.9504062853,29716.44264052322
-125475.12039946046,26665.414407519143
-131543.051772597,33095.92446593375
-75865.33741376901,2163.7759481493886
-132257.06736554112,30617.943697071856
4782.794511001819,-37097.69146036021
-121561.61000833052,26842.336153572727
-117817.97468067326,18639.968092184045
-132375.03439226784,32427.343796355126
-101189.86129210019,11685.67425302678
-132345.368063521,33261.101151018396
787406.4188054113,459920.7430010915
-134091.26542668793,32249.229565402078
-81248.94972529434,11775.102006727506
-133148.43090730428,30752.754324552894
-114402.97011034208,24417.39643571405
-124755.14078210568,21492.04901545551
508081.42912449955,-466732.6735523878
-126443.60519223646,30674.85960777205
-127336.7366137243,24931.833865644614
-134566.94351807566,31573.57766292984
1004101.1188582331,-879530.9769846955
-122119.31920909288,24747.50362633782
-132767.6871269878,32308.674224270613
-134058.79967451983,32448.03506050454
-126975.19272578027,23916.958117353373
2439104.0482969945,-359236.55795552285
-123722.60094283342,25232.842814787582
-129845.28850356402,29418.532791521848
-129247.77344624467,30072.808583463313
14152.591959823883,-65408.27194503441
-125889.43449919758,30903.612497539558
-128504.09510108455,30303.164792582018
-135310.33136866393,33527.36401233968
60905.20404249203,138443.29021645646
-95905.0408586734,15879.41306122794
-127192.66649333578,27903.59281172467
-130288.32215987767,31545.078953182456
-131263.87334526988,30723.943583611977
-120285.70379194015,24523.161879298204
-68812.20946678008,2460.621690471129
-126136.87104254251,26478.167054057696
-99847.32601098443,9892.268723767324
-127460.72560545817,29616.010017218734
-121325.50516380442,16906.81704704297
276294.25268099015,-271423.6745254563
953436.66990666,-222069.77131801497
-133141.01297506693,32720.17861611255
-131290.46020607173,29283.633028803073
-135473.78450107097,32862.7718540611
-131520.59640087467,32345.565462934857
-126028.27455104703,28544.449831945465
-124996.56562007056,26463.379579423916
-50320.86954790643,-25959.459604664364
-119121.93638084488,21235.565541524986
-121078.57252878131,24934.921253939065
-120621.20412258836,19448.794495651076
-80858.37516970863,-1692.3982014472494
-103327.60065714376,18298.18859229298
-60484.76430470415,-8329.384807239185
-123249.85200030892,26995.061656265658
-76642.03801692196,-5744.774660221992
-134713.96709534057,32237.038128312473
-129276.04870297403,29367.660047112822
-131555.26275127003,32587.625867388084
-108232.19947458536,10566.839585602636
-128324.73631254889,28937.987637760343
-82004.35360490278,-2930.983074530908
-125306.15914056855,28391.265824994298
60876.91355275083,-112028.11484578875
-94062.82188896346,10468.34216537384
-120581.9492267826,26232.03016360774
-121425.14195343292,25848.807979479378
-130135.64293110189,27171.363080707135
-127877.74430693938,28293.249171178333
-131407.96858612075,29874.99513971399
-129953.9212577695,25980.8956772139
-131670.09679930535,27897.921539994604
-134560.38346139234,31267.92727497506
-130558.43233409629,27690.563952175624
1953339.8478356577,-1917929.7040694077
-68056.8421478398,-8557.96662388675
-99128.18625746807,10099.712163602282
-74779.83547917614,8001.756914393445
-121100.00366032055,21302.21327564201
-124867.18486685317,23590.528308705652
-97862.71311908256,21701.379341092983
-132732.34177325905,30858.339734164412
-136266.42968277077,33592.65285486912
-128384.84815662692,27201.619646290732
-127431.63079933415,27304.219431527832
-110347.89183733614,13826.844307034586
-84625.40161516826,-1631.600750228863
-133742.0235489468,33021.23500843377
-123382.95914359158,27961.7327652231
-126713.7608898332,27955.042924515797
-131411.73358740055,30302.400943961686
-134818.5931227284,32402.561821032745
-131083.23984268628,29025.993400310093
-121929.84944403048,27066.456889794135
-66514.75057000143,-13663.670783172158
-132319.25327053145,30327.142002656503
-53261.56365781333,58796.07722740959
-126348.43895218418,22593.732382061957
-44611.89609581456,-12298.315661834517
-94564.17499637086,1116.5965031711457
-97345.39099755444,6465.108557804466
-132770.66868411173,31065.705600078974
-134399.4557317888,31216.95485134588
-133012.70788013755,29930.156901743358
618179.7421194402,-725741.2863890362
-121487.03790484268,26953.599437060093
-133566.23017365276,30957.835815251907
-133876.48528699588,32603.553160906205
-131852.8705828789,29904.614952372372
-75481.06515508154,-9422.406266426857
-124667.91928014922,26616.90848254687
-117711.89217317417,22140.54173744301
-128370.52123994495,25389.833905391
-47957.41805624492,-22370.780073646798
-129075.88419219019,29537.738256249046
-106940.59078003909,12560.567428815903
-132369.10913021502,32495.394328354465
-83342.79275165618,1558.1746764169293
-117176.74775546555,18082.161921045164
255696.4000055536,-43421.022294901886
-105404.63550094038,15550.307581070942
-111166.58079487098,24699.685836314326
-125767.94353509272,27138.443106959367
-119060.82438682925,14697.6656172828
377096.8144683995,-307504.07589430705
-81235.23675568712,3712.3998754783206
-133346.1855539475,31793.724477619
-62342.40566860538,-12254.710686846418
-95019.16846137939,3328.0400924558853
-79724.51916813324,-3577.0101419367493
-133538.0913659255,31594.847795636128
220232.2734420365,-205403.1542905471
-121603.14436260847,30270.85870923802
-133180.08405662765,31204.763018413294
662589.2807844362,-513879.0131502525
-125312.30103135592,24539.41691154954
-134427.9581045557,32831.2542377662
-130969.82724628861,30754.987311545425
-117672.38326642461,22342.48350745266
-119384.21522024884,18579.7535256384
-80810.16302246827,5013.806033790937
-129343.19488089228,26109.87674304376
-123202.25972774198,21152.479898435093
72599.14390385768,-202275.73462665113
2341041.3713935115,-1406840.9430561662
-134089.67914918027,31299.026178361655
-64987.55579913412,579.8613110944498
-121301.67511427627,25154.639240350894
-130523.37736943131,29980.67233943689
-124863.44199671937,27068.09108398151
-106792.42998830027,15589.591633603519
-125020.38462467158,26471.69370726127
-129006.67463469478,30456.02798875509
7148.949212350708,-65785.61984092294
-125174.5857840884,25596.905943371763
-20259.058507958543,-21992.62030295388
-119693.49252405531,20094.96916494856
-97676.84622578631,6017.736059571591
-70798.65348975315,-8790.04762400838
-68804.87832590852,-7056.410451428717
-125951.8951810277,27857.086404807917
