PC1,PC2
-141676.12730684993,9483.132778614254
-144436.7060750077,9884.781956527775
-136782.3990829202,18296.20386636838
-148966.04947327153,9593.182335966561
560042.2958463342,154007.0764186201
-148944.6106265684,9967.892486578048
-144447.98463807968,7688.461051217604
-141895.8342175172,12210.905097052198
-145903.03351446407,8754.377580551081
-93915.40273447766,-18253.737605793187
-147241.5163258129,10482.238654870394
-55100.98511402498,-13852.067753755084
12158.691102501529,-77869.22573892552
-136394.71470765822,10108.523223170163
-109115.14623142456,-12989.178444067798
-139602.61712172913,6894.014456664771
-142362.0227018584,7313.395941454136
-136505.10704082175,6424.384164662647
-142902.1859665622,9838.54727468072
-56170.29075653775,-25404.24959546355
-142035.66620589286,8888.13922934744
-144813.06416483718,9483.149988580231
-145313.2738148834,9445.119612303366
-145309.44558050288,8956.284138181827
-122039.87877373578,1152.8541941150543
-149018.3078651471,9500.968986324562
-145014.52963617287,7980.067182510632
-145714.9243324579,9614.7337296564
-145724.40224023355,10318.021827258262
-136843.64329583955,5603.829572684973
-149417.65478390132,11395.15116492215
-108402.92882133572,-6444.321467080623
6821811.940190299,7887844.970054602
-140190.4123293165,10343.05838268844
-145796.72840711448,10628.544233621824
-108849.24792974826,-11873.719087216698
-140171.50899627322,10659.747476503968
-146447.1616895961,9227.370781866814
37685.19495187295,-19227.619266680937
-128630.5648679994,10423.019495965596
-124223.27528011381,-816.5855851010801
-143576.33447025096,7186.799477098573
-128156.72403239894,2717.111726012781
-17406.588911916333,-24068.713113927177
-59275.79917870261,-16570.437200302335
-76388.77893517174,-23794.58103115512
-116926.7090593486,-4631.762001337245
-119666.6736487637,-2494.3200600426844
-142582.53615862035,6020.491124336301
-141230.36335779796,5389.5053298398125
307062.48978509544,-194980.6893262836
-148122.24785437726,9902.84016036673
464938.9022171559,310221.78606222506
-143169.329660167,9926.207611489559
-115774.46708077777,-1474.786243880184
-148833.00048195678,11387.175038185806
-55734.73656004584,73323.63614775242
-148541.22196354278,10275.215188418062
-147363.06018827352,9502.187896734502
-135476.64706105666,7888.283947018068
-142825.49239734007,9353.739769165262
-148738.40151747523,11179.099518727822
-138798.35552992273,5678.190856351323
-120138.07946117253,-11771.607942232466
-89845.42827018406,-39027.23972009358
2609402.1399973934,-1605939.6499394092
-104496.20017836188,-4381.0406450107
-147983.16081116008,10982.956456175414
-148913.90451006973,10632.490143404453
-149947.8849595478,10437.010194619215
-126770.38612976263,526.0142817313554
-119585.9210896467,-4129.960408456724
-86877.40782647072,-4773.3701617900515
-95969.6052738683,-12991.59659378677
-147904.9211657831,10190.496336845923
-139264.6549722452,8205.847497186287
-138562.88109019658,6576.455283254334
100709.92930986479,-74332.92610536114
-123666.29184690522,2506.2741602825954
-95261.23896929571,-17557.006969537717
-123163.9541453482,-612.4426882770877
-135659.87181971635,6453.7331017854995
-87284.06515584445,-14998.160490666069
-144781.5445289559,9183.68903010372
-106956.88287868255,-9912.250297996208
-60913.368159052174,-27058.69728368516
-141630.28388339299,7598.75217920151
-113305.50305777634,-6230.902626752137
-140012.6434441909,3305.860620529539
-135422.82676987015,-263.4974813525605
3633691.0050460463,524389.7031572426
-138127.60310047376,8267.530124953879
-79544.0704604747,-14824.363481685865
-144322.02776548403,7705.832408501929
-145283.1975653557,10050.978658754893
-142513.72443077478,5744.383282984926
-139705.98208465657,8445.81632977746
-82507.96296646167,-18908.288548986056
-105859.92406711576,-7285.849071632409
-88624.41156089335,-19474.511311667764
-121572.18112432664,-5724.371177779642
-145637.90299644278,9729.520672562232
-79956.07495267998,-6990.468069956572
-140105.35271930846,7358.056227649344
-142628.07405939623,8076.405090335524
-101794.22575420361,-12473.340581917353
-131548.2505817247,8101.3592896863765
-66623.07143867887,-17870.281811772635
-145756.9794586883,9747.577623819174
