PC1,PC2,PC3
-113120.47467083574,36404.6713266419,20610.352031621434
-82953.55362811853,8732.359031329404,20599.272267249664
-115992.901172209,34818.96315716085,20379.392803012972
-45451.57579926062,52678.4320053001,19368.4631943321
-112668.099310022,34337.47377953577,19440.483778702914
-115603.04245584368,35791.23624570916,21273.83601544163
-113239.89161346195,35051.75437344398,18504.288065231103
-107617.08902892999,29475.455772034562,15494.726672744813
-75820.36479592242,7767.028695632849,20562.634542527856
-97905.43639484279,20861.582417973994,20789.572644902957
-96935.15571537941,22972.142526729727,16093.049355290834
-116569.64128271521,36990.22072367503,22903.375748060887
-72026.1136914691,615.0967535152377,21984.339110308185
-104997.34935414023,25977.57009589103,13286.46807113439
-119106.5170612323,37930.63707055356,22951.47257891878
-118084.1752544329,36277.767792416096,22371.030543073604
-108986.18934100836,25690.361227018555,33270.736925747886
-111280.5955561638,28590.398161661855,27813.67326941401
-102147.3109910094,18487.770377179204,33438.52792445079
2624776.43304066,-1864172.5057370719,-586320.5447536152
-69363.86693825152,17823.528015752843,23200.195459719704
-109901.16541308859,29687.95810167548,13481.550794042123
458033.24452315376,150800.40166104495,-91758.24923329275
-110296.44777782066,32701.510951767377,18596.109426482766
-100158.99039313878,29099.009171473364,15178.338127220655
-90001.7094685658,16162.964623662941,17941.710257000246
-63875.18668786857,4840.26518911872,20456.404674870802
-96969.87260238013,28748.751451510834,15104.779097113073
-58732.657560548134,-7440.429335998117,9216.985081043622
-105235.60126156006,29385.207843061544,12504.390286196834
-114139.12050088155,33502.94361478504,18561.929997530522
-110123.09462634052,30665.19951886084,16432.698623140037
-118922.18101484931,38832.84711837525,23387.163684766874
-112699.3856256133,36035.773087406786,20552.4194505596
-111528.1568644035,32965.61010448758,19372.375370314436
-110197.57899659358,34012.63297772856,18728.562972410393
37615.8630540343,-91956.88830656963,-38105.50454118637
-71917.45079180927,1756.4872536700932,19982.134272005253
-67542.59935667759,4362.041311493165,15730.354918598883
-118669.63147275252,37691.82576257597,22427.44157763185
-111629.85664306476,34528.63894179104,18024.05170579042
-113668.9628444413,33497.19125049736,19522.131388168455
-115423.7343347424,34048.747401512745,18868.895160090127
-78681.45774624191,4416.346492054581,11662.044154307578
-87065.27035988694,16539.990475685045,11551.657406191045
-118658.92760198015,37240.774429600766,21723.731295011155
-114763.08846986608,33851.449618682425,18588.86528654426
-71900.48109388212,2253.4371352330127,18234.188667488288
-103084.18947731475,25893.92121647987,12198.393620061395
-117170.1004101359,35986.134241023596,21469.287893511566
175172.9083262844,1804.8831875304459,-38529.56345919987
-94989.34170584948,23777.87307669565,20241.80716242434
-115356.3261652107,33577.582263887,22908.69919494714
-114278.54669093831,32181.002612527507,25883.483980504607
963955.2112126538,-631603.5953493095,-140049.72720916243
-112363.80256871736,33667.23821488497,19542.143295831564
-36018.610478781426,24539.303450845808,-9677.108580011289
-77847.4616116724,21577.817836289723,14133.144117319087
675762.7448988395,233279.94668499843,-88712.70262596618
