PC1,PC2
-244895.7328693922,-10337.75941806052
-252163.74003400854,-8903.011980046851
-249754.75256949043,-8189.282355402501
-253578.37653281225,-8429.110544580011
-176925.92455133586,-26486.613742450627
-246416.22303551337,-9842.272411519245
-79839.70309816126,19389.703614246417
-233225.3549677965,-5645.828783069841
-174273.18497359482,-3433.0626670155643
-253579.13482868375,-9275.24277203275
-251614.2226569981,-8115.759340217959
317009.6443162367,-121433.00481900186
-256307.0958656388,-8306.1880776838
-256665.44929717458,-7998.498179324095
-243052.05145015218,-12280.65238113538
-144771.61450411147,-34835.3084846283
-252124.62571561532,-8834.613112543719
-250728.60114665044,-8230.303043408416
-215877.25950946996,-17455.42506040982
-196852.90805196695,-24032.98549882752
-253382.98945091438,-7714.989831393727
-195603.29985895977,-19877.40649510957
-238608.4290877333,-1739.1239656550897
7125.658354088402,-790.9479418071114
-75653.33592519988,298593.71537802217
-175022.20293751312,-13704.46195647864
-235662.12663286223,-5664.067896501455
-246609.87313418777,-6152.499849388444
-230134.27675063367,-15777.158148138238
-249384.6266244956,-7520.48783682791
-248404.0407358792,-9427.889751640514
-201912.91676678797,-16465.219418324006
-219726.6690920419,-16910.08029407491
-241864.7369743841,-6608.389107066654
-249553.86452154358,-9011.045714447217
-199331.8300546199,-11524.173756573802
-246697.9506428023,-12668.54081586812
-236007.819151981,-15835.335999056839
3707621.7153072436,-1621117.728760595
-241898.35595535516,-15463.478482499439
-244728.6596657666,-3595.4902444436393
-234584.2621110697,-16133.70050219449
-177366.5100098459,-23078.60368869011
-236186.9998025202,-9287.023796454341
-247758.81075046127,-8040.983512789864
-210990.59933488176,-8901.761563363878
-172364.6380759909,-21312.591520806844
-244632.66517738404,-9402.42289314773
-183490.12865071438,-15467.431236249518
-238037.93770561248,-6340.761997217617
-246732.73162762274,-8314.148983950463
-254822.48502911878,-8616.29611851765
-59705.729772605264,-20688.443074772138
-251261.34728605795,-8577.721177251191
-233581.51569616116,-14035.585745168464
-248036.9338809993,-10524.637415489562
-222135.45986941742,-11461.668775677632
-253084.59229114006,-9056.963588301402
-230353.2144445608,-10596.614433275041
-247259.30439030254,-6440.93619413463
-248862.11096214945,-11550.041339666768
-249227.48906267257,-7478.587457942669
-206128.87355856533,-10399.890575443107
-136297.4045851297,-16201.884756903633
-252282.7679265178,-7592.560002418593
-250607.53100585446,-7231.367267900444
-253535.31288694052,-8748.809806186275
