PC1,PC2,PC3
-102958.8592186797,11461.800841645229,17978.744277355087
-92739.83631055403,4393.147763371993,33237.06802632676
399552.2065688316,-206621.44513294057,-103814.09098443398
-107178.08253681529,13363.340412638296,15692.415020240875
-103825.84298981896,12391.487503761135,14177.502984235613
-91122.51553853176,2863.8010305309217,4619.638995668318
-103879.03703815822,12206.042428129618,19261.635945994447
-93494.88750774637,5854.842438193809,27336.121937139193
1155269.6223856688,-554920.2111088625,-218494.82086668548
-104928.04221390016,11985.563939479993,13349.841916901534
-103506.85629458004,11243.322899918401,12417.946075855041
-100817.41975685705,13191.327076493502,15491.002192666352
684708.6393355555,-387202.94647678646,-129804.79135755193
-105071.12532610954,12985.708294413966,19267.94581161251
-94786.85666286461,8564.606942794373,9792.960507992993
-102932.33407349179,11967.093904041109,11735.850463816856
-107079.61602004725,13614.085326849407,14863.35444224616
-488.98916601944075,-16098.475239879124,28770.36257433428
-102733.96117916002,11457.34160902672,13759.328197113684
-102915.95910900322,13713.624172810189,14446.565025763379
-90754.50719008635,9109.02532728031,7656.758542869164
-45098.47399055203,-10998.298609559231,14109.106188137186
-93256.41567702418,11084.167046262359,10149.942632300943
-109306.07816939201,14821.252924956963,16475.757512498007
-71714.89159666409,-1064.3990891753874,17847.020531103677
50276.032091549016,-34246.70865144554,-13420.972956810128
-67249.981026592,-8187.0857791077615,12598.696748417391
-107261.39352299493,13561.694449939412,17792.451063071087
201469.79820007304,-101989.34679668958,-54316.15092023747
-82423.31528419831,4914.4883776587685,15126.144901442343
-99554.54006308757,8788.15494666769,26389.926821828565
-12412.745627613709,-16222.917848778845,15521.73346665818
-98963.0652536893,8834.611287654916,9502.324107991952
-107025.48003002546,14197.935123496301,15121.419294446147
1472.445472092979,-16659.300985112266,18503.64344518583
-89578.50383678381,9082.114221922191,7828.779417125059
-71222.29033625775,-236.17533700774948,17846.103983181783
-67015.28085723834,890.0297980181058,20923.821093919716
-94039.09177336749,10570.68878659973,7265.605760600591
-76296.63695729602,4660.580144113117,20509.233709219552
-102822.83074662114,12920.37176441911,12864.871774398383
-99447.31489297093,12161.045452878745,12118.370496996078
-97510.3853476145,7917.109637375384,11693.389865268764
-4280.470554301923,-16423.807808137637,21195.110767805763
-32151.164098299138,-16409.709319465506,31441.481645990687
-60906.083276765734,-1944.5365653191184,9127.884972766276
-95383.36389850323,9528.690556721522,12370.54264040782
-105108.80120086136,12734.142392947708,14475.308225966253
-108317.38203640607,14710.752693291586,15242.198272526271
-41154.98933463634,-14145.75079834356,21547.9570276121
-97907.58053783266,8879.18586097889,9746.28971854924
-97938.34351682378,11104.423987119239,10679.792030528082
-89330.14041780861,9927.410908263324,10382.626204016067
-105456.09432419219,13696.275243435894,13764.358157212315
-58413.43215537919,-406.4621695808346,23618.79685718695
-95823.91140973466,8706.025351123291,14608.982866367276
-106592.19811164236,14247.088256283689,18255.18460411613
-107185.4318238419,13379.365269473146,19530.964830126868
496608.5671925688,-282487.2279622732,-146961.26985160017
-106010.0068428969,13055.534462301306,18032.339264362065
-107047.6395038236,13144.10700069886,13793.760308151555
-108580.83869272361,14099.402791109243,18307.38639122139
-96478.42599050862,6582.777567672729,27911.369902371065
622965.5354135813,-294156.062105211,-154459.37577226092
-107290.96143532249,13813.486824563708,16403.602539383184
-49798.363775895305,5923.777947563543,24446.226128115
-99244.71818603046,12189.328783616565,12758.951585821127
-102080.93152743734,11988.757295863084,13367.604592993428
4888.853659704619,-24313.405986897167,32146.187505395064
-96802.86989626584,10154.143904472068,11264.96588976657
-94958.65632377987,10304.0891579425,11259.278107674178
-92129.98933918904,10972.574202760446,12945.276116663392
-90863.94538874325,2896.243104042489,26190.873719797506
-98328.69079547275,8101.600898596997,28191.144289596017
1121738.193015745,-503989.4744307785,64868.82438084662
-90696.73912340279,9668.702319153152,10895.30829579895
-97787.27364451558,10110.959105076181,11128.027945111142
-4178.145064282129,-24794.059179193668,-9679.967103610288
-105525.96017341169,15067.633285663542,14275.560060211297
-77829.4830154416,174.7963049496684,21230.853716054058
-91977.85573777418,7855.241484007155,7727.540828200277
-54445.161372480674,13008.049776719583,9432.918371123485
-72854.08104687062,-1804.3043802840693,13023.90481748927
-92385.25771097597,10330.158781167,8497.240241507538
-94878.13065655649,10272.18739287421,10811.75462897158
-99107.61245217774,10665.199014701902,10851.451649073115
-74095.67205747557,-1813.1093909600859,19563.531902724648
-66947.56590193804,2809.1699182773245,16887.26825587438
-57588.88951530605,-5288.386700392861,15961.85676921248
-100751.27910835706,12445.244270266441,14148.117808283077
-108234.26554969857,15096.73299443241,15498.445658930352
-84842.9627605771,10932.853600450439,6320.469336750204
-105316.07703014794,12111.272736286808,14352.582464871106
-100369.1365868015,11523.101058768183,12094.181116152882
-30694.197080796715,-11488.423434964901,19332.28201041709
-58802.312474059414,-4969.383239598585,15275.997894797441
-94875.1406101284,10575.258618529995,11004.929117128258
-97553.56683031631,10273.80475172832,24385.64959599665
158229.86319303213,-82754.7580797275,-52222.2955004651
-108764.96251644005,14462.057059973844,15642.209957577405
13515.24747503981,-27434.41485189656,15625.034934950334
-102496.3312856238,10148.446514659878,12437.903463860619
-107111.61183441294,14746.91634846626,16222.607871003009
-101963.23314204876,12050.009672747456,14056.256677407075
-24077.089091677233,309.3747829345466,19285.082305648295
-97630.67296704437,10143.647654295732,10663.179470855091
-107136.16051601317,13663.876400338677,16274.038365075163
-105551.84693425482,12252.547464305044,20240.998251744062
1145434.2880473125,-364969.0580568307,-292319.0280440463
-101293.97513163993,11689.23046326675,14049.575189495403
-86970.31543398547,10564.182113989591,9064.88741348177
32170.781564946432,-28986.067185126572,21436.242463050716
-93588.81960169271,10740.103493710816,10926.602430314852
-106921.11966483883,14120.209938637397,15947.02132324496
-104888.50617633799,13195.684491220803,14830.311706491746
-41719.89173008084,-1493.1432416175048,20079.561487349776
-102773.00335101785,11608.381911225262,12665.7206939055
-105829.36258907379,12913.724356139172,13845.312108552602
-99353.25515001669,10652.682918808796,11401.656885589968
-71068.99319750172,1662.382330585895,12983.668971346808
20862.862738662167,-38115.62785139568,26254.999730273972
-98094.1177697505,10469.466946799825,12849.577423400162
-107054.39766463285,13592.786667420634,15299.123125844175
-97497.29741615038,7971.710405063175,24061.347917929692
850833.1432092089,-440280.9015996086,-263156.86819564324
-103947.315209297,14602.837304085628,16136.506232882652
-105616.82887583014,14987.17070058852,14986.448106638141
790002.3552415633,721509.4589559417,-104389.8332649561
-97340.54684694287,12108.374094728202,13239.246955586275
132202.13405806446,-90402.04513262023,-46798.159281504675
-94935.59362690813,11258.37755703308,12147.647167515297
-106642.68501588529,13152.067953594695,15880.314737162616
731005.2985699555,-183869.30215471404,-1250.359907660033
-100816.04130405269,11070.802241174959,11218.07303594717
-101352.61472413316,11594.99696986888,10893.597638119816
-2502.69024375196,-7780.332724976797,14121.613429802805
377950.4531176188,-199010.3142213888,-67480.55712900069
-96551.32032676724,9820.69025040364,27004.1031220668
-26497.680576675833,-14276.755118539571,11035.397998642602
-107312.57842873511,13336.521615284095,17092.685696371103
-109090.82101876936,14575.101388338448,15899.085675989756
-100133.61551044109,11684.088510383519,12014.43510570797
-90648.9680906461,8508.341292553649,8062.255136887801
-92070.31452986853,11353.014109747937,10961.324978082166
-86592.83110912357,2882.188673797704,38137.170300609185
-50749.83631286517,3002.693457713409,4527.40184183531
-46174.91670601615,-7414.09225358372,21096.620793976137
-102492.01067598753,11284.916155447927,11977.364082885379
-106678.37862153292,14281.78693625814,15255.452363429746
-89333.90631652351,6045.167636938882,6760.4933038361105
-98098.83606516338,11400.938099333885,13295.016730547919
-105177.98702145978,13481.0533556925,13441.331685169349
-73890.63017437517,2158.106601070138,14561.326252238428
-59818.00402077798,1607.0431534831732,16158.226661972074
-91012.68564327467,13685.460685935106,8156.374870466159
-97426.19269401695,10107.083612226055,11962.093790220906
-83503.86829268234,4818.507889628263,2248.0093903172165
-58464.10743008994,2513.1678090616133,7826.8907789563145
-87083.75982176646,4849.337763468786,5884.806174147048
-91506.26605498619,7952.902650869152,7582.897977863644
-96583.72434775399,11481.430258901382,12793.888027131394
-84189.34510214358,8794.368276604988,10340.602991503412
-78892.55859961646,9462.42389010296,8244.56798929707
-73067.1659646617,3774.679649101543,569.8556247115139
-29152.609152554534,75538.16742296782,1678.7976133985048
-93443.2773161458,8490.320707625793,6661.735539059293
-104472.99436317736,13535.594603052496,16511.95510430609
30097.771393209376,-18831.695727199636,18851.08172022838
-97342.07106972986,12403.117231285942,11940.225037192415
-102957.89281849489,12578.908584105313,13160.093808287595
-93528.39850498011,11457.636354207048,8749.080821608786
41498.74785307798,39073.203224099576,7004.178555735531
-108184.01191622169,15468.286233050625,15481.889400781432
-97188.35803751306,12064.80922927359,10381.64394557794
20159.233105662846,-33317.83401233811,5055.831580723649
-98796.83700487539,14411.71292120889,10716.279112422064
-98530.71422286151,11463.155612025013,11965.912922932988
-73638.75786231176,6644.100745126258,1133.7145890141837
-83494.93437925453,7968.808926319687,9186.853900759354
-78372.16657493052,5889.592292787433,5720.792299056473
-59292.68153584271,-7592.211071243721,-7232.877665088898
-91338.86307529674,6541.572533347677,6834.881983757094
-100819.72775669783,11248.018466495212,12450.983229975074
-97519.16339254144,11299.097775153783,10507.841568361184
-98496.53466622175,11283.409796219112,9603.366198203203
-59178.166673266925,-2801.015812958769,16540.575456434286
-99912.3871115528,12887.571941982624,12515.854872785676
-102773.09934592254,13561.607862087978,14967.753958429603
-84654.06605150933,13654.446843322256,6924.7326174861355
-1727.9578815370915,8312.790983780496,14679.186429911791
-102908.01032914338,11602.710354509665,13048.298641060857
-96733.70786157512,9808.153467522307,9545.502371100521
-84056.6198530494,9157.279840569941,6210.133737390868
238465.46900329323,-32478.772795505276,-14622.31085315648
-95986.53054587654,8992.26865780035,9722.538053867678
-50079.245478621626,-5814.367168101737,21557.311892447917
-36272.732450138166,-13371.715895148242,5695.821826058063
142552.75533587424,-91526.84112947484,-34573.69018315809
-61988.45515431513,-2891.2742311666952,14611.213235696569
-66204.17072665755,-269.19730457838887,5635.86619713421
-87462.42665435106,9636.384024068522,8208.81363208734
-106318.50060896439,13156.74396529612,15603.85298487832
371003.7451380709,-175569.73321205773,-83572.65810572839
-98293.30519652649,9318.304355530321,10226.65295333773
-26349.33593982413,-8680.138387466213,6385.854444176397
-25080.896699163728,-13482.675113694793,19403.28240307883
90010.75199232751,-55507.94603598909,-41675.95794656513
-104364.85635482661,14061.330714138643,16002.368020130334
-95681.91368307035,9914.782821220304,10591.59859454681
-44005.99382008542,425.66631513866014,7841.87252059238
-77674.6925352659,3159.140510502324,7644.469725399111
-1975.4266742842156,-7103.622078045544,16607.688127605863
-50792.996412292996,-2795.11200321051,3199.6777656185313
10515.180955864853,-18093.679087670884,17991.665595016253
19016.58414336588,-26428.492479782835,16254.184463336682
-85420.36569100752,3584.3633447779976,4452.489195453007
-107431.34500013634,14490.841146062028,16360.463686595755
-106239.04413259293,12785.745248446407,13288.068894628079
-103943.91477473827,11377.576614112044,12605.147845920039
-106778.85422847724,13159.621671889381,15471.550424324361
-106390.28463695488,12645.73687092074,14428.195394954108
782235.237936895,-405564.8878639829,-268057.5181064121
-81276.44404046777,2540.6508973884083,8655.626017127513
-101629.65215857021,18246.72237008834,12568.762603287012
2856106.9098535976,3593988.5644616294,-342522.47574870154
-107348.4566027637,13622.607017833436,14163.497026182988
-99676.1239114436,12844.467699328976,11066.553842098081
26085.276686607365,-24090.77540522599,1119.9451866212512
-20566.319111893332,-17219.047739474445,4832.781766163755
-103798.4337495529,11666.634387575034,12670.49154951934
476859.67335267796,-144723.06904601317,-172969.67341011722
-84969.14204615698,8305.585249736181,8159.743444955735
-39315.52719075057,-10170.403920112385,14807.063210529466
-103671.75328654314,12823.567643962193,14012.942752347528
-90545.65174254664,3579.8401091712985,34676.61518997911
286717.474969184,-143454.7313718521,-84231.25841937723
-93562.13134247078,10863.098550676177,9241.788949382468
-89718.70956510211,15816.325675229782,11019.5263410325
-103204.25641582797,13804.091526752396,13837.982081297494
90962.09782602772,-58527.89499195449,-48637.494587222114
-106692.60937836222,13207.06700899525,13710.381077167709
-85746.38776539083,10464.553083570128,9857.869859120396
43882.14060475255,-50636.513659803364,45527.52253365433
-100688.12297483055,13540.689675034899,11444.447356087156
-99464.29124373327,11001.482526815864,9330.858926869883
1843296.7992536307,660013.9113161004,-365337.49403753225
-31710.779808497347,-11495.579708035057,12254.410943118688
-100589.14968551397,12104.614428972682,12480.786761682466
-51960.96365534915,-8199.84964288924,15392.525435104388
-106392.94017294869,14546.71222981999,16144.039886990795
118105.41179208236,-26431.81893267767,-26341.008997675035
-105204.63002557162,12786.850978846382,13726.255988118455
-71339.7533347975,5171.287618825823,10456.246186811217
-99724.37000091562,11654.462735088251,13103.120112325676
-107567.74608529736,13997.657703684945,14672.64728889543
-103731.36437030126,12726.524811782487,16053.676271936409
-35765.52035430168,-13675.096778123465,16901.315896055366
-37643.204926947335,-6642.959037287459,14094.781416079322
-100014.63198973291,15028.164848979502,11953.232568647105
-101420.39228332443,11416.653795441018,13702.609399600651
1376899.2104254023,-433076.40101023094,-94190.42164301439
-106839.37167904527,13405.705119712129,14396.732158105626
-101821.17408597752,11610.072049267366,11223.052125900605
-77241.51085041443,9161.44375770515,8951.304140966255
-99427.31197491915,11091.397970206355,11283.030701437849
-61562.28109429838,-3666.575594958642,13150.940084025351
-56858.69350693703,-11539.011276130474,14533.68132395536
-96743.55624943541,10315.134036837137,8845.358662424023
-100297.71944024033,11406.46346988457,11052.886046445088
-93465.02350354109,11524.688128301861,7116.722518128547
-100095.76398694988,13006.288156600529,13261.931460917753
-97413.77161317223,10488.717835551308,8145.232364261576
-90540.06955334035,6805.973010121075,3890.958826939086
-43556.40588494977,-10407.36020587109,18699.124338212223
-105335.0177900973,12840.235599446667,13862.428010221578
-75004.79414430275,-135.45372687643066,874.5532339879173
-24984.488056341535,-22479.02001752369,25798.932556127926
-104911.96124823585,12529.712655803733,17990.629893997924
-103231.07820357065,11310.359577266563,15370.576118283981
