PC1,PC2
-292179.6645774944,-4166.269381695396
-293502.6318134256,-5134.3918403340995
-292633.65952893795,-5825.916739208122
954315.157133254,686985.7039067586
-283727.46418460086,-6094.6051030637655
-293606.29857657256,-5143.846125680877
-286370.77488679526,-5873.367045033996
-293356.63156089606,-3754.3482449194967
-244749.03352069488,-17112.977491174424
-285425.3307691117,-5158.431298378481
-292662.3117775547,-4976.10454118465
-282262.10078221007,-11469.28945176841
-287782.6691018905,-9369.645673803814
2317242.4238877683,616570.0888981469
-83229.70935207332,493.3656219341947
-286595.07308739814,-3192.210303600391
-292050.53337253217,-4018.8092870181945
-295432.2485133972,-4545.466414959075
-295635.0735950822,-3414.706278604612
-269298.0408116883,-9306.514324351407
-292895.41928494436,-5614.667010268653
-222280.594859293,-18068.603856630758
-284483.2375144854,-11278.236069558361
-232566.2544982987,-35879.06793307846
9117346.69158424,-3319714.069580089
-285415.4755037746,-3233.7914257328785
-196761.50045992841,-23752.63088846035
-272993.3466594225,-7843.295200186018
-291011.93058010767,-3292.8950390356126
-291147.80558405817,-4172.932547178884
-288412.7642006258,-6141.484873096831
-292124.94924834254,-3784.324927648555
-292080.3587867943,-4674.163054759504
-269871.993201207,-3940.2735492534885
-263557.8014104998,-12432.267810447449
-288914.2507775676,-7032.71522707296
-280605.5832667134,-13251.548381434079
7818547.970249698,1922800.002248043
-277092.04225724604,-2579.5906119689594
-286130.1603490244,-5195.274593082511
-290735.99900314136,-5024.903150433977
-288285.1275320413,-4718.018861083424
-293273.8356462953,-5338.749168920009
-215794.19066307676,-25275.846546903416
-294047.71612983657,-4457.885530390688
-276901.13393065304,-8242.853193267732
-265433.5651464932,-8352.356760134702
-258938.87559315923,-10846.530587934274
-266011.5672349669,-3899.578512039098
-290853.7873829308,-5200.316997677343
-162347.52165837673,-26046.173646871364
-269038.83878468623,-4416.934469849934
-287177.6510143929,-5803.549168653668
-289692.9442502418,-4683.597300665118
-283444.5078730882,-6364.671269593394
-291835.8517787999,-5625.38652058559
-231008.99327643996,-15137.267664804316
-281737.7078065286,-2775.182321859948
-289015.3632934991,-5836.870654317937
-291588.3362609498,-5541.427589065042
-285663.94595590583,-4904.624592767988
-244377.85013210133,-16962.686725001346
-290661.26998492895,-6039.778372815651
-281260.6588444355,-6895.226586445178
19635.119589011592,-2408.5431621532166
-209891.63857609313,-26638.588267463914
-283885.9052371953,-4561.489147600263
-285395.05665896204,-4769.0102535683045
-53105.34379959843,-36602.26688367512
-283725.08004584623,-5652.650933732133
-296379.3319243588,-5131.420000723314
-279512.04868003906,-13432.983047226458
248993.1682904106,-129619.78254595699
-292194.121903202,-2786.542441236713
-289923.023935866,-6078.737918277453
-289008.27101204946,-4429.233670994147
-281446.7864994188,-7733.472664609717
33471.951455874194,-79319.76780252377
-291106.7046526212,-6978.827694682934
-285561.61354573985,-9646.980461341504
1305898.9160204644,-225876.8849346408
-229638.71323721082,-20961.737731176243
-285320.6587913356,-6221.658641535401
-233087.5880215968,-5907.389437350222
-256864.88451617208,-7074.840855851356
-289549.26905152143,-5238.93092131835
-292236.7196175854,-4007.1128424254684
-270543.8767283167,-12553.576455690974
-283479.0392564997,-9825.250084496436
68434.25102161709,-92471.2384401823
-193470.9213163998,-30870.12054945578
553921.7168691151,675313.3183835343
-288674.9986475058,-5637.317245335234
-281125.3248634055,-5495.912620517522
-282865.86699630815,-3893.8323470608734
-289963.9192292233,-4699.112674400723
-265160.1222080558,-12088.942424269437
-249469.23971872064,-14607.963819351076
-277361.9327480557,-7906.00012693483
-273770.15532324754,-2870.146867375117
-237121.6786046472,2828.08390957507
-171368.92658334767,-31725.455405512752
-255156.7989744101,-16089.782131265581
-292488.43958730303,-5692.417688623138
-289103.307288605,-5733.065144238475
-281456.9770661248,-10950.49303959378
-270565.99264765444,-18674.428929746216
-273287.37999395636,-17158.221059503943
9835812.369198652,2931687.499535495
-292027.8812362495,-4653.018317556976
-241459.255906881,-14041.866150247319
-277011.21761833696,-9492.42853098724
-290751.0269183032,-6625.145163589198
-293490.9003032226,-5663.634128275444
-252698.0551287034,-6363.523682695481
-292888.9543142257,-4747.735191608288
-248166.56944002007,809.7502893030551
-286407.3472289053,-1697.2436791274295
-290567.19226369634,-4062.6856154795178
-282463.96827412676,-6359.864247346342
-294615.515872543,-5411.403904775069
-279447.2791103597,-2811.490523188292
-203988.56087080785,-22754.195462877
-290761.524665439,-5366.736796719713
-210503.7595912764,-18253.68942809128
-290481.2965625325,-5881.438309686471
-243079.13481100928,-16849.27795441867
-295566.6221269229,-5386.243006141224
-281625.7636033972,-2342.972913034665
