PC1,PC2
-102774.24725557114,6951.44372431659
-67929.13584263885,-10751.051795959367
-100980.29953032413,6038.568188991594
-104196.55806253795,6830.759128421275
-94582.76346395542,2778.6040625229734
-101509.33603597092,6346.302845106829
-100823.70211438625,6063.742907110612
-92099.8402585476,8671.126904320341
-60759.31274247545,783.0503649267439
-99166.39566875482,3876.2471458301516
-72501.19819397725,-1051.649788513727
-92070.79952784648,5807.592236524173
-89849.40897387345,3430.1237973617235
-104859.70211883278,6523.388640856905
-75494.07302893499,37462.00408059938
-66270.02709731867,-10361.90497627922
-73118.29634677482,-9385.671536564805
-64114.116502994526,24631.012859389306
-102797.54915831774,5627.665701668512
-94540.11411298768,2755.281924553494
-38307.40018736843,-25598.583052776245
15390.137966894821,-51580.00208488777
-92808.00893727974,4739.412812478502
-99938.11005438944,4209.417976540409
-100919.38118883647,6762.9555553476675
-88135.64870214481,1196.1120439277447
269812.0700506147,26457.580751587357
-102041.66605096302,5543.78970670494
-98449.45588944205,6254.44150893718
-99209.23649580668,3982.1587001787348
-40206.23357525357,-26104.225125847217
-85139.20936000285,3159.1656181102517
-32085.48198995806,-12313.261505941704
-58964.51090976102,-10148.45009395752
-54370.71544839305,-12998.913891173721
-103526.02024086927,6480.629808286845
-97216.41467273833,4883.514091937788
-92455.44909523526,3181.4911025121464
-54076.33352528557,-12702.784752704527
-64342.2389779496,-8639.646126069929
14186.484880425123,114820.48839183903
-100537.54297597961,6273.591162801927
-99269.5619705798,5543.562940584823
-95182.66892778517,4125.938135306507
-89746.09467950939,5081.876599471193
-90737.16218303851,2576.646735903484
-103096.5236199361,6229.6157742736705
-14661.350035798852,-33589.29919437084
-100866.82490950404,6573.545660939154
-56403.21109951634,-16738.703718653385
-103215.42124826969,6430.996029430689
-53445.22341804209,-3934.8130481534663
-98515.72315590057,7215.460983693066
-90186.97466417456,3331.779671825111
-99441.98670131314,5510.090116100808
-99093.96539450521,3522.76822916764
-68402.06301084961,-5589.79988896826
-69924.40254447164,-7639.461390045077
171287.16529621143,45304.83438554029
-93918.37050923564,4861.2866373804845
-95709.5861874446,5607.289785668643
-102568.27183202546,7044.190470053779
-100036.76298747842,5275.236030584906
-98426.29340993497,4582.44817191762
-59555.38289919803,-13531.557864590974
-77117.41005822543,-1757.1389538689418
-1566.975987020589,-11643.845842513449
-94848.50190103536,4639.249585602527
-88986.33684485579,293.4471782654655
-62818.49721124757,-5488.607600172862
26343.368684670568,-42494.26973884774
100132.07138996432,-71141.35275945274
