PC1,PC2,PC3
-118371.15577111774,15946.123107539148,-784.2790583835202
-108071.88373292594,9573.97888357192,-2859.3000928768843
-116357.36177761042,12998.36915834641,4832.009237697507
-106421.81714521055,7844.734228058549,9174.673213640497
-92562.5863375749,15318.591404714789,-15963.595127169261
-120176.96825983003,16291.115120001297,-495.1116620808464
-118287.3660187889,14544.738369385293,2408.041184535996
-73503.84896686676,-19332.091573878613,-8060.753033974521
-61245.787486258734,-24363.324464605124,17357.905281136354
-115640.99186493763,14662.788171365344,-1582.832069835453
-86493.97528790086,-4908.062638766154,5996.837274516829
-113114.80982078919,11553.7300449326,8901.778654490741
-119342.82580294019,15863.098060026621,-358.2974489392195
-112589.31716522199,12863.069361458343,4468.650724335053
-120127.15988261573,16073.947202660798,-767.3353150408037
-116402.84500291885,13834.81393677086,1872.2781632565277
-116087.22891860573,15123.935665800129,2813.8608090813095
-55451.12230605075,15979.28532623489,-22366.606604721917
-110107.92201710795,11063.558717380769,3633.6297100988086
-116685.66157396988,14740.884623937936,2181.2767789449445
-111131.35437638737,10638.518709230048,11193.823783224452
-72485.33780333788,-16847.20763619928,1599.1878739717397
-113444.98637394205,13982.044291255721,572.3515626016149
-98561.26899890491,3409.981089387944,7294.825872161453
-115019.99061119232,16445.151243987682,1948.681998346861
-117303.57918047272,14502.227768366729,1666.2630897718716
-57574.821540087636,-18952.65524194616,-11037.28689196356
-115340.84329298235,13493.67672934219,3238.9347943774346
-110992.72417170058,12080.837394934228,-3346.073060472711
-100757.47890029973,4919.017568707382,6809.81443750926
-117891.45520309024,15356.079421279554,1979.224572162712
-115316.7014419458,12034.45135121333,-1052.9525722143758
-114728.80021636917,8487.751240957668,-2258.783637841515
-39842.648371271775,-35893.37897830685,28141.6979269678
-110198.84924300987,10641.787432935635,3767.2905077357336
155152.22076430666,216492.2279956824,-40067.43712499703
-109784.94850928175,11985.211827660893,4466.151125530637
-98020.25090109977,3049.745775871699,5161.383457090927
-118651.46383845847,14644.436284496933,1612.1848273975654
-120197.66698430975,16302.3980640096,-1549.8321763002457
-107020.24215628809,8213.946693291815,10479.429434963851
1927.0342254096468,-18933.24270011286,-32352.012994000346
-83763.95851952094,1398.8252511686042,6105.551822019554
-91995.72153918495,77.95379340904037,-5563.540142890407
226499.3517955541,-169827.65418887316,41900.70015955039
-69572.32764505864,5162.522098868962,-42550.092761188615
-90032.42491095758,-2566.478677511288,7195.214438959838
-101320.15189785013,3983.64010910017,6452.92160655656
-55931.83635841204,-7348.563626486455,5248.063627864726
-72426.96649305351,-10219.395048024016,-546.5098587588792
-59083.21489168756,-15936.20620478507,-9305.393879180292
-117527.762756653,16112.086365862966,626.5342985728655
-119253.07079890554,16653.56245277573,-2443.1548664133643
106591.8123285405,71289.48860369614,-117513.64532787734
-119338.80099753138,17015.975688095907,-234.34137683643803
3018.937710258906,-73950.33007047951,7725.595623092189
-112419.8895721002,12410.80875657173,-553.1196774585292
-100066.53773068007,-9274.241985504184,-9588.007239993849
-22468.40784148572,-42116.11116282323,48098.233242270864
-107805.24535249438,9493.725154227868,1840.3305993905599
-44529.23059399129,22093.527884356496,-34820.90801829807
-111101.2865539597,13913.583551252512,3982.349154916923
-98395.2372584477,7322.518330512061,13068.878128265771
-114655.13300360437,12808.445471150613,161.02532866228762
-119956.99567245627,16543.047444377553,-1977.9757071947536
-110303.23690425305,11934.902552139509,4946.468096532944
-110302.91108160521,12889.433766888076,3999.7022245555036
-117783.9117584551,13575.655390731165,-646.541918870035
173731.09830155142,-187117.88072592078,47635.6717849688
-76161.47727185959,-7362.8474478405005,4359.699635489687
-104984.63604864052,9360.548926669951,2392.0520393623874
-110328.15252251863,11839.031325542168,5517.886718045249
-116269.1650301903,14042.344484205321,3377.894561450111
-115167.36647493612,14765.637012636946,1493.5523190833107
-115689.68404072104,13782.56096128362,-348.20772759155034
-112643.7794591291,11946.138681930775,3227.2554375920836
-109838.14240540407,12622.125486890662,5269.005477688233
-10642.427214902855,-39534.724849445825,-11410.058169150778
-108821.55584248764,9629.007288942803,-1477.1679684234798
-109655.27088792581,11293.64162181672,5830.360385921563
-60975.555920816296,-22950.990899528166,-1547.876754539176
-101543.25372292844,6737.672574836082,9568.441266492266
-117321.28078235094,15508.893783884147,-530.3043642051155
1380933.2817446052,1000634.5970370366,-294569.050909373
-29573.491539091498,-48761.926418545496,6518.6027133029465
-100224.19203819853,5483.39049864447,3223.4967067613397
-67927.02855704656,-25307.861511574665,1517.7003914907662
-89308.83819568792,-7544.523516510442,1651.5644466103074
-118404.70244235336,15225.077953929576,85.34466007386482
-115428.4390686844,13965.009392734213,4123.609332668745
-117100.70400986436,16446.65521411334,-128.23619215885356
-119573.93131654628,15874.99190246697,-1392.6428686618672
-117051.37058660717,14029.46971598772,1908.431341775792
-98829.46235784955,7433.2453754492435,-523.5936895033069
-119451.25358854934,16274.594865418463,-1485.0883856390567
-110721.89420206023,11077.81626735421,5362.547028393055
-115842.74033896346,14382.402485242561,1814.0482397753046
-119564.05595398028,16049.989797333988,218.08462130701582
460007.8905486174,190482.8674142707,-192259.6304121618
-118756.70365106812,15866.227999108974,2051.800941294272
-119128.74522802669,15964.178791128426,-579.6155539427691
-115930.97398953885,14421.119505774644,3425.993096277657
-113963.77803141117,14407.783703878878,1426.0181482464393
-115511.02971705415,16163.4483682617,2109.303866002313
443273.8782832325,-404411.8776428491,165265.46756583778
1057473.2694689871,436716.92223664187,-291441.055377007
-97498.07131279964,2748.5613601511377,10948.05496892562
-97142.15458605107,13837.649129448508,4126.590724691125
-84670.38925201297,-10310.219509450526,2955.196690613572
-95283.73797342865,13623.239677726604,-7195.403819816434
744442.3509637967,448407.84431798744,-131832.39607551805
-86548.87060354499,2837.4316326381613,5211.5661353990945
-102224.01539831684,5005.222469418599,-2049.6112552885656
-112630.8165237135,17287.128502558207,749.9832853283849
-87706.53327306297,-7415.821189072794,998.2192811225657
-108362.96784468439,11970.230002904602,5322.935816148766
-113695.52528613024,12125.186813277913,1275.088333109337
-76249.85604531172,-7115.572396930209,-16105.298536444132
-112819.04109833676,13603.671806244784,3403.77835625056
-106725.35098025546,14044.154426250509,8137.311408937145
-96962.0209781873,3841.352541966544,5219.262181485928
-97854.36168201719,2120.47331685051,4993.415916942271
-76006.62108675581,-8569.005470704215,-4327.8821808284465
-95203.07488502256,3036.8665442409183,6267.165091211898
-75226.47140850736,-14555.695819298246,-7644.334634257841
94101.22178411107,-98884.19868153271,-13474.472608602997
-118060.54388959489,14765.226546573631,-1976.7345103927605
-120502.93949782822,17015.205670781932,-1654.4033998303676
