FSC-A,FSC-H,SSC-A,SSC-H,FL1-A,FL1-H,FL2-A,FL2-H,FL3-A,FL3-H,FL4-A,FL4-H,Time,Cluster,UMAP-1,UMAP-2
15942.0,34989.0,2897.0,8342.0,2477,2865,3471,4638,9819.0,12551.0,3285.0,4619.0,16.7,1,-5.717249,-0.64322215
4065.0,17331.0,1180.0,3993.0,1284,1836,2020,3031,5490.0,8097.0,1258.0,1579.0,16.7,1,1.1011951,-1.7682015
89284.0,180103.0,9216.0,18569.0,547,221,441,149,71423.0,87765.0,66791.0,69786.0,16.7,3,10.827685,11.323855
69246.0,164004.0,6938.0,15428.0,173,215,373,172,41486.0,52838.0,35139.0,45460.0,16.7,3,12.276893,10.56383
4712.0,26536.0,485.0,2234.0,1365,2451,1823,3361,4644.0,8334.0,480.0,2178.0,16.8,1,-1.7995617,-0.7737743
5752.0,26602.0,801.0,2735.0,3068,4693,3580,5475,9487.0,14225.0,1970.0,2479.0,17.0,1,-7.322987,4.9134445
46915.0,85904.0,6263.0,14440.0,182,139,0,1,46784.0,56517.0,39645.0,48917.0,17.1,3,12.446488,7.9340096
4189.0,15217.0,748.0,2764.0,3333,5005,3403,4847,8396.0,12065.0,1337.0,2150.0,17.1,1,-7.281894,5.123157
6144.0,11536.0,1045.0,2885.0,2978,3983,3743,4686,7409.0,9191.0,711.0,700.0,17.2,1,-7.408343,4.283762
4085.0,11612.0,278.0,1606.0,581,1052,674,1370,2620.0,5403.0,792.0,1398.0,17.3,1,3.636886,-1.2406517
68621.0,163339.0,17416.0,33508.0,352,398,411,241,51851.0,62130.0,41012.0,53257.0,17.4,3,11.694525,10.686092
27235.0,45699.0,4119.0,9701.0,62,131,279,122,24959.0,28156.0,21818.0,21888.0,17.5,3,13.10158,5.5516663
8372.0,10384.0,97.0,1050.0,1390,1610,2113,2610,6244.0,8264.0,919.0,1174.0,17.6,1,1.0311316,-1.5493958
4919.0,9078.0,995.0,2346.0,1329,1856,1958,2464,4052.0,5046.0,1301.0,1798.0,17.7,1,1.0091289,-1.7930701
14625.0,33608.0,2677.0,5052.0,1312,1365,2691,3523,6787.0,9189.0,3856.0,3779.0,17.7,1,1.1015313,0.31120238
72860.0,138171.0,11360.0,22058.0,457,306,357,107,62409.0,72925.0,63844.0,64252.0,17.7,3,11.308285,10.1792755
27742.0,45252.0,1021.0,2536.0,3602,4814,5323,6725,15425.0,18086.0,5468.0,5352.0,17.7,1,-6.3656244,7.4795804
141990.0,283335.0,20699.0,35644.0,248,241,190,130,129952.0,147504.0,61918.0,64479.0,17.7,3,9.322356,13.087241
4776.0,16376.0,1907.0,5695.0,2065,2791,2865,3833,7822.0,10749.0,1042.0,4617.0,17.8,1,-3.6266725,-1.0248588
3037.0,10398.0,935.0,2218.0,2103,2596,2796,3773,7069.0,9238.0,831.0,2795.0,17.8,1,-3.4779887,-1.4321916
11220.0,19611.0,765.0,1929.0,2365,2812,3073,4036,9433.0,10619.0,2344.0,2851.0,17.8,1,-4.4323487,-1.1842493
11850.0,24031.0,1098.0,4099.0,3841,4811,4921,6565,13632.0,18421.0,3098.0,3310.0,17.9,1,-6.393977,7.481578
4920.0,15868.0,945.0,3207.0,2313,3074,3116,4034,7219.0,8980.0,1131.0,1800.0,18.0,1,-4.3129406,-0.27388734
22496.0,44922.0,2286.0,7352.0,1626,2022,4728,6033,12377.0,16119.0,4393.0,5321.0,18.1,1,-0.25440776,2.743045
125229.0,251761.0,14576.0,30755.0,158,105,0,0,69368.0,76286.0,54382.0,62651.0,18.2,3,10.003273,12.5182295
5092.0,13815.0,926.0,2678.0,1556,1878,2401,3096,6132.0,7684.0,703.0,1523.0,18.4,1,-0.28263736,-1.8066176
79385.0,162552.0,17119.0,33629.0,7065,8906,8926,10521,18591.0,21623.0,4060.0,4410.0,18.4,2,-2.0556655,13.219004
19038.0,25566.0,21080.0,23579.0,239,228,266,114,7981.0,4229.0,9553.0,5626.0,18.5,0,12.720536,-4.376149
6849.0,11992.0,15081.0,21110.0,254,152,319,152,6469.0,4398.0,4241.0,4143.0,18.5,0,12.744963,-4.47065
11690.0,24074.0,3697.0,5517.0,3093,4026,4243,5757,12381.0,16040.0,2827.0,2822.0,18.5,1,-7.367901,4.5591
4050.0,22211.0,2329.0,8521.0,2240,3688,3043,5171,8603.0,15114.0,1378.0,3010.0,18.6,1,-3.6719556,0.33112752
4638.0,20657.0,1168.0,4859.0,773,1131,1625,2258,5431.0,7978.0,1263.0,3427.0,18.6,1,2.9466026,-1.1491238
30985.0,48002.0,1390.0,3309.0,3910,4988,5544,6441,15405.0,18050.0,4074.0,4695.0,18.6,1,-6.3734097,7.6197505
17874.0,33415.0,2406.0,4739.0,2733,3302,3746,4788,11332.0,14237.0,1287.0,2466.0,18.7,1,-5.805672,0.72164834
3176.0,7546.0,1294.0,4040.0,2287,3016,2931,4012,8086.0,10699.0,294.0,1165.0,18.7,1,-4.2855463,-0.31711337
56123.0,112200.0,6703.0,12467.0,496,219,137,81,47974.0,54258.0,34459.0,43746.0,18.8,3,12.659457,9.110868
6148.0,14930.0,1663.0,3681.0,2232,2956,3216,4016,7036.0,9528.0,329.0,1934.0,18.8,1,-4.246677,-0.4110175
2570.0,7306.0,820.0,3515.0,1887,2549,2575,3500,6258.0,8452.0,1412.0,2209.0,18.8,1,-2.9441116,-1.6478525
8220.0,14505.0,1151.0,2713.0,2166,2708,2932,3600,7947.0,9384.0,1748.0,2242.0,18.9,1,-3.679729,-1.3477378
1940.0,9472.0,551.0,2372.0,152,53,119,4,8239.0,11871.0,3817.0,5755.0,19.0,0,13.566529,-4.5302906
468631.0,709226.0,68519.0,122895.0,1653,1767,437,335,852986.0,846289.0,284562.0,293261.0,19.0,2,4.47493,18.153925
2354.0,8932.0,152.0,1577.0,195,94,125,8,1887.0,5805.0,1144.0,2024.0,19.0,0,12.980962,-5.057775
139556.0,261078.0,9983.0,15442.0,566,636,196,184,88014.0,89215.0,40758.0,40531.0,19.0,3,9.830738,12.9143095
77372.0,151959.0,6510.0,11172.0,0,26,446,224,44350.0,46971.0,38382.0,41426.0,19.1,3,12.53307,10.430508
32564.0,67554.0,5832.0,11604.0,4785,5763,5699,6553,14496.0,17148.0,2741.0,3257.0,19.1,2,-5.398248,10.915633
39155.0,68020.0,11265.0,22097.0,0,141,2,86,30042.0,32181.0,29626.0,28811.0,19.2,3,13.545435,6.474132
