FSC-A,FSC-H,SSC-A,SSC-H,FL1-A,FL1-H,FL2-A,FL2-H,FL3-A,FL3-H,FL4-A,FL4-H,Time,Cluster,Label
312863.0,492639.0,21400.0,33685.0,942.0,846,6567,6894,160064.0,150505.0,134222.0,129151.0,20.1,1,Crypto
435390.0,560010.0,16842.0,25985.0,1504.0,1004,6977,6406,187262.0,163449.0,166636.0,142904.0,24.1,1,Crypto
864205.0,900216.0,145227.0,210107.0,4548.0,3499,64564,47582,575103.0,400297.0,346655.0,246863.0,25.2,1,Crypto
439725.0,564098.0,60862.0,93553.0,3234.0,3005,22004,20736,194776.0,169488.0,137776.0,129126.0,26.6,1,Crypto
301063.0,433667.0,26282.0,39996.0,1206.0,646,3932,2915,107167.0,92944.0,106290.0,88421.0,27.6,1,Crypto
756511.0,960635.0,1183560.0,1844090.0,19762.0,19863,26844,26017,174473.0,149606.0,101594.0,96135.0,29.2,1,Crypto
415089.0,541990.0,136347.0,214263.0,1096.0,1009,7959,7525,183593.0,168986.0,175278.0,150381.0,39.0,1,Crypto
1164120.0,1116640.0,236815.0,288750.0,12510.0,8809,158261,109978,1095310.0,697853.0,813909.0,485778.0,40.9,1,Crypto
483356.0,669213.0,76570.0,115003.0,1149.0,905,8546,8055,184708.0,161242.0,181098.0,154124.0,46.8,1,Crypto
867719.0,1091070.0,1069510.0,1476530.0,4427.0,3605,4155,4291,343714.0,281069.0,163008.0,140808.0,55.1,1,Crypto
286693.0,397160.0,18408.0,27498.0,334.0,538,5136,4550,144259.0,126604.0,159025.0,113498.0,57.8,1,Crypto
659819.0,644309.0,129040.0,150463.0,8279.0,5798,91030,69531,663305.0,470354.0,416029.0,299893.0,58.2,1,Crypto
7569260.0,3366980.0,7594060.0,4775750.0,1004060.0,252144,375201,97070,1041350.0,279452.0,168189.0,44680.0,61.6,1,Crypto
476298.0,681973.0,30437.0,46067.0,716.0,956,7294,7068,152183.0,137475.0,132398.0,126321.0,65.6,1,Crypto
1005890.0,1038990.0,109840.0,136212.0,6742.0,4851,84265,62722,852814.0,609995.0,646454.0,451030.0,67.5,1,Crypto
315260.0,411356.0,232213.0,288306.0,17865.0,16135,43472,42140,112447.0,103730.0,57006.0,45751.0,71.0,1,Crypto
492409.0,701620.0,84305.0,124206.0,1087.0,1046,9415,8744,185759.0,165664.0,187033.0,137771.0,71.7,1,Crypto
2230670.0,1654180.0,2379270.0,2166350.0,14974.0,8768,8045,6803,921312.0,676223.0,575187.0,381298.0,75.3,1,Crypto
2585420.0,1957270.0,4627480.0,3475420.0,10174.0,5773,4791,3833,207671.0,158590.0,131343.0,87676.0,79.8,1,Crypto
351413.0,461749.0,31998.0,44242.0,1073.0,895,4297,3493,186745.0,150059.0,192898.0,154379.0,80.8,1,Crypto
1171390.0,1222630.0,534256.0,673141.0,14095.0,9026,137990,89989,1236040.0,758579.0,859923.0,467586.0,82.4,1,Crypto
360322.0,470780.0,136294.0,188695.0,8863.0,7873,23340,21445,66461.0,58582.0,23579.0,22649.0,85.1,1,Crypto
1380560.0,1405290.0,1783670.0,2257760.0,15360.0,12814,17630,13832,751363.0,486672.0,413078.0,271682.0,86.5,1,Crypto
544780.0,751508.0,14074.0,23877.0,2669.0,2031,24065,22917,205214.0,174322.0,140510.0,117625.0,87.3,1,Crypto
1257770.0,1549520.0,143938.0,202933.0,4970.0,4092,78864,65377,699935.0,537076.0,553669.0,427101.0,87.9,1,Crypto
326533.0,465410.0,39018.0,60755.0,674.0,624,5012,5014,122997.0,115147.0,110719.0,101177.0,92.0,1,Crypto
563714.0,701334.0,35863.0,47501.0,2362.0,1988,31210,25707,259683.0,201439.0,201124.0,156641.0,92.6,1,Crypto
392787.0,576589.0,30939.0,46188.0,776.0,517,4975,4779,117513.0,103928.0,108232.0,102459.0,94.9,1,Crypto
824253.0,954332.0,86720.0,115722.0,6295.0,5170,78567,67311,596482.0,463595.0,453056.0,323295.0,98.6,1,Crypto
269445.0,381364.0,63821.0,89587.0,3349.0,2991,6253,6160,119128.0,108151.0,61484.0,58593.0,101.1,1,Crypto
419385.0,524321.0,252717.0,382721.0,3989.0,3357,3693,3681,208130.0,186178.0,110197.0,112837.0,101.3,1,Crypto
610864.0,870626.0,25796.0,36119.0,1324.0,991,4815,4928,75130.0,76469.0,18015.0,17290.0,105.4,1,Crypto
1707260.0,1915020.0,294419.0,355009.0,16830.0,11919,217629,159894,2304420.0,1538440.0,2229140.0,1319390.0,105.6,1,Crypto
