FSC-A,FSC-H,SSC-A,SSC-H,FL1-A,FL1-H,FL2-A,FL2-H,FL3-A,FL3-H,FL4-A,FL4-H,Time,Cluster,Label
286338.0,492623.0,512476.0,871106.0,9224,10566,16152,18543,53852.0,58762.0,19556.0,20041.0,18.9,1,Crypto
248977.0,348434.0,23956.0,33650.0,358,560,4507,4076,107017.0,95877.0,104893.0,79570.0,34.2,1,Crypto
562449.0,641800.0,66645.0,86879.0,3699,3270,44085,38562,534084.0,431294.0,459295.0,357314.0,41.0,1,Crypto
956321.0,980669.0,104845.0,138106.0,5652,4150,97282,72925,772897.0,531137.0,517462.0,361962.0,44.7,1,Crypto
294786.0,415947.0,30159.0,46311.0,500,302,5095,4627,138261.0,117180.0,131113.0,106497.0,49.3,1,Crypto
436313.0,586644.0,123063.0,161492.0,4192,3866,6317,5913,232752.0,194435.0,115164.0,89833.0,54.0,1,Crypto
254728.0,343695.0,51754.0,82872.0,227,364,5231,5069,141785.0,122922.0,115783.0,92489.0,60.0,1,Crypto
575620.0,695002.0,32214.0,45040.0,3802,3005,33403,29180,450366.0,352288.0,343716.0,282502.0,67.0,1,Crypto
461508.0,593670.0,48908.0,70240.0,1647,1431,26261,24583,205958.0,175890.0,146117.0,136198.0,85.9,1,Crypto
767724.0,702003.0,293439.0,388089.0,6857,5115,92776,68987,841052.0,565828.0,495212.0,314936.0,94.7,1,Crypto
365115.0,520791.0,15412.0,28156.0,992,718,5830,5742,149610.0,128892.0,137620.0,99178.0,102.6,1,Crypto
849554.0,995110.0,112183.0,159545.0,6905,6256,59296,52759,692874.0,570011.0,472362.0,381216.0,103.0,1,Crypto
456173.0,658649.0,18446.0,23812.0,619,583,6484,5790,138746.0,122579.0,145768.0,118152.0,107.7,1,Crypto
1017380.0,1279740.0,183211.0,268224.0,7894,6493,66036,55928,730369.0,557288.0,586919.0,443812.0,113.1,1,Crypto
928218.0,1057060.0,115096.0,145801.0,6157,4758,74935,65168,518377.0,398548.0,386888.0,280288.0,115.7,1,Crypto
1181660.0,1237970.0,1990260.0,2427250.0,35199,25467,73691,58265,100759.0,59601.0,38973.0,27932.0,129.6,1,Crypto
536424.0,712892.0,33759.0,46907.0,2890,2632,37181,34854,257436.0,219288.0,170611.0,160601.0,135.9,1,Crypto
