FSC-A,FSC-H,SSC-A,SSC-H,FL1-A,FL1-H,FL2-A,FL2-H,FL3-A,FL3-H,FL4-A,FL4-H,Time,Cluster,Label
363379.0,496910.0,245600.0,285154.0,1393880.0,978937,133897.0,92641,1578920.0,1062310.0,1176580.0,720599.0,22.3,1,Crypto
928127.0,801838.0,628694.0,729923.0,9060.0,7484,13672.0,13020,757958.0,489477.0,300743.0,186978.0,29.6,1,Crypto
1360500.0,1866810.0,110441.0,163240.0,4708.0,4511,65505.0,59815,579932.0,485586.0,452608.0,364908.0,39.4,1,Crypto
1506520.0,1555290.0,798988.0,952907.0,8309.0,6141,61530.0,55602,490012.0,399355.0,402033.0,294925.0,39.8,1,Crypto
308198.0,404353.0,290152.0,431476.0,15387.0,15192,37679.0,37372,89333.0,85230.0,28907.0,30055.0,44.9,1,Crypto
661992.0,864579.0,62219.0,99221.0,5009.0,4419,33214.0,31634,302337.0,258178.0,225652.0,189590.0,45.3,1,Crypto
72417.0,91599.0,59559.0,79962.0,46115.0,37933,5038.0,3633,230561.0,144154.0,156205.0,92031.0,45.3,1,Crypto
48057.0,64602.0,13438.0,21722.0,33543.0,32662,45215.0,44310,65803.0,51111.0,24663.0,18689.0,61.7,1,Crypto
413609.0,614950.0,38531.0,43460.0,24112.0,23323,51941.0,50154,86124.0,82602.0,39002.0,38582.0,66.3,1,Crypto
588031.0,691988.0,104021.0,158489.0,5169.0,4788,41576.0,36969,565396.0,461706.0,436201.0,346735.0,72.7,1,Crypto
529519.0,614697.0,136211.0,202216.0,7698.0,6266,53700.0,47259,649294.0,522460.0,484717.0,417888.0,77.1,1,Crypto
594288.0,729901.0,59991.0,85760.0,271814.0,247034,69472.0,58932,375172.0,302488.0,238173.0,201986.0,77.2,1,Crypto
841983.0,1016520.0,219526.0,332399.0,7656.0,6391,73739.0,64644,435099.0,356207.0,328544.0,283011.0,77.9,1,Crypto
1215180.0,861358.0,176616.0,147877.0,17576.0,9272,209699.0,100987,1861350.0,865361.0,1495100.0,610209.0,80.9,1,Crypto
730008.0,811195.0,624545.0,905628.0,42064.0,41124,55838.0,55098,141038.0,132176.0,39572.0,30849.0,86.0,1,Crypto
549520.0,686469.0,263789.0,384083.0,18690.0,17570,25969.0,24389,64220.0,58790.0,17566.0,16304.0,87.6,1,Crypto
319937.0,490327.0,11042.0,16062.0,761.0,754,4117.0,4024,107038.0,94661.0,115325.0,89988.0,92.2,1,Crypto
881271.0,943727.0,177893.0,227728.0,6083.0,4449,65773.0,49911,587685.0,419123.0,407734.0,283954.0,94.1,1,Crypto
553289.0,654980.0,49618.0,77282.0,2736.0,2567,32926.0,29194,283803.0,226587.0,197831.0,162281.0,100.1,1,Crypto
588009.0,806211.0,103890.0,163498.0,2899.0,2410,37402.0,36099,312116.0,269751.0,220755.0,193189.0,102.9,1,Crypto
541531.0,736235.0,30954.0,44503.0,1570.0,1511,21742.0,21137,215246.0,187075.0,176817.0,151269.0,108.9,1,Crypto
478007.0,596066.0,55942.0,77349.0,2438.0,1931,24425.0,20982,250125.0,196492.0,173393.0,141089.0,121.0,1,Crypto
738603.0,811428.0,106972.0,135157.0,4976.0,3987,65743.0,52637,599624.0,447076.0,421933.0,317746.0,123.8,1,Crypto
732834.0,880685.0,335711.0,366733.0,16985.0,16719,23624.0,23151,429076.0,336128.0,178980.0,154009.0,123.8,1,Crypto
835310.0,1111500.0,43845.0,56445.0,4245.0,3842,34408.0,31154,359713.0,299755.0,273243.0,209252.0,127.4,1,Crypto
1438600.0,709584.0,373300.0,191662.0,27725.0,22308,37772.0,35594,60443.0,53049.0,24582.0,19214.0,132.0,1,Crypto
960165.0,1146390.0,995634.0,1410560.0,9082.0,6635,12810.0,12007,157219.0,129165.0,96354.0,82343.0,132.6,1,Crypto
486529.0,648095.0,40148.0,57351.0,2416.0,1848,13072.0,12007,185942.0,153886.0,165321.0,133497.0,137.1,1,Crypto
423288.0,571080.0,126623.0,199989.0,2403.0,2273,26539.0,25141,223498.0,190180.0,146694.0,130519.0,140.0,1,Crypto
401712.0,521570.0,30554.0,38288.0,1283.0,1020,8652.0,7941,251194.0,218791.0,219880.0,187971.0,140.7,1,Crypto
589802.0,636664.0,629556.0,771347.0,18318.0,15711,20690.0,18710,116983.0,98243.0,62729.0,42866.0,143.9,1,Crypto
927026.0,996867.0,132212.0,152354.0,81536.0,52103,1089580.0,924675,1197200.0,961476.0,537653.0,398135.0,146.4,1,Crypto
2981800.0,1922830.0,10618000.0,7941630.0,15432.0,6594,7946.0,4829,192638.0,130081.0,116160.0,67178.0,150.6,1,Crypto
1848720.0,2242760.0,192961.0,239609.0,13615.0,10407,221668.0,172420,2027830.0,1450390.0,1429520.0,1089690.0,152.1,1,Crypto
583980.0,728159.0,121796.0,173007.0,2796.0,1887,24600.0,20916,320949.0,247404.0,277694.0,195218.0,158.0,1,Crypto
599925.0,795015.0,32602.0,45606.0,1227.0,1025,5888.0,5023,195102.0,167034.0,206179.0,158136.0,159.0,1,Crypto
336049.0,444227.0,37916.0,51466.0,1214.0,677,6043.0,5234,187774.0,157687.0,182247.0,145599.0,163.1,1,Crypto
375676.0,461214.0,21899.0,30766.0,3729.0,3383,39025.0,36307,298688.0,240190.0,211518.0,169747.0,168.9,1,Crypto
2990660.0,1290400.0,13140500.0,9311520.0,21754.0,9697,9547.0,6882,758693.0,470996.0,473189.0,261769.0,175.6,1,Crypto
437187.0,480031.0,55406.0,76714.0,3494.0,2482,41283.0,33244,342137.0,260099.0,243014.0,191233.0,184.3,1,Crypto
1037870.0,1163620.0,127950.0,168209.0,7111.0,5103,69378.0,56539,639409.0,475842.0,601417.0,394501.0,192.1,1,Crypto
933544.0,775986.0,121434.0,128231.0,15713.0,10347,125372.0,76132,898319.0,509254.0,723739.0,352079.0,198.1,1,Crypto
1144460.0,1062610.0,483017.0,597783.0,7849.0,4892,85341.0,57573,745348.0,462793.0,566622.0,360996.0,203.4,1,Crypto
538793.0,637483.0,297689.0,387172.0,8205.0,7073,33669.0,31512,156145.0,145003.0,24214.0,26031.0,218.6,1,Crypto
203756.0,324430.0,118340.0,170780.0,14421.0,14640,19881.0,20437,56491.0,55936.0,20032.0,14256.0,223.0,1,Crypto
757477.0,715029.0,1351680.0,1293770.0,44063.0,38223,53106.0,49350,166583.0,143868.0,45051.0,31609.0,227.5,1,Crypto
1366240.0,1765340.0,200453.0,286802.0,17583.0,15069,86037.0,77827,717180.0,593868.0,559010.0,473184.0,231.2,1,Crypto
