FSC-A,FSC-H,SSC-A,SSC-H,FL1-A,FL1-H,FL2-A,FL2-H,FL3-A,FL3-H,FL4-A,FL4-H,Time,Cluster,tSNE-1,tSNE-2
15069.0,34624.0,4301.0,7870.0,2933,3926,4401,5896,13643.0,18299.0,2471.0,4427.0,16.6,3,94.919304,55.323586
8964.0,21530.0,607.0,3263.0,918,1226,2841,3516,8431.0,11173.0,2143.0,4023.0,16.6,3,50.64022,-13.537709
2657.0,14388.0,794.0,3548.0,1338,2000,2151,3532,6327.0,10607.0,560.0,1836.0,16.6,3,95.1166,55.18308
1213.0,6037.0,113.0,1124.0,1045,3942,1346,4552,2632.0,9203.0,419.0,886.0,16.7,3,80.90688,68.027214
2408.0,6887.0,1615.0,5751.0,116,15,264,202,10306.0,18103.0,5482.0,7439.0,16.8,3,91.26849,57.86825
3683.0,15699.0,4832.0,11804.0,201,213,257,132,30402.0,38592.0,3350.0,3416.0,16.8,3,49.724564,-16.260323
1035.0,5930.0,214.0,892.0,98,44,171,46,2864.0,5721.0,3817.0,9158.0,16.8,3,70.989975,-5.0162005
888.0,5704.0,137.0,549.0,171,93,155,59,1284.0,5166.0,5901.0,11834.0,16.8,3,82.20604,62.907166
1273.0,3453.0,1112.0,3138.0,188,68,175,109,8718.0,12673.0,13547.0,17451.0,16.8,3,52.451077,-17.741
881.0,5606.0,628.0,3374.0,145,48,163,92,0.0,8913.0,19868.0,40393.0,16.8,3,84.120224,61.35026
1046120.0,1391540.0,2280990.0,3176910.0,5700,5794,1088,680,2321660.0,2151490.0,1129660.0,1080570.0,16.8,3,90.794716,55.293415
100809.0,189832.0,27198.0,37677.0,529,410,229,79,65230.0,78635.0,41050.0,41435.0,16.8,3,67.99523,20.056074
2775.0,7764.0,77.0,2272.0,1731,2376,2212,3118,4345.0,5832.0,331.0,1041.0,16.9,3,96.21743,54.65199
49070.0,101448.0,6672.0,11922.0,28,48,74,63,30529.0,36587.0,24132.0,29350.0,16.9,2,66.81281,-59.378407
46322.0,94827.0,3695.0,7093.0,385,214,0,5,53196.0,66151.0,34779.0,47838.0,17.0,3,52.443474,-17.784454
27834.0,55383.0,1876.0,4439.0,173,127,177,79,28706.0,34530.0,16447.0,23972.0,17.1,3,66.791794,20.954075
7930.0,18374.0,3203.0,6160.0,1188,1511,2328,2985,6823.0,8490.0,2038.0,1751.0,17.1,3,86.66984,57.220337
11455.0,20173.0,1558.0,3086.0,1229,1325,2424,3380,7338.0,9162.0,3627.0,4461.0,17.1,3,85.48615,57.46477
520023.0,879734.0,37688.0,61742.0,1900,2132,23080,25420,216238.0,225032.0,172563.0,187191.0,17.2,3,78.25633,75.60103
80737.0,165396.0,2373.0,5294.0,154,96,200,125,49645.0,61327.0,52316.0,70074.0,17.3,3,82.07102,66.116615
77400.0,147419.0,14075.0,27664.0,348,154,338,133,76230.0,89005.0,69734.0,71947.0,17.4,3,50.4752,-13.437368
2749.0,16818.0,406.0,2427.0,729,2427,695,2648,1726.0,6595.0,1482.0,2946.0,17.4,3,86.343895,57.094086
2262.0,13377.0,494.0,2732.0,1691,3414,2246,4232,5866.0,10988.0,469.0,592.0,17.4,3,67.96216,20.01006
2792.0,9386.0,501.0,2335.0,891,1296,2063,3418,5077.0,8096.0,3010.0,3368.0,17.5,3,75.933945,79.70232
3615.0,9286.0,3038.0,6575.0,4702,6036,5475,6983,13867.0,16983.0,2576.0,3889.0,17.5,3,80.0605,69.92383
3652.0,11873.0,1314.0,3415.0,1812,2688,2398,3576,6292.0,8813.0,136.0,577.0,17.5,3,90.3992,56.234726
2419.0,15289.0,293.0,3771.0,101,0,127,28,1807.0,5796.0,13974.0,28863.0,17.6,3,72.675804,-10.225218
14273.0,49058.0,2803.0,5997.0,0,0,99,181,25697.0,32442.0,8738.0,24032.0,17.6,3,52.44366,-12.338845
3054.0,9185.0,250.0,1407.0,1493,1845,1820,2352,4942.0,6132.0,1208.0,1400.0,17.6,3,96.457596,54.541428
1881.0,6878.0,654.0,2522.0,176,132,115,9,11544.0,21989.0,3592.0,5209.0,17.6,3,85.56738,57.211037
3670.0,12421.0,975.0,2354.0,340,241,76,0,23481.0,27437.0,4188.0,4851.0,17.6,-1,91.41469,57.029396
1376.0,5297.0,159.0,617.0,263,220,133,4,2623.0,4254.0,6230.0,8266.0,17.6,3,83.70292,60.746773
604028.0,734301.0,110691.0,157767.0,4794,4214,901,690,2382980.0,2034450.0,1359830.0,995241.0,17.6,3,77.91762,75.18812
150959.0,279179.0,16432.0,30348.0,309,613,220,99,183900.0,194560.0,50337.0,58529.0,17.7,3,79.78336,68.8359
