FSC-A,FSC-H,SSC-A,SSC-H,FL1-A,FL1-H,FL2-A,FL2-H,FL3-A,FL3-H,FL4-A,FL4-H,Row_Status
1133.0,-0.39284050631149114,195.0,-0.13994584813044517,210,-0.5549991418591829,191,-0.5857998826421276,940.0,-0.21660078211057607,1489.0,3995.0,1
1588.0,-0.36978863710543153,106.0,-0.1383047791928251,83,-0.5899992186644768,137,-0.5849731147746094,1547.0,-0.20961736296045158,1178.0,5728.0,1
993.0,5954.0,0.0,1083.0,74,0.0,128,0.0,0.0,11118.0,15740.0,44037.0,0
325002.0,2.261739404601772,31232.0,-0.017893969086990143,634,-0.21078578808113502,147,-0.5864199585427662,480666.0,1.532086565739088,242328.0,273418.0,1
1797.0,-0.36939772254022385,339.0,-0.1354528448114624,110,-0.5899992186644768,136,-0.6050222355619245,300.0,-0.21674923915033212,1248.0,2972.0,1
21801.0,-0.2083691320041181,21516.0,-0.03871581819065521,2678,0.36547531900445196,6528,1.2562389261882976,17715.0,-0.16271681496072105,5361.0,9498.0,1
5249.0,-0.3294196556653792,2197.0,-0.12947826263063852,2127,0.29106570689870903,3042,0.3451407361833027,8832.0,-0.19631858133910485,890.0,2658.0,1
8662.0,-0.3495698909853614,1761.0,-0.13325146205498742,2618,0.305120855852016,3089,0.30896964197938387,7418.0,-0.20585546157303333,2719.0,3185.0,1
13484.0,-0.3410503714920729,2456.0,-0.13438258246084062,1668,-0.08180912709784727,2058,-0.0787844878866257,5888.0,-0.21023197510504163,1920.0,2345.0,1
2801.0,-0.37769155939792853,1357.0,-0.13622301399318434,755,-0.35216405108204657,1697,-0.029385107802416585,4191.0,-0.21537749610298623,965.0,1685.0,1
52436.0,0.008270077968074541,32842.0,0.003062187448909819,2666,0.39689271078243227,6491,1.3649589007669334,15460.0,-0.16885105984344093,6613.0,8171.0,1
33045.0,-0.08317975000813269,5661.0,-0.11642316050668162,243,-0.5525188214556581,0,-0.596754556886743,32887.0,-0.10496702649561858,22090.0,31586.0,1
1382.0,-0.3807181247429899,269.0,-0.13957440413817054,1526,0.14004175343964556,1991,0.11922641638396982,4758.0,-0.20938873911922729,317.0,1215.0,1
4757.0,-0.3158101867302632,1040.0,-0.1351212733381325,2778,0.5465387084617598,3699,0.6539385347013296,8570.0,-0.1936047866523643,875.0,2628.0,1
4439.0,-0.3574889334661144,0.0,-0.1398157378054676,257,-0.5274400262644633,191,-0.5917939496816341,1165.0,-0.2213098394116379,7279.0,14321.0,1
39902.0,-0.014205494507833604,4336.0,-0.12388771576386129,608,-0.4781092093499152,263,-0.5895203380459593,46893.0,-0.04492803047747784,21899.0,41606.0,1
3303.0,-0.3563242498646194,487.0,-0.13667210446971975,1339,-0.0652736577410155,1637,-0.14161884581800466,4703.0,-0.2150211992075717,865.0,1718.0,1
996.0,-0.3915629813922043,0.0,-0.1407999594573139,276,-0.5161407888706282,139,-0.605228927528804,2452.0,-0.22155924723842804,629.0,1000.0,1
145892.0,0.9330731880727856,20409.0,-0.059734931335415284,617,-0.4974005902662189,261,-0.5705046770930419,239149.0,0.6342154201537176,113177.0,127278.0,1
10814.0,-0.32168599534957,796.0,-0.13744856931232768,3977,0.9122481724036889,5344,0.9327659980218236,14099.0,-0.175873077823902,1841.0,3299.0,1
1919.0,-0.3885525362353989,197.0,-0.1386153651298683,58,-0.5899992186644768,155,-0.59365417738355,8473.0,-0.20838220038968128,2377.0,2678.0,1
2713.0,-0.3524957051538228,0.0,-0.1416435780160393,58,-0.5899992186644768,210,-0.5802191995363801,87.0,-0.22242326720980823,2087.0,5760.0,1
333717.0,2.1174677497577634,35776.0,0.010065060907782057,1060,-0.37421134355782226,231,-0.5738117485631145,550280.0,1.7688458527420325,223428.0,266675.0,1
3478.0,-0.37248070854418114,2665.0,-0.12557495288131207,230,-0.5527944126116053,239,-0.5684377574242465,15021.0,-0.13735144514800277,25134.0,27190.0,1
532.0,-0.40225066620592287,2210.0,-0.12636820615294939,179,-0.5676763350327539,139,-0.6039887757275267,24556.0,-0.11261553318385015,12257.0,19937.0,1
2357.0,-0.377139442950161,140.0,-0.13782421041185966,212,-0.5566526887948661,147,-0.5932407934497909,17225.0,-0.12837276338355702,27525.0,36332.0,1
1040.0,-0.39125669781534056,75.0,-0.14093636544317745,160,-0.5442510867772422,140,-0.6048155435950449,11093.0,-0.14776422191649194,21516.0,59243.0,1
1509980.0,4.082772591127459,1582080.0,3.01546876768877,6681,0.5705151390291658,1811,-0.4320210592837528,4542230.0,7.916543912404609,3720800.0,1943090.0,1
17666.0,-0.2584384367272099,4411.0,-0.12186680861945194,578,-0.5186211092741531,158,-0.5955144050854658,17465.0,-0.16708442107034396,12701.0,15582.0,1
24062.0,-0.20931619306415727,4042.0,-0.1278371936930185,162,-0.5525188214556581,220,-0.5810459674038982,24158.0,-0.1443704939876687,18115.0,22292.0,1
17421.0,-0.24627978473513262,2052.0,-0.13316542135621195,312,-0.5436999044653479,253,-0.5897270300128388,17876.0,-0.16119067659202888,10074.0,16383.0,1
4214.0,-0.3557560132285959,684.0,-0.13580120471382165,1836,0.10504167663435167,2297,0.04688422797613221,5690.0,-0.2119867373149581,840.0,1653.0,1
4179.0,-0.3662744360656266,1316.0,-0.13509818924821715,1468,0.010513910144463416,1779,-0.050260996457249726,4871.0,-0.21243507757502136,1906.0,1744.0,1
6262.0,-0.36328011109707725,116.0,-0.13869720872138644,0,-0.5899992186644768,5,-0.5866266505096457,6176.0,-0.21566847190090807,2529.0,2134.0,1
1334.0,4523.0,0.0,194.0,95,0.0,119,0.0,1624.0,5389.0,1854.0,5281.0,0
333618.0,2.193893562279392,65179.0,0.11814896699880865,837,-0.22180943431902286,414,-0.5535559358089199,479765.0,1.5107681348301196,262069.0,317969.0,1
38640.0,-0.12472147514380799,7441.0,-0.11114949523783357,720,-0.4985029548900077,244,-0.58476642280773,39677.0,-0.08167708609868984,30881.0,41415.0,1
2856.0,-0.35525628739266035,307.0,-0.1376878044259961,2238,0.4434676161375084,2805,0.35878240599735206,8122.0,-0.19379481166325205,0.0,2713.0,1
1540.0,8301.0,12.0,354.0,128,17.0,86,0.0,1741.0,5541.0,974.0,3985.0,0
440.0,-0.40437450100864897,0.0,-0.14159740983620855,104,-0.5877944894168993,124,-0.6048155435950449,2028.0,-0.2107931427153195,2830.0,14111.0,1
306619.0,2.0166440323107007,39611.0,0.02653870689284261,1052,-0.279683577067934,100,-0.5979947086880202,377409.0,1.0752664395649592,173386.0,205417.0,1
39562.0,-0.11139813955023575,2828.0,-0.12940481325363506,189,-0.5318494847596185,273,-0.5816660433045369,34982.0,-0.09180185621005228,31603.0,45633.0,1
9745.0,-0.34069169730337723,324.0,-0.13731845898735015,2002,0.1510653996775334,2688,0.037169705532794015,5954.0,-0.21258947289636765,85.0,1129.0,1
20094.0,-0.23471354966146282,1356.0,-0.13620202845689763,127,-0.5541723683913413,143,-0.5986147845886588,23299.0,-0.1414637051492453,8501.0,20644.0,1
3706.0,-0.3644488247456362,889.0,-0.1377927321074296,1042,0.164569366318946,1336,0.14299599257511647,3478.0,-0.20585843071382845,185.0,766.0,1
3439.0,-0.34769994914766705,1060.0,-0.13355365377751593,1378,0.4919716595842149,1694,0.3749043794139559,4673.0,-0.1966362794041828,957.0,2866.0,1
19617.0,-0.24362398371995897,1707.0,-0.12905225624401848,127,-0.5820070751420081,324,-0.5711247529936805,16835.0,-0.1703593833673624,8467.0,19863.0,1
25248.0,-0.26131186028383935,3455.0,-0.12363798788204954,330,-0.5235817500812026,0,-0.5957210970523453,34315.0,-0.10461072960020407,34497.0,37610.0,1
42895.0,-0.06011176061381705,6591.0,-0.11358801455434826,518,-0.4348413978662054,130,-0.5855931906752481,45541.0,-0.057876453485000305,32410.0,47376.0,1
