FSC-A,FSC-H,SSC-A,SSC-H,FL1-A,FL1-H,FL2-A,FL2-H,FL3-A,FL3-H,FL4-A,FL4-H,Row_Status
2423.0,-0.34799363548072426,841.0,-0.12185801871096676,2071,0.09029883602809287,3007,0.13155996038763013,7283.0,-0.20673939511289824,2932.0,3434.0,1
12653.0,-0.25491672280902516,4588.0,-0.11214865018335841,300,-0.7403122058022761,179,-0.6355369488345922,25836.0,-0.12860468498327865,16931.0,20173.0,1
51337.0,0.045213271352219905,1584.0,-0.12647574675799952,154,-0.7354880214117341,96,-0.6315934466191002,40409.0,-0.06668421821818468,27785.0,33256.0,1
179794.0,1.1384455661853625,46503.0,0.04825553403482886,5347,0.8164804745808479,6532,0.7170843110791565,21883.0,-0.15054752337187013,5515.0,5502.0,1
5544.0,-0.3419758097734206,1943.0,-0.12425092631875674,3077,0.27673937394491976,4173,0.23169062533751342,11146.0,-0.19539598922872806,1196.0,2564.0,1
31032.0,-0.15121798524431426,9041.0,-0.09294936026485616,0,-0.7692573121455277,62,-0.6406806473765382,44201.0,-0.045866092527213444,31914.0,34108.0,1
5745.0,-0.34740454109672614,825.0,-0.1279628512908407,3098,0.16663445961960952,4095,0.12795937140826788,9403.0,-0.2065599662389588,3581.0,2503.0,1
11124.0,-0.31325972430114424,1556.0,-0.1257403653956055,3690,0.3561965286126694,4400,0.21986011869103747,12679.0,-0.19102405154420415,1319.0,3854.0,1
7435.0,-0.3121041930094557,3601.0,-0.1163554984850536,4708,0.8031430236187613,5881,0.5722034688143426,13981.0,-0.17989946135996013,866.0,3629.0,1
555.0,-0.38012193688492807,884.0,-0.12031488512194316,472,-0.43922634472198174,895,-0.24187255375765376,2312.0,-0.22837151520759463,892.0,1794.0,1
29291.0,-0.16641662035146515,8227.0,-0.09543798417695773,0,-0.787702723050541,64,-0.6312505333829704,37407.0,-0.07825081611627947,16821.0,27458.0,1
1091.0,-0.36329649497889016,528.0,-0.1259177907401831,2050,0.21430875242025932,2455,0.12813082802633274,6378.0,-0.20229743640439796,1027.0,2196.0,1
1718.0,-0.34363433703913837,537.0,-0.12701502642375512,418,-0.4607932867032281,298,-0.42567404832319294,821.0,-0.2371241432046395,329.0,399.0,1
1840.0,-0.34206643967865114,856.0,-0.12249068013702635,336,-0.5110215594753413,578,-0.353833725354013,1605.0,-0.23395131555571075,849.0,1398.0,1
7230.0,-0.2654116658347143,0.0,-0.1285534909247635,4071,0.6419585098641835,5140,0.4326377817095395,13167.0,-0.1842276359044988,1974.0,2947.0,1
3638.0,-0.34915822976293587,1479.0,-0.12487658411279354,2495,0.05312423866568141,3714,0.08252336762107769,10526.0,-0.2017591497825797,0.0,2508.0,1
35454.0,-0.05500980934690223,139723.0,0.14961676575680494,361,-0.7445688390880484,29,-0.642223756939122,33276.0,-0.10056564119474538,29081.0,26688.0,1
5429.0,-0.3124168661825008,1435.0,-0.12381203204532794,4830,0.8791948716578932,5629,0.5495711952297798,12182.0,-0.18540486437010134,1120.0,1332.0,1
12849.0,-0.2768491598748004,2380.0,-0.12191638231115676,5193,0.9864620304593553,6807,0.6769634624519772,16434.0,-0.16789523206201307,2154.0,4099.0,1
5779.0,-0.32258554154936026,660.0,-0.12674188477486592,2549,0.11158200245695439,4198,0.1944845392174369,10849.0,-0.19741784629604545,1269.0,1374.0,1
3059.0,-0.33267265000151225,202.0,-0.12592712891621352,1179,0.21459252797264414,1638,0.1427046405618466,5485.0,-0.18979430731061936,3884.0,4673.0,1
3652.0,-0.29271392478539526,849.0,-0.12310699975503274,2015,0.47084185177613685,2648,0.34913840871194846,7668.0,-0.17744434920678903,539.0,1417.0,1
8360.0,-0.28321137922197986,667.0,-0.12363927578876555,3641,0.44700470537581194,4862,0.336622075593213,15303.0,-0.17537435268548793,4489.0,5693.0,1
