FSC-A,FSC-H,SSC-A,SSC-H,FL1-A,FL1-H,FL2-A,FL2-H,FL3-A,FL3-H,FL4-A,FL4-H,Row_Status
2371.0,-0.33818335996928706,794.0,-0.13917504289772747,2489,0.4883661023528939,3133,0.346762865284821,8384.0,-0.19592182116653212,843.0,1054.0,1
18347.0,-0.20012003005794288,8615.0,-0.09848730231961678,14,-0.8489126540905629,160,-0.6465854299710626,26855.0,-0.11624612924772007,9611.0,22677.0,1
3993.0,-0.35120490223697143,660.0,-0.14106136777351932,785,-0.2491859694460043,904,-0.25582434063700443,3169.0,-0.24374890554698847,1287.0,1393.0,1
6860.0,-0.3201216661345775,2590.0,-0.13301774454797813,5997,1.9197013730030283,6880,1.2677148928461512,14683.0,-0.16873209789954127,2947.0,3748.0,1
307730.0,1.7914210648822482,120920.0,0.3595478602588993,550,-0.6458995838226844,184,-0.6338937385974496,294688.0,1.3022525682057764,166392.0,147944.0,1
24455.0,-0.1523191405387127,5067.0,-0.11646087364649108,38,-0.8250105036155987,288,-0.6508755791677769,23566.0,-0.13803918258353967,7411.0,21552.0,1
2991.0,-0.34397838355183025,650.0,-0.14238414330882565,1647,-0.2349067626687529,2578,-0.11389190471237394,6487.0,-0.239095180615902,302.0,1200.0,1
10635.0,-0.291528587107764,1989.0,-0.1376148461124944,4719,0.8524858751728045,6332,0.6796069404632366,18677.0,-0.16715849911463954,4008.0,4496.0,1
10660.0,-0.2950497888874666,33177.0,-0.0009332588469564938,5145,1.1812180485882224,6766,0.7956197249910516,19075.0,-0.15305286279358585,3260.0,4736.0,1
4184.0,-0.3525719570455619,1452.0,-0.13899241116701458,2684,0.07675244612169062,4210,0.18641853905762507,12263.0,-0.20885628724439664,909.0,2087.0,1
3629.0,-0.344880547667937,2789.0,-0.1285119588488183,2024,-0.07193755488490544,2972,0.0337607301412089,7422.0,-0.22944721429535686,986.0,2222.0,1
23725.0,53126.0,3084.0,7611.0,74,123.0,0,0.0,22837.0,25118.0,5241.0,17217.0,0
31166.0,-0.11038231777417672,3809.0,-0.12803972537368924,2675,0.1031379369057421,7438,0.7729176854917719,16231.0,-0.17658977314349328,2870.0,7377.0,1
17815.0,-0.24248492048981526,1471.0,-0.13887239602968895,3032,0.18881317756925048,4713,0.2775842094878033,14880.0,-0.19194396981191164,2090.0,5322.0,1
3776.0,-0.33530195825151743,798.0,-0.14045607403744229,2624,0.06433574457625461,3397,0.048239983680119565,9486.0,-0.22577892335743838,1459.0,3223.0,1
28901.0,-0.13717567144692,6274.0,-0.11949516940104976,249,-0.7790687078974855,299,-0.6433678180735269,52916.0,0.019846948615028365,26458.0,46308.0,1
43091.0,0.006852988538273246,3309.0,-0.12957383191167762,379,-0.7781374552815777,42,-0.6664273700058662,26351.0,-0.12925798542976008,10024.0,19728.0,1
4026.0,-0.34881140560240237,1134.0,-0.13991600591947698,6308,1.6595714756261442,6803,0.8503191272491586,15855.0,-0.17781769612974446,1617.0,3723.0,1
2965.0,-0.3482958832503414,1196.0,-0.1390498097109529,2163,-0.10422097890303904,3149,-0.007531955877165961,7484.0,-0.2349057963098685,684.0,2174.0,1
17312.0,-0.2974801085471828,1299.0,-0.13729132704666008,2658,0.1944006932646967,4046,0.09972177404069082,10658.0,-0.22216222582230352,2440.0,2877.0,1
861.0,-0.3775701882423783,1738.0,-0.13562416024772372,1459,-0.12253561368255714,1580,-0.1898632967375225,4579.0,-0.23968850474791414,1147.0,1565.0,1
477683.0,2.88065075161505,385566.0,1.467545871222123,345,-0.7430602734157211,105,-0.6569532905297888,154318.0,0.4748078930419327,90361.0,81844.0,1
6328.0,-0.3494926315676259,1809.0,-0.13760701903832098,1761,-0.13743565553708031,2417,-0.11675200417685012,7495.0,-0.23330640082357493,1625.0,1585.0,1
2634.0,-0.36072825711567025,932.0,-0.13870541844732287,1658,-0.10391056136440313,2306,-0.08993857169738592,6995.0,-0.22878681873972598,0.0,340.0,1
30745.0,-0.1850456041383012,3651.0,-0.13054178008445602,391,-0.7803103780520291,150,-0.6533781661991935,35095.0,-0.08932469167520428,16817.0,29935.0,1
12837.0,-0.32301227360863394,806.0,-0.1451184012200703,1939,-0.1628898937052241,2830,-0.11567946687767156,6907.0,-0.24207727929679776,1024.0,707.0,1
17407.0,-0.236906232180012,3488.0,-0.1316166982709377,177,-0.811662549454255,67,-0.6589196089116162,17639.0,-0.173839844775124,7028.0,16216.0,1
48294.0,-0.04687640802965877,5798.0,-0.12053095221666438,20,-0.786518728824747,301,-0.6392564250933425,53857.0,-0.010041109617548089,38561.0,43381.0,1
12452.0,-0.32117112235127315,5685.0,-0.1270743862256353,4761,0.717454245866188,6454,0.6674515177392127,19005.0,-0.16997549890662758,2166.0,3780.0,1
21046.0,-0.23789124810270004,2406.0,-0.13555893462961197,0,-0.8209750756133319,156,-0.6430103056404675,29558.0,-0.11205674494168656,4040.0,12903.0,1
3307.0,12914.0,0.0,1423.0,254,151.0,111,0.0,2155.0,4836.0,5518.0,13964.0,0
298601.0,1.502852825437944,53511.0,0.0698521909526409,1152,-0.6176515878068175,136,-0.6269222461527889,543019.0,2.308819219153944,221347.0,250161.0,1
12506.0,-0.246866860482334,1241.0,-0.14025778815838255,2619,0.1447338870829527,3450,0.055926500990899304,11182.0,-0.2141858857519491,503.0,3181.0,1
645.0,-0.38467242921764766,806.0,-0.13774790637344236,2299,0.8562108856364353,2489,0.4731435103713622,6092.0,-0.20556462814679888,638.0,1107.0,1
3661.0,-0.3668546879245384,2622.0,-0.13744525950540382,1981,-0.15202527985296763,2909,-0.07081165652870146,6688.0,-0.2423816803732214,779.0,1556.0,1
4003.0,-0.3536306190185443,621.0,-0.14109267607021297,2238,-0.06541878657355155,2733,-0.07778314897336215,7030.0,-0.23474069742096076,1135.0,1388.0,1
20457.0,-0.19146661914834706,14839.0,-0.08288794349201024,31,-0.8082479565292601,263,-0.6401502061759913,31581.0,-0.10716569035779523,10378.0,20615.0,1
50838.0,0.010332764414685188,6457.0,-0.11726445326162785,360,-0.7377831752589108,459,-0.6369325942784555,54142.0,-0.0005324454845188451,28830.0,44838.0,1
2898.0,-0.35056970505318197,686.0,-0.14180754884471777,2594,0.137594283694327,3968,0.1973226682659405,11303.0,-0.20876341911938603,1634.0,2722.0,1
24735.0,-0.17699977314363444,2744.0,-0.13706955994508013,44,-0.8160083949951575,162,-0.6383626440106936,31319.0,-0.11023549782342323,12958.0,29735.0,1
2183.0,-0.33503499131920006,569.0,-0.13892979457362728,1710,0.2670383973054973,2143,0.11026839081594673,5466.0,-0.22133157203748655,36.0,190.0,1
81160.0,0.19433281819718173,10882.0,-0.10614478988593642,352,-0.8070062863747165,430,-0.6399714499594614,85795.0,0.13245470953065303,33020.0,40902.0,1
4211.0,-0.33223183852986826,1392.0,-0.13714522166208976,3834,0.6848604043094185,3929,0.21555580235197616,12409.0,-0.20035369446564882,2341.0,3962.0,1
7025.0,-0.3251019802857385,1114.0,-0.1399838405623132,3369,0.23723831359645087,4322,0.18177087742785125,12670.0,-0.21202412217531358,2807.0,3088.0,1
3220.0,-0.3592231159627778,2102.0,-0.13363086535822857,2225,0.1077941999852806,2781,0.006053516579095898,6765.0,-0.22951944505925398,223.0,264.0,1
4771.0,-0.3580631906706405,1610.0,-0.13785487638714564,5138,0.916121470593164,6425,0.5553713699750524,16487.0,-0.19528206297201467,1007.0,2982.0,1
3456.0,-0.3221975641772518,1124.0,-0.1356345963466216,2379,0.2161299209692097,3070,0.146019634121899,8285.0,-0.2150784516201065,519.0,2072.0,1
22881.0,-0.2889003436878814,3052.0,-0.13818361350242886,429,-0.7846562235929316,510,-0.6322849326486817,21424.0,-0.17170903724015868,14859.0,11138.0,1
10742.0,-0.3206049683396347,2303.0,-0.13515975384676804,4056,0.4598076887983911,5674,0.37160997938245777,14283.0,-0.20139072186160048,2858.0,3010.0,1
3996.0,-0.357851458276044,1697.0,-0.13301252649852918,1055,0.1729818830988196,1362,0.08202490860424445,3701.0,-0.2254951596421282,2774.0,2606.0,1
128404.0,0.47985395231055367,8567.0,-0.11485110539149304,303,-0.7834145534383881,381,-0.6372901067115151,159656.0,0.4752670743267073,70338.0,64120.0,1
