FSC-A,FSC-H,SSC-A,SSC-H,FL1-A,FL1-H,FL2-A,FL2-H,FL3-A,FL3-H,FL4-A,FL4-H,Time,Cluster,Label
0.5769922693313309,2.1190536057831793,0.013737240401704168,0.13807302135974994,0.05031928878458587,0.025901886352683035,0.01038854119690833,0.054875559011374066,0.14731601829001004,0.6261963199657289,0.09158537054054577,0.5577249299003619,19.5,1,Crypto
1.0150666107835964,2.2849236073476926,0.9590603097847282,1.6700491721335315,1.3454781801697544,2.074696850675254,1.1683093020081852,1.494599523165791,0.1070179099263236,0.22303781935996037,0.008909556611974723,0.1568344691049919,24.7,1,Crypto
1.7333386832225794,3.5577203558755417,1.1072728919560686,1.744169101480268,0.35537811367801364,0.4468259743906173,0.03177272781992969,0.04407170936260017,0.025147569200098863,0.12233594388432179,0.11391123328951969,0.26498397918333255,25.5,1,Crypto
-0.20501643053711952,-0.3308951425744575,-0.11368064166807938,-0.1232648792503395,3.537574390233372,6.356789977061162,1.5804790167224987,2.250647001669372,-0.0907604930954537,-0.06588971714033698,-0.11689548808261739,-0.1753294650620509,25.8,1,Crypto
0.43450521091899025,1.1792274804277607,-0.09231361037106693,-0.0925656490064401,-0.2717269853262368,-0.48601772734862425,0.07945287502420138,0.05990748898477561,0.01871109560589892,0.12776078522805895,0.059360682043078955,0.28350416114090377,29.3,1,Crypto
0.6221074465681968,1.5900348213454891,-0.08128639318454896,-0.07050872097649286,-0.2091416461042557,-0.3860901255465152,0.20691939920848554,0.24971484754028953,0.032258326393691195,0.178978794019858,0.051100930623128905,0.39679370437312367,31.0,1,Crypto
0.6668353492776603,1.617432099389712,-0.05115270151269935,-0.019264743992595163,-0.16497427813902904,-0.3539904769229327,0.47407198279020896,0.5783442741855283,0.17416281306581777,0.4841808545513668,0.237285506394967,0.7509419886754043,36.9,1,Crypto
0.4268749806469538,1.2290995563425908,-0.0895503711337478,-0.08782168988345836,-0.3242986702727009,-0.4502894227936802,0.08214836073298559,0.04569968670693597,0.011969691211973756,0.1138911235990679,0.04711286442247048,0.22971585586603815,38.7,1,Crypto
0.4686130317966494,1.2909741732002307,-0.09242565404425138,-0.08926295997575438,-0.2813830090919139,-0.47206135838184926,0.10532953782852975,0.07737124595128683,0.040926664385879954,0.18475463406680945,0.09752918997398782,0.3532854654060166,40.2,1,Crypto
0.5936612104482782,1.6210400536078735,0.4032313304646768,0.6960005517131471,0.05532611592234436,-0.026294933583055496,0.06639474425720235,0.05746552296827192,0.10509670272805485,0.24261381634219703,0.030523761823396584,0.15200497962082618,43.4,1,Crypto
1.2240519328386672,3.1556512163699053,-0.055558743255493155,-0.021805137648511767,3.272391367187092,4.947754966175557,2.753075199726045,3.2267674175390733,-0.059912376323251644,-0.018876742317738407,-0.08962630243832473,-0.11512682674724016,46.4,1,Crypto
0.6356228665334385,1.5937067038775936,-0.04736289997242,-0.001701813113903042,-0.3484387296868936,-0.46117539058776474,0.28047620921708566,0.29404023068834134,0.021299428403566512,0.14773295896441865,0.0700442450762564,0.2948175882806401,46.7,1,Crypto
1.910194050736368,3.9214724622115558,0.1972238962781535,0.3941280377446953,1.0447109213944052,1.263552686326291,2.858318941733464,3.158614365987561,0.900321870011459,1.9023650506284289,0.9113313340894965,2.309394686730392,52.5,1,Crypto
1.994324831403511,3.793815610306507,0.012972618037404899,0.06367476556222576,0.3299863474793813,0.3438279714158177,3.3194865966652323,3.07447753687348,0.6683282270205139,1.2070366195609874,0.6633560921231637,1.377554863742901,54.4,1,Crypto
0.4997286959090206,1.3683394196301981,-0.08845718826835358,-0.08625100685544572,-0.3142850159971839,-0.49076289279732777,0.03704389987266324,0.0013003045886870953,-0.017300802361649926,0.05080866359168993,0.017228467827222503,0.15425374412564835,54.7,1,Crypto
0.6848551408294757,1.8413330279360385,-0.045109913679197595,-0.009202445045642858,-0.2998009803486683,-0.4262844681708272,0.2722100530434807,0.24853086401713623,0.03626251159008293,0.1744748898677226,0.08493685354546907,0.34603052277736407,54.9,1,Crypto
0.7186379277287793,1.6612989093135158,-0.017825765155092987,0.02828475959358431,-0.11347548472208462,-0.32524035685137614,0.1992522398590549,0.218339284176727,0.09459448513751864,0.2905720549991944,0.1439713692766815,0.43039131691540733,56.9,1,Crypto
1.7355747325772246,3.128945163220192,0.12297225123808192,0.2467391134230578,1.1031835097532274,1.261319667291607,5.040763870612408,4.983354972077393,0.8168481372866792,1.5408398615524301,0.7588243417878782,1.9026949176308978,65.1,1,Crypto
8.2219942983416,9.308232015838692,8.242419918443744,8.104194418972531,10.272472151538215,7.43059300536483,1.0428793670260934,0.7195343093215597,0.3456913985112494,0.48840326469399375,0.4031800123736647,0.6243900890659354,66.4,1,Crypto
0.6968883136451949,1.9340131010749906,0.010425895627996243,0.09867830550365866,-0.1935847189262204,-0.31630828071264017,0.22285271473152107,0.24497891344767633,0.04411054278301089,0.20650265272735216,0.057255289328071675,0.35823274731662536,68.4,1,Crypto
1.3094044724315443,2.5243671072214258,1.0940350833796952,1.6777784926777022,4.044515637931418,5.725962099762931,1.9420334997940867,2.245023079934394,-0.013896457564717659,0.06518918471941855,-0.06344635302510196,-0.07105104245272556,70.4,1,Crypto
0.6398552238686225,1.4210603010351157,0.1214823732054671,0.3053489910631547,-0.046062133617264994,-0.10780012834902154,1.118592565601721,1.158644198471041,0.12825999070718186,0.32575185571838167,0.11106982312124952,0.3462714618314522,70.8,1,Crypto
