FSC-A,FSC-H,SSC-A,SSC-H,FL1-A,FL1-H,FL2-A,FL2-H,FL3-A,FL3-H,FL4-A,FL4-H,Row_Status
2878.0,-0.34709839088809763,2183.0,-0.09919680431768134,2205.0,0.05793475158258398,2467.0,0.06801627860688692,6725.0,-0.23264357191792584,886.0,1013.0,1
13062.0,-0.29830894648442813,6555.0,-0.09327476245893504,4711.0,0.21411020389478513,8048.0,0.8382080720514806,23303.0,-0.16610130806578347,4312.0,5476.0,1
1233.0,-0.3690884936043171,200.0,-0.10689700495907993,212.0,-0.23828195077160835,523.0,-0.3953824504489437,1472.0,-0.26034730169936454,77.0,383.0,1
26833.0,-0.20463619434378594,3996.0,-0.09995445458159405,405.0,-0.2578605333017508,406.0,-0.5876094855628236,37157.0,-0.10274843376646711,16283.0,29829.0,1
5705.0,-0.32037357706073044,676.0,-0.10657229770311734,5287.0,0.36221855507188133,5552.0,0.5091115369775512,13877.0,-0.19703183959421622,42.0,1971.0,1
2692.0,-0.36875531022982894,619.0,-0.10786253658792107,3859.0,0.1315357192421936,4795.0,0.30934304055285966,11442.0,-0.22002163291048102,1129.0,1471.0,1
26086.0,-0.21321566623685642,3429.0,-0.09749939284206738,399.0,-0.2532378124265783,0.0,-0.6091106731298185,40075.0,-0.08651154149753477,17258.0,34473.0,1
534.0,-0.3841255853739807,436.0,-0.1041395703251119,580.0,-0.12588638439486463,747.0,-0.2527365120380595,2052.0,-0.24967547331292916,2009.0,5554.0,1
3389.0,-0.36380139953020213,2114.0,-0.10231502479160781,3686.0,0.13162636082798126,5132.0,0.34945719646143225,15741.0,-0.1925283467212376,0.0,739.0,1
7172.0,-0.3303822302706844,731.0,-0.10674753653966858,2651.0,-0.02835603808730314,3160.0,-0.09725404373643218,8723.0,-0.2416365280910701,650.0,1336.0,1
3906.0,-0.36192505105282136,1347.0,-0.10515320673261416,3058.0,0.04406658895706641,3725.0,0.07523682667042998,10335.0,-0.22657811993843124,1465.0,2316.0,1
9533.0,-0.31409570084669014,6162.0,-0.09075956974608196,5999.0,0.3320349070045784,7795.0,0.8125350122699941,20016.0,-0.18505058441189923,2791.0,4247.0,1
186594.0,0.8574997956232766,15270.0,-0.07182690328731077,684.0,-0.23592526954112825,155.0,-0.593385924013658,208062.0,0.5780973818007338,97579.0,75557.0,1
2437.0,-0.3372563293653878,782.0,-0.10488347636655,1247.0,-0.08654793616300432,1899.0,-0.05377029873153948,5022.0,-0.24256715642100027,1038.0,1512.0,1
6858.0,-0.3414781134394945,966.0,-0.10564284465827203,3322.0,0.05195240692059601,4681.0,0.24788815370092643,12233.0,-0.2177675482118562,1353.0,2342.0,1
18836.0,-0.2491205588297267,3160.0,-0.09959538676944495,2554.0,-0.018838671579595002,6633.0,0.5355868798772091,16818.0,-0.19770993561351208,3245.0,6605.0,1
3997.0,-0.3631087288306083,0.0,-0.10899815296988548,0.0,-0.27245382861357,329.0,-0.5850421795846749,7561.0,-0.2614369318545089,1793.0,995.0,1
7097.0,-0.3392685815876256,0.0,-0.10998773698805718,14.0,-0.2671059750520959,155.0,-0.5912999879064122,3880.0,-0.26378454703855386,17346.0,25742.0,1
554966.0,2.966703995845351,19182.0,-0.06082980727981583,1362.0,-0.15851735527843538,449.0,-0.5755752387902517,637069.0,2.291080163124554,241613.0,225225.0,1
6474.0,-0.31761166224589427,8876.0,-0.07141285858526324,2685.0,0.027841745101068724,3740.0,0.09866349372103637,13222.0,-0.20871847374745986,1961.0,4422.0,1
8353.0,-0.32950104792499857,1668.0,-0.10228925437446793,3328.0,0.07533793605382172,3599.0,0.05213107286709216,10890.0,-0.2271112437053259,0.0,1799.0,1
48570.0,-0.053647133807638754,3949.0,-0.0938434296638219,480.0,-0.25178754705397516,100.0,-0.6054201707862298,38025.0,-0.10436651116423513,15999.0,29815.0,1
27857.0,-0.23075601730695092,4049.0,-0.0978601786820258,3195.0,0.034096014520419785,7176.0,0.5925489812673821,18126.0,-0.19242078666300444,5133.0,7556.0,1
