FSC-A,FSC-H,SSC-A,SSC-H,FL1-A,FL1-H,FL2-A,FL2-H,FL3-A,FL3-H,FL4-A,FL4-H,Row_Status
6765.0,-0.359450118038582,2168.0,-0.1161675153828099,1341,-0.09216785270131836,2357,-0.08724072603920914,5833.0,-0.21301414752001982,1474.0,1670.0,1
4814.0,-0.3497159523565529,628.0,-0.12172275914327786,1190,-0.13182687941687463,1710,-0.17027721424363967,4802.0,-0.21066702833356038,0.0,1849.0,1
1859.0,-0.3573730044018864,544.0,-0.12154624654365134,840,-0.11761680469794566,1050,-0.2581875832774607,2861.0,-0.21595453025775285,938.0,2518.0,1
2685.0,-0.3720971590572789,233.0,-0.12234709074566055,439,-0.1718734536247653,222,-0.41036097361731927,980.0,-0.22135873976580242,340.0,743.0,1
13289.0,-0.26687312228234805,4588.0,-0.1063579910961583,173,-0.3257298080815324,188,-0.6127172850894207,26974.0,-0.1230682610168192,10637.0,23309.0,1
7309.0,-0.349494721318325,815.0,-0.11924341086889424,4762,0.4329589994118288,6408,0.8685814588357033,15833.0,-0.1743417928580382,3340.0,2031.0,1
16702.0,-0.28584573224593257,49986.0,-0.0031782047348452125,221,-0.30661079845970074,510,-0.5888894232568449,32133.0,-0.12340541625907303,8750.0,8736.0,1
6185.0,-0.3620147593335947,1095.0,-0.12205126870369389,3825,0.2792318274525065,4318,0.32830274319252806,11245.0,-0.19328408209351128,2207.0,2036.0,1
1434.0,-0.36814777533780246,1546.0,-0.11729850352115759,855,-0.1601178463572877,957,-0.37389712444928674,3009.0,-0.21852209710260903,515.0,793.0,1
3379.0,-0.35759013856903604,2489.0,-0.11463283639161265,47,-0.3377437803438996,118,-0.6192157928619413,4923.0,-0.21836648699079958,1228.0,1389.0,1
959363.0,3.4173406166514613,1262020.0,2.7844656686557103,1097,-0.21502040777133138,654,-0.5443024393731616,422035.0,1.1896424328211879,249879.0,226123.0,1
5411.0,-0.33642570257856363,1994.0,-0.11630807171214212,1152,-0.1629598613010735,2288,-0.09698848769799012,7400.0,-0.20260447941543241,1833.0,4271.0,1
3698.0,-0.33925664049366555,1124.0,-0.11761393807419387,1299,-0.027705786476358844,1508,-0.10348699547051077,3621.0,-0.21340641467687285,571.0,1483.0,1
8742.0,-0.3251961789529568,1898.0,-0.11801109142335355,2625,0.05897566930910776,4028,0.2710797719733879,10609.0,-0.1933100171121462,1833.0,2643.0,1
32758.0,-0.1949361630185647,7008.0,-0.10602130965612995,201,-0.2926590887356614,0,-0.6352815481884507,27349.0,-0.1361427522861437,21960.0,24977.0,1
31876.0,-0.15391009604051775,1829.0,-0.11877434497914599,2135,-0.057159395893775215,177,-0.6127172850894207,35732.0,-0.1193887302479912,31930.0,32314.0,1
41550.0,-0.11193355497230635,6780.0,-0.10900731446647857,12472,1.5476747698630826,21514,3.9544700802590516,23370.0,-0.1472591496485324,4246.0,6143.0,1
12977.0,-0.3408052577612611,1604.0,-0.11576872765772775,1773,-0.08054142793128558,2189,-0.28400110026275105,5659.0,-0.2142979309424479,1576.0,1457.0,1
