tSNE1,tSNE2
94.919304,55.323586
50.64022,-13.537709
95.1166,55.18308
80.90688,68.027214
91.26849,57.86825
49.724564,-16.260323
70.989975,-5.0162005
82.20604,62.907166
52.451077,-17.741
84.120224,61.35026
90.794716,55.293415
67.99523,20.056074
96.21743,54.65199
66.81281,-59.378407
52.443474,-17.784454
66.791794,20.954075
86.66984,57.220337
85.48615,57.46477
78.25633,75.60103
82.07102,66.116615
50.4752,-13.437368
86.343895,57.094086
67.96216,20.01006
75.933945,79.70232
80.0605,69.92383
90.3992,56.234726
72.675804,-10.225218
52.44366,-12.338845
96.457596,54.541428
85.56738,57.211037
91.41469,57.029396
83.70292,60.746773
77.91762,75.18812
79.78336,68.8359
75.36142,80.200165
82.19476,63.016407
51.824493,-12.9247875
79.60354,68.51882
53.954285,-10.982519
80.04138,68.72264
50.11757,-17.426651
86.44371,57.669918
70.892815,8.355181
82.786896,65.496346
76.717064,74.65009
90.135544,59.49765
52.038143,-12.664596
58.25772,25.629852
51.341614,-16.727413
69.61424,24.010956
86.41881,56.26832
66.18568,30.819283
83.92256,61.500263
69.40227,23.251461
79.13403,30.17097
75.8826,79.02825
83.776184,65.04568
77.551865,75.296555
92.73235,55.985767
66.35794,-19.158472
76.82736,74.85996
91.66868,56.156
78.91032,74.09612
51.40646,-12.793935
81.718925,66.63764
90.28367,59.794815
66.61808,11.551628
68.533356,19.342793
89.94049,59.700516
75.50457,79.4315
96.36457,54.581028
86.38299,57.03341
85.85115,62.46192
94.611725,55.335083
79.45259,68.83766
68.81519,28.386055
52.755424,-12.1020775
78.0584,73.84484
53.98469,-10.949957
50.42981,-12.670421
85.78605,62.40069
95.3527,55.063423
70.65343,27.103355
91.56968,57.05442
69.72037,24.549664
51.406464,-16.671028
71.85127,27.172201
78.20295,73.73683
77.41832,73.84919
83.180984,65.19005
75.97186,79.03655
70.72494,27.088469
75.94093,78.841125
62.461617,27.407269
80.29136,70.007866
84.78765,61.816677
50.103012,-17.077902
84.43446,61.181824
50.000443,-16.61347
90.77305,55.88658
52.369587,-12.61254
80.38557,70.215096
80.99506,-18.921598
93.52188,-5.126533
84.820915,-11.478738
99.43658,-1.2254385
88.213524,16.35016
78.76514,-14.993169
82.53279,-69.230484
80.60587,-4.3660803
91.9819,3.8688948
87.79261,17.613176
85.76099,-13.628718
83.226685,-18.653147
102.76649,16.779507
107.59499,20.7272
78.68581,-14.902448
87.477554,3.6465707
93.77366,5.003802
69.9393,2.5606065
65.92299,12.062512
97.783394,13.1072
89.20707,-12.044254
95.4898,7.1270146
93.15986,13.491706
98.79373,5.718766
91.05292,2.0385382
99.549614,-1.1143711
88.270294,16.810947
68.33963,13.473337
73.01063,8.746535
70.99037,0.06567462
82.93855,-19.041512
87.94539,3.852455
102.29398,14.906545
96.205154,-6.4480743
66.619835,12.046409
87.608864,17.711449
83.8685,8.1209345
107.38906,21.053932
69.85019,9.492775
88.55293,6.7282386
102.95522,17.120447
86.11841,8.961059
98.25916,-3.3621078
83.7253,-10.938382
86.89805,4.0978084
85.911285,-13.622573
69.44201,-5.2757974
78.93974,2.9089162
70.25426,-4.7350264
96.87161,-13.603723
81.403595,-1.4416634
67.115135,12.083823
103.21799,12.646302
70.936035,7.6315107
69.195435,22.510113
102.83054,16.954523
69.90614,17.585045
88.59706,-17.744682
69.67773,5.1090827
84.186905,-17.448727
101.60931,-1.2783499
89.32459,-11.931287
78.49787,-14.667044
95.568985,-7.3233776
67.18076,16.181652
88.28415,-0.24357377
62.216717,2.202834
94.74598,-15.12383
89.1903,-11.5822935
85.78201,8.657574
88.25909,-17.627335
82.83013,10.449844
65.27757,15.303105
98.42741,6.731416
91.45071,2.5415437
93.964554,10.396539
85.789406,8.722819
97.2003,-13.850845
69.00594,13.438186
79.36683,-5.914993
95.10348,-15.411513
83.49148,8.217017
94.07135,-6.7597127
69.729706,4.609169
99.48654,-0.597067
96.53155,-5.9809937
92.77855,13.813452
103.21411,12.4945755
69.94743,2.6282637
92.322,14.169064
69.93186,-5.0916524
62.357105,2.708573
95.52539,-7.179216
89.25987,0.40349385
93.545,-6.001536
70.543205,-2.1386642
62.810547,-0.49061614
95.44694,7.062584
98.854935,-0.67311114
99.59603,-1.7459911
92.60225,4.166349
107.57165,21.296473
65.24042,15.288664
101.63632,-1.2714115
92.17859,14.134063
73.09119,-10.858694
93.36443,-5.5104017
73.36136,-11.282773
106.34413,17.680443
