tSNE1,tSNE2
5.9703956,-64.46028
-6.635739,86.352
23.388489,-97.11027
-67.86929,36.74152
-33.969604,27.153101
-8.426437,90.73659
38.470913,-42.506226
-14.62876,-76.5774
-54.22765,17.535992
19.85506,26.574022
43.952602,31.186909
-30.186235,-38.130497
33.978874,43.66884
-21.230043,56.53148
26.88604,0.5720192
7.6583705,-67.462326
-23.723177,-16.255665
109.1196,-30.189278
45.78853,-67.790596
-59.034744,-29.669722
-78.81389,-31.687073
-70.396935,-61.052807
4.132925,51.878796
13.414858,-98.52979
-35.366314,18.827255
37.164555,97.5445
-42.256546,5.9663706
-40.122585,70.93692
65.6656,83.322044
27.089798,-46.704075
32.293068,92.36085
34.55728,-1.0262741
-21.75238,-27.730858
36.868958,97.68145
-34.799015,39.740055
38.46464,84.480484
-31.13572,52.890232
18.327154,-94.985115
19.804256,-27.979645
-22.141674,14.562681
54.76859,-56.713478
-25.7043,-23.214085
-71.394714,84.9436
-45.292446,24.374336
29.090082,56.470474
19.665321,-38.45625
49.669735,-51.087498
48.70105,-78.671974
6.052408,-71.3047
-48.00903,-1.7900275
-1.5806385,-22.792263
80.14863,-19.589968
-18.215296,86.273705
-5.5720572,59.29826
-23.563463,9.230508
-24.051474,-50.431263
-25.07077,56.10677
74.63463,-24.44021
-15.49241,-97.17104
6.932139,74.53515
-21.052479,76.322815
7.6163983,-96.50858
-17.2477,31.040823
-30.65526,50.021763
34.943104,10.899649
-10.011632,-45.568012
82.540085,-46.454792
61.59238,15.000464
20.0346,-49.760315
75.83631,19.63279
64.85174,-27.690462
85.015854,-34.23782
65.613914,11.865791
-6.9267235,80.75852
100.70721,31.889832
-12.821879,14.501215
19.03432,25.984829
63.06617,1.0176269
-58.658722,32.076508
-31.52953,39.066574
-23.273993,88.785675
105.1207,-36.959015
56.78263,-51.376923
-49.07213,64.65492
-43.882675,6.487386
-52.540752,-1.8779787
-51.985798,32.30715
-37.98493,24.906263
-8.415049,-30.596834
-96.14643,47.25107
-47.583397,100.201256
-112.39354,7.741406
-77.00084,-15.143512
-89.78439,64.02431
113.63576,16.384392
-21.702614,-35.553654
-11.985022,-94.13734
-31.193445,-65.91848
-13.560588,75.02005
-50.373283,47.754074
-66.10706,55.392654
-34.413322,-50.905506
21.712626,26.252527
-49.660038,99.39963
32.675453,-79.866035
32.85306,8.188183
35.746307,-65.56822
-14.964758,0.2067211
18.230074,-41.7924
-64.59958,-13.423461
-7.177914,38.53143
-0.9980469,-66.40988
48.474163,79.26021
-2.433919,38.844902
-45.617332,12.276683
16.301443,-2.194397
44.471867,21.774927
-53.42429,57.478012
-37.393867,69.96921
-8.592914,-73.540886
-56.092815,-40.535564
-72.70806,41.094448
-74.68985,75.46788
-13.521703,27.446978
-21.87533,45.912346
36.518463,-73.167946
-59.074116,-24.065477
105.04737,-37.153706
3.292603,-9.517344
80.92992,53.840446
-64.18211,-74.4259
9.232692,-8.279373
60.011765,-33.244896
-48.212273,8.165452
64.90367,0.032671254
-4.7069373,-96.17054
-4.297154,83.43619
-71.62569,-70.99721
5.56063,-69.04537
-15.375971,44.907627
66.62535,-78.73827
3.4333403,96.50591
52.762035,-50.969475
60.337288,-37.236996
58.939064,9.825383
2.1150558,19.92743
61.12175,-55.032448
41.846916,-39.979294
-17.298944,63.636185
28.755259,36.292664
56.12131,50.83706
-111.1808,-2.8029172
91.03518,8.715131
8.590585,-58.78599
-65.74227,-24.358719
-66.825836,-79.46013
-14.061883,54.296978
69.91583,50.79783
-21.375336,23.181536
-61.234524,-60.902958
0.9715219,-46.487057
-59.201782,-52.56258
96.10324,-44.7809
11.352039,-45.25861
34.997593,-8.909682
12.402721,-61.23638
96.289,-1.5044128
86.48388,-46.30884
18.312992,-20.376394
-83.811516,6.414967
-84.38397,22.54896
-84.63447,26.915264
108.515335,-22.739088
36.878567,-25.920567
-36.363895,-39.53465
2.6613991,44.414623
29.14469,-101.10693
-34.28984,5.8169475
-73.38319,-59.808643
63.08321,-54.883442
