FSC-A,FSC-H,SSC-A,SSC-H,FL1-A,FL1-H,FL2-A,FL2-H,FL3-A,FL3-H,FL4-A,FL4-H,Time,Cluster,UMAP-1,UMAP-2
6464.0,13448.0,932.0,2084.0,2809.0,3803.0,3389.0,4860.0,10377.0,13821.0,2911.0,2702.0,16.1,0,14.46403,3.6476479
2207.0,14153.0,1062.0,4378.0,2257.0,5574.0,2673.0,6808.0,7814.0,19156.0,2265.0,4003.0,16.2,0,14.198839,6.99653
2297.0,8775.0,1361.0,4761.0,714.0,2930.0,743.0,3681.0,1877.0,9219.0,186.0,1647.0,16.2,0,14.633443,-1.1397146
2662.0,15310.0,578.0,2116.0,1836.0,3122.0,2588.0,4685.0,8489.0,15405.0,766.0,4072.0,16.3,0,14.432729,1.0083703
2359.0,8312.0,77.0,1584.0,523.0,2080.0,585.0,3256.0,2081.0,9765.0,97.0,520.0,16.3,0,13.177559,-4.0220222
10672.0,34128.0,1683.0,3726.0,2190.0,3040.0,2900.0,3958.0,9365.0,12855.0,2227.0,2455.0,16.4,0,12.079395,1.8873719
61258.0,136490.0,17651.0,40516.0,503.0,354.0,0.0,83.0,45146.0,60144.0,47593.0,54778.0,16.4,4,-4.7955112,7.0071044
2576.0,12280.0,1223.0,5562.0,1715.0,2611.0,2358.0,3639.0,5959.0,9104.0,124.0,284.0,16.4,0,13.828561,-0.5066103
1884.0,6482.0,654.0,2697.0,1308.0,3550.0,1469.0,4315.0,3722.0,11336.0,2941.0,4644.0,16.5,0,15.090694,0.4580914
3361.0,10194.0,959.0,3055.0,1181.0,2598.0,1709.0,3269.0,4565.0,9349.0,121.0,647.0,16.6,0,13.886089,-2.2865334
4387.0,13042.0,1371.0,3528.0,1580.0,2457.0,2082.0,3220.0,5093.0,7996.0,1704.0,2370.0,16.6,0,13.446219,-1.8775228
3996.0,10121.0,904.0,2095.0,299.0,171.0,0.0,0.0,5929.0,5379.0,17049.0,19912.0,16.7,-1,-0.38534537,-2.4782927
2869.0,5451.0,3170.0,5348.0,418.0,283.0,79.0,20.0,64205.0,50902.0,110251.0,81515.0,16.7,1,1.7212735,-1.4321754
10136.0,13668.0,6435.0,7849.0,547.0,311.0,33.0,0.0,117658.0,70073.0,153011.0,76668.0,16.7,-1,1.7225469,-1.5054052
2194450.0,1054620.0,1834330.0,1620470.0,13917.0,4102.0,2217.0,947.0,9177580.0,2616110.0,7350460.0,1911580.0,16.7,9,2.3830488,14.644037
1768.0,6044.0,1668.0,5149.0,1598.0,2511.0,1958.0,3280.0,5659.0,8807.0,989.0,1862.0,16.7,0,13.771804,-1.8893511
