FSC-A,FSC-H,SSC-A,SSC-H,FL1-A,FL1-H,FL2-A,FL2-H,FL3-A,FL3-H,FL4-A,FL4-H,Time,Cluster,UMAP-1,UMAP-2
4629.0,17373.0,1713.0,4281.0,1097.0,1491,2698,4022,7274.0,11367.0,1289.0,3977.0,16.6,3,12.394485,-2.6004078
4890.0,11659.0,1198.0,2602.0,331.0,967,820,2513,2103.0,7929.0,399.0,557.0,16.6,3,11.39039,-8.294139
1067.0,6124.0,154.0,1287.0,820.0,2090,1116,3162,3679.0,9296.0,132.0,93.0,16.6,3,12.5538645,-6.9249744
47040.0,81449.0,7985.0,16476.0,1694.0,2069,212,167,55238.0,68525.0,43105.0,53010.0,16.6,1,-4.1098385,7.2095265
11421.0,18661.0,1395.0,3487.0,5058.0,7185,6424,9351,15330.0,21534.0,5700.0,5813.0,16.6,3,14.03207,13.704657
25794.0,53033.0,4394.0,9680.0,565.0,627,320,162,26238.0,32933.0,16858.0,31374.0,16.7,1,-4.556037,2.5839036
5318.0,14830.0,1194.0,3364.0,2663.0,4116,3569,5443,6669.0,9723.0,1574.0,1671.0,16.8,3,14.358915,1.6920868
7844.0,19790.0,1568.0,4191.0,1668.0,2078,2596,3271,7724.0,9812.0,448.0,2973.0,16.9,3,11.702823,-3.7913992
1552.0,7960.0,58.0,2394.0,2612.0,4551,3070,5484,8313.0,15061.0,340.0,1116.0,16.9,3,14.553788,1.1509402
4776.0,20491.0,913.0,2978.0,2092.0,2711,2730,3424,9314.0,12341.0,358.0,2454.0,16.9,3,11.63271,-3.4481604
9284.0,15473.0,3881.0,9133.0,6009.0,7891,718,783,18228.0,23091.0,6651.0,17385.0,17.0,1,-2.2765293,2.6392956
11037.0,25837.0,1043.0,3121.0,1716.0,2215,3446,4151,10684.0,13101.0,2661.0,4630.0,17.0,3,11.819842,-0.83740205
34578.0,75714.0,7194.0,13498.0,109.0,244,136,76,33769.0,40367.0,15748.0,36908.0,17.1,1,-4.339811,4.6468315
9482.0,16547.0,1556.0,4604.0,1064.0,1250,3172,3818,7376.0,9385.0,1439.0,2838.0,17.1,3,10.859998,-2.8127124
12201.0,12339.0,2245.0,2274.0,1417.0,2143,3196,3692,10505.0,13212.0,3245.0,3147.0,17.1,3,11.257713,-2.3817275
1468.0,2837.0,89.0,794.0,194.0,194,130,99,13072.0,13213.0,1421.0,1293.0,17.1,0,-0.16381834,-3.8595235
1764.0,11096.0,0.0,1716.0,243.0,245,193,93,2626.0,7925.0,2245.0,9635.0,17.1,0,-1.0175716,-4.3177357
4873.0,14936.0,240.0,1442.0,116.0,31,179,112,1736.0,11627.0,9898.0,15217.0,17.1,0,-1.4948909,-4.4007225
328423.0,504373.0,34573.0,57039.0,4390.0,4805,1214,981,784712.0,888117.0,404908.0,403720.0,17.1,2,1.8298557,17.478598
4791.0,14088.0,372.0,1461.0,0.0,107,373,225,1204.0,3812.0,1430.0,1679.0,17.1,0,0.32506844,-4.871646
20395.0,48438.0,1582.0,3670.0,977.0,1053,333,202,30560.0,38005.0,7481.0,23682.0,17.1,1,-3.94793,1.7797227
7992.0,23087.0,1932.0,4045.0,3980.0,5305,5688,7750,17028.0,22771.0,1990.0,3689.0,17.2,3,14.781786,10.709411
3420.0,8711.0,396.0,2373.0,2174.0,2965,2923,3648,6913.0,8459.0,754.0,2309.0,17.2,3,11.93531,-2.5932245
5034.0,13422.0,762.0,2170.0,6074.0,7577,6533,8352,15380.0,18781.0,501.0,4091.0,17.2,3,14.394157,13.045772
7193.0,15972.0,1785.0,3583.0,2292.0,2526,3280,4189,8566.0,10894.0,1967.0,3385.0,17.2,3,12.189258,-0.9970287
