FSC-A,FSC-H,SSC-A,SSC-H,FL1-A,FL1-H,FL2-A,FL2-H,FL3-A,FL3-H,FL4-A,FL4-H,Time,Cluster,UMAP-1,UMAP-2
4784.0,13305.0,1579.0,3012.0,982,1222,1971,2574,5099.0,6540.0,1734.0,3016.0,16.6,2,1.6204215,-8.567105
1012.0,4511.0,1043.0,3201.0,2380,3693,2781,4393,7959.0,12528.0,1018.0,2787.0,16.7,2,-4.0038238,-3.4514537
19472.0,53812.0,6596.0,13011.0,275,196,8,2,28949.0,38433.0,23805.0,31176.0,17.0,4,9.185047,2.776915
6422.0,12572.0,1740.0,3873.0,2205,3010,2903,3770,9832.0,12707.0,1459.0,4586.0,17.1,2,-2.6105735,-3.6662457
3496.0,9750.0,1158.0,3908.0,1770,2790,2462,3669,6955.0,10358.0,1388.0,1683.0,17.1,2,-1.6638666,-4.8055425
3540.0,11982.0,585.0,2079.0,2036,2646,2901,3939,7390.0,9752.0,1245.0,1493.0,17.1,2,-1.6149379,-4.5519996
4078.0,20678.0,377.0,2454.0,4568,6075,5279,7164,13762.0,18592.0,266.0,2377.0,17.1,2,-5.1674495,6.2656717
30852.0,77838.0,36202.0,77428.0,1338,1611,3667,4829,8965.0,12566.0,2310.0,3585.0,17.4,2,-0.15509251,-8.307492
6355.0,19513.0,2739.0,6191.0,293,149,171,113,13248.0,17119.0,6137.0,11410.0,17.6,0,16.685734,-3.643453
10002.0,15693.0,2202.0,3682.0,1937,2434,3008,3614,8008.0,10143.0,2836.0,3602.0,17.7,2,-0.65183175,-5.8283706
2286.0,6676.0,1474.0,3558.0,1942,2383,2435,3156,5607.0,7505.0,576.0,1007.0,17.8,2,-0.5386531,-5.9137344
72646.0,149363.0,6001.0,15355.0,408,283,57,43,44245.0,50535.0,32637.0,45184.0,17.9,4,6.8722806,6.2848926
45080.0,81557.0,5683.0,8421.0,71,105,67,72,34334.0,41142.0,22904.0,31241.0,18.0,4,9.351029,4.2441735
1715.0,10085.0,147.0,963.0,194,101,143,25,4571.0,7224.0,1763.0,3212.0,18.0,0,16.747248,-4.615696
417323.0,697210.0,43033.0,75874.0,1206,1306,239,201,466782.0,511563.0,208382.0,243826.0,18.0,3,2.3197331,13.43945
828075.0,1053840.0,761131.0,1125580.0,2549,1897,959,590,1611630.0,1412280.0,1032680.0,916139.0,18.2,3,1.4626719,14.936448
828.0,4896.0,154.0,1347.0,121,0,169,89,847.0,4331.0,4430.0,8063.0,18.2,0,15.3478365,-4.0772457
5947.0,12243.0,1838.0,3955.0,3044,3713,3269,4157,9541.0,11525.0,1422.0,1385.0,18.3,2,-5.3353915,-1.3647419
3943.0,13343.0,1440.0,3025.0,2717,3497,3223,4019,8507.0,9659.0,851.0,2498.0,18.4,2,-4.0022616,-2.4852312
127863.0,235965.0,32810.0,59331.0,197,172,298,214,121763.0,127058.0,43560.0,50777.0,18.5,4,5.1832204,8.644165
31154.0,51088.0,3654.0,6500.0,400,226,95,86,35578.0,39766.0,32041.0,41386.0,18.6,4,8.553931,3.0030696
5885.0,15886.0,1886.0,4505.0,4357,5166,5350,6554,14701.0,17655.0,2443.0,3153.0,19.3,2,-6.1353936,4.5197563
3960.0,10734.0,1532.0,3825.0,2415,3461,3014,4184,9419.0,12601.0,439.0,1635.0,19.3,2,-3.7082062,-3.1871252
7787.0,17572.0,1261.0,2864.0,2380,3080,3408,4039,8581.0,10820.0,646.0,2757.0,19.6,2,-2.8729668,-3.315656
4826.0,11033.0,1568.0,2594.0,2782,3583,3476,4128,11855.0,13852.0,3712.0,3951.0,19.9,2,-4.2754626,-2.204006
1942.0,5927.0,530.0,2420.0,170,84,244,165,3939.0,7841.0,1424.0,1627.0,20.0,0,16.259186,-4.6864104
1270.0,7474.0,595.0,2890.0,197,114,119,0,6650.0,12007.0,1235.0,2146.0,20.0,-1,16.713377,-4.611794
626.0,3405.0,214.0,2025.0,164,76,125,0,2689.0,5023.0,1454.0,2772.0,20.0,-1,16.511024,-4.9164486
5243.0,11586.0,1361.0,2257.0,133,118,247,109,2754.0,4500.0,14462.0,13628.0,20.0,0,16.050245,-3.4282277
909087.0,1169280.0,274439.0,375858.0,2814,2271,563,398,973073.0,875707.0,603544.0,500452.0,20.0,3,1.6367438,14.429951
22184.0,41154.0,4856.0,8135.0,0,0,187,119,34226.0,37524.0,12051.0,29308.0,20.0,4,10.128184,2.285549
788598.0,994703.0,392189.0,489905.0,1979,1258,526,232,190768.0,185043.0,142544.0,122406.0,20.1,3,1.7517319,13.273186
4697.0,15056.0,1167.0,3236.0,1973,3087,2328,3263,4327.0,6000.0,822.0,1906.0,20.1,2,-2.6525543,-4.143083
4158.0,12795.0,556.0,2538.0,6329,7553,7463,9340,16762.0,20448.0,1669.0,3172.0,20.2,2,-4.52452,9.372729
48280.0,80113.0,10225.0,14892.0,418,141,361,161,55781.0,57711.0,36212.0,45904.0,20.3,4,8.342239,4.673716
35154.0,70211.0,5286.0,8169.0,10485,11018,12672,13686,40873.0,37785.0,6836.0,7259.0,20.5,2,-3.211606,12.475999
9064.0,19562.0,1707.0,3157.0,4243,4799,6005,6633,15391.0,16436.0,1342.0,3895.0,20.5,2,-6.5549345,3.9353094
24089.0,38148.0,2658.0,5398.0,6129,6873,8661,9076,22958.0,25699.0,4825.0,6315.0,20.5,2,-5.0865703,8.808224
10455.0,15535.0,3067.0,6115.0,988,1099,3133,3345,7651.0,8562.0,2538.0,3097.0,20.6,2,1.1929274,-8.695684
1324.0,8584.0,221.0,1756.0,240,250,156,41,844.0,4085.0,9381.0,29504.0,20.8,0,16.876646,-1.8175883
47553.0,78708.0,13315.0,23586.0,753,451,68,39,66776.0,69835.0,39917.0,55249.0,20.8,4,7.690326,4.025928
3535.0,7657.0,717.0,1944.0,372,266,313,251,9283.0,7877.0,14206.0,10597.0,20.8,0,17.472923,-3.4282548
404865.0,475622.0,288336.0,477500.0,6081,5683,92792,88099,703492.0,627186.0,484971.0,449712.0,20.8,1,9.568843,18.209948
1019.0,6849.0,267.0,2598.0,780,2053,800,2270,2044.0,6564.0,255.0,1287.0,20.9,2,1.9220507,-6.4229813
4110.0,17376.0,794.0,2138.0,5109,6090,6639,7872,14180.0,17129.0,2593.0,3933.0,20.9,2,-5.3327446,6.90511
270591.0,420028.0,178742.0,262927.0,925,804,244,214,110862.0,102889.0,67425.0,55886.0,21.0,3,2.9413311,11.50426
7376.0,14098.0,678.0,1568.0,98,79,222,65,1219.0,4929.0,10711.0,10662.0,21.1,0,15.925538,-3.8692763
91313.0,154197.0,12609.0,21839.0,325,219,317,108,99981.0,94987.0,33543.0,37388.0,21.1,4,6.5445843,6.865119
4859.0,14344.0,916.0,2356.0,4767,5499,5467,6307,10770.0,12285.0,0.0,2248.0,21.1,2,-5.921723,5.0981684
22688.0,46988.0,7146.0,14341.0,119,178,81,185,32758.0,35869.0,13347.0,27772.0,21.1,4,9.772476,2.5521662
5486.0,15495.0,417.0,1571.0,877,765,1511,1492,4200.0,4758.0,1711.0,1421.0,21.2,2,3.0124319,-8.8005295
4246570.0,2915360.0,12020000.0,9056060.0,26505,13663,9345,5745,1624910.0,1196850.0,1301390.0,756711.0,21.2,3,0.09005014,15.437286
1069.0,5134.0,0.0,0.0,888,1401,2247,3309,6956.0,10768.0,1474.0,3154.0,21.2,2,1.3202562,-8.609557
30816.0,58360.0,15673.0,28642.0,439,270,261,115,33932.0,35899.0,27969.0,30380.0,21.2,4,8.536795,2.9374392
53349.0,83607.0,7969.0,12493.0,448,379,158,190,59000.0,58032.0,35948.0,40222.0,21.3,4,7.821615,4.3076077
10685.0,23924.0,1754.0,4067.0,5001,7054,6491,8495,18705.0,24277.0,4112.0,4848.0,21.4,2,-4.6638203,8.465536
2721.0,16674.0,779.0,3450.0,773,3352,1019,4067,3080.0,11049.0,80.0,169.0,21.4,2,-2.8603892,-4.885522
1904.0,10370.0,5920.0,21145.0,151,24,193,96,89532.0,154783.0,69175.0,110267.0,21.4,0,17.2445,0.0332455
7778390.0,2093320.0,4520550.0,2313160.0,48772,10077,11584,2476,15946100.0,8562750.0,1875800.0,5563720.0,21.4,3,0.39551046,15.816206
3056.0,8808.0,1386.0,3674.0,2720,3267,3239,3875,7977.0,9085.0,193.0,1766.0,21.5,2,-3.5465505,-2.523465
29844.0,50779.0,5075.0,10339.0,448,223,92,84,44446.0,43586.0,20786.0,35590.0,22.0,4,8.522266,2.9808893
3559.0,11994.0,1889.0,6050.0,2123,2550,2922,3583,7558.0,9107.0,180.0,823.0,22.0,2,-1.2211881,-4.9005246
6054.0,14386.0,478.0,2404.0,222,179,304,177,7054.0,6386.0,2113.0,2157.0,22.1,0,17.080387,-4.1564345
831787.0,872796.0,215178.0,279177.0,5905,4298,87713,69981,630501.0,469774.0,416576.0,310838.0,22.1,1,9.500586,18.119606
14971.0,28523.0,1404.0,4207.0,4574,5235,6713,7635,20477.0,22053.0,4285.0,5172.0,22.1,2,-6.2322464,5.4819155
22088.0,41308.0,8706.0,13597.0,408,308,96,49,34799.0,35421.0,34625.0,31947.0,22.1,4,8.598507,2.5083215
